Date,IWF,IWM,LIND,MTUM,SPY,VLUE,VXX
2018-09-24,-0.32720280370933225,-0.7872716558632882,1.0,-0.0,-0.5263468039574482,-0.4606271128617065,0.0
2018-09-25,-0.32500466737195843,-0.7915862841496049,1.0,-0.0,-0.5297467172817226,-0.46521252100317384,0.0
2018-09-26,-0.32411817813891225,-0.7912580554777249,1.0,-0.0,-0.5302450110519598,-0.4676068615547461,0.0
2018-09-27,-0.3269673405909798,-0.7852255054432349,1.0,-0.0,-0.530606531881804,-0.46765163297045104,0.0
2018-09-28,-0.32717431877566255,-0.785056613164116,1.0,-0.0,-0.530608435983576,-0.4677429389075526,0.0
2018-10-01,-0.326888951153451,-0.7869306684100744,1.0,-0.0,-0.5308365243921422,-0.4685719622676754,0.0
2018-10-02,-0.32973191767599713,-0.7765357910141046,1.0,-0.0,-0.5347323847183735,-0.47264688482734996,0.0
2018-10-03,-0.32943263514985527,-0.7736142665961222,1.0,-0.0,-0.535246335314805,-0.473965951884473,0.0
2018-10-04,-0.3339974473118949,-0.7674874700370451,1.0,-0.0,-0.5412010086231049,-0.47041060922080746,0.0
2018-10-05,-0.32311554673939996,-0.7623047359285892,1.0,-0.0,-0.542121249690057,-0.471888172576246,0.0
2018-10-08,-0.3226126293610956,-0.7621614922228419,1.0,-0.0,-0.5420772138563549,-0.47158703600421387,0.0
2018-10-09,-0.3276327632763277,-0.7646730190260406,1.0,-0.0,-0.541978335764611,-0.46950557124677983,0.0
2018-10-10,-0.3263986068352147,-0.767702211027148,1.0,-0.0,-0.5425568305501134,-0.47308517585595666,0.0
2018-10-11,-0.2763149948668398,-0.7542726010024761,1.0,-0.0,-0.5192040582160758,-0.46968415967147775,0.0
2018-10-12,-0.2826967765000298,-0.7482273729369003,1.0,-0.0,-0.500625633081094,-0.4476553655484717,0.0
2018-10-15,-0.24168567655180692,-0.8023172049465721,1.0,-0.0,-0.5005402809460919,-0.4570176491775723,0.0
2018-10-16,-0.24137827535492393,-0.8027733589458833,1.0,-0.0,-0.5003751838400816,-0.45691388780502445,0.0
2018-10-17,-0.24403326904532302,-0.8088837994214079,1.0,-0.0,-0.5027422854387656,-0.4578411282545805,0.0
2018-10-18,-0.24800461291007858,-0.8207945130648537,1.0,-0.0,-0.5033231161421504,-0.4626870201207854,0.0
2018-10-19,-0.238098109566738,-0.815599843217656,1.0,-0.0,-0.5019447040733258,-0.45940241806615006,0.0
2018-10-22,-0.23825311190813467,-0.8118990927996625,1.0,-0.0,-0.503179722113385,-0.4606226830223937,0.0
2018-10-23,-0.23465223830970589,-0.8144364174953904,1.0,-0.0,-0.5089320799202006,-0.46464951787927333,0.0
2018-10-24,-0.23302436520636455,-0.8126566226865131,1.0,-0.0,-0.5086802934694,-0.46484103740829086,0.0
2018-10-25,-0.204349862420233,-0.7743399098413442,1.0,-0.0,-0.5119430946665886,-0.4365962180200223,0.0
2018-10-26,-0.19599361300624185,-0.7649005661199013,1.0,-0.0,-0.5119465815067499,-0.43033822035128466,0.0
2018-10-29,-0.1815923272475156,-0.7707129651028426,1.0,-0.0,-0.504419921423619,-0.43211231800323546,0.0
2018-10-30,-0.17383393501805053,-0.7708592057761732,1.0,-0.0,-0.5048375451263538,-0.43858483754512634,0.0
2018-10-31,-0.1766275499956962,-0.7564915502252317,1.0,-0.0,-0.5020227813961495,-0.43405158809858546,0.0
2018-11-01,-0.16404481503768015,-0.7659245250580244,1.0,-0.0,-0.5013324164016161,-0.4341385139975357,0.0
2018-11-02,-0.16868465285889292,-0.7427423720121934,1.0,-0.0,-0.507734822369733,-0.4297883251189425,0.0
2018-11-05,-0.17458180568285975,-0.7333295142071495,1.0,-0.0,-0.5112282309807517,-0.44520508707607703,0.0
2018-11-06,-0.17504010082493127,-0.73330087076077,1.0,-0.0,-0.5109990834097159,-0.4449759395050412,0.0
2018-11-07,-0.1745377525903028,-0.7332417425153128,1.0,-0.0,-0.5098746350678344,-0.4445589329669701,0.0
2018-11-08,-0.14724937485792225,-0.7380086383268925,1.0,-0.0,-0.5030688792907478,-0.453228006365083,0.0
2018-11-09,-0.1489010363284364,-0.7395797745131534,1.0,-0.0,-0.5035303496184944,-0.4550449834870744,0.0
2018-11-12,-0.1484432597969716,-0.7255713718595815,1.0,-0.0,-0.5091589633074349,-0.4524471162025748,0.0
2018-11-13,-0.12872122115087284,-0.723582492339696,1.0,-0.0,-0.510358980125376,-0.44845810024456756,0.0
2018-11-14,-0.1273291050035236,-0.7273572938689217,1.0,-0.0,-0.5127836504580691,-0.45144467935165605,0.0
2018-11-15,-0.12670664076795315,-0.728598372885173,1.0,-0.0,-0.5156377558201729,-0.4441347859133519,0.0
2018-11-16,-0.12361349021369801,-0.7206481143466907,1.0,-0.0,-0.5147566763078825,-0.4490747241021033,0.0
2018-11-19,-0.12508774392812017,-0.7201179278393934,1.0,-0.0,-0.5138845991857363,-0.448743506949319,0.0
2018-11-20,-0.09729820252316625,-0.7149715306464218,1.0,-0.0,-0.5166629451825389,-0.46218041755051914,0.0
2018-11-21,-0.09912181067678753,-0.7110286173366207,1.0,-0.0,-0.5135329805801037,-0.44660221071003126,0.0
2018-11-23,-0.09945164506480557,-0.7095657472028359,1.0,-0.0,-0.5138196521546472,-0.4466323252464828,0.0
2018-11-26,-0.09852052972793263,-0.7159361666759018,1.0,-0.0,-0.5118025156535713,-0.44431207402892453,0.0
2018-11-27,-0.09122497380177597,-0.7186862280072803,1.0,-0.0,-0.5078043130549887,-0.4399922784181788,0.0
2018-11-28,-0.08911246855910887,-0.7310870947234583,1.0,-0.0,-0.5049338013764891,-0.43890101992868785,0.0
2018-11-29,-0.06531673279518402,-0.7219592283486114,1.0,-0.0,-0.5042276645231906,-0.44484881652756875,0.0
2018-11-30,-0.06379291373239436,-0.7260673415492958,1.0,-0.0,-0.5070972711267605,-0.453950264084507,0.0
2018-12-03,-0.06373263650116903,-0.7260074267638564,1.0,-0.0,-0.5070004125979921,-0.45388529775821757,0.0
2018-12-04,-0.05744540765938769,-0.7292329638977285,1.0,-0.0,-0.5041698672226489,-0.4525128936683858,0.0
2018-12-06,-0.0523711450504186,-0.6852381843956455,1.0,-0.0,-0.5056837938320807,-0.43143338593628805,0.0
2018-12-07,-0.06906817505209885,-0.6930634117296814,1.0,-0.0,-0.5169287396140626,-0.42737286530082,0.0
2018-12-10,-0.05443618705228986,-0.6951949132079521,1.0,-0.0,-0.5161108577254313,-0.41716524025433954,0.0
2018-12-11,-0.05110860578729801,-0.6966768669136201,1.0,-0.0,-0.5153808986954421,-0.4211091426424008,0.0
2018-12-12,-0.0493644694058528,-0.697981888049875,1.0,-0.0,-0.5157606212882594,-0.4240991051514255,0.0
2018-12-13,-0.05016316513390328,-0.7032282424013592,1.0,-0.0,-0.5155478842471479,-0.42800507025540063,0.0
2018-12-14,-0.05229533385448958,-0.6977383615925816,1.0,-0.0,-0.5178585869477316,-0.42777043965819334,0.0
2018-12-17,-0.041382458778666954,-0.697701272893281,1.0,-0.0,-0.5091573124227939,-0.4372146731833074,0.0
2018-12-18,-0.02391561090831007,-0.6916738243504401,1.0,-0.0,-0.5168563452866652,-0.4516587932145158,0.0
2018-12-19,-0.02260342004241497,-0.6921156479020697,1.0,-0.0,-0.5177042227054307,-0.45209524576521437,0.0
2018-12-20,-0.022290525190431648,-0.6837631965789123,1.0,-0.0,-0.5186155285313377,-0.448055592676734,0.0
2018-12-21,-0.01998495755882669,-0.687600730632857,1.0,-0.0,-0.522348769743204,-0.4562426130869238,0.0
2018-12-24,-0.0,-0.6657977479777485,1.0,-0.0,-0.5264841041627476,-0.4950955362661579,0.0
2018-12-26,-0.0,-0.6661824442471687,1.0,-0.0,-0.5281252521991768,-0.4958437575659753,0.0
2018-12-27,-0.0,-0.6464497431168489,1.0,-0.0,-0.4967724937425899,-0.49147674878145176,0.0
2018-12-28,-0.0,-0.649611586570112,1.0,-0.0,-0.49503620803159976,-0.48866359447004615,0.0
2018-12-31,-0.0,-0.6558294189053676,1.0,-0.0,-0.49493323481289914,-0.48817754789676465,0.0
2019-01-02,-0.0,-0.6562211251616991,1.0,-0.0,-0.49555162491090043,-0.48821246601019036,0.0
2019-01-03,-0.0,-0.6594621830911213,1.0,-0.0,-0.5222499204412856,-0.47024504084014,0.0
2019-01-04,-0.0,-0.6607849343250514,1.0,-0.0,-0.5062246135991982,-0.47056496281057136,0.0
2019-01-07,-0.0,-0.6400643437200011,1.0,-0.0,-0.4991308408790182,-0.455309654152505,0.0
2019-01-08,-0.0,-0.6209767647594515,1.0,-0.0,-0.5237165977155048,-0.45723727005438036,0.0
2019-01-09,-0.0,-0.6082353553220269,1.0,-0.0,-0.5252315055665383,-0.467745291853085,0.0
2019-01-10,-0.0,-0.6057564805907283,1.0,-0.0,-0.5276773874834247,-0.46660253243545413,0.0
2019-01-11,-0.0,-0.5904479475573591,1.0,-0.0,-0.5314239633733937,-0.47944956037667136,0.0
2019-01-14,-0.0,-0.5966719699538353,1.0,-0.0,-0.5411700268641925,-0.470358102292585,0.0
2019-01-15,-0.0,-0.5993874986912365,1.0,-0.0,-0.5412522248979165,-0.47688723693854046,0.0
2019-01-16,-0.0,-0.5850147829244255,1.0,-0.0,-0.5416515379428394,-0.4668291923854972,0.0
2019-01-17,-0.0,-0.5782813877508687,1.0,-0.0,-0.5447803764974329,-0.4698957631074003,0.0
2019-01-18,-0.0,-0.573915540011484,1.0,-0.0,-0.5490421255937777,-0.4870543404499661,0.0
2019-01-22,-0.0,-0.5993656951142797,1.0,-0.0,-0.5911878800587125,-0.43054099391906053,0.0
2019-01-23,-0.0,-0.5879423328964614,1.0,-0.0,-0.5981127129750983,-0.4351769331585845,0.0
2019-01-24,-0.0,-0.5878544844577239,1.0,-0.0,-0.5973423494260104,-0.43576033967604966,0.0
2019-01-25,-0.0,-0.5550826039532842,1.0,-0.0,-0.6670568517385406,-0.43821330708451944,0.0
2019-01-28,-0.0,-0.5497751403709519,1.0,-0.0,-0.6740732856116447,-0.43718566220495486,0.0
2019-01-29,-0.0,-0.5381008520443706,1.0,-0.0,-0.6960505867852741,-0.4452333744172338,0.0
2019-01-30,-0.0,-0.5394105184112425,1.0,-0.0,-0.6969453160618982,-0.4455708423847454,0.0
2019-01-31,-0.0,-0.5552754385023869,1.0,-0.0,-0.6533819664217132,-0.4732875610148581,0.0
2019-02-01,-0.0,-0.5525355513818084,1.0,-0.0,-0.6625704319828281,-0.46799034075664075,0.0
2019-02-04,-0.0,-0.5604868913857678,1.0,-0.0,-0.6596040663456394,-0.4551364365971107,0.0
2019-02-05,-0.0,-0.5540280303840804,1.0,-0.0,-0.6499411575906708,-0.4707125280838772,0.0
2019-02-06,-0.0,-0.5356847469384488,1.0,-0.0,-0.6462474320322297,-0.48608628371708335,0.0
2019-02-07,-0.0,-0.5372302110289998,1.0,-0.0,-0.6476269242056398,-0.4829922898380599,0.0
2019-02-08,-0.0,-0.5436617453980332,1.0,-0.0,-0.6708823450604218,-0.4649125157418076,0.0
