Date,EPAM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4344345616264294,-0.6698856416772554,-0.256130876747141,-0.4797966963151207,-0.3363405336721728,0.0
2018-09-25,1.0,-0.4336089030206677,-0.6717329093799682,-0.2542130365659777,-0.48146263910969794,-0.3386327503974563,0.0
2018-09-26,1.0,-0.43465538627906236,-0.6731020005725009,-0.2563849750326007,-0.4810279571260456,-0.33535829013072105,0.0
2018-09-27,1.0,-0.4364809458729301,-0.6678638400661094,-0.2578584368941296,-0.4809776562946953,-0.33515557956965325,0.0
2018-09-28,1.0,-0.43430297250039746,-0.6699729772691146,-0.258273724368145,-0.48103640120807506,-0.3355587347003656,0.0
2018-10-01,1.0,-0.4344439498950849,-0.669708145227952,-0.25834552044255105,-0.4811152794557131,-0.33563298785528073,0.0
2018-10-02,1.0,-0.4350742235926126,-0.6624495374932452,-0.26087923964525256,-0.4826917575256684,-0.33764582472424426,0.0
2018-10-03,1.0,-0.43508805391315397,-0.6624388072986203,-0.26098289783203,-0.4826435246995994,-0.337688346366584,0.0
2018-10-04,1.0,-0.4361614235780108,-0.6598983158563712,-0.2612964728312679,-0.4839847473784557,-0.33632030505243093,0.0
2018-10-05,1.0,-0.4400433038272941,-0.6660829140928485,-0.26128765204101123,-0.4837929058141756,-0.3328981723237598,0.0
2018-10-08,1.0,-0.43863665267709523,-0.6634872186188477,-0.25823477044385096,-0.4867734961210734,-0.3323159099580313,0.0
2018-10-09,1.0,-0.4457396525293817,-0.6675076647930506,-0.26957715891670925,-0.4844149207971385,-0.32642437404190083,0.0
2018-10-10,1.0,-0.44608703981608605,-0.6670711069957533,-0.26999584916504354,-0.4844982279127686,-0.3252658130847089,0.0
2018-10-11,1.0,-0.4307208057916273,-0.6656279508970727,-0.2496694995278565,-0.4780925401322002,-0.3235127478753541,0.0
2018-10-12,1.0,-0.43255857661947117,-0.6650482395689763,-0.24777596792381906,-0.4729043979451196,-0.3141523618594161,0.0
2018-10-15,1.0,-0.4247873405053791,-0.6781648736552414,-0.23667750813109834,-0.47279209407055295,-0.3149236927695772,0.0
2018-10-16,1.0,-0.42562642725310473,-0.675540401038571,-0.23887133606531735,-0.47292520411674543,-0.3152626145712766,0.0
2018-10-17,1.0,-0.42110171599104695,-0.664511315593136,-0.23551355384232775,-0.47121362845063414,-0.3163392190997264,0.0
2018-10-18,1.0,-0.42095119676717446,-0.6643145788001245,-0.23559216661485857,-0.47137084239975136,-0.3162573826546472,0.0
2018-10-19,1.0,-0.41414266287550994,-0.6575905550747928,-0.2293546791939671,-0.47471875386327106,-0.3148102361231302,0.0
2018-10-22,1.0,-0.41512932233243716,-0.6544297147801366,-0.22650721547541794,-0.4770248138191033,-0.3170482988782794,0.0
2018-10-23,1.0,-0.41570638573944213,-0.6540517161481665,-0.22802681578053077,-0.475516698075319,-0.31613580895301063,0.0
2018-10-24,1.0,-0.4162576024204255,-0.6530517736408262,-0.2254638634188509,-0.4761816553981044,-0.316322435244358,0.0
2018-10-25,1.0,-0.399878916300893,-0.6280914181928259,-0.2241864688966248,-0.47873467534433184,-0.2962312698652944,0.0
2018-10-26,1.0,-0.39425768200559785,-0.6222650254311253,-0.21756402925331805,-0.48228850031600806,-0.2932253889908809,0.0
2018-10-29,1.0,-0.38829707426856713,-0.627006751687922,-0.2122430607651913,-0.47903975993998504,-0.29416354088522134,0.0
2018-10-30,1.0,-0.3983035553149252,-0.6278650063165494,-0.21774048005775132,-0.47891475666245564,-0.2850568489442339,0.0
2018-10-31,1.0,-0.40245325355273,-0.6106207928197457,-0.2192071802543007,-0.4780852655198205,-0.28140613313388185,0.0
2018-11-01,1.0,-0.4263398950529285,-0.5963480845642877,-0.23673754132670083,-0.485759349692135,-0.2879978161303043,0.0
2018-11-02,1.0,-0.4216005204944698,-0.6430275428323574,-0.23704185643027542,-0.48979149239396474,-0.30671995538618835,0.0
2018-11-05,1.0,-0.42206866633614276,-0.6419806643529995,-0.2370166088249876,-0.4898363906792266,-0.30779003470500743,0.0
2018-11-06,1.0,-0.4346408273548868,-0.6533432715301718,-0.22988291561849747,-0.48718904313798567,-0.3005993974968167,0.0
2018-11-07,1.0,-0.43346680324052517,-0.6529161622745755,-0.23180308532762203,-0.4858615016916535,-0.2999037775087686,0.0
2018-11-08,1.0,-0.4270392235650481,-0.6539115383426576,-0.22551231725033227,-0.4832318486693661,-0.30123945229190496,0.0
2018-11-09,1.0,-0.4249605544039848,-0.6547350184079448,-0.2264950654332828,-0.4859078674627974,-0.30167373077994,0.0
2018-11-12,1.0,-0.425518134715026,-0.6406674068591167,-0.22566617320503332,-0.49284480631630895,-0.29943868739205526,0.0
2018-11-13,1.0,-0.4182587629182128,-0.640467355638014,-0.2169953080437916,-0.49575270630807444,-0.29516391180348983,0.0
2018-11-14,1.0,-0.4200981896287205,-0.6398895366676894,-0.21669223688247927,-0.49668610003068425,-0.29509051856397667,0.0
2018-11-15,1.0,-0.420175546280383,-0.6403756444880924,-0.21627178983550208,-0.4968389393567395,-0.29532899582617234,0.0
2018-11-16,1.0,-0.417910447761194,-0.6325048269943915,-0.21125379263845045,-0.49878942045419716,-0.30429985595635783,0.0
2018-11-19,1.0,-0.4183188796616921,-0.6307112432200533,-0.21662121165691173,-0.4958171176416511,-0.3029142279287837,0.0
2018-11-20,1.0,-0.41094843659259706,-0.6300699941926216,-0.2077818870923373,-0.4992205886847816,-0.3084940550783996,0.0
2018-11-21,1.0,-0.41266123144317346,-0.626916524701874,-0.21069603309807738,-0.49637989778534924,-0.2954490143587247,0.0
2018-11-23,1.0,-0.4130222926056767,-0.6315020099890364,-0.20919113168473627,-0.4957668412717749,-0.2959556584236813,0.0
2018-11-26,1.0,-0.4128661024173416,-0.6343847043780065,-0.20839676064056506,-0.49439810022529385,-0.2944650794617305,0.0
2018-11-27,1.0,-0.41289988737710404,-0.6349191854625148,-0.20768270781968162,-0.4945971448573951,-0.2937935652756217,0.0
2018-11-28,1.0,-0.41266362252663624,-0.6364687975646879,-0.20742770167427702,-0.49394216133942154,-0.2936377473363775,0.0
2018-11-29,1.0,-0.39593156812960945,-0.6321786966509491,-0.18936646112924674,-0.5002418087292951,-0.30489058154999393,0.0
2018-11-30,1.0,-0.39685658153241654,-0.6328245428441892,-0.1882121807465619,-0.5017077225328699,-0.30291672963578664,0.0
2018-12-03,1.0,-0.39747863506879205,-0.6336141584338445,-0.19164797866537367,-0.5030910964300866,-0.304654827565307,0.0
2018-12-04,1.0,-0.40012749681257975,-0.634326998967883,-0.18945419221662316,-0.5058891384858235,-0.3058405682715075,0.0
2018-12-06,1.0,-0.38700178465199286,-0.5900951814396193,-0.22070196311719215,-0.49818560380725757,-0.27846519928613916,0.0
2018-12-07,1.0,-0.38212037119923614,-0.5953808969653568,-0.21326052576612065,-0.5044609554501238,-0.28869393966520457,0.0
2018-12-10,1.0,-0.37764628924833493,-0.5967530922930542,-0.21164367269267362,-0.5047573739295909,-0.2825880114176974,0.0
2018-12-11,1.0,-0.37366463323910126,-0.599821455140604,-0.2080642761493825,-0.504746317512275,-0.28942121708079155,0.0
2018-12-12,1.0,-0.3748995326407287,-0.5995594320245289,-0.20897210728425564,-0.5055219837466138,-0.28782782127228884,0.0
2018-12-13,1.0,-0.37363552541566286,-0.5963237262425269,-0.21076113143570985,-0.5074507004550728,-0.2861604354421344,0.0
2018-12-14,1.0,-0.37401902497027345,-0.5892092746730083,-0.21441736028537456,-0.509512485136742,-0.2854637336504162,0.0
2018-12-17,1.0,-0.37530122274120137,-0.5902775711778181,-0.21438134055276234,-0.5120340344509565,-0.28307500074375985,0.0
2018-12-18,1.0,-0.37539047392377944,-0.5913188349745634,-0.21339957754440247,-0.5130455478535091,-0.28191473537024364,0.0
2018-12-19,1.0,-0.39040707224561716,-0.5916733864946391,-0.20906131469701042,-0.5118418301824806,-0.2836066063375444,0.0
2018-12-20,1.0,-0.38624858555178365,-0.5846584479780834,-0.21645524388065035,-0.5105711393008159,-0.2798523018283604,0.0
2018-12-21,1.0,-0.3872493265489374,-0.5883567794073631,-0.21373840167614486,-0.5145166117928763,-0.2892547141574379,0.0
2018-12-24,1.0,-0.370925005210039,-0.5728363452320699,-0.22164994492244483,-0.5098693024502069,-0.30188454553574084,0.0
2018-12-26,1.0,-0.3766414290784337,-0.5823967822075004,-0.21589968058677392,-0.4918372175558974,-0.29078433692180294,0.0
2018-12-27,1.0,-0.3540315106580167,-0.5649907321594069,-0.21953197405004637,-0.4602641334569046,-0.2973818350324374,0.0
2018-12-28,1.0,-0.3550621721109533,-0.5640126373148605,-0.21967479203501347,-0.4609721457349062,-0.29871597924697835,0.0
2018-12-31,1.0,-0.35746803143213385,-0.5612259692057877,-0.21857511526082293,-0.4620871632789167,-0.300287064691043,0.0
2019-01-02,1.0,-0.3574555681192195,-0.5612768548316953,-0.21820184975790785,-0.4620625670464759,-0.3003102258560204,0.0
2019-01-03,1.0,-0.35979019965806025,-0.5557970384537367,-0.2344895534498247,-0.4663421136515112,-0.28137587296067695,0.0
2019-01-04,1.0,-0.3396547742754878,-0.5644556055882692,-0.23299849901858907,-0.46080129315321555,-0.2885925412769888,0.0
2019-01-07,1.0,-0.3270659503943308,-0.5509201051548749,-0.24714253057492286,-0.45488055777803177,-0.27746028117499144,0.0
2019-01-08,1.0,-0.3252768804799262,-0.5757383479464698,-0.238203737886479,-0.45523765574527003,-0.2897150438394093,0.0
