Date,BAH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.26156989703853095,-0.6932385097123448,-0.05917630824753211,-0.3503343594098291,-0.2893270353465662,0.0
2018-09-25,1.0,-0.2623355263157895,-0.692301570458404,-0.06053692699490662,-0.3495331069609507,-0.28809422750424446,0.0
2018-09-26,1.0,-0.26286047807285173,-0.6930199241238426,-0.06176213089963654,-0.34921603480752395,-0.2861539277849999,0.0
2018-09-27,1.0,-0.26475422875019883,-0.6879739116602153,-0.06320589638899199,-0.34927620764621664,-0.28604379871679303,0.0
2018-09-28,1.0,-0.26321232531622074,-0.6892949006921057,-0.06364190819654743,-0.3493145236137997,-0.28628251703746915,0.0
2018-10-01,1.0,-0.2642915881900416,-0.6883571637000291,-0.06350637981802265,-0.3501074356049552,-0.2864684192376051,0.0
2018-10-02,1.0,-0.2647940372934405,-0.6832444762738389,-0.06538288109068724,-0.35118431871833633,-0.28781729927588123,0.0
2018-10-03,1.0,-0.264510141853374,-0.6776614079278801,-0.06461620045074903,-0.3532281585576031,-0.2914225109372928,0.0
2018-10-04,1.0,-0.26753804549551935,-0.6727026883715997,-0.06511479930006893,-0.3573095073969988,-0.28858900259822895,0.0
2018-10-05,1.0,-0.2587955625990491,-0.6693608029582673,-0.056259904912836764,-0.3624933967247755,-0.2944004226096144,0.0
2018-10-08,1.0,-0.2575046161962543,-0.6672909522553415,-0.053046689527829066,-0.3657610129253495,-0.29422316011606436,0.0
2018-10-09,1.0,-0.2585820206337898,-0.6676165598036888,-0.05525211747011795,-0.364706192775535,-0.29246154252091083,0.0
2018-10-10,1.0,-0.26028554086506744,-0.6665611062729265,-0.05705539281661521,-0.365793154408466,-0.2893146491436413,0.0
2018-10-11,1.0,-0.2424038162397594,-0.6683345431919527,-0.03344394897853365,-0.35888727574406304,-0.2895105257699886,0.0
2018-10-12,1.0,-0.24415197162099636,-0.6675492262608606,-0.03066680376330266,-0.350110534162768,-0.2780833890288417,0.0
2018-10-15,1.0,-0.2394836126581629,-0.6751790159895287,-0.02392012935348921,-0.3497420629828299,-0.27821266329594746,0.0
2018-10-16,1.0,-0.23724542275252003,-0.6884643077556059,-0.014760337379140096,-0.3516508948775972,-0.27936638551738324,0.0
2018-10-17,1.0,-0.2299669295344696,-0.6715848384634954,-0.00839481048079369,-0.3503943017044009,-0.2835410836937166,0.0
2018-10-18,1.0,-0.23001780717374715,-0.6718137878402441,-0.00821673874332231,-0.3503179852454846,-0.2835156448740778,0.0
2018-10-19,1.0,-0.22449857095884868,-0.6689177226395527,-0.0024786908465488024,-0.3514429521713837,-0.28193843741305613,0.0
2018-10-22,1.0,-0.22526651642146311,-0.6599984806664809,-0.0,-0.35853738826568077,-0.2883948241371452,0.0
2018-10-23,1.0,-0.22919674747321225,-0.6606378397547938,-0.0,-0.35603009347214837,-0.2872558705068774,0.0
2018-10-24,1.0,-0.22818825910931173,-0.6585526315789474,-0.0,-0.35594635627530363,-0.2876771255060729,0.0
2018-10-25,1.0,-0.221130713712911,-0.6511627906976745,-0.0,-0.35440056134723336,-0.2793454290296712,0.0
2018-10-26,1.0,-0.21097403243458362,-0.643468311610785,-0.0,-0.3581484429410009,-0.2747239080688489,0.0
2018-10-29,1.0,-0.20963130547199366,-0.645202993312284,-0.0,-0.3580041269920195,-0.273301345001616,0.0
2018-10-30,1.0,-0.17065564626540236,-0.6637847979311394,-0.0,-0.3774402920744384,-0.3234876527559455,0.0
2018-10-31,1.0,-0.17894310384118703,-0.6451776264148078,-0.0,-0.38343503912085686,-0.32453852581470133,0.0
2018-11-01,1.0,-0.19539819396969543,-0.6380541809091373,-0.0,-0.3888832202438651,-0.32855466557828683,0.0
2018-11-02,1.0,-0.2098552367214466,-0.6037298439029416,-0.0,-0.42545463912214726,-0.3367935706558137,0.0
2018-11-05,1.0,-0.2102795311091073,-0.6027566662372794,-0.0,-0.4254798402679376,-0.33780754862810763,0.0
2018-11-06,1.0,-0.21001365732986316,-0.6023397840595769,-0.0,-0.42592831190249175,-0.33854716932512174,0.0
2018-11-07,1.0,-0.21072608965089856,-0.6034135509192315,-0.0,-0.42811402602768023,-0.3398574674653997,0.0
2018-11-08,1.0,-0.2121078900411182,-0.6046445473118002,-0.0,-0.4297240683751843,-0.33957433603144643,0.0
2018-11-09,1.0,-0.21170903260841456,-0.6045098394145484,-0.0,-0.43024488634894364,-0.33947919629696677,0.0
2018-11-12,1.0,-0.21208521626856036,-0.5886636539703034,-0.0,-0.4421949644932215,-0.3393673337637186,0.0
2018-11-13,1.0,-0.19287179487179484,-0.588,-0.0,-0.4463846153846154,-0.3368461538461538,0.0
2018-11-14,1.0,-0.1944672551837405,-0.5875846848696366,-0.0,-0.4473414083350441,-0.3368404845001026,0.0
2018-11-15,1.0,-0.19397469783674204,-0.5879032051117555,-0.0,-0.4474325746105879,-0.3368061792707024,0.0
