Date,DXCM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.2524119538787357,-2.1153031610322377,-0.5543964232488824,-1.5259236018511255,-1.3956388736371481,0.0
2018-09-25,1.0,-1.2588346159886916,-2.1145751531333437,-0.56211716664049,-1.5252866342076332,-1.3921784199780114,0.0
2018-09-26,1.0,-1.2610814209368124,-2.117887456774599,-0.5652310594152782,-1.525856648852562,-1.3891071989940271,0.0
2018-09-27,1.0,-1.261142498430634,-2.109149403640929,-0.5666980539861897,-1.5233050847457628,-1.3864563716258633,0.0
2018-09-28,1.0,-1.2590413430611123,-2.1099082136973406,-0.5671922805365969,-1.5226327763395309,-1.38613006982035,0.0
2018-10-01,1.0,-1.2618561557788943,-2.109375,-0.5678391959798994,-1.5251256281407035,-1.3875628140703518,0.0
2018-10-02,1.0,-1.2802364594983224,-2.187569899344943,-0.5659050966608083,-1.5467327049049366,-1.4079725195718165,0.0
2018-10-03,1.0,-1.2799073630410478,-2.185273917904488,-0.5670020763456316,-1.5460789011340041,-1.407762338284619,0.0
2018-10-04,1.0,-1.304281222284931,-2.1883415302749336,-0.5751027977102314,-1.5790534548093202,-1.4157865032653392,0.0
2018-10-05,1.0,-1.278877755511022,-2.175230460921844,-0.545250501002004,-1.5886172344689378,-1.4280561122244488,0.0
2018-10-08,1.0,-1.2768515549855723,-2.1725713369669766,-0.5361494068611735,-1.5993908303943571,-1.4304264187239502,0.0
2018-10-09,1.0,-1.2809890815671163,-2.1758991650610144,-0.5415061014771997,-1.6001926782273603,-1.4296724470134874,0.0
2018-10-10,1.0,-1.28099173553719,-2.1744363315413624,-0.541603145310118,-1.5996148599855573,-1.4271042285164084,0.0
2018-10-11,1.0,-1.1567443637753152,-2.149636988918609,-0.37378677875429883,-1.542606037447459,-1.419640810087887,0.0
2018-10-12,1.0,-1.2065326246051922,-2.1917417764424925,-0.36306910099376005,-1.5394037439334411,-1.4027424697635005,0.0
2018-10-15,1.0,-1.1821592649310873,-2.2171516079632467,-0.32787136294027563,-1.5315467075038285,-1.3982388973966309,0.0
2018-10-16,1.0,-1.1817346704432368,-2.216948633545128,-0.3277960652223838,-1.530965321901554,-1.397764678863967,0.0
2018-10-17,1.0,-1.1305956344802073,-2.1162412134665187,-0.2917499075101739,-1.4881982981871995,-1.3724010358860526,0.0
2018-10-18,1.0,-1.1299008729101938,-2.1151057848794204,-0.29190708684716676,-1.4885338067761504,-1.3720964639739608,0.0
2018-10-19,1.0,-1.1075102880658436,-2.1019988242210466,-0.2596266901822457,-1.501763668430335,-1.377792475014697,0.0
2018-10-22,1.0,-1.1076074972436603,-2.101359794193311,-0.2634325615582506,-1.5005512679162072,-1.3772142594634327,0.0
2018-10-23,1.0,-1.1123454973513829,-2.1027074749852854,-0.27140965273690404,-1.4959535020600352,-1.3749264273101822,0.0
2018-10-24,1.0,-1.1132422104644328,-2.0987654320987654,-0.25918577307466195,-1.4987507348618458,-1.3786008230452673,0.0
2018-10-25,1.0,-1.0259956905539722,-1.9661499965246405,-0.22777507472023356,-1.4564537429623967,-1.2743448946966012,0.0
2018-10-26,1.0,-0.9997934879878846,-1.95002409306808,-0.18503476285537274,-1.4809664762166999,-1.2679149170510082,0.0
2018-10-29,1.0,-0.9710392989182529,-1.9737778994933588,-0.15308777214843217,-1.469053813501301,-1.279611118718335,0.0
2018-10-30,1.0,-0.9605938291030992,-1.9742081138400494,-0.14578914962030512,-1.4703427515906138,-1.2903468564000822,0.0
2018-10-31,1.0,-0.9671240320608614,-1.9328895530498573,-0.14474935470724087,-1.4675995109360143,-1.2802608341257982,0.0
2018-11-01,1.0,-0.9673890889326721,-1.9338270262925472,-0.1437597662884707,-1.4683742102044977,-1.2805897139751343,0.0
2018-11-02,1.0,-0.9746281714785652,-1.8803418803418803,-0.13264688067837674,-1.475604011037082,-1.2666397469547075,0.0
2018-11-05,1.0,-0.9757608402908697,-1.8788715324535417,-0.1333827093994075,-1.4761648262860219,-1.2689200107729597,0.0
2018-11-06,1.0,-0.9879282438629621,-1.890747234960885,-0.12854059886700836,-1.4741704882654438,-1.262678715942811,0.0
2018-11-07,1.0,-0.9842424242424244,-1.8887542087542089,-0.13185185185185186,-1.4697643097643098,-1.2593265993265994,0.0
2018-11-08,1.0,-0.9634827723825995,-1.8759478515365173,-0.1149394705334575,-1.4500465611281097,-1.247173074364773,0.0
2018-11-09,1.0,-0.9625900240064017,-1.8809015737530006,-0.1164310482795412,-1.4572552680714856,-1.2512003200853559,0.0
2018-11-12,1.0,-0.9636303191489362,-1.8508643617021276,-0.11183510638297874,-1.4735372340425532,-1.2490026595744679,0.0
2018-11-13,1.0,-0.9383274347883077,-1.8383798662996464,-0.08192423646611614,-1.464608729846638,-1.230698649888583,0.0
2018-11-14,1.0,-0.939441604404247,-1.8375278542403986,-0.08205531524446193,-1.4647398086249837,-1.2301743347751999,0.0
2018-11-15,1.0,-0.9381827696735787,-1.8360698632825274,-0.07993720154379538,-1.4636619349774318,-1.2236540851704063,0.0
2018-11-16,1.0,-0.9389770258705813,-1.8333881903758804,-0.06477519583964189,-1.4856164834441445,-1.2600223816733593,0.0
2018-11-19,1.0,-0.938960953447027,-1.8351221439388952,-0.06215842496872325,-1.4873905313755185,-1.2610127082373084,0.0
2018-11-20,1.0,-0.9552308203254732,-1.850547990700764,-0.07306542676851545,-1.4980405181002991,-1.2654267685154434,0.0
2018-11-21,1.0,-0.9578740157480314,-1.832020997375328,-0.079002624671916,-1.4825459317585301,-1.2102362204724408,0.0
2018-11-23,1.0,-0.9565843756139085,-1.8125204636238619,-0.08414642132145897,-1.4859537685809705,-1.2092200903673629,0.0
2018-11-26,1.0,-0.9574202860516993,-1.8284345886366618,-0.07971394830074793,-1.4864847132922188,-1.208765253903687,0.0
2018-11-27,1.0,-0.9489036805011748,-1.8392064735056122,-0.0521404333072305,-1.4832289219524928,-1.2021665361524407,0.0
2018-11-28,1.0,-0.9484616892024299,-1.8487817623620093,-0.05088510026781631,-1.481742765693383,-1.2022339800117576,0.0
2018-11-29,1.0,-0.9032927145449832,-1.8438553279751102,-0.0,-1.5005833549390717,-1.2339253305677989,0.0
2018-11-30,1.0,-0.9086877119749542,-1.8582050613096788,-0.0,-1.5178058961648837,-1.2376076180537436,0.0
2018-12-03,1.0,-0.9042338052058191,-1.8614391023550132,-0.0,-1.5194076586861505,-1.2385021854002216,0.0
2018-12-04,1.0,-0.8963006306482024,-1.8604121968662637,-0.0,-1.5131005786359795,-1.2317144528964308,0.0
2018-12-06,1.0,-0.8605924819517052,-1.735187951207369,-0.01667911376649241,-1.4660194174757282,-1.1450709484690067,0.0
