Date,CORT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9853054911059551,-1.7685439077550447,-0.5748435632426352,-1.3619489559164732,-1.3402235815228856,0.0
2018-09-25,1.0,-0.987276817095459,-1.76641360888514,-0.5781667369604949,-1.3602558695346547,-1.3372697877126387,0.0
2018-09-26,1.0,-0.9872065232672572,-1.7665541965415434,-0.5778855616476873,-1.3603261633628567,-1.3374103753690427,0.0
2018-09-27,1.0,-0.9878134685826993,-1.7750070442378134,-0.5772048464356156,-1.3635531135531134,-1.3406593406593406,0.0
2018-09-28,1.0,-0.98830574145826,-1.7744276153575202,-0.5777386403663262,-1.363578724903135,-1.3406833392039452,0.0
2018-10-01,1.0,-0.9889249435665916,-1.778146162528217,-0.5795005643340858,-1.3647714446952597,-1.3428329571106095,0.0
2018-10-02,1.0,-0.989062941010443,-1.781611628563364,-0.5790996330793113,-1.3641687835167935,-1.342153542195879,0.0
2018-10-03,1.0,-0.9921477079796265,-1.769878324844369,-0.5789473684210525,-1.3754244482173172,-1.3577391058290886,0.0
2018-10-04,1.0,-0.9927017643307589,-1.7753135407071494,-0.5803160206901439,-1.3756111386664778,-1.3617940905548076,0.0
2018-10-05,1.0,-0.9829645861313351,-1.7791757969887605,-0.5641478758747438,-1.3780306778822364,-1.3643175231497842,0.0
2018-10-08,1.0,-0.9789139633286318,-1.7748942172073343,-0.558462623413258,-1.3781382228490833,-1.361777150916784,0.0
2018-10-09,1.0,-0.9768655663704332,-1.7759204401184936,-0.5531809846240655,-1.3810833685992385,-1.3661306249118355,0.0
2018-10-10,1.0,-0.9871749450860908,-1.7801317933819882,-0.5621767165025153,-1.3906327499468574,-1.3656203500318855,0.0
2018-10-11,1.0,-0.9043846848724896,-1.810089639357932,-0.43012994232506424,-1.390452366062122,-1.4137308039747063,0.0
2018-10-12,1.0,-0.897073939560063,-1.8002466936202288,-0.4085520455012677,-1.3635989858151167,-1.3831288974165694,0.0
2018-10-15,1.0,-0.8725190839694656,-1.9018736988202638,-0.3551700208188758,-1.3886884108258155,-1.4213740458015267,0.0
2018-10-16,1.0,-0.8706668522901294,-1.9280941110956424,-0.34170959209244045,-1.3939161910065432,-1.426423499930391,0.0
2018-10-17,1.0,-0.8372442019099591,-1.8738744884038199,-0.3081855388813097,-1.3781036834924965,-1.42387448840382,0.0
2018-10-18,1.0,-0.8377234884673126,-1.876211273372458,-0.306946908693872,-1.3784632182339294,-1.4247304490241572,0.0
2018-10-19,1.0,-0.816261593663259,-1.8651411549658115,-0.28142982871843475,-1.381626159366326,-1.4254282039130728,0.0
2018-10-22,1.0,-0.8167603059635822,-1.863602518107358,-0.2822717119068571,-1.3813037297772963,-1.4250998443105665,0.0
2018-10-23,1.0,-0.8173389279913373,-1.863088792636708,-0.2841093665403357,-1.3793990254466704,-1.4237276664861938,0.0
2018-10-24,1.0,-0.8228071365578996,-1.8626280442303775,-0.27264093345091917,-1.3894579743572348,-1.43626619632318,0.0
2018-10-25,1.0,-0.7606011107481215,-1.7918327344005227,-0.23364913426984646,-1.3685723619732115,-1.37922247631493,0.0
2018-10-26,1.0,-0.7397472272375548,-1.7692803714212022,-0.21060098013928297,-1.3658756770698994,-1.3628449832344598,0.0
2018-10-29,1.0,-0.7160374935798665,-1.7879429892141756,-0.18515665125834616,-1.3576014381099126,-1.3733949666153056,0.0
2018-10-30,1.0,-0.7085204670858463,-1.7885923264468113,-0.1793276016938278,-1.3586552033876556,-1.3809829334017707,0.0
2018-10-31,1.0,-0.7174859190988224,-1.760688684075781,-0.17895545314900155,-1.3636072708653355,-1.3796722990271377,0.0
2018-11-01,1.0,-0.7116564417177914,-1.7648900817995912,-0.17248210633946828,-1.3625383435582823,-1.3790260736196318,0.0
2018-11-02,1.0,-0.7126261664444867,-1.7364311559702914,-0.16517488732304958,-1.363549800038088,-1.3700882371611756,0.0
2018-11-05,1.0,-0.7083864389497833,-1.7698190160591385,-0.16498852918684678,-1.3714631659444303,-1.3579530971195513,0.0
2018-11-06,1.0,-0.7054798900185434,-1.7696144254747745,-0.16951211714303982,-1.3803951659313254,-1.3692691348551698,0.0
2018-11-07,1.0,-0.7050322910672038,-1.7703817379627853,-0.16855297653302642,-1.3807788221753308,-1.3695888483918408,0.0
2018-11-08,1.0,-0.675126582278481,-1.7735443037974685,-0.13487341772151898,-1.3706329113924052,-1.3749367088607594,0.0
2018-11-09,1.0,-0.6778446909667195,-1.7764817749603803,-0.13432646592709985,-1.3726148969889065,-1.3778763866877972,0.0
2018-11-12,1.0,-0.674384858044164,-1.7567823343848579,-0.1298422712933754,-1.3757728706624606,-1.3723028391167194,0.0
2018-11-13,1.0,-0.6465916197623515,-1.759537210756723,-0.09343339587242028,-1.3822388993120702,-1.3721701063164478,0.0
2018-11-14,1.0,-0.6466137202176224,-1.7594271777875055,-0.09317741229441562,-1.3822149959352137,-1.3720217622412607,0.0
2018-11-15,1.0,-0.6459933795515582,-1.7616013990381614,-0.08931359690212978,-1.3857348073199676,-1.3630628942601961,0.0
2018-11-16,1.0,-0.6442241755501528,-1.7558132286017083,-0.08871018016333146,-1.3829561748020698,-1.3623215510254971,0.0
2018-11-19,1.0,-0.644330860811569,-1.755033347877579,-0.09056909555569408,-1.3817864489185314,-1.3615283924453034,0.0
2018-11-20,1.0,-0.6237445753254806,-1.7559206447613143,-0.06348419094854309,-1.3854308741475512,-1.3710477371357719,0.0
2018-11-21,1.0,-0.6350916295195642,-1.7577389796929173,-0.07026993561168896,-1.3918400198117882,-1.3363051015354137,0.0
2018-11-23,1.0,-0.6351250928907604,-1.759041367351994,-0.06972999752291305,-1.3921228635125091,-1.3366980431013127,0.0
2018-11-26,1.0,-0.6344558623251207,-1.7637736783459206,-0.06809458957533737,-1.389872477404977,-1.334220626470224,0.0
2018-11-27,1.0,-0.6272262278917853,-1.7652061379182842,-0.05546311702717693,-1.3855919147100513,-1.3290195353423306,0.0
2018-11-28,1.0,-0.630601160350574,-1.7552771262807059,-0.05894334032835452,-1.3929144550055548,-1.334341439328478,0.0
2018-11-29,1.0,-0.5978764949963388,-1.742250427141811,-0.023248718574566757,-1.3941298511105689,-1.3445814010251402,0.0
2018-11-30,1.0,-0.6004153432689958,-1.745174688492548,-0.021255802589787442,-1.3984241387735157,-1.3427803567065721,0.0
2018-12-03,1.0,-0.6005868329359985,-1.7505348737697903,-0.012409071459135643,-1.4029586160523257,-1.3463536891008008,0.0
2018-12-04,1.0,-0.5871621209347733,-1.7584355360302641,-0.012752455915553114,-1.3985600097626456,-1.344804442003783,0.0
2018-12-06,1.0,-0.5462009876837033,-1.6713274230975188,-0.03998334027488547,-1.3916820372463854,-1.3007080383173677,0.0
2018-12-07,1.0,-0.5430495143895608,-1.67651790502294,-0.03420127509980337,-1.3966513734135733,-1.3079902282071143,0.0
2018-12-10,1.0,-0.5077588249230041,-1.6982350153991945,-0.009891021085050937,-1.4106846718787018,-1.2961383558398485,0.0
2018-12-11,1.0,-0.508735564110157,-1.6972460763991708,-0.011193366893692627,-1.4103642286052709,-1.2948771098608232,0.0
2018-12-12,1.0,-0.7998667258996001,-1.9931141714793421,-0.20650081445283577,-1.777654375832963,-1.6269065600473862,0.0
2018-12-13,1.0,-0.7982676932188332,-1.9864524726088244,-0.21002368966538346,-1.7836837429671304,-1.6245928338762214,0.0
2018-12-14,1.0,-0.801762440758294,-1.966972748815166,-0.22082345971563982,-1.791617298578199,-1.6240373222748816,0.0
2018-12-17,1.0,-0.7869613259668508,-1.9648618784530387,-0.2041988950276243,-1.7823941068139963,-1.6280662983425414,0.0
2018-12-18,1.0,-0.7680747063544174,-1.9470343620048152,-0.18224264974100823,-1.7740570511417524,-1.6241336543372,0.0
2018-12-19,1.0,-0.7610496225170418,-1.9605658579491314,-0.1818514989371839,-1.789489115297222,-1.6368100857582644,0.0
2018-12-20,1.0,-0.7545779528707959,-1.9468154957321075,-0.18676588604362734,-1.78120668271686,-1.6261764062158022,0.0
2018-12-21,1.0,-0.7455771461716938,-1.9459831786542927,-0.1751740139211137,-1.7810324825986081,-1.602813225058005,0.0
2018-12-24,1.0,-0.7199626329405001,-1.9242598447829837,-0.16721759126185684,-1.7701207243460764,-1.6043403276803678,0.0
2018-12-26,1.0,-0.7270182992465016,-1.9592393254395406,-0.14481521349120918,-1.7499102978112666,-1.5952637244348762,0.0
2018-12-27,1.0,-0.6309841791658106,-1.8884322991575917,-0.10197931648517225,-1.6498185055818093,-1.5776316690637628,0.0
2018-12-28,1.0,-0.6264383561643836,-1.897123287671233,-0.09780821917808219,-1.6512328767123288,-1.5767123287671232,0.0
2018-12-31,1.0,-0.6254453274869827,-1.8995615237051247,-0.09838311866264729,-1.651205809810907,-1.5765963277610302,0.0
2019-01-02,1.0,-0.6228106185002736,-1.899493705528188,-0.09222769567597154,-1.650246305418719,-1.5771072796934864,0.0
2019-01-03,1.0,-0.6221507290026695,-1.901841330686563,-0.08919159422273941,-1.65137928674105,-1.5806009993839414,0.0
2019-01-04,1.0,-0.5803383382023235,-1.9146001766424352,-0.07269515592091855,-1.6372715537740337,-1.5889666417555541,0.0
