Date,IWF,IWM,KWR,MTUM,SPY,VLUE,VXX
2018-09-24,-0.33151239251390996,-0.9559264879446975,1.0,-0.0,-0.5464845725847244,-0.5381891755184623,0.0
2018-09-25,-0.3328277210368423,-0.9545286008022381,1.0,-0.0016516668352040988,-0.5453534229952473,-0.5363535241177066,0.0
2018-09-26,-0.33399649312112223,-0.9560965740490964,1.0,-0.003911518748314,-0.544982465605611,-0.5330118694362017,0.0
2018-09-27,-0.3348609941027801,-0.9528559393428812,1.0,-0.00485256950294861,-0.5446672283066554,-0.532636899747262,0.0
2018-09-28,-0.3350070769023387,-0.9524499561906046,1.0,-0.0052571274516411675,-0.5446181842690571,-0.5326211498281324,0.0
2018-10-01,-0.3344800836453169,-0.954399811123478,1.0,-0.0058349354109750754,-0.5446726702418294,-0.5334075348241089,0.0
2018-10-02,-0.3359530475258879,-0.9421863932269707,1.0,-0.010355179276149356,-0.5477451344149492,-0.5368165413026613,0.0
2018-10-03,-0.3357496881216494,-0.9388381267069016,1.0,-0.010182406689369162,-0.54850129808827,-0.5383863245557841,0.0
2018-10-04,-0.33616504854368934,-0.9376348435814454,1.0,-0.010720064724919093,-0.5487796655879179,-0.5378236245954692,0.0
2018-10-05,-0.3297478991596639,-0.9375798319327732,1.0,-0.0021512605042016807,-0.5511932773109244,-0.540672268907563,0.0
2018-10-08,-0.32813181650390955,-0.9353669586227725,1.0,-0.0,-0.5525353199771804,-0.539816772374912,0.0
2018-10-09,-0.3234039695066662,-0.9357222016992981,1.0,-0.0,-0.5550256909695402,-0.5441448097524936,0.0
2018-10-10,-0.3223096054312025,-0.937420178799489,1.0,-0.0,-0.5550514216575921,-0.5461114472003764,0.0
2018-10-11,-0.26806962336512935,-0.9311961189235257,1.0,-0.0,-0.5321729439145114,-0.5464975251581604,0.0
2018-10-12,-0.2660991617389044,-0.9295925661186561,1.0,-0.0,-0.5199818051855221,-0.533367990122815,0.0
2018-10-15,-0.2552777507539644,-0.9383532769076111,1.0,-0.0,-0.5168790738398678,-0.5323475046210722,0.0
2018-10-16,-0.2525616083009079,-0.9425745784695201,1.0,-0.0,-0.5159857328145265,-0.531420233463035,0.0
2018-10-17,-0.2394208283947849,-0.9189864496908736,1.0,-0.0,-0.5109395521670884,-0.5340359419547042,0.0
2018-10-18,-0.2385041817540936,-0.9172621527221456,1.0,-0.0,-0.5138590700804306,-0.5347518185022591,0.0
2018-10-19,-0.22799859752016063,-0.9139706116724572,1.0,-0.0,-0.5127338794504829,-0.5327510917030568,0.0
2018-10-22,-0.23049361783806266,-0.925973319683931,1.0,-0.0,-0.5111487891487252,-0.5314949294603155,0.0
2018-10-23,-0.2293733597900531,-0.9262945657044102,1.0,-0.0,-0.5124175894514498,-0.5322921333930742,0.0
2018-10-24,-0.22958412402302916,-0.9375381943327651,1.0,-0.0,-0.5156797787140973,-0.533530603711685,0.0
2018-10-25,-0.20518053375196232,-0.9078492935635794,1.0,-0.0,-0.5162637362637362,-0.5104552590266876,0.0
2018-10-26,-0.19805316360913514,-0.8997566454511418,1.0,-0.0,-0.5168476226132535,-0.5052726818919256,0.0
2018-10-29,-0.18578266815864725,-0.9053213974884994,1.0,-0.0,-0.5105992788760413,-0.5065895810021137,0.0
2018-10-30,-0.1852738235842606,-0.9052651209050786,1.0,-0.0,-0.5105986200037297,-0.5069621433455584,0.0
2018-10-31,-0.18797527047913448,-0.891808346213292,1.0,-0.0,-0.5083771251931993,-0.5030293663060278,0.0
2018-11-01,-0.17561517799252832,-0.9010775263206644,1.0,-0.0,-0.5076723578992868,-0.5031029053073575,0.0
2018-11-02,-0.1794997849198058,-0.880937749646654,1.0,-0.0,-0.5129355373932281,-0.49917040496527987,0.0
2018-11-05,-0.17079964671513012,-1.0802024594062096,1.0,-0.0,-0.6300360078809703,-0.5159317888443509,0.0
2018-11-06,-0.17509000747231845,-1.0831465253719177,1.0,-0.0,-0.6269275185109706,-0.5113103729366212,0.0
2018-11-07,-0.1744221566031972,-1.0831890846146013,1.0,-0.0,-0.625632148796796,-0.5108441095611445,0.0
2018-11-08,-0.15442389949816443,-1.0837964366306287,1.0,-0.0,-0.6173251153548214,-0.5124785288471253,0.0
2018-11-09,-0.1572012567992162,-1.0866583330517923,1.0,-0.0,-0.6186695496469476,-0.5159971620662861,0.0
2018-11-12,-0.15683632566443223,-1.0682790446997001,1.0,-0.0,-0.6292990197729645,-0.5140633947519115,0.0
2018-11-13,-0.13801752391144406,-1.0693264664570932,1.0,-0.0,-0.6288876998194101,-0.5080262189820078,0.0
2018-11-14,-0.13774417982338774,-1.0697417714744446,1.0,-0.0,-0.629080813486754,-0.5083623227187584,0.0
2018-11-15,-0.13784662844113604,-1.0776246521141402,1.0,-0.0,-0.6409147302417597,-0.49669718002883684,0.0
2018-11-16,-0.13462889253102317,-1.0687694417500082,1.0,-0.0,-0.6397297387697762,-0.5017225808609559,0.0
2018-11-19,-0.1359531772575251,-1.0682274247491639,1.0,-0.0,-0.6388963210702342,-0.501371237458194,0.0
2018-11-20,-0.11292308716344394,-1.0656305121975571,1.0,-0.0,-0.640130462275768,-0.5094019369654208,0.0
2018-11-21,-0.11849968633407072,-1.0627331858553175,1.0,-0.0,-0.6386238320071319,-0.4818899197675571,0.0
2018-11-23,-0.11985488126649074,-1.0513522427440631,1.0,-0.0,-0.6436345646437994,-0.48331134564643796,0.0
2018-11-26,-0.11875144356089352,-1.0588312931006039,1.0,-0.0,-0.6413039891774177,-0.48068103078496716,0.0
2018-11-27,-0.1086392165883474,-1.0644408662219447,1.0,-0.0,-0.6373106371791922,-0.4757319838322763,0.0
2018-11-28,-0.10742714295112164,-1.0725281231497927,1.0,-0.0,-0.634629300703901,-0.47463982632721535,0.0
2018-11-29,-0.09083499070783477,-1.0625998500211926,1.0,-0.0,-0.6306934889635161,-0.47628052557790745,0.0
2018-11-30,-0.08985866762411464,-1.0638117309136013,1.0,-0.0,-0.6310343702059602,-0.4792897476907008,0.0
2018-12-03,-0.08974902907868541,-1.0637707646617278,1.0,-0.0,-0.6309193564178714,-0.47919454325903194,0.0
2018-12-04,-0.08057057252654205,-1.0699537549664562,1.0,-0.0,-0.6280531492216505,-0.4781150263792093,0.0
2018-12-06,-0.07237973877030901,-1.0337368588722522,1.0,-0.0,-0.6255176807900605,-0.4540936604014017,0.0
2018-12-07,-0.06878964648879538,-1.0352873673137613,1.0,-0.0,-0.6267253195626534,-0.4568550572184502,0.0
2018-12-10,-0.059012126214208614,-1.0386959558123292,1.0,-0.0,-0.6263094406704336,-0.4503841025966605,0.0
2018-12-11,-0.07613469985358712,-1.0351072633522185,1.0,-0.0,-0.6346361958113184,-0.43697880196065947,0.0
2018-12-12,-0.07834644415427243,-1.0349692665371508,1.0,-0.0,-0.6360712124589956,-0.43542787986878567,0.0
2018-12-13,-0.07827664110478251,-1.031692493715595,1.0,-0.0,-0.6381137238680116,-0.433894421993827,0.0
2018-12-14,-0.0830258302583026,-1.0185138058277137,1.0,-0.0,-0.6453747296093651,-0.43415192772617384,0.0
2018-12-17,-0.08045794243917952,-1.0202893941803148,1.0,-0.0,-0.6458260454762283,-0.4335824455398314,0.0
2018-12-18,-0.08060598312452058,-1.0290207108156484,1.0,-0.0,-0.6517834313474815,-0.4347034006647916,0.0
2018-12-19,-0.07914588927247156,-1.0294719345352257,1.0,-0.0,-0.6526978647231811,-0.4352384605549163,0.0
2018-12-20,-0.07662420382165605,-1.0153184713375796,1.0,-0.0,-0.6615286624203821,-0.4312101910828025,0.0
2018-12-21,-0.0725428027901078,-1.0172162333544705,1.0,-0.0,-0.6630944831959417,-0.41775523145212423,0.0
2018-12-24,-0.06200498564261146,-1.0087722066201759,1.0,-0.0,-0.6604398725190117,-0.4242844971758543,0.0
2018-12-26,-0.06210869020786376,-1.0169671925870272,1.0,-0.0,-0.6405271725519659,-0.4108752817430504,0.0
2018-12-27,-0.026830970953349322,-0.9904998937687802,1.0,-0.0,-0.5928916138039882,-0.4249552311287826,0.0
2018-12-28,-0.02435621341259972,-0.9930844126300464,1.0,-0.0,-0.5924656495495769,-0.42324607965058086,0.0
2018-12-31,-0.022581036785237346,-0.9966310549957509,1.0,-0.0,-0.5927522156124803,-0.423121282020153,0.0
2019-01-02,-0.019077949651198058,-0.9968759478313619,1.0,-0.0,-0.5915377616014559,-0.4255383682135275,0.0
2019-01-03,-0.02400873044743543,-0.9947859827816176,1.0,-0.0,-0.5947011034315508,-0.4179095428640718,0.0
2019-01-04,-0.012904980657640232,-0.9989422147001934,1.0,-0.0,-0.5911508704061895,-0.4192456479690522,0.0
2019-01-07,-0.0,-0.9792019994644292,1.0,-0.0,-0.5911214258085632,-0.40507007051682586,0.0
2019-01-08,-0.0,-0.9753574507297644,1.0,-0.0,-0.593056092268363,-0.404149698284831,0.0
2019-01-09,-0.0,-0.9700991745353049,1.0,-0.0,-0.5924342300611675,-0.40676405962349305,0.0
2019-01-10,-0.0,-0.9729665427509294,1.0,-0.0,-0.5919702602230483,-0.40901115241635694,0.0
2019-01-11,-0.0,-0.9660512209648602,1.0,-0.0,-0.5950565812983919,-0.41685527099463965,0.0
2019-01-14,-0.014893170717089687,-0.9725510173503941,1.0,-0.0,-0.6077732162656199,-0.40136645590482756,0.0
2019-01-15,-0.0115926359732108,-0.9711385410097005,1.0,-0.0,-0.606390966153107,-0.4141213923176263,0.0
2019-01-16,-0.009730021922580257,-0.9724316045526892,1.0,-0.0,-0.6059641430673594,-0.4149674164389321,0.0
2019-01-17,-0.0,-0.9851162790697675,1.0,-0.0,-0.6049512378094524,-0.41044261065266324,0.0
2019-01-18,-0.0017659237608086712,-0.9851418828400925,1.0,-0.0,-0.6156680063329679,-0.44208987943003286,0.0
2019-01-22,-0.0,-1.1335353349860742,1.0,-0.0,-0.6486089431640804,-0.278456217672084,0.0
2019-01-23,-0.0,-1.1127360804513122,1.0,-0.0,-0.6563649742457689,-0.29687883247485897,0.0
2019-01-24,-0.0,-1.1205872395432583,1.0,-0.0,-0.6513188267520237,-0.3058693176571974,0.0
2019-01-25,-0.0,-1.1723913245834496,1.0,-0.0,-0.7087716032144962,-0.22166371901082876,0.0
2019-01-28,-0.0,-1.1745558454466392,1.0,-0.0,-0.7071996521306995,-0.22422040004969562,0.0
2019-01-29,-0.0,-1.1682277890150925,1.0,-0.0,-0.7090711062704216,-0.23457289559670141,0.0
2019-01-30,-0.0,-1.1659667133302225,1.0,-0.0,-0.7057396173588427,-0.23919738684087727,0.0
2019-01-31,-0.0,-1.178587003924989,1.0,-0.0,-0.6841941312067783,-0.25228957697339727,0.0
2019-02-01,-0.0,-1.180114328554025,1.0,-0.0,-0.6956861275106987,-0.24793052822290942,0.0
2019-02-04,-0.0,-1.1844769403824522,1.0,-0.0,-0.7000999875015623,-0.24003249593800777,0.0
2019-02-05,-0.0,-1.1719179794948738,1.0,-0.0,-0.6942673168292074,-0.25956489122280574,0.0
2019-02-06,-0.0,-1.1660517758879438,1.0,-0.0,-0.6947848924462231,-0.2657266133066533,0.0
2019-02-07,-0.0,-1.168151830660038,1.0,-0.0,-0.697620610949567,-0.2608885970671919,0.0
2019-02-08,-0.0,-1.1680025046963056,1.0,-0.0,-0.7048215403882279,-0.2580150281778334,0.0
2019-02-11,-0.0,-1.158614631697829,1.0,-0.0,-0.7122286359643619,-0.2663132137030995,0.0
2019-02-12,-0.0,-1.1538316345790864,1.0,-0.0,-0.7241726437649427,-0.26783691959229894,0.0
2019-02-13,-0.0,-1.128161418299033,1.0,-0.0,-0.7139846268286636,-0.2572836598065956,0.0
2019-02-14,-0.0,-1.0052114712615978,1.0,-0.0,-0.7489757802144837,-0.2582540065068081,0.0
2019-02-15,-0.0,-1.0634598753466733,1.0,-0.0,-0.7024125488324934,-0.21626457519458442,0.0
2019-02-19,-0.0,-1.0491236437343507,1.0,-0.0,-0.7167640395850722,-0.21494574937403121,0.0
2019-02-20,-0.0,-1.040534905885156,1.0,-0.0,-0.7198296402192041,-0.21798308315463427,0.0
2019-02-21,-0.0,-1.046945836315915,1.0,-0.0,-0.7189513242662848,-0.21671438797423048,0.0
2019-02-22,-0.0,-1.0372589346925394,1.0,-0.0,-0.7289934126203463,-0.21446242809025604,0.0
2019-02-25,-0.0,-1.0331007335838254,1.0,-0.0,-0.73060177730065,-0.21831573924971667,0.0
2019-02-26,-0.0,-1.032634310771709,1.0,-0.0,-0.727440861498076,-0.2229514064970319,0.0
2019-02-27,-0.0,-1.0423604675495501,1.0,-0.0,-0.7288870287883771,-0.21819975486532542,0.0
2019-02-28,-0.0,-1.0411520172264257,1.0,-0.0,-0.728205281574304,-0.22131172054909232,0.0
2019-03-01,-0.0,-1.0412679425837321,1.0,-0.0,-0.7288277511961723,-0.22033492822966508,0.0
2019-03-04,-0.0,-1.0360336114350648,1.0,-0.0,-0.7201339672856674,-0.2341736192099519,0.0
2019-03-05,-0.0,-1.0369891826923077,1.0,-0.0,-0.721484375,-0.24633413461538461,0.0
2019-03-06,-0.0,-1.0358130032448023,1.0,-0.0,-0.7224191803869726,-0.24624444177382526,0.0
2019-03-07,-0.0,-1.0340189160786668,1.0,-0.0,-0.7261071911124455,-0.24239603663113646,0.0
2019-03-08,-0.0,-1.0358546465929015,1.0,-0.0,-0.7557288832456618,-0.23157385573492956,0.0
2019-03-11,-0.0,-1.0335485044094919,1.0,-0.0,-0.7556444525259872,-0.24138558050731884,0.0
2019-03-12,-0.0,-1.0124813085538162,1.0,-0.0,-0.7691720833714791,-0.2700112911593274,0.0
2019-03-13,-0.0,-1.0172397954496737,1.0,-0.0,-0.7689316226230211,-0.2759592124200018,0.0
2019-03-14,-0.0,-1.0205529728407146,1.0,-0.0,-0.7622644971862003,-0.2756912160508931,0.0
2019-03-15,-0.0,-1.0214266008644208,1.0,-0.0,-0.760935536278086,-0.28299052815498266,0.0
2019-03-18,-0.0,-1.0300003092815389,1.0,-0.0,-0.7641418983700863,-0.2986731821977546,0.0
2019-03-19,-0.0,-1.0334399354177664,1.0,-0.0,-0.7613562269071941,-0.31008786909678016,0.0
2019-03-20,-0.0,-1.0407915616540653,1.0,-0.0,-0.7569308316998039,-0.31379321074084443,0.0
2019-03-21,-0.0,-1.040532553581983,1.0,-0.0,-0.7789529349550504,-0.29122468659594986,0.0
2019-03-22,-0.0,-1.0341912455382303,1.0,-0.0,-0.8008641743377795,-0.29597971068946083,0.0
2019-03-25,-0.0,-1.0070709902501325,1.0,-0.0,-0.8116686913995578,-0.2962339968227269,0.0
2019-03-26,-0.0,-1.017133031108332,1.0,-0.0,-0.8118493043614194,-0.2975144599030795,0.0
2019-03-27,-0.0,-1.0171233946817486,1.0,-0.0,-0.8123925881948568,-0.29515982876605323,0.0
2019-03-28,-0.0,-1.0119423515803294,1.0,-0.0,-0.8062963078750742,-0.308031387751274,0.0
2019-03-29,-0.0,-1.007128564282141,1.0,-0.0,-0.8073411705852926,-0.3120622811405703,0.0
2019-04-01,-0.0,-1.0171923353443155,1.0,-0.0,-0.8111031227532742,-0.29758369541433527,0.0
2019-04-02,-0.0,-1.023960513573459,1.0,-0.0,-0.8214676205054513,-0.27849801630689447,0.0
2019-04-03,-0.0,-1.024213226553213,1.0,-0.0,-0.8162422573984859,-0.28786836013264094,0.0
2019-04-04,-0.0,-1.0265885816291378,1.0,-0.0,-0.809620744730826,-0.29557483323416117,0.0
2019-04-05,-0.0,-1.020913024393303,1.0,-0.0,-0.8138207813381828,-0.3006835141405907,0.0
2019-04-08,-0.0,-1.0119514413877473,1.0,-0.0,-0.8222027039744032,-0.302738479877035,0.0
2019-04-09,-0.0,-1.007451658544254,1.0,-0.0,-0.8283603207042919,-0.30837918566263167,0.0
2019-04-10,-0.0,-1.0083288807870006,1.0,-0.0,-0.8293679479523525,-0.30524562340886946,0.0
2019-04-11,-0.0,-1.0055040100644754,1.0,-0.0,-0.8372700110080201,-0.30237458719924515,0.0
2019-04-12,-0.0,-1.003108905916342,1.0,-0.0,-0.8383368923502071,-0.298863208139681,0.0
2019-04-15,-0.0,-1.0028546332894157,1.0,-0.0,-0.8387602735428822,-0.295344751866491,0.0
2019-04-16,-0.0,-1.0026988012301514,1.0,-0.0,-0.8419632209878867,-0.29344756166446995,0.0
2019-04-17,-0.0,-1.0164740518024367,1.0,-0.0,-0.820539321619844,-0.29496695793792477,0.0
2019-04-18,-0.0,-1.0105520242978365,1.0,-0.0,-0.8203964054231769,-0.30024736199392554,0.0
2019-04-22,-0.0,-1.0029524467617312,1.0,-0.0,-0.8281299076575162,-0.3097870469250581,0.0
2019-04-23,-0.0,-1.0098471024979552,1.0,-0.0,-0.8227836154281759,-0.31343987919209715,0.0
2019-04-24,-0.0,-1.001414204902577,1.0,-0.0,-0.8245128849780012,-0.3167504714016342,0.0
2019-04-25,-0.0,-1.001509956274183,1.0,-0.0,-0.8311365566705464,-0.31309572493629867,0.0
2019-04-26,-0.0,-0.9944241431451613,1.0,-0.0,-0.8356854838709677,-0.3200919858870968,0.0
2019-04-29,-0.0,-1.0006304971470006,1.0,-0.0,-0.8385612055105451,-0.31329403234450365,0.0
2019-04-30,-0.0,-0.9968153870408324,1.0,-0.0,-0.8430080403594513,-0.3132587103894056,0.0
2019-05-01,-0.0,-0.9840297942179017,1.0,-0.0,-0.8551950511299078,-0.3169423052644868,0.0
2019-05-02,-0.0,-0.9824340092718157,1.0,-0.0,-0.8519663187107762,-0.31927843829827496,0.0
2019-05-03,-0.0,-0.9802276812462553,1.0,-0.0,-0.8538046734571599,-0.31944751032764657,0.0
2019-05-06,-0.0,-0.9031316177886158,1.0,-0.0,-0.9266187512032343,-0.378874414425977,0.0
2019-05-07,-0.0,-0.9076142783769902,1.0,-0.0,-0.9252696456086286,-0.37718284540318436,0.0
2019-05-08,-0.0,-0.9006618261260683,1.0,-0.0,-0.9142517509477608,-0.39786673520529464,0.0
2019-05-09,-0.0,-0.8991453540676004,1.0,-0.0,-0.9211219637578717,-0.3926873152551086,0.0
2019-05-10,-0.0,-0.899398578458174,1.0,-0.0,-0.9191457884411283,-0.39761361078056157,0.0
2019-05-13,-0.0,-0.8990542366338544,1.0,-0.0,-0.92031782796114,-0.397510133178923,0.0
2019-05-14,-0.0,-0.87782878053478,1.0,-0.0,-0.922671973806696,-0.4094629730684044,0.0
2019-05-15,-0.0,-0.8862211937132387,1.0,-0.0,-0.9301899527528685,-0.3976794266062418,0.0
2019-05-16,-0.0,-0.8876787148594376,1.0,-0.0,-0.9251084337349396,-0.40009638554216864,0.0
2019-05-17,-0.0,-0.8805763725837059,1.0,-0.0,-0.9199125148756874,-0.41584381332218323,0.0
2019-05-20,-0.0,-0.8804966706340273,1.0,-0.0,-0.9206742368192493,-0.41560781033872685,0.0
2019-05-21,-0.0,-0.8783357983409426,1.0,-0.0,-0.9221271943926435,-0.41479647611086107,0.0
2019-05-22,-0.0,-0.8753974116060246,1.0,-0.0,-0.9242750248884036,-0.41170236680689815,0.0
2019-05-23,-0.0,-0.8803490087893757,1.0,-0.0,-0.9279527811637902,-0.39953166099955084,0.0
2019-05-24,-0.0,-0.8938666322880072,1.0,-0.0,-0.9353144035839753,-0.39381828729815965,0.0
2019-05-28,-0.0,-0.8909260810723723,1.0,-0.0,-0.9372623574144487,-0.3941161306953664,0.0
2019-05-29,-0.0,-0.9113359023763647,1.0,-0.0,-0.9391779062299294,-0.3607899807321773,0.0
2019-05-30,-0.0,-0.9121285140562247,1.0,-0.0,-0.940722891566265,-0.36,0.0
2019-05-31,-0.0,-0.9183863709418194,1.0,-0.0,-0.9336547733847638,-0.3623593699774992,0.0
2019-06-03,-0.0,-0.9201975815505019,1.0,-0.0,-0.9364916444815089,-0.35080347692209,0.0
2019-06-04,-0.0,-0.9220754232939969,1.0,-0.0,-0.9413160595177015,-0.3433812211390456,0.0
2019-06-05,-0.0,-0.9212297094747585,1.0,-0.0,-0.9444143253500016,-0.3234365532417004,0.0
2019-06-06,-0.0,-0.9299308234243999,1.0,-0.0,-0.922790015620517,-0.33517166629474954,0.0
2019-06-07,-0.0,-0.9328591477417708,1.0,-0.0,-0.9190482265884153,-0.3376499106915029,0.0
2019-06-10,-0.0,-0.9333460778691136,1.0,-0.0,-0.9120627031160391,-0.3407251640858982,0.0
2019-06-11,-0.0,-0.9336180247936517,1.0,-0.0,-0.9099079001880238,-0.34331878007584693,0.0
2019-06-12,-0.0,-0.9313203456302012,1.0,-0.0,-0.9094474380639606,-0.34770270701144657,0.0
2019-06-13,-0.0,-0.9478993742817009,1.0,-0.0,-0.9095900906653045,-0.3349827608223726,0.0
2019-06-14,-0.0,-0.9486557251420907,1.0,-0.0,-0.9150328884347659,-0.3293633054473466,0.0
2019-06-17,-0.0,-0.9557887328449407,1.0,-0.0,-0.9059150964522218,-0.33734284526056496,0.0
2019-06-18,-0.0,-0.9510516374811923,1.0,-0.0,-0.9070973524986394,-0.34318276402983644,0.0
2019-06-19,-0.0,-0.9480190884924574,1.0,-0.0,-0.9082407199820645,-0.3465073823783749,0.0
2019-06-20,-0.0,-0.9464926904334445,1.0,-0.0,-0.9097525006411902,-0.34973711208002056,0.0
2019-06-21,-0.0,-0.9429968474554461,1.0,-0.0,-0.9230521778292478,-0.3508653413112012,0.0
2019-06-24,-0.0,-0.9545234483426396,1.0,-0.0,-0.9230545783171418,-0.3499983862117936,0.0
2019-06-25,-0.0,-0.9437937598812636,1.0,-0.0,-0.9291775562223729,-0.3535637079340496,0.0
2019-06-26,-0.0,-0.9414902214320349,1.0,-0.0,-0.9330208501697106,-0.3580410538225311,0.0
2019-06-27,-0.0,-0.9459932572614109,1.0,-0.0,-0.9580199688796682,-0.3377204356846473,0.0
2019-06-28,-0.0,-0.9436341242058861,1.0,-0.0,-0.9598081161675094,-0.33783871385971737,0.0
2019-07-01,-0.0,-0.9469290980544999,1.0,-0.0,-0.9533924453538603,-0.3475916723505148,0.0
2019-07-02,-0.0,-0.9506441249959438,1.0,-0.0,-0.9471071162020963,-0.34717850537041245,0.0
2019-07-03,-0.0,-0.949761464317009,1.0,-0.0,-0.9481063187615617,-0.3475156589751079,0.0
2019-07-05,-0.0,-0.9264158338232412,1.0,-0.0,-0.9656737866614409,-0.37396302828401595,0.0
2019-07-08,-0.0,-0.9279461719362426,1.0,-0.0,-0.9629932061667102,-0.37532662660047034,0.0
2019-07-09,-0.0,-0.9319028022731726,1.0,-0.0,-0.960448102423411,-0.37370174407211443,0.0
2019-07-10,-0.0,-0.9392328641270467,1.0,-0.0,-0.9550480690356663,-0.38688191094924046,0.0
2019-07-11,-0.0,-0.9387607595768448,1.0,-0.0,-0.9616269137262633,-0.38497930218805443,0.0
2019-07-12,-0.0,-0.9390023939920638,1.0,-0.0,-0.9758305184796511,-0.36464106516249634,0.0
2019-07-15,-0.0,-0.9460550940670454,1.0,-0.0,-0.9710411399678235,-0.366221229930722,0.0
2019-07-16,-0.0,-0.9505057803468209,1.0,-0.0,-0.9729703100367841,-0.3608118759852864,0.0
2019-07-17,-0.0,-0.9046111835164153,1.0,-0.0,-0.8750077577111649,-0.3234655247315832,0.0
2019-07-18,-0.0,-0.9130408044033087,1.0,-0.0,-0.8544325205251991,-0.3074628701454445,0.0
2019-07-19,-0.0,-0.9180443734251122,1.0,-0.0,-0.8515149652756439,-0.303423268391617,0.0
2019-07-22,-0.0,-0.8968090660606246,1.0,-0.0,-0.852307975799269,-0.3220417063358005,0.0
2019-07-23,-0.0,-0.8962559940981187,1.0,-0.0,-0.8567256854789131,-0.32088405262510755,0.0
2019-07-24,-0.0,-0.8957756871425937,1.0,-0.0,-0.8572834040459939,-0.32143515956465596,0.0
2019-07-25,-0.0,-0.9033409216759982,1.0,-0.0,-0.849197071309912,-0.32384790500215344,0.0
2019-07-26,-0.0,-0.9128339768339769,1.0,-0.0,-0.850007722007722,-0.32593050193050194,0.0
2019-07-29,-0.0,-0.9000679809653296,1.0,-0.0,-0.8494530622334836,-0.34055373586304927,0.0
