Date,CSCO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3391331321733736,-0.35684272863145433,-0.30986153802769245,-0.4278503144299371,-0.38628352274329547,0.0
2018-09-25,1.0,-0.33930182720505303,-0.35661515903451385,-0.3102018948793142,-0.4276449357094518,-0.3859688698398376,0.0
2018-09-26,1.0,-0.3393204567883829,-0.3566333004370506,-0.3102777386155364,-0.42760468067108415,-0.3858451994924573,0.0
2018-09-27,1.0,-0.34037876225904634,-0.35353962349227824,-0.31112614135948596,-0.42748844549656184,-0.3856667793935295,0.0
2018-09-28,1.0,-0.33858556247709787,-0.3554133664064042,-0.31138484088282553,-0.42748823181216,-0.38585562477097846,0.0
2018-10-01,1.0,-0.33811752763365666,-0.35655876381682833,-0.31158357771260997,-0.42733476201218135,-0.3861662531017369,0.0
2018-10-02,1.0,-0.33859644176276543,-0.35218653960019175,-0.3131079595116587,-0.4283136436687625,-0.3873177883666507,0.0
2018-10-03,1.0,-0.3383036897144629,-0.3462525016207684,-0.31211771006567635,-0.43067339402993493,-0.39138033091862334,0.0
2018-10-04,1.0,-0.3395322626091857,-0.34384333615102847,-0.31231332769794307,-0.43220625528317835,-0.3897999436460975,0.0
2018-10-05,1.0,-0.3331554257142055,-0.3380432034607714,-0.30770527262001746,-0.4359392117756117,-0.3942526475462794,0.0
2018-10-08,1.0,-0.332145662664123,-0.33598922679833915,-0.3059701492537314,-0.43757715183481094,-0.3938390753001908,0.0
2018-10-09,1.0,-0.33461570862935613,-0.3364690685462357,-0.31094324787284827,-0.4356238240992952,-0.3904973182443627,0.0
2018-10-10,1.0,-0.33492419988770356,-0.3358225715889949,-0.3114823133071308,-0.43573834924199883,-0.38944413250982596,0.0
2018-10-11,1.0,-0.31734837799717913,-0.32910202162670427,-0.29284548798362786,-0.43145551591581627,-0.39483945905583673,0.0
2018-10-12,1.0,-0.31657237477576927,-0.3266455084862702,-0.2922864633641507,-0.4309645370498137,-0.3932661791085966,0.0
2018-10-15,1.0,-0.32453007778977383,-0.3164742684716109,-0.30124851202834757,-0.43310356282700774,-0.39296293220385903,0.0
2018-10-16,1.0,-0.32831968919106425,-0.30783960038851116,-0.3091438878867767,-0.43471624809213266,-0.3950881087831275,0.0
2018-10-17,1.0,-0.32172334103664574,-0.2913777924507538,-0.303593045009354,-0.4344117970727413,-0.40010454495433034,0.0
2018-10-18,1.0,-0.32100905064509916,-0.29017083436494184,-0.3042282193062089,-0.43542130890484443,-0.40012654397403097,0.0
2018-10-19,1.0,-0.31449913809615015,-0.2811174651818206,-0.3005171423099023,-0.438832188688538,-0.4012641256464279,0.0
2018-10-22,1.0,-0.31555908183086645,-0.27859702880906134,-0.2975294793576099,-0.44105496429646246,-0.4031900631993653,0.0
2018-10-23,1.0,-0.3179094267341634,-0.27836913394445206,-0.3024763989601861,-0.43677657682309484,-0.40084826925708034,0.0
2018-10-24,1.0,-0.3179555895865237,-0.2767720411288558,-0.30124699190549115,-0.4372675563334062,-0.40138919273681906,0.0
2018-10-25,1.0,-0.30256410256410254,-0.252114377768828,-0.3010873942811116,-0.4423949523425963,-0.38676332393609886,0.0
2018-10-26,1.0,-0.3004150488686571,-0.25010041504886865,-0.29840674789128396,-0.44353996518944977,-0.3852456821528986,0.0
2018-10-29,1.0,-0.29947554318741304,-0.2490099539762389,-0.2980573691533769,-0.44391523065396554,-0.38534196724820724,0.0
2018-10-30,1.0,-0.2982127568493151,-0.24914383561643835,-0.2972228167808219,-0.444162029109589,-0.3867722602739726,0.0
2018-10-31,1.0,-0.2995440851041139,-0.24104833764363987,-0.29829098568267254,-0.442824006185512,-0.3844615671741275,0.0
2018-11-01,1.0,-0.3026259607173356,-0.23783091374893256,-0.30129163108454315,-0.44267719897523483,-0.38428693424423566,0.0
2018-11-02,1.0,-0.3114793340071281,-0.21493164530028197,-0.2945901377732858,-0.4554497579658493,-0.3832650672908134,0.0
2018-11-05,1.0,-0.30950038554601295,-0.22031960435002262,-0.2945571538727432,-0.4558217447951288,-0.37873913159084266,0.0
2018-11-06,1.0,-0.30614037422480106,-0.21854621915839345,-0.2961060392323867,-0.458305608048761,-0.38252907827845944,0.0
2018-11-07,1.0,-0.3057211282597126,-0.2183874401277275,-0.29680681213411386,-0.45779670037253856,-0.38225119744544966,0.0
2018-11-08,1.0,-0.3012626664544538,-0.2179160698180275,-0.29314552496153645,-0.4564963658549525,-0.3838665181176721,0.0
2018-11-09,1.0,-0.2993892724375996,-0.21893255443441317,-0.29394583112055234,-0.45894848645778014,-0.384121083377589,0.0
2018-11-12,1.0,-0.2995714323741582,-0.22439907365506961,-0.29334256129049435,-0.4586472169723428,-0.38595043522240263,0.0
2018-11-13,1.0,-0.29721617170482917,-0.22121872177654997,-0.29222228125166017,-0.46018169261010466,-0.38545927854220896,0.0
2018-11-14,1.0,-0.29643417448879195,-0.22299040072326962,-0.2917276039035286,-0.4611109633844763,-0.3868162842024091,0.0
2018-11-15,1.0,-0.2962854558033101,-0.2228726518013943,-0.2916821882816242,-0.4610983981693364,-0.38890958437549894,0.0
2018-11-16,1.0,-0.3039319296534157,-0.24987128417743815,-0.2909519551255995,-0.4748123458797387,-0.3902663740075333,0.0
2018-11-19,1.0,-0.3045257452574526,-0.24823848238482385,-0.2969918699186992,-0.47154471544715443,-0.38872628726287267,0.0
2018-11-20,1.0,-0.28702228224172854,-0.2452937204591492,-0.27840648210668467,-0.48191762322754894,-0.40821066846725185,0.0
2018-11-21,1.0,-0.2869192626926808,-0.24248140562681902,-0.2798318421903633,-0.4815403686536595,-0.40403686536595884,0.0
2018-11-23,1.0,-0.2868611762170317,-0.24084700557665883,-0.280395484792155,-0.4818825938198766,-0.40402489291198573,0.0
2018-11-26,1.0,-0.2868033294722948,-0.24119817902647953,-0.2803113972469897,-0.4816690461439,-0.4037658594402392,0.0
2018-11-27,1.0,-0.2858372099276668,-0.24152303100379144,-0.27787786711124257,-0.48105622630347683,-0.40269972303638174,0.0
2018-11-28,1.0,-0.28693640374475415,-0.23474658344990854,-0.2793769503927688,-0.48434305391154636,-0.404793930915743,0.0
2018-11-29,1.0,-0.27750581815263625,-0.23141534922290882,-0.27012278308321963,-0.48629055988015946,-0.40970494609849395,0.0
2018-11-30,1.0,-0.27806456789793244,-0.23160456843287774,-0.2694252012731698,-0.48728167544868545,-0.4083504961617675,0.0
2018-12-03,1.0,-0.2780466932313535,-0.23172786350386437,-0.26887385339502046,-0.4873372021501351,-0.40833845906987937,0.0
2018-12-04,1.0,-0.2761495097384381,-0.23166528627534796,-0.2697640866707633,-0.4864142776991103,-0.40770525528333645,0.0
2018-12-06,1.0,-0.26523316334577574,-0.19636191577729878,-0.29333368382314284,-0.4820461595079123,-0.39169864886178435,0.0
2018-12-07,1.0,-0.2726099212308017,-0.1961853578861403,-0.29863800416238573,-0.48233620485260414,-0.38465186121868333,0.0
2018-12-10,1.0,-0.27137517110666526,-0.1945614404548805,-0.298620617036959,-0.4836000842371275,-0.38427924607770875,0.0
2018-12-11,1.0,-0.27449328770729137,-0.19284022111081864,-0.3010529086601737,-0.48410107923137663,-0.37978415372466434,0.0
2018-12-12,1.0,-0.27506054543540065,-0.1927187532905128,-0.3014636200905549,-0.4842318626934822,-0.37893545330104245,0.0
2018-12-13,1.0,-0.27443500223631245,-0.19111263121892183,-0.3023757531111053,-0.48509563524428423,-0.3779104948827909,0.0
2018-12-14,1.0,-0.2747738270565958,-0.18688196928255837,-0.304597096570587,-0.4863244266778876,-0.3773406269724384,0.0
2018-12-17,1.0,-0.27708240006324275,-0.18696144825950617,-0.3060950222667264,-0.4910274315528736,-0.37394924767451054,0.0
2018-12-18,1.0,-0.27692104916304205,-0.18666139449057598,-0.306313430868591,-0.4923421642282852,-0.3738500065902201,0.0
2018-12-19,1.0,-0.2742445815535517,-0.18760217265200657,-0.3065179560196172,-0.49380372303960346,-0.37457153403997256,0.0
2018-12-20,1.0,-0.27262434503278127,-0.1849706416703968,-0.3095394823455067,-0.49306195529108193,-0.3728376207904368,0.0
2018-12-21,1.0,-0.2715961886762738,-0.1839252434574901,-0.30949943565110116,-0.4948421135522482,-0.3650156180276662,0.0
2018-12-24,1.0,-0.2600083620779764,-0.17165778195881676,-0.3157991010766175,-0.4917424479983275,-0.37394167450611476,0.0
2018-12-26,1.0,-0.2596605744125326,-0.17078328981723237,-0.3158485639686684,-0.4914882506527415,-0.37318537859007833,0.0
2018-12-27,1.0,-0.24409165639128644,-0.16104089601315247,-0.3171496095355528,-0.46873715577476366,-0.3778514180024661,0.0
2018-12-28,1.0,-0.2433938522380011,-0.16180889037261498,-0.3169153334531728,-0.4686063532009964,-0.3772630389563699,0.0
2018-12-31,1.0,-0.24420247053083025,-0.16094404067901077,-0.31659775546367397,-0.46875882791032125,-0.37761627160430417,0.0
2019-01-02,1.0,-0.24410783055198973,-0.16084724005134787,-0.3157637997432606,-0.4686777920410783,-0.377997432605905,0.0
2019-01-03,1.0,-0.24564509094640702,-0.15734113240462813,-0.32612432335360064,-0.4708432745837502,-0.3655301572641679,0.0
2019-01-04,1.0,-0.24502410998255875,-0.15658664204370576,-0.3263055299066379,-0.4714271057761362,-0.36554837385862315,0.0
2019-01-07,1.0,-0.23881434620682618,-0.14930360695882863,-0.33340135707361873,-0.468853629916841,-0.36051732054487023,0.0
2019-01-08,1.0,-0.23940899248503372,-0.142300343905235,-0.3352948668959368,-0.47188893134632526,-0.35855305056680675,0.0
