Date,IWF,IWM,MCHP,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5265333482292481,-0.6995866383644286,1.0,-0.2889435072431386,-0.6228354373812982,-0.5860425278367408,0.0
2018-09-25,-0.5270114300606873,-0.6989091179865222,1.0,-0.2898842101344056,-0.6222122938307457,-0.5851297516661081,0.0
2018-09-26,-0.5304912585432164,-0.7117773666125439,1.0,-0.276970131782653,-0.6403730695162934,-0.6163954234792131,0.0
2018-09-27,-0.5333182401328201,-0.704248735944457,1.0,-0.2791110104897744,-0.6404422307750358,-0.616179910950117,0.0
2018-09-28,-0.5313584905660377,-0.7059622641509433,1.0,-0.27962264150943394,-0.6403396226415095,-0.6162641509433963,0.0
2018-10-01,-0.5310789900743481,-0.7064573347926181,1.0,-0.2799184813375099,-0.6401856813978941,-0.6163716647167604,0.0
2018-10-02,-0.5311079114883298,-0.7323810245528948,1.0,-0.27299939375568355,-0.6385647165807822,-0.6139360412246135,0.0
2018-10-03,-0.5309479589129363,-0.720918773452602,1.0,-0.2710457491566539,-0.6443164158738581,-0.6230906265398173,0.0
2018-10-04,-0.5473378435194741,-0.7141765088101518,1.0,-0.2718342697702863,-0.6685777624890112,-0.6202652601001415,0.0
2018-10-05,-0.5568758652514998,-0.7268497154283957,1.0,-0.2727272727272727,-0.6703199507768035,-0.6187509613905553,0.0
2018-10-08,-0.5580374335669722,-0.7294153893553108,1.0,-0.27328044365709003,-0.6705306939844411,-0.6199260571516598,0.0
2018-10-09,-0.5626254051551165,-0.7313628646396049,1.0,-0.2812162370736225,-0.6682358388640223,-0.6152183979009106,0.0
2018-10-10,-0.5631678432280215,-0.7305481618639817,1.0,-0.28179608841569265,-0.6684025768622459,-0.6136635420283146,0.0
2018-10-11,-0.5130250671102877,-0.7420318348519792,1.0,-0.2019358009754622,-0.6703845135921963,-0.653446255056902,0.0
2018-10-12,-0.5439676663896654,-0.7500566593639043,1.0,-0.19940318803354234,-0.6536979678174814,-0.6301654453426003,0.0
2018-10-15,-0.528854858177429,-0.7767048883524441,1.0,-0.17659927579963788,-0.6547223898611949,-0.6349954737477368,0.0
2018-10-16,-0.5267526979095918,-0.7861670817296809,1.0,-0.1697607727718663,-0.6554222322843559,-0.6351973435967097,0.0
2018-10-17,-0.5110160029772981,-0.7480461481205807,1.0,-0.15158168961667287,-0.6584666914774842,-0.6525120952735394,0.0
2018-10-18,-0.5102147136531091,-0.7467346407174487,1.0,-0.15219737282774531,-0.6595839690395563,-0.6525136754363114,0.0
2018-10-19,-0.5019597692649016,-0.7369841739387664,1.0,-0.14254548143765713,-0.6629196864369176,-0.6532687472267416,0.0
2018-10-22,-0.5029942333284045,-0.7333653703977525,1.0,-0.13969392281531864,-0.6652742865592193,-0.6552935087978708,0.0
2018-10-23,-0.5037141062123508,-0.7328800029565025,1.0,-0.14169038028012862,-0.663291326360915,-0.654052256180938,0.0
2018-10-24,-0.5072104718236946,-0.729219050436326,1.0,-0.13126756396982692,-0.6687989942316225,-0.6611817778435142,0.0
2018-10-25,-0.5021310993533216,-0.7204585537918871,1.0,-0.12973985890652556,-0.6671443268665491,-0.654835390946502,0.0
2018-10-26,-0.4911475409836065,-0.7109653916211293,1.0,-0.1151183970856102,-0.6763570127504553,-0.6493624772313296,0.0
2018-10-29,-0.4737396866935631,-0.7292916076036783,1.0,-0.0966088758041653,-0.6712826663758951,-0.6637226038599935,0.0
2018-10-30,-0.46382344386271085,-0.7316026759744038,1.0,-0.0893324607329843,-0.6745564281559046,-0.6764834205933682,0.0
2018-10-31,-0.46388868705950737,-0.7297827508537382,1.0,-0.08962435515512607,-0.6739083048753906,-0.6757247693090169,0.0
2018-11-01,-0.4578614982578398,-0.7370426829268293,1.0,-0.08315185830429733,-0.6747967479674797,-0.6766840882694541,0.0
2018-11-02,-0.45468617550584156,-0.7759923340581578,1.0,-0.08465705966903771,-0.6785095639995578,-0.6917038292853721,0.0
2018-11-05,-0.45297130015105186,-0.780237998747375,1.0,-0.08469955421287256,-0.6785543233982979,-0.6877648012378883,0.0
2018-11-06,-0.45957995578481947,-0.7852984524686809,1.0,-0.08157700810611644,-0.6757184966838615,-0.6824244657332352,0.0
2018-11-07,-0.45867707719505013,-0.7848777253977608,1.0,-0.08297731290512671,-0.6746096051856217,-0.6818282262816735,0.0
2018-11-08,-0.4367626584597347,-0.7968051586429251,1.0,-0.055543342859236455,-0.6749468747710119,-0.6997508609950904,0.0
2018-11-09,-0.4369776245268168,-0.8260559949027398,1.0,-0.0498856864435366,-0.7117799182939171,-0.7232862336494135,0.0
2018-11-12,-0.4365670245800441,-0.8208313068203075,1.0,-0.04934715103445695,-0.7127090426128923,-0.7218002918178756,0.0
2018-11-13,-0.4268179282127581,-0.8198623767900317,1.0,-0.03548447089455087,-0.7160498419192859,-0.7213687930072532,0.0
2018-11-14,-0.4305203518711794,-0.8204860593409871,1.0,-0.03440435366035485,-0.7194349187416131,-0.7226032503354703,0.0
2018-11-15,-0.4336471643129343,-0.829373085257416,1.0,-0.02828214899499365,-0.7334678323245909,-0.7113128595979975,0.0
2018-11-16,-0.4367069599819806,-0.8388392521961109,1.0,-0.030032284706059013,-0.7376304527366919,-0.7107890982806517,0.0
2018-11-19,-0.4367281054093622,-0.8386200683208829,1.0,-0.030594241525582787,-0.7373024512932167,-0.7106122602199781,0.0
2018-11-20,-0.414803738317757,-0.8367850467289719,1.0,-0.003850467289719626,-0.7488971962616823,-0.7339813084112149,0.0
2018-11-21,-0.4212459648992616,-0.8302845905532261,1.0,-0.011131312381729805,-0.7464287039441949,-0.701383993172795,0.0
