Date,IWF,IWM,MTUM,SPY,VLUE,VXX,YUM
2018-09-24,-0.2802371237200708,-0.32496728000615904,-0.1717607206097467,-0.41324710652603486,-0.3760617958785639,0.0,1.0
2018-09-25,-0.28052754471044056,-0.3245836861416878,-0.17229877094398685,-0.4128755805301106,-0.37554204192646184,0.0,1.0
2018-09-26,-0.281581311769991,-0.32604286997818,-0.1743806956744962,-0.4125786163522013,-0.37248106789885765,0.0,1.0
2018-09-27,-0.28287414704222463,-0.322251295469704,-0.17543994664203993,-0.41247242316966803,-0.37224873018316146,0.0,1.0
2018-09-28,-0.2832255747126437,-0.322172619047619,-0.17551826765188833,-0.41248460591133007,-0.37228037766830874,0.0,1.0
2018-10-01,-0.2827582665845143,-0.32362908194701173,-0.17578044773054016,-0.4123793386732389,-0.37271513657835287,0.0,1.0
2018-10-02,-0.28254555735471765,-0.3311229341763693,-0.17369625003212788,-0.4113398617215411,-0.37150127226463103,0.0,1.0
2018-10-03,-0.2825639971214146,-0.33085740721702483,-0.17374318906137554,-0.4113806929166239,-0.3716459339981495,0.0,1.0
2018-10-04,-0.2848737120686554,-0.32696112438654645,-0.17407949844548937,-0.4143991366684653,-0.36912561987718084,0.0,1.0
2018-10-05,-0.2768250230367564,-0.32023651069929354,-0.16706767687109653,-0.4199088768301423,-0.3756015153066448,0.0,1.0
2018-10-08,-0.27565922402107473,-0.31801324842067574,-0.16343128980280824,-0.4244354075551804,-0.37607099925829307,0.0,1.0
2018-10-09,-0.2736071282261368,-0.31946435886931585,-0.15718455551003685,-0.42861532158951243,-0.3815546907005326,0.0,1.0
2018-10-10,-0.2752157324661358,-0.31815737587381254,-0.15896345991345096,-0.4296724963511126,-0.3786136788466955,0.0,1.0
2018-10-11,-0.251829207176506,-0.3108148742106846,-0.13057532324345994,-0.4251779091911396,-0.38736594166583144,0.0,1.0
2018-10-12,-0.25186883285158973,-0.3062892454898834,-0.12887471344562942,-0.422007375660321,-0.38273696800558155,0.0,1.0
2018-10-15,-0.24590204711091213,-0.3144043976817651,-0.1208865010073875,-0.42215755043155984,-0.3840260677063901,0.0,1.0
2018-10-16,-0.2439990039840637,-0.32442729083665334,-0.11381972111553784,-0.4232569721115538,-0.3845119521912351,0.0,1.0
2018-10-17,-0.23855249191577596,-0.31095258078052873,-0.10969860038014366,-0.4220335217595221,-0.38722816025277085,0.0,1.0
2018-10-18,-0.23708792566599118,-0.309049572480601,-0.11103148322048138,-0.42574012751445656,-0.38830128997182817,0.0,1.0
2018-10-19,-0.23349329395841026,-0.3041466715885321,-0.10786267995570321,-0.42721791559000866,-0.3882121323981789,0.0,1.0
2018-10-22,-0.2337508921320109,-0.3037924839416238,-0.10767110476706124,-0.4273866069450939,-0.3884527354613245,0.0,1.0
2018-10-23,-0.23416662565818613,-0.3035283696668471,-0.10882830569361744,-0.4262339451798632,-0.38775158702819745,0.0,1.0
2018-10-24,-0.23409800595018562,-0.30227926532418675,-0.10725086671092424,-0.4268397629760763,-0.3882619065181579,0.0,1.0
2018-10-25,-0.21812976640123174,-0.2773113286982462,-0.10585320085644863,-0.4314480236726249,-0.37303630283638467,0.0,1.0
2018-10-26,-0.2098644416286131,-0.2736509909866833,-0.09034833958926053,-0.44495182537595335,-0.37198460324670674,0.0,1.0
2018-10-29,-0.2047572514717449,-0.27521033438997067,-0.0863026431823057,-0.44316800533879924,-0.3739542865314489,0.0,1.0
2018-10-30,-0.2021018015441807,-0.2755457058431036,-0.08454866075683919,-0.4437613192260032,-0.37703746068058336,0.0,1.0
2018-10-31,-0.20345899266921308,-0.26670778866456313,-0.08571564138454604,-0.4421247419990036,-0.37439206661763663,0.0,1.0
2018-11-01,-0.22667214183917486,-0.25524771129737434,-0.10147588105992897,-0.4506872146670209,-0.3814101789898307,0.0,1.0
2018-11-02,-0.24552790200272215,-0.22664300991639122,-0.08531013027415905,-0.48388586428154773,-0.38912113552401323,0.0,1.0
2018-11-05,-0.2466986064836207,-0.22417860356526179,-0.08519176050001216,-0.48405846445682044,-0.39186264257399256,0.0,1.0
2018-11-06,-0.2465037091085978,-0.22415176942721635,-0.08544326887997081,-0.48405691353520613,-0.3920710203088897,0.0,1.0
2018-11-07,-0.24569719953325553,-0.22381855309218202,-0.0867852975495916,-0.4831048230260599,-0.3915548424737456,0.0,1.0
2018-11-08,-0.23842452670519113,-0.22384487052394883,-0.07988587731811697,-0.48112865398099564,-0.3945695011968374,0.0,1.0
2018-11-09,-0.2366062778531292,-0.2253923658205774,-0.0806287541174191,-0.48413582639023445,-0.39524801395078474,0.0,1.0
2018-11-12,-0.23702827341429847,-0.2129801772219137,-0.07974986116811937,-0.4907405171789362,-0.3939445155370983,0.0,1.0
2018-11-13,-0.2304074482891011,-0.20845131256898786,-0.0728751739693814,-0.49457695445601574,-0.3932907808225752,0.0,1.0
2018-11-14,-0.2301692067682707,-0.20883235329413177,-0.07277091083643346,-0.49473178927157085,-0.39359174366974675,0.0,1.0
2018-11-15,-0.23061615919443776,-0.20963797650443539,-0.071373771277871,-0.4979621193958283,-0.38789259170462714,0.0,1.0
2018-11-16,-0.22891623964369523,-0.20365403955749245,-0.06726210430534936,-0.499521095732963,-0.3951678559455965,0.0,1.0
2018-11-19,-0.22896614471100898,-0.20337116314705744,-0.06804577886319016,-0.49901834027678016,-0.3948905808552411,0.0,1.0
2018-11-20,-0.2153094074162394,-0.2,-0.052891379515917485,-0.5070466197686897,-0.4093954930249195,0.0,1.0
2018-11-21,-0.21691141639033631,-0.19400757934628138,-0.056655613453339644,-0.5051160587399337,-0.3958550450023685,0.0,1.0
2018-11-23,-0.21655704348649032,-0.1859414186343633,-0.059314815691099226,-0.5078313538068424,-0.39632328585624377,0.0,1.0
2018-11-26,-0.21655146292964683,-0.19200359814411516,-0.05740460183694726,-0.5066044882113436,-0.3946359246283496,0.0,1.0
2018-11-27,-0.21526695935419915,-0.19272529858849077,-0.05341547467308692,-0.5058301468158429,-0.3931454468205637,0.0,1.0
