Date,IWF,IWM,MTUM,SPAQ,SPY,VLUE,VXX
2019-05-31,-0.0,-0.005907953187363294,-0.0,1.0,-0.08053532369720612,-0.0410287054366699,0.0
2019-06-03,-0.0,-0.006237825543557812,-0.0,1.0,-0.0803598572281085,-0.03936360667920237,0.0
2019-06-04,-0.0,-0.006260415259199207,-0.0,1.0,-0.0831982164572355,-0.036515335765437106,0.0
2019-06-05,-0.0,-0.006497222689782865,-0.0,1.0,-0.08489031027324244,-0.030758009313808,0.0
2019-06-06,-0.0,-0.0059390823051273705,-0.0,1.0,-0.0870766018120376,-0.029684184526950413,0.0
2019-06-07,-0.0,-0.008249343419605377,-0.0,1.0,-0.0853891220902826,-0.02872118341601383,0.0
2019-06-10,-0.0,-0.008460882445352126,-0.0,1.0,-0.08441806185196823,-0.029242784685129496,0.0
2019-06-11,-0.0,-0.00850548143493531,-0.0,1.0,-0.08479673245884715,-0.028792962219055418,0.0
2019-06-12,-0.0,-0.008618464611551885,-0.0,1.0,-0.08486045493822313,-0.028716993412709994,0.0
2019-06-13,-0.0,-0.01032397068890061,-0.0,1.0,-0.08535230549975874,-0.02650567257302526,0.0
2019-06-14,-0.0,-0.009245338060723021,-0.0,1.0,-0.08722482777191841,-0.025548100442070773,0.0
2019-06-17,-0.0,-0.006106801674880166,-0.0,1.0,-0.09143363904760834,-0.0250333965716595,0.0
2019-06-18,-0.0,-0.006927369283797591,-0.0,1.0,-0.09126837100160554,-0.02454332131990524,0.0
2019-06-19,-0.0,-0.006873932967921646,-0.0,1.0,-0.09125932249078983,-0.025058405966394106,0.0
2019-06-20,-0.0,-0.006773226099947207,-0.0,1.0,-0.09132061060127826,-0.025160906241926607,0.0
2019-06-21,-0.0,-0.0073218938100799566,-0.0,1.0,-0.09022100440212019,-0.025446949959572362,0.0
2019-06-24,-0.0,-0.006298416975412597,-0.0,1.0,-0.0905243067250477,-0.025889749635118444,0.0
2019-06-25,-0.0,-0.00620971545354504,-0.0,1.0,-0.09067532059200036,-0.026029150852291866,0.0
2019-06-26,-0.0,-0.0059648412001710675,-0.0,1.0,-0.09891507416661038,-0.020561820514551965,0.0
2019-06-27,-0.0,-0.001612594020997553,-0.0,1.0,-0.09513177035758992,-0.030955039074393585,0.0
2019-06-28,-0.0,-0.007044081955184286,-0.0,1.0,-0.09096348140204323,-0.03084043573968505,0.0
2019-07-01,-0.0,-0.004919827129010054,-0.0,1.0,-0.09546270071427765,-0.028018189819568724,0.0
2019-07-02,-0.0,-0.005526045719570096,-0.0,1.0,-0.09430366185111254,-0.02794600263896877,0.0
2019-07-03,-0.0,-0.0066095940626445145,-0.0,1.0,-0.09298548370723785,-0.028321997766724193,0.0
2019-07-05,-0.0,-0.0065859957371465945,-0.0,1.0,-0.09256481679880009,-0.028588183550799003,0.0
2019-07-08,-0.0,-0.0069472639509180305,-0.0,1.0,-0.09215274958271305,-0.028702575901114268,0.0
2019-07-09,-0.0,-0.006650809933379175,-0.0,1.0,-0.0919728105871876,-0.028632300391157803,0.0
2019-07-10,-0.0,-0.006594967532467532,-0.0,1.0,-0.09194624819624818,-0.028792388167388164,0.0
2019-07-11,-0.0,-0.007078768204157086,-0.0,1.0,-0.09129131160106409,-0.028822309391766988,0.0
2019-07-12,-0.0,-0.007564143031068224,-0.0,1.0,-0.0912093610497362,-0.02852053929747035,0.0
2019-07-15,-0.0,-0.007597105435199171,-0.0,1.0,-0.09203318379584752,-0.027536689285150705,0.0
2019-07-16,-0.0,-0.008375983586228666,-0.0,1.0,-0.09172998444299146,-0.02721349175929475,0.0
2019-07-17,-0.0,-0.008803670262531985,-0.0,1.0,-0.09124930957131423,-0.027177527532605144,0.0
2019-07-18,-0.0,-0.008911370728794655,-0.0,1.0,-0.09106271757376384,-0.02663271858769983,0.0
2019-07-19,-0.0,-0.00901286586602375,-0.0,1.0,-0.09125526689349046,-0.026328834411121875,0.0
2019-07-22,-0.0,-0.00856010091908452,-0.0,1.0,-0.09026401153360966,-0.027504955847900525,0.0
2019-07-23,-0.0,-0.008673613066741763,-0.0,1.0,-0.09013798929878906,-0.02762038862292312,0.0
2019-07-24,-0.0,-0.008462257879139576,-0.0,1.0,-0.09012135621485796,-0.028215038254814247,0.0
2019-07-25,-0.0,-0.0053277165159211996,-0.0,1.0,-0.09472747547335578,-0.026311936112456493,0.0
2019-07-26,-0.0,-0.004908251716762355,-0.0,1.0,-0.09475402454125859,-0.026083530338849487,0.0
2019-07-29,-0.0,-0.004018550620230082,-0.0,1.0,-0.09458790157365092,-0.027026722798802316,0.0
2019-07-30,-0.0,-0.003984646728424939,-0.0,1.0,-0.09458470751117164,-0.027037066219425716,0.0
2019-07-31,-0.0,-0.004141672200150811,-0.0,1.0,-0.09444813343387391,-0.026864596580869524,0.0
2019-08-01,-0.0,-0.004170507430472807,-0.0,1.0,-0.09389824411520042,-0.026057240495514736,0.0
2019-08-02,-0.0,-0.0037487653766723537,-0.0,1.0,-0.093954835233905,-0.024681242704498518,0.0
2019-08-05,-0.0,-0.003556882061869551,-0.0,1.0,-0.09403857590072147,-0.024449356507298903,0.0
2019-08-06,-0.0,-0.0037983193277310924,-0.0,1.0,-0.09104761904761904,-0.025602240896358545,0.0
2019-08-07,-0.0,-0.004353957736389685,-0.0,1.0,-0.0890714541547278,-0.025843929083094554,0.0
2019-08-08,-0.0,-0.004354201412596962,-0.0,1.0,-0.08905405254144327,-0.02592372871870068,0.0
2019-08-09,-0.0,-0.003150943607048281,-0.0,1.0,-0.08699732951942522,-0.02720761589773959,0.0
2019-08-12,-0.0,-0.002969910121141071,-0.0,1.0,-0.08741137721208062,-0.026126277005526714,0.0
2019-08-13,-0.0,-0.0029536664474637477,-0.0,1.0,-0.08654799986624906,-0.0251005918478806,0.0
2019-08-14,-0.0,-0.0034302260830827483,-0.0,1.0,-0.08567769239336229,-0.024601848758213606,0.0
2019-08-15,-0.0,-0.005094549499443826,-0.0,1.0,-0.08510567296996663,-0.022146829810901002,0.0
2019-08-16,-0.0,-0.0039174225140504145,-0.0,1.0,-0.0878303934116076,-0.021156307384118857,0.0
2019-08-19,-0.0,-0.0015106746939772956,-0.0,1.0,-0.08956301512896274,-0.019705418434674427,0.0
2019-08-20,-0.0,-0.00132188440731813,-0.0,1.0,-0.08961043288937272,-0.019894915743754373,0.0
2019-08-21,-0.0,-0.0015877950745042306,-0.0,1.0,-0.08948280073726987,-0.019286713597299637,0.0
2019-08-22,-0.0,-0.00186422246388069,-0.0,1.0,-0.0896824163874032,-0.018120686211411705,0.0
2019-08-23,-0.0,-0.0007880570508907264,-0.0,1.0,-0.08938342860314114,-0.019756923247683,0.0
2019-08-26,-0.0,-0.0,-0.0,1.0,-0.08876191741686874,-0.018547431595964968,0.0
2019-08-27,-0.0,-0.0,-0.0,1.0,-0.08798397272707148,-0.018871892502158368,0.0
2019-08-28,-0.0,-0.0002656483479993359,-0.0,1.0,-0.08735403176711495,-0.019248436548785212,0.0
2019-08-29,-0.0,-0.0,-0.0,1.0,-0.08855941579995574,-0.017880061960610753,0.0
2019-08-30,-0.0,-0.0,-0.0,1.0,-0.08849371458923512,-0.018092687677053822,0.0
2019-09-03,-0.0,-0.0,-0.0,1.0,-0.08872904332429592,-0.01789409616555082,0.0
2019-09-04,-0.0,-0.0005862831858407079,-0.0,1.0,-0.08841814159292036,-0.017190265486725663,0.0
2019-09-05,-0.0,-0.0022432178573401846,-0.0,1.0,-0.08836952317807613,-0.014420686225758329,0.0
2019-09-06,-0.0,-0.0019102935005852345,-0.0,1.0,-0.08960711998409929,-0.012687440648395575,0.0
2019-09-09,-0.0,-0.002131348492043334,-0.0,1.0,-0.08966019899948097,-0.012534096054244477,0.0
2019-09-10,-0.0,-0.001954958636609638,-0.0,1.0,-0.09090005412032383,-0.01164139210726869,0.0
2019-09-11,-0.0,-0.001767448025981486,-0.0,1.0,-0.0916753197976272,-0.011212248414820051,0.0
2019-09-12,-0.0,-0.0,-0.0,1.0,-0.09294825777237838,-0.011463912971450661,0.0
2019-09-13,-0.0,-0.0,-0.0,1.0,-0.09433170203599164,-0.010384330707791564,0.0
2019-09-16,-0.0,-0.0,-0.0,1.0,-0.09420057673822493,-0.01066192312366726,0.0
2019-09-17,-0.0,-0.0,-0.0,1.0,-0.09419329179371604,-0.01058376419638517,0.0
2019-09-18,-0.0,-0.0,-0.0,1.0,-0.09399065286325119,-0.010882895623639638,0.0
2019-09-19,-0.0,-0.0,-0.0,1.0,-0.09369855142923439,-0.011237196557020209,0.0
2019-09-20,-0.0,-0.0,-0.0,1.0,-0.09497837126198984,-0.01135093872041952,0.0
2019-09-23,-0.0,-0.0004645760743321719,-0.0,1.0,-0.09289309219622809,-0.012775842044134726,0.0
2019-09-24,-0.0,-0.0003982697392439513,-0.0,1.0,-0.09296279496852562,-0.012954829573740749,0.0
2019-09-25,-0.0,-0.0010508849557522124,-0.0,1.0,-0.09222345132743362,-0.012920353982300884,0.0
2019-09-26,-0.0,-0.0,-0.0,1.0,-0.09486893905142088,-0.007807417046193884,0.0
2019-09-27,-0.0,-0.0,-0.0,1.0,-0.09655843366168065,-0.008988093263905012,0.0
2019-09-30,-0.0,-0.0,-0.0,1.0,-0.09594581155592881,-0.009038773909103967,0.0
2019-10-01,-0.0,-0.0,-0.0,1.0,-0.09611856501845673,-0.009084679825821711,0.0
2019-10-02,-0.0,-0.00043132050431320503,-0.00137137801371378,1.0,-0.09687016146870162,-0.007277151072771511,0.0
2019-10-03,-0.0,-0.003145591205589219,-0.0006070439168680949,1.0,-0.09568115846053662,-0.004282418904451288,0.0
2019-10-04,-0.0,-0.004883600163523264,-0.0009391538776006274,1.0,-0.09422475609621354,-0.0048394046869302924,0.0
2019-10-07,-0.0,-0.005375691278575607,-0.0001434989458346671,1.0,-0.09352819754285652,-0.0047906571147881185,0.0
2019-10-08,-0.0,-0.004429715548191107,-0.0003203534935100801,1.0,-0.09491300745650373,-0.005015189174261254,0.0
2019-10-09,-0.0,-0.004887143392979282,-0.0,1.0,-0.09451051342585441,-0.0037949826798755596,0.0
2019-10-10,-0.0,-0.00960283217170041,-0.0018143599955747316,1.0,-0.0910498948998783,-0.0038610465759486667,0.0
2019-10-11,-0.0,-0.006165570565232848,-0.002866157127621756,1.0,-0.09099493423391397,-0.010886953430501244,0.0
2019-10-14,-0.0,-0.004951762048360355,-0.004629062948579567,1.0,-0.0924699834199428,-0.010715835623755105,0.0
2019-10-15,-0.0,-0.005108912213528044,-0.0052758701290028165,1.0,-0.09234998831294593,-0.010329129704039269,0.0
2019-10-16,-0.0,-0.006240875505678082,-0.005338177441463931,1.0,-0.09214206907311855,-0.010720932565111276,0.0
2019-10-17,-0.0,-0.0048174498739880015,-0.007426901889064835,1.0,-0.09131966902335126,-0.011575261502776725,0.0
2019-10-18,-0.0,-0.006025642456230403,-0.009060780878627939,1.0,-0.08866621288371626,-0.012107077898166643,0.0
2019-10-21,-0.0,-0.005000167416319742,-0.009219058673839525,1.0,-0.08851858879203545,-0.013359822315479311,0.0
2019-10-22,-0.0,-0.0040512036427351765,-0.009497449862169794,1.0,-0.08860194413133489,-0.01389462406392643,0.0
2019-10-23,-0.0,-0.004032888710145899,-0.01364032441852671,1.0,-0.09010880979511583,-0.009350492660365977,0.0
2019-10-24,-0.0,-0.003191310676893791,-0.01812888416102122,1.0,-0.08870723923632495,-0.00971950058787302,0.0
2019-10-25,-0.0,-0.0032473349458030996,-0.01753560870733674,1.0,-0.0890553614619726,-0.009921168144763954,0.0
2019-10-28,-0.0,-0.004638915345397501,-0.018477225614880386,1.0,-0.08855398061516052,-0.008840831419127122,0.0
2019-10-29,-0.0,-0.004401082306975491,-0.020983731713615287,1.0,-0.08844828166926764,-0.008903209870998888,0.0
2019-10-30,-0.0,-0.004918198457167882,-0.021121304333179873,1.0,-0.08806719292138743,-0.00876966437225597,0.0
2019-10-31,-0.0,-0.004786893351162451,-0.021541020080231028,1.0,-0.0873327115615835,-0.010023260256424664,0.0
2019-11-01,-0.0,-0.004391087552221374,-0.020922240689995958,1.0,-0.08766452540317148,-0.010073671443331387,0.0
2019-11-04,-0.0,-0.0039058554160072726,-0.020101686925485706,1.0,-0.08945306800453437,-0.008911635633074065,0.0
2019-11-05,-0.0,-0.004442744828982443,-0.02312476802123519,1.0,-0.08789886288227287,-0.00927915059217852,0.0
2019-11-06,-0.0,-0.0027210423511612415,-0.024105499666926353,1.0,-0.08788628075285936,-0.014350393478530864,0.0
2019-11-07,-0.0,-0.003534047670125442,-0.02407217135050301,1.0,-0.08742533900888592,-0.014057154470626757,0.0
2019-11-08,-0.0,-0.006449067027453633,-0.02353007497604149,1.0,-0.08550651107728734,-0.011962342860364168,0.0
2019-11-11,-0.0,-0.004927722962510879,-0.027667582138134472,1.0,-0.08399733270041479,-0.013619050848223872,0.0
