Date,CFG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.20380426629864093,-0.5859710179712581,-0.17305211364795536,-0.47289310251717626,-0.5644895142659987,0.0
2018-09-25,1.0,-0.2028837488735356,-0.5882547311504958,-0.1707720036046861,-0.4748873535596276,-0.5671372784620007,0.0
2018-09-26,1.0,-0.2024939903846154,-0.5880408653846154,-0.16947115384615385,-0.47554086538461543,-0.5692908653846154,0.0
2018-09-27,1.0,-0.20160756216509124,-0.593654042988741,-0.16825215244746827,-0.47657896321271603,-0.570323318682642,0.0
2018-09-28,1.0,-0.19847443318861555,-0.5986794500723589,-0.16886758321273518,-0.47756874095513757,-0.5713941148094549,0.0
2018-10-01,1.0,-0.20048280024140014,-0.5976463488231745,-0.16846710923355462,-0.47914906457453227,-0.5717863608931805,0.0
2018-10-02,1.0,-0.20072430964237212,-0.5987022785574166,-0.1683416327146522,-0.47885921231326395,-0.5713294099894372,0.0
2018-10-03,1.0,-0.20072420036210017,-0.5974652987326494,-0.1683162341581171,-0.4791188895594448,-0.571876885938443,0.0
2018-10-04,1.0,-0.19934017373407184,-0.6051635945397863,-0.16807409425224734,-0.4772541541814219,-0.5768939737885529,0.0
2018-10-05,1.0,-0.18454144247627108,-0.5991173447796384,-0.15491808234085,-0.4903572939967354,-0.5938576869596759,0.0
2018-10-08,1.0,-0.18316831683168316,-0.5971685583192465,-0.15292199951702484,-0.49181960879014724,-0.5935160589229654,0.0
2018-10-09,1.0,-0.1803581150565604,-0.5999637045550783,-0.1435787308692759,-0.49851793599903205,-0.6022019236585808,0.0
2018-10-10,1.0,-0.18018508437670114,-0.5998911268372347,-0.14350087703381115,-0.49857860037500756,-0.6020685900925422,0.0
2018-10-11,1.0,-0.14231987917912878,-0.6010838342858835,-0.10012141313038586,-0.49447718321537504,-0.6232935532589061,0.0
2018-10-12,1.0,-0.13961564495717946,-0.5988110303422703,-0.09711880867594692,-0.48853703758203604,-0.618970540628035,0.0
2018-10-15,1.0,-0.115299137701129,-0.6576584585296471,-0.055738287847808696,-0.4985924674785907,-0.6359676415681395,0.0
2018-10-16,1.0,-0.11551340939398429,-0.6570751222403319,-0.05624536968439769,-0.4985923840568973,-0.635975700103719,0.0
2018-10-17,1.0,-0.10248510987882523,-0.6277029604201507,-0.03799548161840213,-0.5073790452718364,-0.6584514273978229,0.0
2018-10-18,1.0,-0.1011094153557173,-0.6257043907020426,-0.03915238318854191,-0.5099788682789387,-0.6589868513735618,0.0
2018-10-19,1.0,-0.09462346708812597,-0.6245792723973426,-0.03430210436971347,-0.5114584247958557,-0.6618081774811954,0.0
2018-10-22,1.0,-0.11267605633802819,-0.6175399856767725,-0.0,-0.5546371449033183,-0.6991525423728815,0.0
2018-10-23,1.0,-0.10976630207399439,-0.6187615803000419,-0.0,-0.5583647122108661,-0.7015719323411631,0.0
2018-10-24,1.0,-0.10854987426655491,-0.6138785774158783,-0.0,-0.5624176745299965,-0.7087773919291103,0.0
2018-10-25,1.0,-0.0848683632529944,-0.5854101385187571,-0.0,-0.5659355141007995,-0.692300934196269,0.0
2018-10-26,1.0,-0.07891901336672588,-0.5791665453274703,-0.0,-0.5666443402545212,-0.6874108156906142,0.0
2018-10-29,1.0,-0.05878768534370194,-0.5883991527145054,-0.0,-0.5590053100426544,-0.6954705045991353,0.0
2018-10-30,1.0,-0.045176088029498004,-0.5897279563336527,-0.0,-0.5606944807362889,-0.7077780681125337,0.0
2018-10-31,1.0,-0.048001386321626614,-0.5765076247689465,-0.0,-0.5591497227356746,-0.7045113216266174,0.0
2018-11-01,1.0,-0.06106582344579501,-0.5702474543819442,-0.0,-0.5627338922572598,-0.7069420672449305,0.0
2018-11-02,1.0,-0.0667995148154566,-0.5453705308149945,-0.0,-0.5722000808640906,-0.703633108069081,0.0
2018-11-05,1.0,-0.06287909421754953,-0.5570735370573624,-0.0,-0.5735659407313268,-0.6948472069782219,0.0
2018-11-06,1.0,-0.06382671480144404,-0.5574296028880866,-0.0,-0.5729386281588448,-0.6938628158844765,0.0
2018-11-07,1.0,-0.0632721394758111,-0.557730054266251,-0.0,-0.5718739175614824,-0.6936266020090058,0.0
2018-11-08,1.0,-0.044586535153113886,-0.5583209083610505,-0.0,-0.565919256795504,-0.6984745957105173,0.0
2018-11-09,1.0,-0.04387977515200184,-0.5585924056441436,-0.0,-0.567224962716531,-0.6982620167488814,0.0
2018-11-12,1.0,-0.04316258861193689,-0.5462497141550423,-0.0,-0.5724331122798993,-0.6966327463983536,0.0
2018-11-13,1.0,-0.02299372640304312,-0.5428222670110994,-0.0,-0.5751270332415477,-0.6978170153575383,0.0
2018-11-14,1.0,-0.023902799068869586,-0.5422131380230512,-0.0,-0.5752853006302163,-0.6974393913586555,0.0
2018-11-15,1.0,-0.023417594686668,-0.5475938278320117,-0.0,-0.5783687841745154,-0.7134064298187855,0.0
2018-11-16,1.0,-0.022321300980308097,-0.5434279344936981,-0.0,-0.577352882334448,-0.7149389808225443,0.0
2018-11-19,1.0,-0.026280419800394635,-0.5429094340701764,-0.0,-0.5758528982813349,-0.7146329606222654,0.0
2018-11-20,1.0,-0.0,-0.5365700950537879,-0.0,-0.5788889521315954,-0.7304912061016563,0.0
2018-11-21,1.0,-0.0,-0.5325545876230343,-0.0,-0.5778085756307275,-0.7180110872270619,0.0
2018-11-23,1.0,-0.0,-0.5289013256451568,-0.0,-0.5793549845953815,-0.7182792051782131,0.0
2018-11-26,1.0,-0.0,-0.5292089421473589,-0.0,-0.57900686770483,-0.7179719074131645,0.0
2018-11-27,1.0,-0.0,-0.5286327441124978,-0.0,-0.5777093804710002,-0.7173716609250579,0.0
2018-11-28,1.0,-0.0,-0.5278287634484511,-0.0,-0.5783469347414791,-0.717646062180555,0.0
2018-11-29,1.0,-0.0,-0.5150394891614855,-0.0,-0.56886797737075,-0.7167422842099367,0.0
2018-11-30,1.0,-0.0,-0.5150445453017314,-0.0,-0.5685269232924302,-0.7180198352664314,0.0
2018-12-03,1.0,-0.0,-0.5150156880322725,-0.0,-0.5684670551322276,-0.717951591214702,0.0
2018-12-04,1.0,-0.0,-0.5158774528987533,-0.0,-0.5636775311678873,-0.7157991837647454,0.0
2018-12-06,1.0,-0.0,-0.5034425319267074,-0.0,-0.5600777345918934,-0.7127429205996668,0.0
2018-12-07,1.0,-0.0,-0.5041860206380552,-0.0,-0.5597585736934331,-0.7174644674992351,0.0
2018-12-10,1.0,-0.0,-0.5013950661620487,-0.0,-0.5534683278543606,-0.7076438575651262,0.0
2018-12-11,1.0,-0.0,-0.5072588480222068,-0.0,-0.5455655794587092,-0.7230256766134627,0.0
2018-12-12,1.0,-0.0,-0.5078606744069774,-0.0,-0.5449419476695739,-0.7248208432864841,0.0
2018-12-13,1.0,-0.0,-0.5043717212090932,-0.0,-0.548505287700891,-0.7228189968634635,0.0
2018-12-14,1.0,-0.0,-0.5157906452600239,-0.0,-0.5433651464982332,-0.7233645899997218,0.0
2018-12-17,1.0,-0.0,-0.5137484723919564,-0.0,-0.5375513831796467,-0.7261970892123097,0.0
2018-12-18,1.0,-0.0,-0.5024312078682727,-0.0,-0.5314675654768483,-0.7288374406011714,0.0
2018-12-19,1.0,-0.0,-0.5028328220435011,-0.0,-0.5320177984136197,-0.7288782024707736,0.0
2018-12-20,1.0,-0.0,-0.5003173727059473,-0.0,-0.5323030219401131,-0.72711466813854,0.0
2018-12-21,1.0,-0.0,-0.5007559306193133,-0.0,-0.5344017152752962,-0.7136809697902636,0.0
2018-12-24,1.0,-0.0,-0.48356666302089035,-0.0,-0.5257574100404682,-0.7250082029968282,0.0
2018-12-26,1.0,-0.0,-0.48717530703184436,-0.0,-0.5116019997826324,-0.7182914900554288,0.0
2018-12-27,1.0,-0.0,-0.47299465240641714,-0.0,-0.48606951871657755,-0.7147058823529411,0.0
2018-12-28,1.0,-0.0,-0.47423975201752977,-0.0,-0.4848484848484848,-0.713136657581102,0.0
2018-12-31,1.0,-0.0,-0.47454637770235963,-0.0,-0.4848079955105422,-0.7129419310013095,0.0
2019-01-02,1.0,-0.0,-0.4738964403022939,-0.0,-0.4833230966432558,-0.7132213528453547,0.0
2019-01-03,1.0,-0.0,-0.4768501152135469,-0.0,-0.4758587428326457,-0.726675955200686,0.0
2019-01-04,1.0,-0.0,-0.4798335467349552,-0.0,-0.4569995731967563,-0.730660478019633,0.0
2019-01-07,1.0,-0.0,-0.46953139470272276,-0.0,-0.452411822295134,-0.7240494271425926,0.0
2019-01-08,1.0,-0.0,-0.4650050219379394,-0.0,-0.4551461648252894,-0.7229476132579161,0.0
2019-01-09,1.0,-0.0,-0.4567823010718623,-0.0,-0.4551190664765827,-0.7281535455937483,0.0
2019-01-10,1.0,-0.0,-0.45764994849853413,-0.0,-0.454823970630959,-0.7286268916884557,0.0
2019-01-11,1.0,-0.0,-0.4507165141980858,-0.0,-0.45759082015758024,-0.7356300565808259,0.0
2019-01-14,1.0,-0.0,-0.450591629827673,-0.0,-0.45795060486539424,-0.738571088228287,0.0
2019-01-15,1.0,-0.0,-0.44442675581734725,-0.0,-0.46162010135583326,-0.747247207407997,0.0
2019-01-16,1.0,-0.0,-0.44426472927825217,-0.0,-0.45418147107175055,-0.7530890385533224,0.0
2019-01-17,1.0,-0.0,-0.4451227604512276,-0.0,-0.4539084273390843,-0.7552488387524885,0.0
2019-01-18,1.0,-0.0,-0.4428293281412531,-0.0,-0.4595791214360014,-0.7647827594484304,0.0
2019-01-22,1.0,-0.0,-0.3822724345212537,-0.0,-0.3745706311721769,-0.9267121082009446,0.0
2019-01-23,1.0,-0.0,-0.36747731787190635,-0.0,-0.3769528104364632,-0.9398453857303914,0.0
2019-01-24,1.0,-0.0,-0.3655105766133362,-0.0,-0.38185869215075696,-0.9370503597122302,0.0
2019-01-25,1.0,-0.0,-0.3245822750969122,-0.0,-0.29733992781713675,-1.0515439112418126,0.0
2019-01-28,1.0,-0.0,-0.32137897885067296,-0.0,-0.3000427259132664,-1.048947874385815,0.0
2019-01-29,1.0,-0.0,-0.32064288765484833,-0.0,-0.2950662110209312,-1.054090132422042,0.0
2019-01-30,1.0,-0.0,-0.32258322876898843,-0.0,-0.2970606295218517,-1.0500840964305738,0.0
2019-01-31,1.0,-0.0,-0.31889334786190765,-0.0,-0.26619183033460014,-1.0725808594891966,0.0
2019-02-01,1.0,-0.0,-0.3175526098204998,-0.0,-0.26951697650228046,-1.080068279412157,0.0
2019-02-04,1.0,-0.0,-0.31800112056775437,-0.0,-0.26792241402310507,-1.0820949280969026,0.0
2019-02-05,1.0,-0.0,-0.3207099012543368,-0.0,-0.26397117694155325,-1.0841473178542835,0.0
2019-02-06,1.0,-0.0,-0.3116210807204803,-0.0,-0.26524349566377586,-1.091581054036024,0.0
2019-02-07,1.0,-0.0,-0.30395420050592464,-0.0,-0.26337371854613234,-1.0954333643988816,0.0
2019-02-08,1.0,-0.0,-0.32762652189104197,-0.0,-0.30236245867713063,-1.0576773187840998,0.0
2019-02-11,1.0,-0.0,-0.28248632573947213,-0.0,-0.2891774202113536,-1.0835324730497584,0.0
2019-02-12,1.0,-0.0,-0.28536125209257834,-0.0,-0.29444902080620733,-1.0774320410278213,0.0
2019-02-13,1.0,-0.0,-0.29543762628948206,-0.0,-0.2934435818355844,-1.06984473040519,0.0
2019-02-14,1.0,-0.0,-0.2700751318804284,-0.0,-0.3170458784035807,-1.0771034262268875,0.0
2019-02-15,1.0,-0.0,-0.26076414792710223,-0.0,-0.32204518810614946,-1.0816103591601833,0.0
2019-02-19,1.0,-0.0,-0.2617251033195574,-0.0,-0.3223836821757099,-1.0822023730169312,0.0
2019-02-20,1.0,-0.0,-0.25870023200618686,-0.0,-0.32267527134056906,-1.0853622763273687,0.0
2019-02-21,1.0,-0.0,-0.25779142742689276,-0.0,-0.3227934303645347,-1.0899986647082387,0.0
2019-02-22,1.0,-0.0,-0.2523906191570063,-0.0,-0.3274213366098616,-1.0912709012233561,0.0
2019-02-25,1.0,-0.0,-0.24887059263813524,-0.0,-0.32938597663663827,-1.0948969499318346,0.0
2019-02-26,1.0,-0.0,-0.2516510253736531,-0.0,-0.3308735060559878,-1.0912007700328867,0.0
2019-02-27,1.0,-0.0,-0.2554352186121139,-0.0,-0.32827918170878456,-1.0904666399251235,0.0
2019-02-28,1.0,-0.0,-0.2632550919358724,-0.0,-0.33650938093836147,-1.0766801381045419,0.0
2019-03-01,1.0,-0.0,-0.263935347480532,-0.0,-0.33939896705825684,-1.0726805641039363,0.0
2019-03-04,1.0,-0.0,-0.26308046222983095,-0.0,-0.3313984592338968,-1.0804622298309436,0.0
