Date,IWF,IWM,KW,MTUM,SPY,VLUE,VXX
2018-11-13,-0.10221363838954092,-0.5656415589560739,1.0,-0.0,-0.43685930768087955,-0.3713910761154856,0.0
2018-11-14,-0.09996258885147774,-0.5736126699089662,1.0,-0.0,-0.4426736500810575,-0.37782765930914086,0.0
2018-11-15,-0.09937485990386291,-0.5739832133695301,1.0,-0.0,-0.4439989041368833,-0.3732410151677418,0.0
2018-11-16,-0.0957602884495835,-0.566206639313689,1.0,-0.0,-0.44446102200671395,-0.3802063906502549,0.0
2018-11-19,-0.0963498930826993,-0.56596548808991,1.0,-0.0,-0.44407976527922827,-0.38005370729524096,0.0
2018-11-20,-0.0774806422086436,-0.5621304702768226,1.0,-0.0,-0.44571159983177894,-0.3884917002696485,0.0
2018-11-21,-0.0852177760298889,-0.5602939730606628,1.0,-0.0,-0.4478419034509881,-0.36459050240880936,0.0
2018-11-23,-0.08534126671911879,-0.5611231313926043,1.0,-0.0,-0.4475806451612903,-0.36464889850511406,0.0
2018-11-26,-0.08528789890347642,-0.561193883070266,1.0,-0.0,-0.44750946550622017,-0.3645817967251807,0.0
2018-11-27,-0.08443122603480484,-0.5615229574279815,1.0,-0.0,-0.4476452659522171,-0.3643447055353456,0.0
2018-11-28,-0.08218536681534784,-0.5741393331526159,1.0,-0.0,-0.44476206905049415,-0.3632420710219572,0.0
2018-11-29,-0.07439251420732902,-0.5689790319419948,1.0,-0.0,-0.4423868312757202,-0.36378110915147954,0.0
2018-11-30,-0.07355250245338567,-0.5700196270853778,1.0,-0.0,-0.44271344455348377,-0.3671000981354269,0.0
2018-12-03,-0.07470388755099032,-0.5706246621123506,1.0,-0.0,-0.4438000688062122,-0.36821152995527595,0.0
2018-12-04,-0.07028511191194137,-0.5726263146282269,1.0,-0.0,-0.44161702336299674,-0.36699271898212843,0.0
2018-12-06,-0.06655470249520154,-0.5408829174664107,1.0,-0.0,-0.44121880998080615,-0.3505758157389635,0.0
2018-12-07,-0.07684707696756471,-0.5429659260687262,1.0,-0.0,-0.4447202274808424,-0.34522145645573277,0.0
2018-12-10,-0.06640503481777502,-0.5443537773098184,1.0,-0.0,-0.44444710330469744,-0.3377922419775539,0.0
2018-12-11,-0.06240421455938697,-0.5461925287356321,1.0,-0.0,-0.4436542145593869,-0.34238505747126435,0.0
2018-12-12,-0.06437696234690699,-0.5463173789037222,1.0,-0.0,-0.445174124583563,-0.34089111521223303,0.0
2018-12-13,-0.06493849702094945,-0.5496828752642706,1.0,-0.0,-0.4445031712473573,-0.34333557562944456,0.0
2018-12-14,-0.06714213673366472,-0.543716831160099,1.0,-0.0,-0.4473260812141296,-0.3431789256297577,0.0
2018-12-17,-0.06047692013024325,-0.543430377322352,1.0,-0.0,-0.4419651407776288,-0.3483288642022601,0.0
2018-12-18,-0.061791246441152345,-0.5520918785890074,1.0,-0.0,-0.448583699271341,-0.35033537615210153,0.0
2018-12-19,-0.06377280185310298,-0.5515394266962649,1.0,-0.0,-0.4475919312807644,-0.349990348421967,0.0
2018-12-20,-0.06471356686665376,-0.554528740081285,1.0,-0.0,-0.4477936907296303,-0.35213857170505125,0.0
2018-12-21,-0.06232533487520478,-0.554953262021779,1.0,-0.0,-0.4487809578876361,-0.34311458032186565,0.0
2018-12-24,-0.052597527077542415,-0.5450254001725294,1.0,-0.0,-0.4464679382727883,-0.3521518259369309,0.0
2018-12-26,-0.05132743362831858,-0.5459220282229131,1.0,-0.0,-0.44439129394881605,-0.35015546519971297,0.0
2018-12-27,-0.0343717185859293,-0.5293664683234162,1.0,-0.0,-0.4146307315365768,-0.3550810873877027,0.0
2018-12-28,-0.032507812135628,-0.5312485425120097,1.0,-0.0,-0.4143696655939555,-0.3538547642367427,0.0
2018-12-31,-0.029050879940168747,-0.5380606258910418,1.0,-0.0,-0.41580386566013045,-0.3542431112253722,0.0
2019-01-02,-0.027438526025733833,-0.5378651659155127,1.0,-0.0,-0.4148471615720524,-0.3550662027415174,0.0
2019-01-03,-0.029413824497513834,-0.5370123958260382,1.0,-0.0,-0.4159488292830964,-0.3520321217638957,0.0
2019-01-04,-0.019684947762756824,-0.5401493822277033,1.0,-0.0,-0.4127091234846546,-0.35430579146985597,0.0
2019-01-07,-0.01787370178041543,-0.5370688056379821,1.0,-0.0,-0.41169788575667654,-0.3516088649851632,0.0
2019-01-08,-0.01826145396398693,-0.5358856109939515,1.0,-0.0,-0.4120646103218929,-0.351254895599175,0.0
2019-01-09,-0.01895987561207677,-0.539277343296744,1.0,-0.0,-0.41256874985495806,-0.3498642407927409,0.0
2019-01-10,-0.01992530908584816,-0.5369395281946603,1.0,-0.0,-0.41409385075734734,-0.34863491916216277,0.0
2019-01-11,-0.0171132158488294,-0.5408146724405437,1.0,-0.0,-0.4136118379918023,-0.3441632123752403,0.0
2019-01-14,-0.02567075574519398,-0.5423555875055075,1.0,-0.0,-0.41639032534842196,-0.3345082670500661,0.0
2019-01-15,-0.022028272324226456,-0.5386365219006058,1.0,-0.0,-0.4148232399433625,-0.34572085141941916,0.0
2019-01-16,-0.011779710144927536,-0.5428869565217391,1.0,-0.0,-0.40813913043478256,-0.3560115942028985,0.0
2019-01-17,-0.014899089371365016,-0.538244085548115,1.0,-0.0,-0.4074425933220567,-0.35651226915679957,0.0
2019-01-18,-0.018494823775735723,-0.5354658601837851,1.0,-0.0,-0.4082819588228451,-0.3641735489124113,0.0
2019-01-22,-0.0,-0.591628381827463,1.0,-0.0,-0.429184648939626,-0.29948025430414404,0.0
2019-01-23,-0.0,-0.5230994419540755,1.0,-0.0,-0.41631598206934406,-0.34765803677614127,0.0
2019-01-24,-0.0,-0.5204931155939801,1.0,-0.0,-0.4206120488541238,-0.34607291523718037,0.0
2019-01-25,-0.0,-0.5209933318004139,1.0,-0.0,-0.4435962290181651,-0.33476661301448607,0.0
2019-01-28,-0.0,-0.5280213583741858,1.0,-0.0,-0.43586733871895783,-0.3376372298556929,0.0
2019-01-29,-0.0,-0.5221781630394688,1.0,-0.0,-0.43701586130579123,-0.34625138325341204,0.0
2019-01-30,-0.0,-0.517701456143176,1.0,-0.0,-0.4292746888730418,-0.35340801913919623,0.0
2019-01-31,-0.0,-0.5218831213633541,1.0,-0.0,-0.41162806743175184,-0.366343920333019,0.0
2019-02-01,-0.0,-0.5231511402455913,1.0,-0.0,-0.4238528298402732,-0.36118548610469947,0.0
2019-02-04,-0.0,-0.5259951540325372,1.0,-0.0,-0.42459905388254293,-0.3570324218299296,0.0
2019-02-05,-0.0,-0.5248881239242685,1.0,-0.0,-0.4060126219162363,-0.3639931153184165,0.0
2019-02-06,-0.0,-0.5308661778185151,1.0,-0.0,-0.4039184234647113,-0.3566911090742438,0.0
2019-02-07,-0.0,-0.5330188679245282,1.0,-0.0,-0.40126396775966294,-0.3554909324052024,0.0
2019-02-08,-0.0,-0.540786472851252,1.0,-0.0,-0.428390425948536,-0.334492847105439,0.0
2019-02-11,-0.0,-0.5427215554378124,1.0,-0.0,-0.4320302241470663,-0.3288949296228893,0.0
2019-02-12,-0.0,-0.5214435026301886,1.0,-0.0,-0.43904624078285437,-0.33661819768910944,0.0
2019-02-13,-0.0,-0.5188796109377868,1.0,-0.0,-0.43858964947696827,-0.3365066984767847,0.0
2019-02-14,-0.0,-0.5208280621046578,1.0,-0.0,-0.4509258194364577,-0.3284186313973548,0.0
2019-02-15,-0.0,-0.5180961140492066,1.0,-0.0,-0.45198896297999536,-0.3292940905955392,0.0
2019-02-19,-0.0,-0.5114189872254389,1.0,-0.0,-0.4581610146126275,-0.3280029409061667,0.0
2019-02-20,-0.0,-0.5262004705014068,1.0,-0.0,-0.44430093639005486,-0.3358780386549195,0.0
2019-02-21,-0.0,-0.503415441937487,1.0,-0.0,-0.4464684100370293,-0.3500770486901723,0.0
2019-02-22,-0.0,-0.5076509511993383,1.0,-0.0,-0.4418941273779983,-0.3480378641668964,0.0
2019-02-25,-0.0,-0.5058317421610803,1.0,-0.0,-0.44436264924428903,-0.35031861786560536,0.0
2019-02-26,-0.0,-0.5131764325472896,1.0,-0.0,-0.4505854909116105,-0.34586691918608675,0.0
2019-02-27,-0.0,-0.5160574834804307,1.0,-0.0,-0.4485467399842891,-0.3458250542950881,0.0
2019-02-28,-0.0,-0.512384079924146,1.0,-0.0,-0.4455031104738558,-0.3547559029624662,0.0
2019-03-01,-0.0,-0.506121037463977,1.0,-0.0,-0.45081268011527376,-0.3485417867435158,0.0
2019-03-04,-0.0,-0.5036873156342183,1.0,-0.0,-0.44973727876106195,-0.35114767699115046,0.0
2019-03-05,-0.0,-0.49416926451910864,1.0,-0.0,-0.4653735134511026,-0.34965939267982915,0.0
2019-03-06,-0.0,-0.49552974791465043,1.0,-0.0,-0.46433015346329326,-0.3443937508640952,0.0
2019-03-07,-0.0,-0.4742038435928639,1.0,-0.0,-0.4749615411108305,-0.346887700043625,0.0
2019-03-08,-0.0,-0.4674259575844384,1.0,-0.0,-0.4989835050593725,-0.343806311509495,0.0
2019-03-11,-0.0,-0.46594848647013654,1.0,-0.0,-0.4964517555085042,-0.36431745736289817,0.0
2019-03-12,-0.0,-0.43755573285774624,1.0,-0.0,-0.5080959309147228,-0.40099497817618623,0.0
2019-03-13,-0.0,-0.4522623740175136,1.0,-0.0,-0.5091226662260722,-0.3989425732291642,0.0
2019-03-14,-0.0,-0.45163874555264955,1.0,-0.0,-0.510779670601541,-0.39381729930962983,0.0
2019-03-15,-0.0,-0.4389413988657845,1.0,-0.0,-0.5178166351606805,-0.4061909262759924,0.0
2019-03-18,-0.0,-0.4471990464839094,1.0,-0.0,-0.5184028605482718,-0.418212157330155,0.0
2019-03-19,-0.0,-0.4428814086461399,1.0,-0.0,-0.5280030622742171,-0.42151726117849714,0.0
2019-03-20,-0.0,-0.4440582905900963,1.0,-0.0,-0.5265567326590288,-0.4262020037390346,0.0
2019-03-21,-0.0,-0.44555214723926384,1.0,-0.0,-0.5379840874233129,-0.4129361579754601,0.0
2019-03-22,-0.0,-0.4418261437592239,1.0,-0.0,-0.5560206130694603,-0.4215033992209615,0.0
2019-03-25,-0.0,-0.4480056288819876,1.0,-0.0,-0.5561432453416149,-0.42209336180124224,0.0
2019-03-26,-0.0,-0.45793506019700836,1.0,-0.0,-0.5579958652559893,-0.41624711175969836,0.0
2019-03-27,-0.0,-0.4442986293379994,1.0,-0.0,-0.5659570331486342,-0.41999611159716144,0.0
2019-03-28,-0.0,-0.4380596471644544,1.0,-0.0,-0.5533985294474508,-0.4351719284622291,0.0
2019-03-29,-0.0,-0.44602341738327744,1.0,-0.0,-0.5517660205023563,-0.431399698780547,0.0
2019-04-01,-0.0,-0.4500230868307857,1.0,-0.0,-0.5504143478577851,-0.42975527959367177,0.0
2019-04-02,-0.0,-0.45594259811407656,1.0,-0.0,-0.557559450221802,-0.4105883208493928,0.0
2019-04-03,-0.0,-0.45622242691617776,1.0,-0.0,-0.5588791389925825,-0.4088815629999515,0.0
2019-04-04,-0.0,-0.45584308394426376,1.0,-0.0,-0.5459290187891441,-0.4257658882361509,0.0
2019-04-05,-0.0,-0.4511768138494457,1.0,-0.0,-0.5467807819490371,-0.4335002917720288,0.0
2019-04-08,-0.0,-0.4458625048619214,1.0,-0.0,-0.5525087514585765,-0.4326137689614936,0.0
2019-04-09,-0.0,-0.4428560991646982,1.0,-0.0,-0.5642549253585953,-0.42817134646762295,0.0
2019-04-10,-0.0,-0.4438637855180963,1.0,-0.0,-0.5702826863712598,-0.41651880119588736,0.0
2019-04-11,-0.0,-0.4405711783594434,1.0,-0.0,-0.5824900262722584,-0.4095553176997178,0.0
2019-04-12,-0.0,-0.4422632513561507,1.0,-0.0,-0.5818433919579654,-0.4084507042253521,0.0
2019-04-15,-0.0,-0.4435197352411544,1.0,-0.0,-0.5784056066579063,-0.41151992991677616,0.0
2019-04-16,-0.0,-0.441114219681304,1.0,-0.0,-0.5792482666342293,-0.41245590560759027,0.0
2019-04-17,-0.0,-0.46694584977366804,1.0,-0.0,-0.5745443102321416,-0.3791726174626613,0.0
2019-04-18,-0.0,-0.47067370562309296,1.0,-0.0,-0.569574272291374,-0.38138712645904976,0.0
2019-04-22,-0.0,-0.4686947893221036,1.0,-0.0,-0.5692780561000993,-0.38219705220358674,0.0
2019-04-23,-0.0,-0.47738778674030474,1.0,-0.0,-0.5642274059540247,-0.3806893878836325,0.0
2019-04-24,-0.0,-0.46301925025329277,1.0,-0.0,-0.5678824721377913,-0.38141072031649537,0.0
2019-04-25,-0.0,-0.46769297484822203,1.0,-0.0,-0.5646140503035559,-0.37686710995470757,0.0
2019-04-26,-0.0,-0.4663191176115657,1.0,-0.0,-0.5610020997755413,-0.3862380228320421,0.0
2019-04-29,-0.0,-0.4676371888655513,1.0,-0.0,-0.5618647545930807,-0.38473238212500904,0.0
2019-04-30,-0.0,-0.4663817870162478,1.0,-0.0,-0.5641582772023852,-0.38367011902175224,0.0
2019-05-01,-0.0,-0.4658857625890593,1.0,-0.0,-0.5660669001328342,-0.38321458761019206,0.0
2019-05-02,-0.0,-0.46213821903589447,1.0,-0.0,-0.5620247664566587,-0.38974581794481855,0.0
2019-05-03,-0.0,-0.4760269832442757,1.0,-0.0,-0.5550424333276917,-0.38678401315312266,0.0
2019-05-06,-0.0,-0.491497173776511,1.0,-0.0,-0.5523213681820377,-0.37175708971447896,0.0
2019-05-07,-0.0,-0.492992122178725,1.0,-0.0,-0.5516891402058866,-0.3718283311584747,0.0
2019-05-08,-0.0,-0.49571820188738747,1.0,-0.0,-0.5521700104315761,-0.37805972683826206,0.0
2019-05-09,-0.0,-0.4951001794983748,1.0,-0.0,-0.555814291951681,-0.3747392422257798,0.0
2019-05-10,-0.0,-0.49496224720192283,1.0,-0.0,-0.5549054359173566,-0.3779649906528443,0.0
2019-05-13,-0.0,-0.49490217021896393,1.0,-0.0,-0.5522648929455747,-0.3803709278050202,0.0
2019-05-14,-0.0,-0.471691282942369,1.0,-0.0,-0.5596100009653442,-0.3820590790616855,0.0
2019-05-15,-0.0,-0.4667517334360554,1.0,-0.0,-0.5653890600924499,-0.37538520801232667,0.0
2019-05-16,-0.0,-0.46998676771322023,1.0,-0.0,-0.5636472994105617,-0.37223625646577646,0.0
2019-05-17,-0.0,-0.4651302798246881,1.0,-0.0,-0.5591195877281703,-0.3838799788084573,0.0
2019-05-20,-0.0,-0.4578849811030066,1.0,-0.0,-0.5629859656724682,-0.38638935028044585,0.0
2019-05-21,-0.0,-0.4559288871711877,1.0,-0.0,-0.5707867339790816,-0.38877750670306044,0.0
2019-05-22,-0.0,-0.4543740937651039,1.0,-0.0,-0.5725954567423877,-0.3896326727887869,0.0
2019-05-23,-0.0,-0.4511508827862715,1.0,-0.0,-0.5822524937806439,-0.38188054005748373,0.0
2019-05-24,-0.0,-0.43148610977602614,1.0,-0.0,-0.5822599250216284,-0.3894069018552341,0.0
2019-05-28,-0.0,-0.43502038858239384,1.0,-0.0,-0.5737347085632046,-0.38990165507315905,0.0
2019-05-29,-0.0,-0.43345478952919747,1.0,-0.0,-0.5738086106050436,-0.38989836034135583,0.0
2019-05-30,-0.0,-0.43413955941223004,1.0,-0.0,-0.5746817844044395,-0.3882829541913369,0.0
2019-05-31,-0.0,-0.43080902428509843,1.0,-0.0,-0.5708195621976337,-0.39335153518225796,0.0
2019-06-03,-0.0,-0.43529130850047754,1.0,-0.0,-0.5728271251193887,-0.37968003820439356,0.0
2019-06-04,-0.0,-0.4310040122277417,1.0,-0.0,-0.5854747802827666,-0.37172812380588466,0.0
2019-06-05,-0.0,-0.4276912869363286,1.0,-0.0,-0.6087296509561385,-0.3332148527286083,0.0
2019-06-06,-0.0,-0.43100466680880295,1.0,-0.0,-0.6026342595882785,-0.3352758628858408,0.0
2019-06-07,-0.0,-0.4236913946587537,1.0,-0.0,-0.6096379821958456,-0.3405578635014837,0.0
2019-06-10,-0.0,-0.4316130251902264,1.0,-0.011319060447091073,-0.5747672385273406,-0.3453613119712652,0.0
2019-06-11,-0.0,-0.43093726307808944,1.0,-0.024071266110689916,-0.5769996209249432,-0.3372109552691433,0.0
2019-06-12,-0.0,-0.42571077736847074,1.0,-0.02521960895437801,-0.5761547180504392,-0.33430150184188157,0.0
2019-06-13,-0.0,-0.43597863591246394,1.0,-0.03502386916859668,-0.5684170723637567,-0.32384080918844826,0.0
2019-06-14,-0.0,-0.4418869266326893,1.0,-0.03491762474813322,-0.5666706175180751,-0.32703567618821855,0.0
2019-06-17,-0.0,-0.4381769487829734,1.0,-0.03495840542270044,-0.5690043372123338,-0.32792169317185316,0.0
2019-06-18,-0.0,-0.43850419451158823,1.0,-0.03448030712356036,-0.5694345703587848,-0.3273614863263662,0.0
2019-06-19,-0.0,-0.4360181723534144,1.0,-0.040059628034641054,-0.568501254081681,-0.32161279636552936,0.0
2019-06-20,-0.0,-0.436077057793345,1.0,-0.043475173948028585,-0.5658162540824536,-0.3212950253230463,0.0
2019-06-21,-0.0,-0.4428730485869282,1.0,-0.04121952952881813,-0.5576481178783786,-0.32719778267358396,0.0
2019-06-24,-0.0,-0.43823738450604127,1.0,-0.03802416488983653,-0.563302534944326,-0.3295427623785833,0.0
2019-06-25,-0.0,-0.46914401044758397,1.0,-0.03136649649768491,-0.5496853852546598,-0.3242550160275436,0.0
2019-06-26,-0.0,-0.4701730202490731,1.0,-0.02521627531134138,-0.5328928605380739,-0.34834585036600435,0.0
2019-06-27,-0.0,-0.4810576069483433,1.0,-0.044050960915568996,-0.5614098226924831,-0.31274742676167855,0.0
2019-06-28,-0.0,-0.4913275356748186,1.0,-0.04074376591553356,-0.5568154518810359,-0.31345793494450586,0.0
2019-07-01,-0.0,-0.4859844404548175,1.0,-0.04502692998204668,-0.5490125673249551,-0.31375224416517056,0.0
2019-07-02,-0.0,-0.49315789473684213,1.0,-0.03880382775119617,-0.5417464114832536,-0.31863636363636366,0.0
2019-07-03,-0.0,-0.4877540759893701,1.0,-0.04357298474945534,-0.5450932509756039,-0.31772367066484714,0.0
2019-07-05,-0.0,-0.49375568209005216,1.0,-0.04122206804153308,-0.5417723336044787,-0.31573281018230537,0.0
2019-07-08,-0.0,-0.49219979962788035,1.0,-0.04520299604026526,-0.5384046562663996,-0.3095749248604552,0.0
2019-07-09,-0.0,-0.49078966157361126,1.0,-0.04512351849207483,-0.5335094483316674,-0.3104859821981056,0.0
2019-07-10,-0.0,-0.4980494766888678,1.0,-0.047764034253092294,-0.5259514747859182,-0.30692197906755475,0.0
2019-07-11,-0.0,-0.4908450201195267,1.0,-0.05797757089454511,-0.5306793018881402,-0.301507178742351,0.0
2019-07-12,-0.0,-0.5006546216286986,1.0,-0.05634506891380418,-0.5246494798733605,-0.29881692018377015,0.0
2019-07-15,-0.0,-0.5069507260176148,1.0,-0.06284218043323019,-0.5212568436086646,-0.2893596762675554,0.0
2019-07-16,-0.0,-0.5122427591463414,1.0,-0.06700171493902439,-0.519674161585366,-0.2829173018292683,0.0
2019-07-17,-0.0,-0.5106251338552698,1.0,-0.06715370154439236,-0.5174547271732147,-0.2844156771291912,0.0
2019-07-18,-0.0,-0.5113957744135752,1.0,-0.06635454048530076,-0.5196900919742378,-0.2791548827150225,0.0
2019-07-19,-0.0,-0.5100204884252173,1.0,-0.05376445375974377,-0.5223841932976945,-0.2688458187127617,0.0
2019-07-22,-0.0,-0.5155882629549516,1.0,-0.05391234834947804,-0.5160820088404026,-0.2655882629549516,0.0
2019-07-23,-0.0,-0.5208759192688142,1.0,-0.05413406639881582,-0.5125819412137873,-0.2620239186109349,0.0
2019-07-24,-0.0,-0.5199171784193313,1.0,-0.051363497329474594,-0.5158231571021858,-0.2658055104585774,0.0
2019-07-25,-0.0,-0.5246820536975978,1.0,-0.04936410739519548,-0.5114225153085257,-0.2697126707489402,0.0
2019-07-26,-0.0,-0.5240325769701535,1.0,-0.04990113925242444,-0.5114866773373505,-0.2684069296676396,0.0
2019-07-29,-0.0,-0.5164933414898122,1.0,-0.05235047762458237,-0.5071761328878641,-0.2768105030351513,0.0
2019-07-30,-0.0,-0.5148149019792426,1.0,-0.05448212562660328,-0.5041067520180744,-0.2800357722811889,0.0
2019-07-31,-0.0,-0.5325283622840465,1.0,-0.05314691898507743,-0.49531610412841875,-0.2727251329849833,0.0
2019-08-01,-0.0,-0.5400606017898668,1.0,-0.04460573602987809,-0.4984849552533296,-0.26573180184624057,0.0
2019-08-02,-0.0,-0.5122570142679307,1.0,-0.09539883175332758,-0.5272910083309394,-0.2590251843340037,0.0
2019-08-05,-0.0,-0.5102753654393646,1.0,-0.08978683700567,-0.5319266011148592,-0.2604129285389603,0.0
2019-08-06,-0.0,-0.5092852852852853,1.0,-0.09081081081081081,-0.5423423423423424,-0.259963963963964,0.0
2019-08-07,-0.0,-0.5291495938465962,1.0,-0.07770828840485947,-0.5252438118515323,-0.2640835789423238,0.0
2019-08-08,-0.0,-0.5296472054453072,1.0,-0.0795705109768958,-0.5250695043619978,-0.262414917074106,0.0
2019-08-09,-0.0,-0.5293779491724353,1.0,-0.07866056672016096,-0.5247311312845816,-0.2624973053246784,0.0
2019-08-12,-0.0,-0.5295089029293509,1.0,-0.08687535898908673,-0.5222094581658051,-0.2546429255217308,0.0
2019-08-13,-0.0,-0.5238745865094204,1.0,-0.08543074931684165,-0.5281653003499689,-0.2595762021189894,0.0
2019-08-14,-0.0,-0.5321629045742267,1.0,-0.08525020900513555,-0.5180699868625344,-0.25314702018392454,0.0
2019-08-15,-0.0,-0.5364727608494921,1.0,-0.09894168619930392,-0.5026635414447048,-0.22951440679972535,0.0
2019-08-16,-0.0,-0.5313247023739083,1.0,-0.10129937752952592,-0.5022603015313247,-0.23192350476911788,0.0
2019-08-19,-0.0,-0.5257989897559364,1.0,-0.10416371618750886,-0.5038946324883161,-0.22652598782042205,0.0
2019-08-20,-0.0,-0.5279996230593446,1.0,-0.10742808679058591,-0.4997761914858529,-0.2206751949489952,0.0
2019-08-21,-0.0,-0.533980353819698,1.0,-0.11971449435820121,-0.4943582012202304,-0.2076040611528586,0.0
2019-08-22,-0.0,-0.5368678783312929,1.0,-0.11314624729258875,-0.4967746492136736,-0.20748187211601846,0.0
2019-08-23,-0.0,-0.542621448212649,1.0,-0.11191802392535666,-0.49646290159580725,-0.1992291240687208,0.0
2019-08-26,-0.0,-0.5393460630565359,1.0,-0.11330544324210626,-0.49241592072358426,-0.1920676841096595,0.0
2019-08-27,-0.0,-0.536946272697568,1.0,-0.11289268543154554,-0.48952060869159314,-0.1946039303552257,0.0
2019-08-28,-0.0,-0.5316116088092572,1.0,-0.11723124300111983,-0.4923712206047032,-0.1917693169092945,0.0
2019-08-29,-0.0,-0.540841526489912,1.0,-0.11460323377289036,-0.4862774334839942,-0.1880853641489213,0.0
2019-08-30,-0.0,-0.5422327504122251,1.0,-0.11776864302468706,-0.47894749065236075,-0.18344596948373165,0.0
2019-09-03,-0.0,-0.5475067933204821,1.0,-0.12601899807232275,-0.4715377290568316,-0.17746243351835939,0.0
2019-09-04,-0.0,-0.5370464997445069,1.0,-0.13162540065963674,-0.4703163469131788,-0.18367631346680913,0.0
2019-09-05,-0.0,-0.5380274494322008,1.0,-0.131720117972179,-0.47035600659529503,-0.1821834142263301,0.0
2019-09-06,-0.0,-0.532757545666582,1.0,-0.1417222825208415,-0.46989815948086733,-0.1649308362007251,0.0
2019-09-09,-0.0,-0.5304213249561119,1.0,-0.14145800609812437,-0.47020234685392215,-0.16781391481105054,0.0
