Date,HBAN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.15255509678803153,-0.47694246340286345,-0.15405651777575205,-0.4123277387527482,-0.4852270899243928,0.0
2018-09-25,1.0,-0.15171932461815157,-0.4789681367943522,-0.15196091589939068,-0.4141142995195018,-0.4876117359675731,0.0
2018-09-26,1.0,-0.1512783327962187,-0.47873026103770544,-0.15044580513481576,-0.41492104415082176,-0.4901976581802556,0.0
2018-09-27,1.0,-0.15002969281433892,-0.4907142471521892,-0.14781622847270962,-0.41780489121632564,-0.49298169842898015,0.0
2018-09-28,1.0,-0.14639828786606343,-0.4987402812017447,-0.14834882019884593,-0.42020426408040523,-0.49538103107306364,0.0
2018-10-01,1.0,-0.14882131134199603,-0.4978976209207064,-0.14781759487833326,-0.42221197406613675,-0.49599869788134443,0.0
2018-10-02,1.0,-0.14950634696755993,-0.49313768037322336,-0.14953347076055115,-0.4231854182488879,-0.49701638277096666,0.0
2018-10-03,1.0,-0.14950103048052935,-0.49140362295259793,-0.1493925588458618,-0.4236359691940558,-0.49788480312398314,0.0
2018-10-04,1.0,-0.14784439159080348,-0.5071489105771071,-0.14844582957434593,-0.4220454359058476,-0.50829711036387,0.0
2018-10-05,1.0,-0.1336555264307558,-0.5012287024901704,-0.13619484491044123,-0.43479685452162514,-0.524546745303626,0.0
2018-10-08,1.0,-0.1322627259590479,-0.4991684161736238,-0.1340349537857513,-0.4367042015432015,-0.5243340513128119,0.0
2018-10-09,1.0,-0.12941851882227506,-0.5024467590694114,-0.12397823888023184,-0.4441619508461139,-0.5338035484841028,0.0
2018-10-10,1.0,-0.12895463618714284,-0.5030762079243116,-0.1233491017472861,-0.4442591124114736,-0.5347953296327692,0.0
2018-10-11,1.0,-0.0960019280721956,-0.5019146828053451,-0.08820930294834373,-0.44005569986342824,-0.5516964357443163,0.0
2018-10-12,1.0,-0.09211859435823601,-0.500719884818429,-0.0854796565882792,-0.43737002079667253,-0.550551911694129,0.0
2018-10-15,1.0,-0.06918222102860212,-0.5561702699073452,-0.0464348059621324,-0.44713307372096145,-0.566724855646569,0.0
2018-10-16,1.0,-0.07045546150745667,-0.5526803708182185,-0.0494155582426441,-0.4474002418379686,-0.5671637780464867,0.0
2018-10-17,1.0,-0.05923132088501687,-0.5274774894419506,-0.036787165661770566,-0.45116736168291327,-0.5814497064995087,0.0
2018-10-18,1.0,-0.05775568785881352,-0.5254624707633425,-0.03806081224750159,-0.45436423559430145,-0.5822347437805656,0.0
2018-10-19,1.0,-0.048663794242816735,-0.5199968279982026,-0.032565885120668235,-0.4569532922735323,-0.585128598239539,0.0
2018-10-22,1.0,-0.050482357605391825,-0.5162680058147218,-0.028809303554909474,-0.4600237874983481,-0.5874983480903925,0.0
2018-10-23,1.0,-0.049872500335525434,-0.5322238625687827,-0.0101194470540867,-0.4855992484230304,-0.6063615622064152,0.0
2018-10-24,1.0,-0.0527363184079602,-0.5296221594729057,-0.0,-0.49205324727712785,-0.6148715880059163,0.0
2018-10-25,1.0,-0.042519181585677746,-0.519927536231884,-0.0,-0.4918478260869565,-0.6098145780051151,0.0
2018-10-26,1.0,-0.04338446788111218,-0.5193086183019069,-0.0,-0.4916373708320017,-0.6089272397997231,0.0
2018-10-29,1.0,-0.02444202648549667,-0.5282237732544254,-0.0,-0.48448820360393835,-0.616703378360447,0.0
2018-10-30,1.0,-0.0022911338448422846,-0.5329550298380221,-0.0,-0.48966325660699056,-0.6391997016197783,0.0
2018-10-31,1.0,-0.004322804784257565,-0.5229532977961652,-0.0,-0.48821173787360433,-0.6365396345506139,0.0
2018-11-01,1.0,-0.009481316229782488,-0.5200382439646244,-0.0,-0.4892040474862561,-0.6371072690091095,0.0
2018-11-02,1.0,-0.014277404685103908,-0.4988366559145471,-0.0,-0.49682724340331025,-0.6340225265718366,0.0
2018-11-05,1.0,-0.013507440987549893,-0.500806217123523,-0.0,-0.4968676482250007,-0.6321535248869975,0.0
2018-11-06,1.0,-0.014352549361668385,-0.5011233579150477,-0.0,-0.4963656067454339,-0.6313535802077551,0.0
2018-11-07,1.0,-0.014874020749523608,-0.5017467711200508,-0.0,-0.4978297692144823,-0.6321723480838449,0.0
2018-11-08,1.0,-0.0,-0.5023007546475244,-0.0,-0.49023165312508216,-0.6369014751124084,0.0
2018-11-09,1.0,-0.0,-0.5023802635385708,-0.0,-0.49122853160095736,-0.6365166618447701,0.0
2018-11-12,1.0,-0.0,-0.49074559563758385,-0.0,-0.49598888422818793,-0.6349360318791946,0.0
2018-11-13,1.0,-0.0,-0.48282686248470175,-0.0,-0.4903262765929745,-0.6308100929614874,0.0
2018-11-14,1.0,-0.0,-0.4824856108550148,-0.0,-0.4911060759955205,-0.6307784462327787,0.0
2018-11-15,1.0,-0.0,-0.4822093235118041,-0.0,-0.4911111689528619,-0.6295582914703662,0.0
2018-11-16,1.0,-0.0,-0.48545132189602125,-0.0,-0.4927256609480107,-0.6291129999478542,0.0
2018-11-19,1.0,-0.0,-0.48534855831899476,-0.0,-0.4925699984357892,-0.6291256061317066,0.0
2018-11-20,1.0,-0.0,-0.4703896980554041,-0.0,-0.48389023028792477,-0.6419762702183451,0.0
2018-11-21,1.0,-0.0,-0.46703154851035267,-0.0,-0.4826509010171942,-0.6320028915164971,0.0
2018-11-23,1.0,-0.0,-0.45338085644919673,-0.0,-0.4931556382044527,-0.6362157136215713,0.0
2018-11-26,1.0,-0.0,-0.45769628099173554,-0.0,-0.4909607438016529,-0.6339876033057852,0.0
2018-11-27,1.0,-0.0,-0.4570581410339049,-0.0,-0.48869408276395515,-0.6325641356194406,0.0
2018-11-28,1.0,-0.0,-0.4630785902265339,-0.0,-0.4860673925383147,-0.6309665101398421,0.0
2018-11-29,1.0,-0.0,-0.4506526746864602,-0.0,-0.47742513437420014,-0.6314563603788074,0.0
2018-11-30,1.0,-0.0,-0.450891484783277,-0.0,-0.4770724459473307,-0.633773952249206,0.0
2018-12-03,1.0,-0.0,-0.45080413849620976,-0.0,-0.476720958819914,-0.6334255275558287,0.0
2018-12-04,1.0,-0.0,-0.4550663835665498,-0.0,-0.4713105318359725,-0.6317566703333248,0.0
2018-12-06,1.0,-0.0,-0.45051664753157283,-0.0,-0.4686822298762597,-0.6321469575200918,0.0
2018-12-07,1.0,-0.0,-0.45041965356259084,-0.0,-0.4686854256486135,-0.6319804076634609,0.0
2018-12-10,1.0,-0.0,-0.4483107936990326,-0.0,-0.462518360938054,-0.6217140252241301,0.0
2018-12-11,1.0,-0.0,-0.45522901638926416,-0.0,-0.4544898427344327,-0.639155812708689,0.0
2018-12-12,1.0,-0.0,-0.45766654736949736,-0.0,-0.45457334219540874,-0.6441280229050566,0.0
2018-12-13,1.0,-0.0,-0.45413898824731724,-0.0,-0.45863566683699536,-0.6421819110884006,0.0
2018-12-14,1.0,-0.0,-0.46818111891697867,-0.0,-0.45266909389262094,-0.6431208655966361,0.0
2018-12-17,1.0,-0.0,-0.46692616968424283,-0.0,-0.44912801864324314,-0.6448564623934031,0.0
2018-12-18,1.0,-0.0,-0.45815606450462387,-0.0,-0.44340559957200726,-0.6460143173770159,0.0
2018-12-19,1.0,-0.0,-0.45898462401509543,-0.0,-0.4445776066501772,-0.6463523471963688,0.0
2018-12-20,1.0,-0.0,-0.45605192821687673,-0.0,-0.4450044546264478,-0.6444698994527174,0.0
