Date,FLNG,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-05-06,1.0,-0.639487870619946,-0.7056379155435758,-0.36511680143755615,-0.9103024857741837,-0.12309074573225515,0.0
2020-05-07,1.0,-0.6426057656308498,-0.7056907525271433,-0.3669786596780232,-0.9088730812429802,-0.11973043803818795,0.0
2020-05-08,1.0,-0.6402535063376584,-0.7018675466886671,-0.3792469811745293,-0.909435235880897,-0.11929048226205655,0.0
2020-05-11,1.0,-0.6639981959634683,-0.668395535009584,-0.40124779193445337,-0.9288908933739243,-0.09591460893749766,0.0
2020-05-12,1.0,-0.6590199691624987,-0.6713549697265994,-0.3889661915685758,-0.9326463841149262,-0.10868338911661841,0.0
2020-05-13,1.0,-0.6604864134514337,-0.6571085422609219,-0.3911950157633989,-0.9411875093829755,-0.10321273082119801,0.0
2020-05-14,1.0,-0.6646796385858358,-0.6503955310613728,-0.3974431072620252,-0.9487496719529112,-0.08784163761106736,0.0
2020-05-15,1.0,-0.6653549209204707,-0.6551982609999251,-0.39873322839367364,-0.9485046098493367,-0.08001649051795218,0.0
2020-05-18,1.0,-0.666529142599955,-0.6600780136523892,-0.40180781636786433,-0.9484284749831219,-0.07381291726052058,0.0
2020-05-19,1.0,-0.7004171834479649,-0.5999173149922954,-0.4756642988687188,-0.9631300033825686,-0.019318224527380013,0.0
2020-05-20,1.0,-0.7008457056944183,-0.600526216876527,-0.4749107310655891,-0.9651945123097162,-0.017139635406878406,0.0
2020-05-21,1.0,-0.7066908322005738,-0.6137290439510648,-0.4683960126869052,-0.973153602174898,-0.013895181996677239,0.0
2020-05-22,1.0,-0.7102272727272727,-0.6301136363636364,-0.46537878787878784,-0.9760227272727273,-0.006136363636363636,0.0
2020-05-26,1.0,-0.7101311898081445,-0.6262607113065899,-0.4642071737317055,-0.978615302949875,-0.01243649048305149,0.0
2020-05-27,1.0,-0.7244614975496714,-0.608783193405007,-0.4909394825817726,-0.9747749116742012,-0.0,0.0
2020-05-28,1.0,-0.7309663945319917,-0.5970001898614012,-0.49588000759445616,-0.973381431554965,-0.0,0.0
2020-05-29,1.0,-0.7285090218423552,-0.6041785375118709,-0.4931813865147199,-0.9727635327635328,-0.0,0.0
2020-06-01,1.0,-0.7279735682819384,-0.6090308370044053,-0.4869360473948048,-0.9737201883639679,-0.0,0.0
2020-06-02,1.0,-0.7282084393634395,-0.609024269816552,-0.48680162558395684,-0.974097003304341,-0.0,0.0
2020-06-03,1.0,-0.7266840849710327,-0.6075958953387103,-0.4807452004998296,-0.9715627248286568,-0.0,0.0
2020-06-04,1.0,-0.7283571915473755,-0.5974778459441036,-0.4914034689085813,-0.9697795955464665,-0.0,0.0
2020-06-05,1.0,-0.7208509993943065,-0.6032707450030285,-0.4896653543307086,-0.9717973955178679,-0.0,0.0
2020-06-08,1.0,-0.7200876497034266,-0.5945445615625827,-0.4985076882390722,-0.9648645585401792,-0.0,0.0
2020-06-09,1.0,-0.7262174833635814,-0.591689352692075,-0.4990925589836661,-0.9640048396854205,-0.0,0.0
2020-06-10,1.0,-0.7328694599909242,-0.5834593858720315,-0.5034412343064589,-0.9618060807744668,-0.0,0.0
2020-06-11,1.0,-0.7366708290763234,-0.578007340977031,-0.5138683921746698,-0.9554622166723427,-0.0,0.0
2020-06-12,1.0,-0.7256633856057488,-0.5577678805344511,-0.5298102473894981,-0.9294509525057076,-0.0,0.0
2020-06-15,1.0,-0.7295805325021593,-0.565699049907995,-0.5249164444778248,-0.935108340531,-0.0,0.0
2020-06-16,1.0,-0.7405763298472651,-0.548115265969453,-0.5211797456925739,-0.9520728312391845,-0.0,0.0
2020-06-17,1.0,-0.7379395852119026,-0.5427938082356477,-0.5240832581905621,-0.9523219116321009,-0.0,0.0
2020-06-18,1.0,-0.7401352874859075,-0.5380308154829011,-0.5272078166102969,-0.9526118000751597,-0.0,0.0
2020-06-19,1.0,-0.7403431059724463,-0.5411239160629152,-0.5238935395472802,-0.9485341041330381,-0.0,0.0
2020-06-22,1.0,-0.741141141141141,-0.5409909909909909,-0.5233483483483482,-0.9482732732732733,-0.0,0.0
2020-06-23,1.0,-0.7343351821316144,-0.5412606805576375,-0.5218482986059062,-0.9500824464098336,-0.0,0.0
2020-06-24,1.0,-0.7334682102581395,-0.5425424300325953,-0.5218238357498782,-0.9487093027612304,-0.0,0.0
2020-06-25,1.0,-0.7298620715433783,-0.5310432474862633,-0.5308937315441259,-0.9460995028594924,-0.0,0.0
2020-06-26,1.0,-0.7221561338289962,-0.535353159851301,-0.5212267657992565,-0.9387732342007433,-0.0,0.0
2020-06-29,1.0,-0.7174703264094955,-0.5318249258160238,-0.5235905044510386,-0.9362759643916913,-0.0,0.0
2020-06-30,1.0,-0.711885019347706,-0.5303851114796388,-0.5196609544868251,-0.923309379030772,-0.0,0.0
2020-07-01,1.0,-0.7092101868573323,-0.5309401835403382,-0.5110013636531161,-0.9343235174879299,-0.0,0.0
2020-07-02,1.0,-0.7360511828596934,-0.5053191489361701,-0.5315429251599464,-0.9467713137925903,-0.0,0.0
2020-07-06,1.0,-0.7406799880703848,-0.5092081717864599,-0.5276617954070981,-0.9504920966298839,-0.0,0.0
2020-07-07,1.0,-0.741785088210063,-0.5085972175599568,-0.5278057513707061,-0.951624333296035,-0.0,0.0
2020-07-08,1.0,-0.744862885750579,-0.5026526189942464,-0.5376970783830232,-0.9509078681909886,-0.0,0.0
2020-07-09,1.0,-0.7412352677905415,-0.5098090407280322,-0.5310308816947635,-0.9475980904072803,-0.0,0.0
2020-07-10,1.0,-0.7517138599105812,-0.5030923994038748,-0.5348360655737705,-0.9361773472429209,-0.0,0.0
2020-07-13,1.0,-0.7644842380152956,-0.49464652117142327,-0.5375862712180564,-0.9339302368961014,-0.0,0.0
2020-07-14,1.0,-0.7627889634601045,-0.49291573452647286,-0.534041759880686,-0.9388143176733782,-0.0,0.0
2020-07-15,1.0,-0.7619012004038743,-0.4916046520324595,-0.5445196514715231,-0.9415878239407652,-0.0,0.0
2020-07-16,1.0,-0.7593790910791098,-0.4980736861791659,-0.5443052178791846,-0.9386571909481953,-0.0,0.0
2020-07-17,1.0,-0.7584296994872947,-0.4987837281538865,-0.5464990082706486,-0.938625051457655,-0.0,0.0
2020-07-20,1.0,-0.7659366665414522,-0.5002441681379363,-0.5523834566695466,-0.9378685999774614,-0.0,0.0
2020-07-21,1.0,-0.773235460191982,-0.49346884999058915,-0.560436664784491,-0.937210615471485,-0.0,0.0
2020-07-22,1.0,-0.7710387224950332,-0.494583348952281,-0.5548225062788169,-0.9281028601416951,-0.0,0.0
2020-07-23,1.0,-0.7739926465070909,-0.4978239663840324,-0.5559015532377879,-0.9240639303669242,-0.0,0.0
2020-07-24,1.0,-0.7668127833352066,-0.5077741560825747,-0.5486868232737627,-0.9233074819227456,-0.0,0.0
2020-07-27,1.0,-0.7885204371006164,-0.49574620939993197,-0.5477747948727645,-0.9491057586871858,-0.0,0.0
2020-07-28,1.0,-0.7910430839002267,-0.4907407407407407,-0.541609977324263,-0.9558956916099772,-0.0,0.0
2020-07-29,1.0,-0.7977903489122594,-0.4931850108204563,-0.5490337522305326,-0.9566422415429592,-0.0,0.0
2020-07-30,1.0,-0.7925889552013297,-0.4783183500793231,-0.5494825111430083,-0.9569011105235327,-0.0,0.0
2020-07-31,1.0,-0.7931803576153934,-0.48141987676256,-0.5498431179828375,-0.9558462178202851,-0.0,0.0
2020-08-03,1.0,-0.7912709181365898,-0.48032564450474896,-0.5484320820141716,-0.9490049751243782,-0.0,0.0
2020-08-04,1.0,-0.7979025479877334,-0.48604853670541026,-0.5551433006474086,-0.9468822170900694,-0.0,0.0
2020-08-05,1.0,-0.8002120971101769,-0.4833920387834716,-0.5554671817596486,-0.9483770783623074,-0.0,0.0
2020-08-06,1.0,-0.7972538487725537,-0.4810303740969097,-0.5558875817982374,-0.9483678178310702,-0.0,0.0
2020-08-07,1.0,-0.7980116115812241,-0.48962167495161846,-0.5626304405570524,-0.9443706598869199,-0.0,0.0
2020-08-10,1.0,-0.7993777980119888,-0.4879732908414903,-0.563168677441384,-0.9433947947492223,-0.0,0.0
2020-08-11,1.0,-0.7952932245207819,-0.49295881571455685,-0.5591573353577528,-0.9483773011956727,-0.0,0.0
2020-08-12,1.0,-0.7902748253871849,-0.5001897965381111,-0.5458168843000304,-0.9596492559975704,-0.0,0.0
2020-08-13,1.0,-0.785283748436256,-0.5153341673300731,-0.5285643883392092,-0.961674058910497,-0.0,0.0
2020-08-14,1.0,-0.7930523355250656,-0.5135494660028125,-0.5355554710957394,-0.9584964463532364,-0.0,0.0
2020-08-17,1.0,-0.7986664126500285,-0.5153743570203848,-0.5376643170127644,-0.9585444846637454,-0.0,0.0
2020-08-18,1.0,-0.7985441518350547,-0.5155303174663668,-0.5320705819581539,-0.9649757993825983,-0.0,0.0
2020-08-19,1.0,-0.804366078925273,-0.5125562934127167,-0.5333562323486758,-0.9662621173956188,-0.0,0.0
2020-08-20,1.0,-0.8109454643007704,-0.5077607021040126,-0.5384202659717165,-0.9752807266316637,-0.0,0.0
2020-08-21,1.0,-0.8093085615782417,-0.49971269871672097,-0.550392645087148,-0.9712315648343228,-0.0,0.0
2020-08-24,1.0,-0.809184572369681,-0.500517063081696,-0.5487762840399862,-0.9716572829292582,-0.0,0.0
2020-08-25,1.0,-0.809658873131468,-0.5027213491759295,-0.5446147949405902,-0.9758528171713299,-0.0,0.0
2020-08-26,1.0,-0.8066258138644198,-0.500727690540023,-0.5486403676752202,-0.9739563385675988,-0.0,0.0
2020-08-27,1.0,-0.7933833665186093,-0.5160055138612345,-0.544340634094042,-0.9753024965538367,-0.0,0.0
2020-08-28,1.0,-0.7983586439637982,-0.5125786163522013,-0.5480134990029145,-0.9759932504985428,-0.0,0.0
2020-08-31,1.0,-0.7986260362296591,-0.512588271415413,-0.5494703715075222,-0.9772413263739638,-0.0,0.0
2020-09-01,1.0,-0.7983802870960314,-0.5145467106778231,-0.5443310048361096,-0.9809242342826439,-0.0,0.0
2020-09-02,1.0,-0.8182910754439017,-0.5175234550670699,-0.5528805148484143,-0.9881755447003179,-0.0,0.0
2020-09-03,1.0,-0.8192039839707428,-0.5168268295529705,-0.5534762479088045,-1.0010893669999612,-0.0,0.0
2020-09-04,1.0,-0.800981566642192,-0.5219693163813425,-0.5312439618193763,-1.010202109981837,-0.0,0.0
2020-09-08,1.0,-0.7966776125169015,-0.527834653274097,-0.5288777284141394,-1.0098898976241064,-0.0,0.0
2020-09-09,1.0,-0.7834243099869302,-0.5412470208349351,-0.5079572537864228,-1.0114938110248328,-0.0,0.0
2020-09-10,1.0,-0.7767596994326024,-0.5493789296120227,-0.49417267290292893,-1.0134948627511116,-0.0,0.0
2020-09-11,1.0,-0.7754750229849832,-0.5510266625804474,-0.4946368372663194,-1.0096920012258659,-0.0,0.0
2020-09-14,1.0,-0.7740797546012271,-0.5478527607361964,-0.4950920245398774,-1.0173312883435583,-0.0,0.0
2020-09-15,1.0,-0.7726976583758096,-0.5498026290576017,-0.49147280879929484,-1.018434062775457,-0.0,0.0
2020-09-16,1.0,-0.7752666717826721,-0.5457370884813137,-0.4919039214181567,-1.0240580155014964,-0.0,0.0
2020-09-17,1.0,-0.7734569556721964,-0.5458028428029578,-0.4898662886479445,-1.022106432703728,-0.0,0.0
2020-09-18,1.0,-0.7698881054567749,-0.5463289393010423,-0.49225935009196803,-1.0235668301655425,-0.0,0.0
2020-09-21,1.0,-0.7571433977973734,-0.5385459637437081,-0.4847292131854823,-1.0042008855920979,-0.0,0.0
2020-09-22,1.0,-0.7565457921261036,-0.5417756053199955,-0.4872115493918382,-1.0036754954340497,-0.0,0.0
2020-09-23,1.0,-0.7430715282229177,-0.5469627842087402,-0.485954526601561,-0.9946080464537537,-0.0,0.0
2020-09-24,1.0,-0.7357244691228333,-0.5428828693629474,-0.47977789449988745,-0.9934343813311324,-0.0,0.0
2020-09-25,1.0,-0.7348760454562503,-0.5418745077448149,-0.48254134943554744,-0.9912237932715751,-0.0,0.0
2020-09-28,1.0,-0.7355455568053993,-0.540869891263592,-0.48158980127484063,-0.9915260592425947,-0.0,0.0
2020-09-29,1.0,-0.7370979805534779,-0.5397531787584143,-0.47296185489902764,-0.9899027673896783,-0.0,0.0
2020-09-30,1.0,-0.7362263586753383,-0.5408163265306123,-0.47252747252747257,-0.9881886820662331,-0.0,0.0
2020-10-01,1.0,-0.7370035155957814,-0.5381479542224549,-0.47441843069788314,-0.9904256114892662,-0.0,0.0
2020-10-02,1.0,-0.7384166635503534,-0.5332635279159343,-0.47234583598219965,-0.9955499046408138,-0.0,0.0
2020-10-05,1.0,-0.7292118042584983,-0.5414643257377662,-0.46253268584236085,-0.9966753828912962,-0.0056032872618602915,0.0
2020-10-06,1.0,-0.7207468571003497,-0.5387562300081827,-0.4500483523023135,-0.9931190954400061,-0.016700141337499072,0.0
2020-10-07,1.0,-0.7138666072489602,-0.5469771241830065,-0.44867795603089716,-0.9844028520499107,-0.019644979203802735,0.0
2020-10-08,1.0,-0.7148380860318995,-0.548276759489906,-0.4488604677101536,-0.9869130386288435,-0.018961222441164445,0.0
2020-10-09,1.0,-0.7120297951582867,-0.5508752327746741,-0.4483054003724395,-0.9939664804469274,-0.019255121042830538,0.0
2020-10-12,1.0,-0.7025487367291828,-0.5480338845115229,-0.4333222357858913,-0.9727370251174491,-0.04254059852772537,0.0
2020-10-13,1.0,-0.7015538290788014,-0.5486126526082131,-0.4347391786903441,-0.974065852756197,-0.040695523492415835,0.0
2020-10-14,1.0,-0.7018070058505517,-0.5468784714507886,-0.43397763459971855,-0.9797822706065318,-0.04043545878693623,0.0
2020-10-15,1.0,-0.6990607203609202,-0.5421566452185489,-0.4322905110568745,-0.979069595444124,-0.0454108423933141,0.0
2020-10-16,1.0,-0.6947461760141875,-0.5451488952929875,-0.43227665706051877,-0.9767974580654696,-0.045703096135372795,0.0
2020-10-19,1.0,-0.6876975086352614,-0.5392445065040052,-0.4098993165282575,-0.971007569633277,-0.06673035937385169,0.0
2020-10-20,1.0,-0.6847223751330324,-0.5394326397298984,-0.4062901390876729,-0.9671914565672135,-0.07222283386546295,0.0
2020-10-21,1.0,-0.6813118358373031,-0.5351044338585562,-0.4109197508244779,-0.9639061927445952,-0.07314034444851594,0.0
2020-10-22,1.0,-0.6836873188804519,-0.5306114962767323,-0.40849565313084624,-0.9697003044642528,-0.07578592127948351,0.0
2020-10-23,1.0,-0.6790590135055784,-0.5345713446858485,-0.40806664709336465,-0.9689885496183206,-0.07930857310628303,0.0
2020-10-26,1.0,-0.6780208486272206,-0.5317134047863749,-0.4083467919541917,-0.9682865952136249,-0.08416532080458082,0.0
2020-10-27,1.0,-0.6770172672947905,-0.5314734025002749,-0.41049235619752905,-0.9702679913480221,-0.0768779557869267,0.0
2020-10-28,1.0,-0.672168427230047,-0.5317634976525821,-0.4061766431924883,-0.9704372065727699,-0.08729460093896714,0.0
2020-10-29,1.0,-0.6667641681901278,-0.5337477148080438,-0.4020475319926874,-0.9742961608775136,-0.07948811700182815,0.0
2020-10-30,1.0,-0.6690939695550351,-0.534360362997658,-0.39988290398126464,-0.9767637587822013,-0.07914959016393441,0.0
2020-11-02,1.0,-0.6602540702343579,-0.5281083448930423,-0.3970577498722348,-0.9763086807330073,-0.08870555596115937,0.0
2020-11-03,1.0,-0.6577534246575343,-0.5267579908675799,-0.3944840182648402,-0.9780456621004565,-0.0959269406392694,0.0
2020-11-04,1.0,-0.6589110535720798,-0.5169031034608512,-0.3921082382115897,-0.9788118595237227,-0.10006928996024944,0.0
2020-11-05,1.0,-0.6445335066435587,-0.5290294627383016,-0.38742056614673603,-0.9600303292894282,-0.0896158290005777,0.0
2020-11-06,1.0,-0.6363800057620282,-0.5212834917891097,-0.38980121002592916,-0.9637712474791128,-0.09006770383174878,0.0
