Date,FLNG,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-13,1.0,-0.3617659222497932,-1.243279569892473,-3.2070926385442515,-3.1804177005789906,-1.3466708023159637,0.0
2020-02-14,1.0,-0.36490538724020266,-1.2353427773756591,-3.1965670561472446,-3.1899493330575948,-1.3534277737565918,0.0
2020-02-18,1.0,-0.36293076684259545,-1.2419538445617304,-3.184414778019249,-3.184725240608507,-1.3747283452343995,0.0
2020-02-19,1.0,-0.37650352550808797,-1.2552882621318955,-3.196702613023642,-3.1907922024056408,-1.349751140605558,0.0
2020-02-20,1.0,-0.375246190525552,-1.2548978957188763,-3.196745102104281,-3.189488960298539,-1.349538716699492,0.0
2020-02-21,1.0,-0.3220480668756531,-1.322884012539185,-3.2416927899686523,-3.206687565308255,-1.3560083594566354,0.0
2020-02-24,1.0,-0.1693548387096774,-1.3211331679073615,-3.2740901571546734,-3.221774193548387,-1.3527708850289497,0.0
2020-02-25,1.0,-0.30465246636771304,-1.351363976083707,-2.9347907324364724,-2.5447496263079223,-1.2066517189835575,0.0
2020-02-26,1.0,-0.2833887624715561,-1.2028706458953264,-2.784526518466655,-2.437598459653422,-1.0434972868895502,0.0
2020-02-27,1.0,-0.34890230035861103,-1.169509315140383,-2.7540453074433655,-2.46094638327648,-1.0131199160325375,0.0
2020-02-28,1.0,-0.2721325051759835,-1.4436438923395445,-2.5214078674948244,-2.096066252587992,-0.9483229813664596,0.0
2020-03-02,1.0,-0.30504284772577456,-1.3891727092946604,-2.4906888595912986,-2.108520105471325,-0.9465227422544497,0.0
2020-03-03,1.0,-0.21570745255361823,-1.61441135627218,-2.09967597592964,-1.9104304891220487,-0.8746335442061409,0.0
2020-03-04,1.0,-0.053349408484665815,-1.730464923517444,-2.2044307135860146,-1.8121467862256049,-0.734760003014091,0.0
2020-03-05,1.0,-0.010661287998847429,-1.9811986745425731,-1.9291888776833308,-1.650410603659415,-0.6321135283100418,0.0
2020-03-06,1.0,-0.0,-1.9016697588126161,-1.8678622964337253,-1.5128152271009414,-0.5890194461623034,0.0
2020-03-09,1.0,-0.0,-1.8735749880537917,-1.8851798757594376,-1.5039934466516485,-0.5636562222677316,0.0
2020-03-10,1.0,-0.5832592263228101,-1.029290795909293,-1.4195197865718099,-1.1134393063583816,-0.4125166740773677,0.0
2020-03-11,1.0,-0.3997284822155851,-1.3044257398859624,-1.489492261743144,-0.9732283464566929,-0.26342655443931573,0.0
2020-03-12,1.0,-0.44157043879907626,-1.089607390300231,-1.37557095201437,-0.9781370284834489,-0.24726712856043112,0.0
2020-03-13,1.0,-0.5629521792835716,-0.7663666843126876,-1.1256396682548087,-0.8482001058761249,-0.1083024527968943,0.0
2020-03-16,1.0,-0.42269417475728155,-0.8999595469255663,-1.002224919093851,-0.7204288025889968,-0.0,0.0
2020-03-17,1.0,-0.45216929343013995,-0.584168585089428,-0.6402337524349212,-0.7057198512484505,-0.15937666017354346,0.0
2020-03-18,1.0,-0.44784457014369533,-0.6519340898710607,-0.5203597653093489,-0.7256789516214033,-0.16755085549660964,0.0
2020-03-19,1.0,-0.4467474048442907,-0.6126643598615917,-0.5023183391003461,-0.7257785467128028,-0.17269896193771628,0.0
2020-03-20,1.0,-0.4521536102592696,-0.5244981879007528,-0.5475676052411486,-0.7443894619459158,-0.21623222748815166,0.0
2020-03-23,1.0,-0.4912343215507412,-0.687214937286203,-0.4328320980615735,-0.77162913340935,-0.18037343215507412,0.0
2020-03-24,1.0,-0.48994351095599614,-0.67714892239053,-0.46490123412370016,-0.776454502932393,-0.18961609038247038,0.0
2020-03-25,1.0,-0.4783594322184634,-0.6567851288668782,-0.41655913228472785,-0.7379416175496112,-0.19792138946046806,0.0
2020-03-26,1.0,-0.5288804205920751,-0.6682191877491973,-0.38664831869023675,-0.750185243992802,-0.19448855015701635,0.0
2020-03-27,1.0,-0.5751999699575651,-0.7028803184498102,-0.46246573284764725,-0.7918810319576401,-0.2228397611626422,0.0
2020-03-30,1.0,-0.5927878052479902,-0.7172379796754134,-0.45013650841801905,-0.8084331867131807,-0.2232671014712574,0.0
2020-03-31,1.0,-0.5845073082297844,-0.722098425048155,-0.4453299089776032,-0.8016769271443139,-0.22325036824413644,0.0
2020-04-01,1.0,-0.616187889683663,-0.7833836973568451,-0.3920743602493975,-0.8318861645564779,-0.2015835979038366,0.0
2020-04-02,1.0,-0.6609757024981939,-0.6985816951214875,-0.3894824898285106,-0.8723905851933533,-0.1809954751131222,0.0
2020-04-03,1.0,-0.6566319945334448,-0.70784298838357,-0.3907448181611115,-0.8561233011920127,-0.18483790145015563,0.0
2020-04-06,1.0,-0.6565189369526481,-0.7004587329870721,-0.3901125980968268,-0.8561625658717822,-0.1878909656139819,0.0
2020-04-07,1.0,-0.6346811357217185,-0.6781997918834548,-0.3731975620633269,-0.8478147762747139,-0.18251077746395125,0.0
2020-04-08,1.0,-0.6340865170209603,-0.6782741192210495,-0.37185966998662107,-0.8477776126059164,-0.18436896090382043,0.0
2020-04-09,1.0,-0.6476359731941205,-0.6448220963382577,-0.39083268540116256,-0.8500129586434152,-0.16916583361101856,0.0
2020-04-13,1.0,-0.6455353834753613,-0.6524638755094481,-0.38895887365691,-0.8504260837347167,-0.16769173768062248,0.0
2020-04-14,1.0,-0.6407051997322026,-0.6749237521386596,-0.37413523767016293,-0.856058915420665,-0.17362195938406605,0.0
2020-04-15,1.0,-0.6004131455399061,-0.719699530516432,-0.3406948356807512,-0.879586854460094,-0.21547417840375588,0.0
2020-04-16,1.0,-0.6126565194571494,-0.7046187298492915,-0.34812926445227566,-0.884531753767714,-0.19903276598935293,0.0
2020-04-17,1.0,-0.6149201110194283,-0.7022353911934588,-0.3515115145150401,-0.8845923036531392,-0.19739704448278447,0.0
2020-04-20,1.0,-0.6362377423459841,-0.6714200164682985,-0.37001272550340597,-0.8822142375926343,-0.1829103974848417,0.0
2020-04-21,1.0,-0.651644749236972,-0.6926410188778779,-0.3916123440973661,-0.8813444364896944,-0.1507969403519349,0.0
2020-04-22,1.0,-0.6388618130014246,-0.7117042813226364,-0.37275999100247437,-0.8859188723101148,-0.13976156556946842,0.0
2020-04-23,1.0,-0.6238305516054187,-0.7280143701818725,-0.3620238006137265,-0.8836164957712745,-0.14471222213906146,0.0
2020-04-24,1.0,-0.6244152539201377,-0.726507241495453,-0.3628606713820591,-0.8838366827588787,-0.14475506156206727,0.0
2020-04-27,1.0,-0.6244703588436012,-0.7210994038021674,-0.36668041546364694,-0.8915969852637895,-0.1457872436161836,0.0
2020-04-28,1.0,-0.632458144499794,-0.7053447694670212,-0.36896512978014157,-0.8981235252256639,-0.1405670624367954,0.0
2020-04-29,1.0,-0.633367044986328,-0.7044611754129677,-0.3697419185676294,-0.8983031801325992,-0.1399033599280818,0.0
2020-04-30,1.0,-0.6348700251322256,-0.7106418095202371,-0.36723057879140253,-0.9009340185303275,-0.13740200307588432,0.0
2020-05-01,1.0,-0.6392170097873776,-0.7063786702666216,-0.3670829114636067,-0.9041136985787678,-0.13316083548955637,0.0
2020-05-04,1.0,-0.6402454997941694,-0.704576924516298,-0.36495640133228546,-0.9105946633733768,-0.12203884585157741,0.0
2020-05-05,1.0,-0.6426297059374414,-0.7056377598801273,-0.3704439033526878,-0.9095336205281886,-0.1177748642067803,0.0
