Date,IAC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7428488315718026,-1.1447202559875884,-0.36943663337535154,-0.8947444972364976,-0.6965480461553379,0.0
2018-09-25,1.0,-0.7428363636363637,-1.1447757575757576,-0.36940606060606057,-0.8948363636363637,-0.696678787878788,0.0
2018-09-26,1.0,-0.7472169559088037,-1.151475377959263,-0.37543143259929024,-0.8963103397987457,-0.690729667979194,0.0
2018-09-27,1.0,-0.7528925619834711,-1.139912493923189,-0.37919299951385516,-0.8978123480797279,-0.6915896937287311,0.0
2018-09-28,1.0,-0.7521022699654888,-1.1399893063724298,-0.3796237787391241,-0.8974869975210227,-0.6915860593982404,0.0
2018-10-01,1.0,-0.7535738597685501,-1.138821355635515,-0.3795098706603131,-0.8985704560925799,-0.6919187007682583,0.0
2018-10-02,1.0,-0.7549753068309618,-1.1725099017162974,-0.3717177644124982,-0.8988802503545059,-0.6916532198914478,0.0
2018-10-03,1.0,-0.7542762193333985,-1.1624474635910467,-0.37034502981135764,-0.9022089727299384,-0.6977812530544424,0.0
2018-10-04,1.0,-0.7560796952827424,-1.1571442523683955,-0.37103232737572034,-0.9042875280789141,-0.6947455806231078,0.0
2018-10-05,1.0,-0.7409046692607003,-1.148589494163424,-0.35437743190661475,-0.9147373540856031,-0.7052529182879377,0.0
2018-10-08,1.0,-0.7383413403212501,-1.144028728102101,-0.3504634347551803,-0.9166302712670452,-0.7032561750861357,0.0
2018-10-09,1.0,-0.743410174107577,-1.1471160392957884,-0.35823363486042215,-0.915329248127614,-0.6992510456181305,0.0
2018-10-10,1.0,-0.7433852140077821,-1.1477626459143968,-0.3575875486381323,-0.915612840466926,-0.699464980544747,0.0
2018-10-11,1.0,-0.6876707167749836,-1.1370443628143543,-0.2852971649241782,-0.8953565037204484,-0.7040124328906471,0.0
2018-10-12,1.0,-0.711856488834906,-1.1368775109782303,-0.2819770157899654,-0.8710641876109502,-0.6699056339344109,0.0
2018-10-15,1.0,-0.7109429732380552,-1.1405819438606324,-0.27770772033067115,-0.8720283966185605,-0.669235439727243,0.0
2018-10-16,1.0,-0.7120164455242011,-1.1379181461409082,-0.2800878340497103,-0.8723603064847691,-0.6697346290413007,0.0
2018-10-17,1.0,-0.6936527605672587,-1.094451328652072,-0.2671531506723576,-0.8630501629262471,-0.671164348983432,0.0
2018-10-18,1.0,-0.6940555428046822,-1.095340830846913,-0.2666513656185449,-0.8629791140693138,-0.6712875831994493,0.0
2018-10-19,1.0,-0.6832278336900587,-1.0834282071132566,-0.2549751810191721,-0.8652488728994945,-0.6671068810055103,0.0
2018-10-22,1.0,-0.6821935307267667,-1.0908344358775492,-0.2618276381221771,-0.8620831242301199,-0.665267576075551,0.0
2018-10-23,1.0,-0.6865439934249578,-1.0912287110177616,-0.270170311857906,-0.8559426510205013,-0.6621615451349253,0.0
2018-10-24,1.0,-0.6880930656934306,-1.088184306569343,-0.2629105839416058,-0.8583029197080292,-0.6645529197080291,0.0
2018-10-25,1.0,-0.6488606813874565,-1.0264004583718982,-0.25668826303495085,-0.8574639693243422,-0.6180528009167437,0.0
2018-10-26,1.0,-0.6330295233526667,-1.0125158082944485,-0.23522742139461864,-0.8695216083031704,-0.6106580611399415,0.0
2018-10-29,1.0,-0.6220533970045583,-1.0192750162795745,-0.22444106794009117,-0.8635120468851748,-0.6119817668764923,0.0
2018-10-30,1.0,-0.6090715558065778,-1.0230699048529348,-0.2143632966937481,-0.8685319546422209,-0.6296215840465742,0.0
2018-10-31,1.0,-0.6114583782385653,-0.999051601500194,-0.21705392938742077,-0.8624822175281286,-0.6208561451911885,0.0
2018-11-01,1.0,-0.60119688293796,-1.0116674559779566,-0.20583803332328754,-0.8640805958582684,-0.6225943944547293,0.0
2018-11-02,1.0,-0.6067867687962686,-0.9848089349137746,-0.20197697804784115,-0.869185673327913,-0.6163721169070135,0.0
2018-11-05,1.0,-0.6074990369387493,-0.983520951932543,-0.20190044086803918,-0.8694088944056841,-0.6179429011685142,0.0
2018-11-06,1.0,-0.6170221879551101,-0.9916902253062623,-0.19707872869013965,-0.866186927096719,-0.6113681144521546,0.0
2018-11-07,1.0,-0.6134914180541883,-0.9911826392158541,-0.20297050892436758,-0.862731669734195,-0.6098531866626717,0.0
