Date,IWF,IWM,MTUM,SPY,VER,VLUE,VXX
2018-09-24,-0.27651464669349896,-0.5252818722179279,-0.0,-0.4757576565290402,1.0,-0.38790415011861284,0.0
2018-09-25,-0.27458523683577785,-0.5281184045310038,-0.0,-0.4778659399962598,1.0,-0.3910127968795918,0.0
2018-09-26,-0.27516563368241076,-0.5286385979910238,-0.0,-0.4778264586450096,1.0,-0.3898803163069032,0.0
2018-09-27,-0.2737827112827113,-0.5364114114114114,-0.0,-0.4794347919347919,1.0,-0.3916237666237666,0.0
2018-09-28,-0.27606571459250506,-0.5358370020401589,-0.0,-0.48021582733812945,1.0,-0.39230108450552986,0.0
2018-10-01,-0.2756858526089295,-0.5393222162452932,-0.0,-0.4807961269499731,1.0,-0.3937869822485207,0.0
2018-10-02,-0.27430405697022014,-0.5532207596029348,-0.0,-0.4785282693137678,1.0,-0.3914005179110919,0.0
2018-10-03,-0.27366177422836174,-0.5446524929851068,-0.0,-0.48211202244765805,1.0,-0.3976095402546946,0.0
2018-10-04,-0.2782052320401717,-0.5390513215085985,-0.0,-0.48813476957965496,1.0,-0.39431980778056747,0.0
2018-10-05,-0.2775677718976131,-0.5411491521762609,-0.0,-0.48849767793498217,1.0,-0.3928339993519819,0.0
2018-10-08,-0.27519202263845843,-0.538121546961326,-0.0,-0.49006872389165884,1.0,-0.39169923190944617,0.0
2018-10-09,-0.2659036901477698,-0.5483870967741936,-0.0,-0.5055584387206031,1.0,-0.4115702930813144,0.0
2018-10-10,-0.2688439464334518,-0.5477179557256081,-0.0,-0.5078163432631867,1.0,-0.4086089095381252,0.0
2018-10-11,-0.23790549033241515,-0.5366245019121226,-0.0,-0.4949322065627257,1.0,-0.4048351295697055,0.0
2018-10-12,-0.24028856825749167,-0.5298345753395699,-0.0,-0.4830347233232916,1.0,-0.3894350192907352,0.0
2018-10-15,-0.22921389782253387,-0.5381451995571255,-0.0,-0.4803869879263985,1.0,-0.3884378130437075,0.0
2018-10-16,-0.2231084114617721,-0.5504291562128615,-0.0,-0.4797306219463885,1.0,-0.38769312029578773,0.0
2018-10-17,-0.2119324401814106,-0.5287494135432415,-0.0,-0.47570765782202995,1.0,-0.3900849710681332,0.0
2018-10-18,-0.2110194706895652,-0.5272224252231561,-0.0,-0.4801639087539803,1.0,-0.3916323015085869,0.0
2018-10-19,-0.20009325941661055,-0.5183669239935755,-0.0,-0.4818921299414538,1.0,-0.3901611315475882,0.0
2018-10-22,-0.19994300665785858,-0.5113857153959741,-0.0,-0.4855832750446879,1.0,-0.3936944638739929,0.0
2018-10-23,-0.1972697308660559,-0.5127300096026577,-0.0,-0.48919052191741713,1.0,-0.39612260257974097,0.0
2018-10-24,-0.19689510562371393,-0.5091036961787919,-0.0,-0.4947774217915658,1.0,-0.4040009377197781,0.0
2018-10-25,-0.16552075375604788,-0.4758085052202699,-0.0,-0.5204481792717087,1.0,-0.38469569646040236,0.0
2018-10-26,-0.157933299646286,-0.468266801414856,-0.0,-0.5208943911066195,1.0,-0.379434057604851,0.0
2018-10-29,-0.1590207099093625,-0.4684794166793256,-0.0,-0.5252417843941466,1.0,-0.3790318497139096,0.0
2018-10-30,-0.13838604698464355,-0.47332960439336924,-0.0,-0.530407810434252,1.0,-0.40036102918743005,0.0
2018-10-31,-0.1400854981913844,-0.4639162218905724,-0.0,-0.5282928186578302,1.0,-0.3972124554169934,0.0
2018-11-01,-0.11105173422907601,-0.49494872382115684,-0.0,-0.5344173855510599,1.0,-0.4043056721887167,0.0
2018-11-02,-0.11431175011390673,-0.47792740343239,-0.0,-0.5383232926644054,1.0,-0.4006986280564977,0.0
2018-11-05,-0.11152726812602809,-0.48579020625079083,-0.0,-0.5390358091863849,1.0,-0.3943565734531191,0.0
2018-11-06,-0.10802375152253349,-0.4842925294356476,-0.0,-0.5441027202598457,1.0,-0.4011114494518879,0.0
2018-11-07,-0.10725167580743449,-0.48623806621978466,-0.0,-0.5436471663619744,1.0,-0.4019652650822669,0.0
2018-11-08,-0.09368620037807183,-0.48519218651543794,-0.0,-0.5382734719596723,1.0,-0.403301827347196,0.0
2018-11-09,-0.09250612080062597,-0.48645851737802576,-0.0,-0.5410535349201141,1.0,-0.404023322143416,0.0
2018-11-12,-0.09231814407568628,-0.47183151749993707,-0.0,-0.5494552499811287,1.0,-0.40256145736356086,0.0
2018-11-13,-0.07602485091943412,-0.4678509942862846,-0.0,-0.5521594850170912,1.0,-0.39903690211831633,0.0
2018-11-14,-0.07802659202239329,-0.46790962711186646,-0.0,-0.5538338498450465,1.0,-0.39948015595321407,0.0
2018-11-15,-0.07731084048712318,-0.4680075863445798,-0.0,-0.5554252345777599,1.0,-0.39476442403673384,0.0
2018-11-16,-0.0730107258667997,-0.46001496632576705,-0.0,-0.5571214766774757,1.0,-0.4042404589673236,0.0
2018-11-19,-0.07106472233320016,-0.4614712345185777,-0.0,-0.5591040751098681,1.0,-0.4053635637235318,0.0
2018-11-20,-0.06477258566978193,-0.4602616822429907,-0.0,-0.5606479750778816,1.0,-0.4065295950155763,0.0
2018-11-21,-0.06935244686109739,-0.4555610479485912,-0.0,-0.5602817597627286,1.0,-0.3864063272367771,0.0
2018-11-23,-0.07057835728749938,-0.44544870845063467,-0.0,-0.5653924038129104,1.0,-0.3880574899985183,0.0
2018-11-26,-0.07013083189335967,-0.44776598370772647,-0.0,-0.5640088866946432,1.0,-0.386620587509257,0.0
2018-11-27,-0.06256299319058974,-0.451313945770545,-0.0,-0.561321566410187,1.0,-0.38304776420265985,0.0
2018-11-28,-0.06391088378498008,-0.4472040525254512,-0.0,-0.5634190724438105,1.0,-0.384522697093395,0.0
2018-11-29,-0.05139708392256303,-0.44033744575023165,-0.0,-0.5604671575559564,1.0,-0.3859901497049788,0.0
2018-11-30,-0.05117016089712336,-0.4403461725987323,-0.0,-0.5607752315943443,1.0,-0.3855436372501219,0.0
2018-12-03,-0.05014009014496285,-0.4404921427701303,-0.0,-0.5605311243756852,1.0,-0.38521135339261786,0.0
2018-12-04,-0.04800019462826002,-0.4407843518878941,-0.0,-0.5597265472946672,1.0,-0.3843421564811211,0.0
2018-12-06,-0.04367341122827016,-0.40111142775719577,-0.0,-0.5637883537570058,1.0,-0.36627244229125105,0.0
2018-12-07,-0.05836734693877551,-0.4075630252100841,-0.0,-0.5729651860744298,1.0,-0.3620408163265306,0.0
2018-12-10,-0.04443439560178023,-0.40842992122236244,-0.0,-0.5745531570554776,1.0,-0.3525715781707404,0.0
2018-12-11,-0.04443756842957109,-0.40855429142666727,-0.0,-0.574237159042224,1.0,-0.3529299757223782,0.0
2018-12-12,-0.044605241234855875,-0.40854021374336513,-0.0,-0.5741318163425606,1.0,-0.35293837621688523,0.0
2018-12-13,-0.04156826835028194,-0.4095619065979083,-0.0,-0.600173502337462,1.0,-0.35845100968721383,0.0
2018-12-14,-0.052721503539175006,-0.3847449353185257,-0.0,-0.6345374664388577,1.0,-0.3688064437393215,0.0
2018-12-17,-0.03829776880216063,-0.3853378427698971,-0.0,-0.6256599917272926,1.0,-0.3838536217426215,0.0
2018-12-18,-0.038715838965618574,-0.39195807620726814,-0.0,-0.6324811440885494,1.0,-0.38568909785483396,0.0
2018-12-19,-0.04567307692307693,-0.39133634222919933,-0.0,-0.6303963893249608,1.0,-0.3855229591836735,0.0
2018-12-20,-0.04615799010725304,-0.38875557079190953,-0.0,-0.6296341642587786,1.0,-0.38415201527988635,0.0
2018-12-21,-0.043672383926610873,-0.38773269573279334,-0.0,-0.6310293507697562,1.0,-0.37738795227755145,0.0
2018-12-24,-0.03293238917450771,-0.37571539431564654,-0.0,-0.6294499951498691,1.0,-0.3869919487826171,0.0
2018-12-26,-0.030018259281801584,-0.3761412051125989,-0.0,-0.6375654290931223,1.0,-0.39082166768107124,0.0
2018-12-27,-0.019669944990831804,-0.36153644655061556,-0.0,-0.6088871954849617,1.0,-0.39127949896411307,0.0
2018-12-28,-0.017396063872825492,-0.3637466980795317,-0.0,-0.6087670450489041,1.0,-0.38985269270126843,0.0
2018-12-31,-0.018613286363744555,-0.3621022064599052,-0.0,-0.6089781734225121,1.0,-0.390521981291505,0.0
2019-01-02,-0.016030062312705134,-0.36207962707510816,-0.0,-0.608024544546449,1.0,-0.3922370736812063,0.0
2019-01-03,-0.027346355407336827,-0.36014768937589325,-0.0,-0.6194854692710815,1.0,-0.37510719390185804,0.0
2019-01-04,-0.0,-0.37839834163311015,-0.0,-0.6108556315375634,1.0,-0.3934570754604589,0.0
2019-01-07,-0.0,-0.35873871761809867,-0.0,-0.6059547532528425,1.0,-0.3796741296448248,0.0
2019-01-08,-0.0,-0.3519224918677307,-0.0,-0.6101191172684935,1.0,-0.3781797758067913,0.0
2019-01-09,-0.0,-0.3600657740192624,-0.0,-0.6124970636598543,1.0,-0.37650927883486024,0.0
2019-01-10,-0.0,-0.3583687460380814,-0.0,-0.6138332589862184,1.0,-0.3756016246801118,0.0
2019-01-11,-0.0,-0.34267605633802817,-0.0,-0.616737089201878,1.0,-0.38800469483568073,0.0
2019-01-14,-0.0,-0.3366375708050887,-0.0,-0.6022611198811403,1.0,-0.3825796267062866,0.0
2019-01-15,-0.0,-0.3329227193492156,-0.0,-0.601138872748402,1.0,-0.3901685066821615,0.0
2019-01-16,-0.0,-0.33467760626709314,-0.0,-0.5879571686830761,1.0,-0.39510035692764106,0.0
2019-01-17,-0.0,-0.34082856679711926,-0.0,-0.5844197948266678,1.0,-0.3905008915545469,0.0
2019-01-18,-0.0,-0.3377143922445936,-0.0,-0.5835197613721104,1.0,-0.40911633109619683,0.0
2019-01-22,-0.0,-0.28543540402984036,-0.0,-0.6983429779915871,1.0,-0.34023565502335634,0.0
2019-01-23,-0.0,-0.261220784058106,-0.0,-0.7072818698202812,1.0,-0.35946084365397146,0.0
2019-01-24,-0.0,-0.26718411299909095,-0.0,-0.6996247348670256,1.0,-0.364030487378505,0.0
2019-01-25,-0.0,-0.22031001217570476,-0.0,-0.8103399831413318,1.0,-0.3108316942961506,0.0
2019-01-28,-0.0,-0.22274683102686357,-0.0,-0.7958134666821723,1.0,-0.3072915455285498,0.0
2019-01-29,-0.0,-0.21044514546091833,-0.0,-0.7937142189508121,1.0,-0.33258558242785374,0.0
2019-01-30,-0.0,-0.20742845068438476,-0.0,-0.7951306552719931,1.0,-0.3452210457117367,0.0
2019-01-31,-0.0,-0.21505275277862632,-0.0,-0.7698380994900956,1.0,-0.36489884155368096,0.0
2019-02-01,-0.0,-0.21437283047190167,-0.0,-0.7656206023079087,1.0,-0.36544234918847923,0.0
2019-02-04,-0.0,-0.22098554256391031,-0.0,-0.7671579539330319,1.0,-0.35503901398879956,0.0
2019-02-05,-0.0,-0.21477354840213514,-0.0,-0.7641779911890166,1.0,-0.35199645695904525,0.0
2019-02-06,-0.0,-0.22183974880800095,-0.0,-0.7592278171880451,1.0,-0.34478427724153976,0.0
2019-02-07,-0.0,-0.2245149297083769,-0.0,-0.7577088416405251,1.0,-0.3414430115022656,0.0
2019-02-08,-0.0,-0.23080147161551715,-0.0,-0.7729008522330368,1.0,-0.32477995622409533,0.0
2019-02-11,-0.0,-0.22989657100260902,-0.0,-0.7723863212821468,1.0,-0.3271757361162877,0.0
2019-02-12,-0.0,-0.2378064366213547,-0.0,-0.7572208667363773,1.0,-0.3286627163936331,0.0
2019-02-13,-0.0,-0.25434358450246214,-0.0,-0.7501858217968967,1.0,-0.31824305491034094,0.0
2019-02-14,-0.0,-0.251426442162137,-0.0,-0.7610330934581616,1.0,-0.31640233820070335,0.0
2019-02-15,-0.0,-0.26017946626267335,-0.0,-0.757417550402051,1.0,-0.3131569747115721,0.0
2019-02-19,-0.0,-0.2505119612771107,-0.0,-0.7655450060504514,1.0,-0.3110397468118775,0.0
2019-02-20,-0.0,-0.2554464202588213,-0.0,-0.7643143096545946,1.0,-0.30776929522390833,0.0
2019-02-21,-0.0,-0.24432838256895706,-0.0,-0.7713399706218378,1.0,-0.31593182401081865,0.0
2019-02-22,-0.0,-0.2539011703511053,-0.0,-0.7537386215864759,1.0,-0.3144854170536875,0.0
