Date,GMRE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.36788117511898905,-1.2782701460692598,-0.0,-0.7531183325127195,-0.7037994419826029,0.0
2018-09-25,1.0,-0.3669008587041374,-1.2804552364517852,-0.0,-0.7549611734253667,-0.706314967747237,0.0
2018-09-26,1.0,-0.3659719653060386,-1.2802647264356477,-0.0,-0.7555802195091874,-0.7088420273769886,0.0
2018-09-27,1.0,-0.36641597830107264,-1.2790860148769163,-0.0,-0.7554350059589858,-0.7087494349237661,0.0
2018-09-28,1.0,-0.3784130930184379,-1.2837787445618396,-0.0,-0.7645742697327532,-0.7165941578620261,0.0
2018-10-01,1.0,-0.37995833333333334,-1.2946666666666666,-0.0,-0.7692500000000001,-0.72275,0.0
2018-10-02,1.0,-0.37998915627476326,-1.3008299620469617,-0.0,-0.7681945197480918,-0.7216916211369229,0.0
2018-10-03,1.0,-0.382066602598922,-1.3072744745748548,-0.0,-0.7684786696193541,-0.7205532110475076,0.0
2018-10-04,1.0,-0.3861187672262591,-1.3002171552660153,-0.0,-0.7732397895264345,-0.7165288565940032,0.0
2018-10-05,1.0,-0.3630964741060675,-1.2911665766850784,-0.0,-0.776444204493542,-0.7222891316084554,0.0
2018-10-08,1.0,-0.3583537116094002,-1.2860695486384548,-0.0,-0.7797902764537654,-0.7204791312637294,0.0
2018-10-09,1.0,-0.35112312811980034,-1.2898918469217968,-0.0,-0.7874376039933444,-0.7312811980033278,0.0
2018-10-10,1.0,-0.35311486317890706,-1.2888630125592613,-0.0,-0.7887382516842718,-0.7280212925226649,0.0
2018-10-11,1.0,-0.2540596752259819,-1.2717382609391248,-0.0,-0.7472602191824653,-0.726661867050636,0.0
2018-10-12,1.0,-0.2549636327894633,-1.2625909180263415,-0.0,-0.71912718694712,-0.6949085905248672,0.0
2018-10-15,1.0,-0.2183203708068191,-1.299945007463273,-0.0,-0.7130960798177391,-0.6967161599497211,0.0
2018-10-16,1.0,-0.21116839164141513,-1.3154145842351737,-0.0,-0.7126047774585809,-0.6961158553382393,0.0
2018-10-17,1.0,-0.18594802694898943,-1.2674879692011551,-0.0,-0.6995957651588066,-0.6968238691049086,0.0
2018-10-18,1.0,-0.18567138897443797,-1.2676316599938406,-0.0,-0.6996458269171544,-0.6967970434246997,0.0
2018-10-19,1.0,-0.16173442147814812,-1.2555869117534892,-0.0,-0.7012432308748379,-0.6949889405842423,0.0
2018-10-22,1.0,-0.16199115718859586,-1.2472556792193934,-0.0,-0.7043756670224119,-0.6979341363012654,0.0
2018-10-23,1.0,-0.16519949697038985,-1.2473228916580923,-0.0,-0.701840631073511,-0.6965054685415952,0.0
2018-10-24,1.0,-0.16217965804805606,-1.2432123681504892,-0.0,-0.7029816077072465,-0.6995544724115609,0.0
2018-10-25,1.0,-0.11230752269302854,-1.1865422071956193,-0.0,-0.7167689537319466,-0.6592921980081584,0.0
2018-10-26,1.0,-0.09141033081834012,-1.1679846198491004,-0.0,-0.72108966918166,-0.6469457341845619,0.0
2018-10-29,1.0,-0.07843703730453938,-1.1717886677982017,-0.0,-0.7151059911162472,-0.6459499476364162,0.0
2018-10-30,1.0,-0.06046360250244096,-1.1743752938198386,-0.0,-0.7182222543666149,-0.6632191805590714,0.0
2018-10-31,1.0,-0.06846361185983828,-1.147097933513028,-0.0,-0.7192452830188679,-0.659119496855346,0.0
2018-11-01,1.0,-0.05750053805868427,-1.1539565248583112,-0.0,-0.7174474496018366,-0.6581533825955952,0.0
2018-11-02,1.0,-0.0684069372429823,-1.1131056677990345,-0.0,-0.738530305739317,-0.6558555337028428,0.0
2018-11-05,1.0,-0.06654515564132804,-1.1175797862835495,-0.0,-0.738358171616454,-0.6513705728887459,0.0
2018-11-06,1.0,-0.07234255486453643,-1.1219887054113948,-0.0,-0.7345056830366717,-0.645364214740153,0.0
2018-11-07,1.0,-0.07378988884904984,-1.12470419505199,-0.0,-0.7387235568304051,-0.6483327357475799,0.0
2018-11-08,1.0,-0.03993184964327548,-1.127284989174032,-0.0,-0.7273275831469848,-0.6549888190820999,0.0
2018-11-09,1.0,-0.03872413057392789,-1.1292226726406371,-0.0,-0.7315624777754071,-0.656425574283479,0.0
2018-11-12,1.0,-0.03726774022296938,-1.1172889754025837,-0.0,-0.7325075207927799,-0.6521323659529287,0.0
2018-11-13,1.0,-0.0,-1.1213336146866428,-0.0,-0.7433002743194768,-0.652282478722656,0.0
2018-11-14,1.0,-0.0,-1.120836996659047,-0.0,-0.7438368208194127,-0.6521188675927555,0.0
2018-11-15,1.0,-0.0,-1.1212706212706214,-0.0,-0.7454194454194455,-0.6433134433134433,0.0
2018-11-16,1.0,-0.0,-1.1108507065901776,-0.0,-0.7414649503288092,-0.6456555197985168,0.0
