Date,IWF,IWM,LBTYA,MTUM,SPY,VLUE,VXX
2018-09-24,-0.516854401335002,-1.0823529411764705,1.0,-0.0,-0.8393825615352524,-0.7332916145181477,0.0
2018-09-25,-0.5146176754330775,-1.0913132838387651,1.0,-0.0,-0.8463571158927896,-0.7421668554171384,0.0
2018-09-26,-0.5242374382989495,-1.1043327848795512,1.0,-0.0,-0.8525081213348522,-0.7378390920980467,0.0
2018-09-27,-0.527879630800354,-1.09613520461921,1.0,-0.0,-0.852825894550512,-0.7377671007712733,0.0
2018-09-28,-0.5283877766069547,-1.0958482613277134,1.0,-0.0,-0.8528134878819811,-0.7379135932560591,0.0
2018-10-01,-0.5293820082623725,-1.0948065087260772,1.0,-0.0,-0.8533850434196105,-0.7379226034904309,0.0
2018-10-02,-0.5284367203687259,-1.1130703200981014,1.0,-0.0,-0.851283352361622,-0.7357182121865619,0.0
2018-10-03,-0.5274878512571308,-1.1042045214451721,1.0,-0.0,-0.8535389816184239,-0.7404183393196704,0.0
2018-10-04,-0.5437356272889873,-1.0990120091985351,1.0,-0.0,-0.8767566646793289,-0.7390767396303553,0.0
2018-10-05,-0.5241949152542373,-1.0886864406779662,1.0,-0.0,-0.8805508474576271,-0.7438983050847457,0.0
2018-10-08,-0.5206272719587455,-1.083903964832192,1.0,-0.0,-0.8809704962380589,-0.7413982585172034,0.0
2018-10-09,-0.5123640380693406,-1.0896074099252209,1.0,-0.0,-0.8912729435757988,-0.7555659415363697,0.0
2018-10-10,-0.5115136497628915,-1.0992438159524927,1.0,-0.0,-0.8953731789635578,-0.766095612423634,0.0
2018-10-11,-0.43604866982883067,-1.0727985151577646,1.0,-0.0,-0.8592287069498866,-0.7564858733759537,0.0
2018-10-12,-0.4442501626545218,-1.0635165907612232,1.0,-0.0,-0.8337670787247885,-0.7248292127521144,0.0
2018-10-15,-0.4299561972744971,-1.0732478909798833,1.0,-0.0,-0.8298588578844905,-0.7227044127190135,0.0
2018-10-16,-0.4186189132834539,-1.1091622715564822,1.0,-0.0,-0.8340897011325075,-0.7266037041579786,0.0
2018-10-17,-0.3904884112599246,-1.057943700376935,1.0,-0.0,-0.8262891972090786,-0.7351832544710883,0.0
2018-10-18,-0.38969526864474735,-1.056495589414595,1.0,-0.0,-0.8280272654370489,-0.7354049719326382,0.0
2018-10-19,-0.3707088366179275,-1.042593769866497,1.0,-0.0,-0.8283931977113795,-0.7316433566433566,0.0
2018-10-22,-0.37081825052706946,-1.029754564620709,1.0,-0.0,-0.8373045864990653,-0.740005569036159,0.0
2018-10-23,-0.37347385166036984,-1.0296679260290316,1.0,-0.0,-0.835076555975343,-0.738715450387751,0.0
2018-10-24,-0.3719208882168013,-1.0325122368578137,1.0,-0.0,-0.8362449759242309,-0.7387878546699033,0.0
2018-10-25,-0.34285052859016896,-0.9858785400108033,1.0,-0.0,-0.825989659695964,-0.703603673122926,0.0
2018-10-26,-0.3208605103558759,-0.9690277300987908,1.0,-0.0,-0.8321318228630278,-0.6923370332227181,0.0
2018-10-29,-0.2916112356988103,-0.9854802539055076,1.0,-0.0,-0.8213919191151317,-0.7024592344824965,0.0
2018-10-30,-0.2629748528624933,-0.9940380646640679,1.0,-0.0,-0.8303905831995719,-0.7343881372773828,0.0
2018-10-31,-0.2703492786636294,-0.9665907365223992,1.0,-0.0,-0.8301822323462414,-0.7293849658314351,0.0
2018-11-01,-0.2944493459664736,-0.9611799455291727,1.0,-0.0,-0.8416893628447583,-0.7386551075990642,0.0
2018-11-02,-0.2994933526341853,-0.9309359643442153,1.0,-0.0,-0.8473201020913488,-0.7316292712658565,0.0
2018-11-05,-0.29971807375800064,-0.9305089911612314,1.0,-0.0,-0.847378847912222,-0.7321700701005791,0.0
2018-11-06,-0.3025744534998858,-0.9321730520222409,1.0,-0.0,-0.8448853682687182,-0.7287302917206185,0.0
2018-11-07,-0.301606028314812,-0.9326000913381032,1.0,-0.0,-0.8432409803623078,-0.7283452580301416,0.0
2018-11-08,-0.2899515738498789,-0.929668583535109,1.0,-0.0,-0.8367130750605327,-0.7269597457627118,0.0
2018-11-09,-0.2958762886597938,-0.9407407407407407,1.0,-0.0,-0.8440244368079419,-0.7376479572355861,0.0
2018-11-12,-0.29477484324529735,-0.9239217176515296,1.0,-0.0,-0.8481474444233327,-0.7333079992399772,0.0
2018-11-13,-0.28097830195811596,-0.9215997580706131,1.0,-0.0,-0.8483027141453089,-0.7292280940500492,0.0
2018-11-14,-0.2805445263754963,-0.9224049914917754,1.0,-0.0,-0.8486670448099829,-0.7298166004915863,0.0
2018-11-15,-0.28168156743389766,-0.9362373977553738,1.0,-0.0,-0.8682138101578848,-0.7183564770781815,0.0
2018-11-16,-0.28001062658924436,-0.9297506546738017,1.0,-0.0,-0.8657254544764508,-0.7197237086796463,0.0
2018-11-19,-0.28638765347626105,-0.9299426008286766,1.0,-0.0,-0.8645227505986999,-0.7204546318470368,0.0
2018-11-20,-0.254739783971599,-0.9219351914797189,1.0,-0.0,-0.8666062391419291,-0.733439081501624,0.0
2018-11-21,-0.25387880836996135,-0.9176903715391262,1.0,-0.0,-0.8638190765994216,-0.7213268717833127,0.0
2018-11-23,-0.25379394494013574,-0.9578281095096468,1.0,-0.0,-0.8688705864409365,-0.732479219095554,0.0
2018-11-26,-0.25220492369046704,-0.9797530485466677,1.0,-0.0,-0.8703504870005369,-0.7323414372267812,0.0
2018-11-27,-0.24846050870147254,-0.979384203480589,1.0,-0.0,-0.8676993689041882,-0.7292790208452858,0.0
2018-11-28,-0.2481349707333869,-0.982899116263055,1.0,-0.0,-0.8661387199204253,-0.7285665098129231,0.0
2018-11-29,-0.19538215347100507,-0.9785110112017068,1.0,-0.0,-0.8809342375981101,-0.7553150956336203,0.0
2018-11-30,-0.19598871349042934,-0.9804773888507587,1.0,-0.0,-0.8845039274002898,-0.7520018302447953,0.0
2018-12-03,-0.19312421389640586,-0.9817052254449824,1.0,-0.0,-0.8847810344170447,-0.7518008918702596,0.0
2018-12-04,-0.18206015437849346,-0.9883645765998706,1.0,-0.0,-0.8813262861705768,-0.7506749306057265,0.0
2018-12-06,-0.17305630522385299,-0.9164479278346703,1.0,-0.0,-0.8881659211061407,-0.7193241894339901,0.0
2018-12-07,-0.17293900184842884,-0.9165988909426986,1.0,-0.0,-0.8884658040665433,-0.7188539741219963,0.0
2018-12-10,-0.14263248363383682,-0.9223201550671105,1.0,-0.0,-0.8913067329846762,-0.7009837984127565,0.0
2018-12-11,-0.14409011117612638,-0.9217378583967232,1.0,-0.0,-0.8912375658279695,-0.7000438853130485,0.0
2018-12-12,-0.14474839087185487,-0.9215184318314803,1.0,-0.0,-0.8912375658279695,-0.6995684610883557,0.0
2018-12-13,-0.1447724117775992,-0.9180244027179076,1.0,-0.0,-0.8927449404544459,-0.6975597282092497,0.0
2018-12-14,-0.14760322733744663,-0.9108101201124458,1.0,-0.0,-0.8953305830382243,-0.6970902851301523,0.0
2018-12-17,-0.1342252599432851,-0.9095470079255434,1.0,-0.0,-0.8849705518795898,-0.7068639569548462,0.0
2018-12-18,-0.11933294831071324,-0.8972711521801905,1.0,-0.0,-0.8825801328328039,-0.7104389257868899,0.0
2018-12-19,-0.12432744736937132,-0.8962553713934929,1.0,-0.0,-0.8805835409670313,-0.7098544758603257,0.0
2018-12-20,-0.12535119948130538,-0.890930048267416,1.0,-0.0,-0.8788992147539804,-0.706865499603775,0.0
2018-12-21,-0.11967741935483871,-0.8934050179211469,1.0,-0.0,-0.8847311827956988,-0.686415770609319,0.0
2018-12-24,-0.11496062992125985,-0.8916607015032212,1.0,-0.0,-0.8850751610594131,-0.6874015748031497,0.0
2018-12-26,-0.11477095447454262,-0.8962913061977025,1.0,-0.0,-0.8623599489434122,-0.6721741596936605,0.0
2018-12-27,-0.0760353716412305,-0.8604595581959098,1.0,-0.0,-0.7987981836184234,-0.6789579705691557,0.0
2018-12-28,-0.07189408673695703,-0.8648786979219981,1.0,-0.0,-0.7986146654382912,-0.6767325212406593,0.0
2018-12-31,-0.0698333560988936,-0.8693143013249557,1.0,-0.0,-0.7990370168009835,-0.6766493648408687,0.0
2019-01-02,-0.06682813672647882,-0.868970457801733,1.0,-0.0,-0.7974346728525619,-0.6781060244251893,0.0
2019-01-03,-0.0724756255539647,-0.8666053044248995,1.0,-0.0,-0.8008113451967002,-0.669121156337356,0.0
2019-01-04,-0.02863645628099735,-0.8865412052449215,1.0,-0.0,-0.7938718662952646,-0.6879203750254773,0.0
2019-01-07,-0.0244173140954495,-0.873642081189251,1.0,-0.0,-0.787777889886658,-0.6774291191605287,0.0
2019-01-08,-0.02876422875059641,-0.8480676163860678,1.0,-0.0,-0.8405357508008997,-0.6907163792515847,0.0
