Date,IWF,IWM,MTUM,SPY,TR,VLUE,VXX
2018-09-24,-0.19582676962012238,-0.6266043436717196,-0.0,-0.39245409704826584,1.0,-0.36755933166335253,0.0
2018-09-25,-0.19411597277925843,-0.6289492069242115,-0.0,-0.39426087406525734,1.0,-0.3701969104975807,0.0
2018-09-26,-0.20014561718282756,-0.6368671503237382,-0.0,-0.3974829029825519,1.0,-0.36578516264919253,0.0
2018-09-27,-0.1995418217790852,-0.6395491109780542,-0.0,-0.39791216515242234,1.0,-0.3662822481972248,0.0
2018-09-28,-0.19984899372542894,-0.6393813949855502,-0.0,-0.3979536046239163,1.0,-0.36637246478689894,0.0
2018-10-01,-0.20015725330887169,-0.6485388546717338,-0.0,-0.40117939981653783,1.0,-0.3710129733979819,0.0
2018-10-02,-0.1996536887396369,-0.6540822751600378,-0.0,-0.4000157414209256,1.0,-0.3698184489453248,0.0
2018-10-03,-0.19944402192441849,-0.6513860113818153,-0.0,-0.40061891898979834,1.0,-0.3711153654506832,0.0
2018-10-04,-0.19992657471023234,-0.6506267372948025,-0.0,-0.40092830544920544,1.0,-0.3708239366444643,0.0
2018-10-05,-0.1901827676240209,-0.646710182767624,-0.0,-0.40164490861618796,1.0,-0.37242819843342034,0.0
2018-10-08,-0.18729935009004775,-0.6441677759507216,-0.0,-0.40623287134915037,1.0,-0.3724062328713491,0.0
2018-10-09,-0.1816017372648544,-0.6455613406242642,-0.0,-0.41040265822453625,1.0,-0.37882316004290834,0.0
2018-10-10,-0.18285729232056916,-0.6448001673990374,-0.0,-0.41117388575015695,1.0,-0.37675245867336266,0.0
2018-10-11,-0.1332028171162696,-0.6374361190918105,-0.0,-0.39238768401515345,1.0,-0.37949708881035316,0.0
2018-10-12,-0.1368793614137256,-0.6333651287715246,-0.0,-0.37752899241929816,1.0,-0.3623926903961042,0.0
2018-10-15,-0.11749824666867048,-0.6512874461476805,-0.0,-0.37350966836990285,1.0,-0.3624636809938884,0.0
2018-10-16,-0.11267676261157357,-0.6602898405375589,-0.0,-0.3727058469561729,1.0,-0.3615735633336677,0.0
2018-10-17,-0.10580052167432617,-0.6473233138740528,-0.0,-0.3691963731213514,1.0,-0.361843249285803,0.0
2018-10-18,-0.10556645718969672,-0.647109962989642,-0.0,-0.36940808266474573,1.0,-0.36180729774708764,0.0
2018-10-19,-0.09284957235463755,-0.6398659140765571,-0.0,-0.3708806783170244,1.0,-0.3612186044218777,0.0
2018-10-22,-0.09548066547890895,-0.6291937467064818,-0.0,-0.39823341948759133,1.0,-0.38643948708940806,0.0
2018-10-23,-0.1004420555583463,-0.6303812729190736,-0.0,-0.3954890239614206,1.0,-0.3853669563470136,0.0
2018-10-24,-0.09888785680214897,-0.6268169608113876,-0.0,-0.39670624858785425,1.0,-0.3880701930560088,0.0
2018-10-25,-0.06394143074885686,-0.6063316758701681,-0.0,-0.44739012018690183,1.0,-0.38102496189500507,0.0
2018-10-26,-0.047388901281384,-0.5976156839418049,-0.0,-0.4575557042654968,1.0,-0.3759387315042011,0.0
2018-10-29,-0.040948968244161624,-0.599233905844557,-0.0,-0.4554800444828864,1.0,-0.3755838378845916,0.0
2018-10-30,-0.026289080872342004,-0.6014555536302201,-0.0,-0.45807857019085574,1.0,-0.38960813921825876,0.0
2018-10-31,-0.026369871493302298,-0.6017282789016268,-0.0,-0.45816723203010873,1.0,-0.389754128803823,0.0
2018-11-01,-0.011974270163285502,-0.6134339435922811,-0.0,-0.4581147946561108,1.0,-0.3904997525977239,0.0
2018-11-02,-0.02152879166563559,-0.5829848308628838,-0.0,-0.47878053005369825,1.0,-0.39127960208854023,0.0
2018-11-05,-0.017506066458673798,-0.5954043480414005,-0.0,-0.4806368543554697,1.0,-0.38253355123062444,0.0
2018-11-06,-0.016135428543102168,-0.5943835820155654,-0.0,-0.482650076835374,1.0,-0.38539136469538493,0.0
2018-11-07,-0.01791149029586389,-0.5984134111659931,-0.0,-0.4887242428778127,1.0,-0.38958738711769697,0.0
2018-11-08,-0.0020036114477947906,-0.5978677616444456,-0.0,-0.48232616815494594,1.0,-0.3913721028025824,0.0
2018-11-09,-0.0013362698275222091,-0.5981292222414689,-0.0,-0.48365544035039965,1.0,-0.3914528222513672,0.0
2018-11-12,-0.0011354380075531312,-0.5829486831387456,-0.0,-0.493668698936144,1.0,-0.3905659911633303,0.0
2018-11-13,-0.0,-0.5781334380676518,-0.0,-0.4924149442780696,1.0,-0.38416220727576217,0.0
2018-11-14,-0.0,-0.5789875036898554,-0.0,-0.4954245793564892,1.0,-0.38549148873364164,0.0
2018-11-15,-0.0,-0.580100724726692,-0.0,-0.49829259304753715,1.0,-0.3783073332514433,0.0
2018-11-16,-0.0,-0.5950760210672762,-0.0,-0.5079499155321475,1.0,-0.381322667196661,0.0
2018-11-19,-0.0,-0.5949524306331818,-0.0,-0.5077626251335172,1.0,-0.3813249869587898,0.0
2018-11-20,-0.0,-0.5808307813889163,-0.0,-0.49893806183937567,1.0,-0.3898547861305937,0.0
2018-11-21,-0.0,-0.5769635815924176,-0.0,-0.49719575812495403,1.0,-0.37496020180745027,0.0
2018-11-23,-0.0,-0.5685454278585058,-0.0,-0.5014677821811243,1.0,-0.37629042516757183,0.0
2018-11-26,-0.0,-0.5786401098901099,-0.0,-0.49997547095761385,1.0,-0.37428865777080067,0.0
2018-11-27,-0.0,-0.578653193722389,-0.0,-0.49361743672353614,1.0,-0.3684801444924458,0.0
2018-11-28,-0.0,-0.5715542952134162,-0.0,-0.5001711240404831,1.0,-0.372879284212585,0.0
2018-11-29,-0.0,-0.5575146120825553,-0.0,-0.491378264981932,1.0,-0.3763490408168215,0.0
2018-11-30,-0.0,-0.5578564500484966,-0.0,-0.4922647914645975,1.0,-0.37470902036857423,0.0
2018-12-03,-0.0,-0.5607124632469079,-0.0,-0.493645663742619,1.0,-0.3755740772240177,0.0
2018-12-04,-0.0,-0.5693311582381729,-0.0,-0.48995641693652453,1.0,-0.3755204402132892,0.0
2018-12-06,-0.0,-0.5229679467437398,-0.0,-0.4923361209163489,1.0,-0.35374665371585606,0.0
2018-12-07,-0.0,-0.5238648213100767,-0.0,-0.49435965494359657,1.0,-0.3516684045881126,0.0
2018-12-10,-0.0,-0.5211330407641219,-0.0,-0.4876675036962287,1.0,-0.33798784351458544,0.0
2018-12-11,-0.0,-0.5259694310784035,-0.0,-0.48207378054533445,1.0,-0.3506698745164638,0.0
2018-12-12,-0.0,-0.5264114425981873,-0.0,-0.481637084592145,1.0,-0.35222337613293053,0.0
2018-12-13,-0.0,-0.5248472841340598,-0.0,-0.48232269629000685,1.0,-0.35137621170310623,0.0
2018-12-14,-0.0,-0.5115010391082562,-0.0,-0.49586718307198185,1.0,-0.3542414509729832,0.0
2018-12-17,-0.0,-0.5087071115922248,-0.0,-0.47947945592318914,1.0,-0.36511036852261497,0.0
2018-12-18,-0.0,-0.4981423931583989,-0.0,-0.4734210341846391,1.0,-0.36504895202934784,0.0
2018-12-19,-0.0,-0.49911073668445194,-0.0,-0.4744921838434897,1.0,-0.36654029766919405,0.0
2018-12-20,-0.0,-0.4874094837654754,-0.0,-0.48469983648680215,1.0,-0.3637935061901425,0.0
2018-12-21,-0.0,-0.4862566509444922,-0.0,-0.48414228955133715,1.0,-0.3530983526568926,0.0
2018-12-24,-0.0,-0.4721953020443952,-0.0,-0.4762333287184457,1.0,-0.35901518298029444,0.0
2018-12-26,-0.0,-0.4721210164645114,-0.0,-0.4758336023612969,1.0,-0.3580224138726191,0.0
2018-12-27,-0.0,-0.4437198121396933,-0.0,-0.4224408484875464,1.0,-0.3596723573797494,0.0
2018-12-28,-0.0,-0.4445630657681101,-0.0,-0.42138742465692486,1.0,-0.3581993283067547,0.0
2018-12-31,-0.0,-0.4426068956306898,-0.0,-0.4231531150533087,1.0,-0.36005074899281053,0.0
2019-01-02,-0.0,-0.44202028289298106,-0.0,-0.42193755004003203,1.0,-0.3600435904278979,0.0
2019-01-03,-0.0,-0.45022746723120577,-0.0,-0.45970902211612086,1.0,-0.34221431467051033,0.0
2019-01-04,-0.0,-0.4499493984032385,-0.0,-0.4576183515124255,1.0,-0.3413921061509052,0.0
2019-01-07,-0.0,-0.4291740282685513,-0.0,-0.4524293286219081,1.0,-0.3268772084805654,0.0
2019-01-08,-0.0,-0.4289784020140453,-0.0,-0.45249768119782696,1.0,-0.32688485490923547,0.0
2019-01-09,-0.0,-0.4296317568313857,-0.0,-0.4526497161412888,1.0,-0.3267578254434602,0.0
2019-01-10,-0.0,-0.42734227741434744,-0.0,-0.4623128949994456,1.0,-0.3278855748974387,0.0
2019-01-11,-0.0,-0.4128723191909335,-0.0,-0.4651467098405376,1.0,-0.3398168067599636,0.0
2019-01-14,-0.0,-0.4123541828685701,-0.0,-0.4647261415398289,1.0,-0.3448950116653705,0.0
2019-01-15,-0.0,-0.41080057900011135,-0.0,-0.46186393497383366,1.0,-0.35423672196860034,0.0
2019-01-16,-0.0,-0.414331956691595,-0.0,-0.46630204263868735,1.0,-0.3517580087063288,0.0
2019-01-17,-0.0,-0.41549657343125657,-0.0,-0.4658124427975088,1.0,-0.35098332477621275,0.0
2019-01-18,-0.0,-0.41763398369967897,-0.0,-0.46799434203731555,1.0,-0.35959496171894295,0.0
2019-01-22,-0.0,-0.4127957540753295,-0.0,-0.5218428740271615,1.0,-0.2953638249002074,0.0
2019-01-23,-0.0,-0.3882802718654981,-0.0,-0.532977106063316,1.0,-0.314478626363799,0.0
2019-01-24,-0.0,-0.38331542662727197,-0.0,-0.5428194108693706,1.0,-0.3122034201808577,0.0
2019-01-25,-0.0,-0.3476288753316853,-0.0,-0.6386274465334634,1.0,-0.28167736375388386,0.0
2019-01-28,-0.0,-0.33122609313085505,-0.0,-0.6736068164639594,1.0,-0.2856455713598571,0.0
2019-01-29,-0.0,-0.3270808369434971,-0.0,-0.6703152364273204,1.0,-0.3069868190616647,0.0
2019-01-30,-0.0,-0.3252634248691522,-0.0,-0.6689031841553111,1.0,-0.31152152359871804,0.0
2019-01-31,-0.0,-0.3342412002308136,-0.0,-0.6432313906520484,1.0,-0.3306635891517599,0.0
2019-02-01,-0.0,-0.3347586908284023,-0.0,-0.6467732988165681,1.0,-0.32985854289940825,0.0
