Date,GWPH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6769559902200488,-1.5594947025264874,-0.1263243683781581,-0.910757946210269,-0.8201915240423798,0.0
2018-09-25,1.0,-0.6818691398287812,-1.5569200978393805,-0.13315328169588259,-0.9084284549531187,-0.8154810436200571,0.0
2018-09-26,1.0,-0.6860221643429856,-1.5630458097134976,-0.13896123793473264,-0.9096573208722741,-0.8093560083754661,0.0
2018-09-27,1.0,-0.6864406779661016,-1.580482794042116,-0.13703133025166922,-0.9161787365177195,-0.8159732922444787,0.0
2018-09-28,1.0,-0.7234670743923657,-1.6091105604470923,-0.13776559287183002,-0.9530763958454156,-0.8488954499920914,0.0
2018-10-01,1.0,-0.7264858017523489,-1.608043914282698,-0.13765438615011083,-0.9558745909426793,-0.8501002850205849,0.0
2018-10-02,1.0,-0.727523178807947,-1.6333774834437087,-0.13245033112582782,-0.9554437086092715,-0.8492185430463576,0.0
2018-10-03,1.0,-0.7292363211802793,-1.6407684551292259,-0.13421429708645122,-0.955261900971183,-0.8475295865838774,0.0
2018-10-04,1.0,-0.7312016120479373,-1.634690847385725,-0.13522112631244035,-0.9575246579700923,-0.844097995545657,0.0
2018-10-05,1.0,-0.7267337215457914,-1.6397035468501853,-0.12413975648491264,-0.9591847538380094,-0.8440444679724721,0.0
2018-10-08,1.0,-0.7264595352776162,-1.6401312655480866,-0.12327316995712699,-0.9592441645053724,-0.8438045837082518,0.0
2018-10-09,1.0,-0.7381624500665779,-1.6498002663115847,-0.1384820239680426,-0.9601065246338216,-0.8396271637816245,0.0
2018-10-10,1.0,-0.7397902135136575,-1.6482082956179116,-0.14024812310313614,-0.9608114583887971,-0.8355252648953729,0.0
2018-10-11,1.0,-0.6710390946502058,-1.6473765432098766,-0.046604938271604945,-0.9344135802469137,-0.8445987654320988,0.0
2018-10-12,1.0,-0.7001687030315423,-1.6572261131843975,-0.037983743162415005,-0.907980164613261,-0.8088032309186646,0.0
2018-10-15,1.0,-0.6852248394004282,-1.6818598959926583,-0.014989293361884367,-0.9064953604568166,-0.8098806974609971,0.0
2018-10-16,1.0,-0.6837275693311582,-1.6870411908646004,-0.010960440456769983,-0.9064539151712887,-0.8096451876019575,0.0
2018-10-17,1.0,-0.6533693261347732,-1.6279244151169767,-0.0,-0.8978204359128175,-0.8198860227954409,0.0
2018-10-18,1.0,-0.6526042187343798,-1.6265120463860845,-0.0,-0.8993801859442169,-0.8200039988003599,0.0
2018-10-19,1.0,-0.6277386735402003,-1.6124219292158224,-0.0,-0.9005155150193318,-0.816199068107465,0.0
2018-10-22,1.0,-0.628370340999207,-1.6104282315622522,-0.0,-0.9008227597145123,-0.8167129262490088,0.0
2018-10-23,1.0,-0.6255646562422438,-1.612558947629685,-0.0,-0.9056341523951352,-0.8202531645569621,0.0
2018-10-24,1.0,-0.6268343815513627,-1.6109114505340922,-0.0,-0.9174902665468704,-0.8362783268443645,0.0
2018-10-25,1.0,-0.5752582272399712,-1.5393706461686283,-0.0,-0.9101128993514292,-0.7794859476339179,0.0
2018-10-26,1.0,-0.5460935644739967,-1.5181667062455475,-0.0,-0.9192590833531228,-0.7659463310377583,0.0
2018-10-29,1.0,-0.5203985267730664,-1.5293701010482577,-0.0,-0.9045235621871754,-0.7675890074605723,0.0
2018-10-30,1.0,-0.5181041401123543,-1.5291035264126893,-0.0,-0.9043100599537366,-0.7692017183590616,0.0
2018-10-31,1.0,-0.5323713868062432,-1.4969585514217003,-0.0,-0.9148865940491346,-0.7711604658839062,0.0
2018-11-01,1.0,-0.5423720798259718,-1.4935212333301806,-0.0,-0.9188971909581009,-0.774236262177244,0.0
2018-11-02,1.0,-0.5428625646377911,-1.502158546420608,-0.0,-0.9201575027278334,-0.778832012903838,0.0
2018-11-05,1.0,-0.5421172453044963,-1.5037469170935307,-0.0,-0.9199867197875167,-0.777082147600076,0.0
2018-11-06,1.0,-0.5516259197721338,-1.512461428910515,-0.0,-0.9149299786375504,-0.7681936862093519,0.0
2018-11-07,1.0,-0.5504012155168321,-1.514742889701344,-0.0,-0.9138692369783011,-0.7690518019087413,0.0
2018-11-08,1.0,-0.5350372536074696,-1.5116948033575404,-0.0,-0.9034235593699896,-0.7654908988022258,0.0
2018-11-09,1.0,-0.5364829148574665,-1.5124598829526148,-0.0,-0.9037662828015857,-0.7669435529545026,0.0
2018-11-12,1.0,-0.5378187170599686,-1.528512416314515,-0.0,-0.9071743981767248,-0.7746545748065143,0.0
2018-11-13,1.0,-0.50660585829141,-1.5267760590530821,-0.0,-0.9046499600357328,-0.7636466218439983,0.0
2018-11-14,1.0,-0.5059515408139261,-1.5283933192190073,-0.0,-0.9055281110326983,-0.7649023759115503,0.0
2018-11-15,1.0,-0.5047466867186765,-1.5289500892941066,-0.0,-0.9055832315067206,-0.7603628160541404,0.0
2018-11-16,1.0,-0.4989221107882651,-1.5148561252226078,-0.0,-0.9041147249039274,-0.7685818727153436,0.0
2018-11-19,1.0,-0.4969048958919527,-1.5166948039767396,-0.0,-0.9062089664228099,-0.769789908084787,0.0
2018-11-20,1.0,-0.47509918319719957,-1.513512252042007,-0.0,-0.9044107351225205,-0.7744224037339558,0.0
2018-11-21,1.0,-0.47917148273151783,-1.5061722687133015,-0.0,-0.8958805307688751,-0.7421979749410513,0.0
2018-11-23,1.0,-0.4792746113989637,-1.5087897853441894,-0.0,-0.8954940784603997,-0.7425980754996299,0.0
2018-11-26,1.0,-0.47895661825918046,-1.5096660808435851,-0.0,-0.8945980945333456,-0.7416982702802701,0.0
2018-11-27,1.0,-0.4702526112363687,-1.51065200386509,-0.0,-0.8868540928541849,-0.7335848709336033,0.0
2018-11-28,1.0,-0.4655508160237388,-1.5485905044510386,-0.0,-0.8858030415430267,-0.7365541543026706,0.0
2018-11-29,1.0,-0.40815104766290583,-1.5387980658530969,-0.0,-0.8968454985033387,-0.7612710108220124,0.0
2018-11-30,1.0,-0.4086031409754525,-1.540091189609911,-0.0,-0.8990005987196611,-0.7578409247915996,0.0
2018-12-03,1.0,-0.40635066728025776,-1.5402669121030834,-0.0,-0.8983893235158767,-0.7569719282098482,0.0
2018-12-04,1.0,-0.4000826142830916,-1.5422709748485406,-0.0,-0.8938865430512208,-0.7534422617954838,0.0
2018-12-06,1.0,-0.39446351156069365,-1.459131141618497,-0.0,-0.9335711705202312,-0.728775289017341,0.0
2018-12-07,1.0,-0.3826331548861265,-1.4678341348334996,-0.0,-0.9424280918246982,-0.7438980128844932,0.0
2018-12-10,1.0,-0.3294549076421587,-1.501086562839551,-0.0,-0.9685349511046722,-0.7283140166606303,0.0
2018-12-11,1.0,-0.321397815346961,-1.5050990345827857,-0.0,-0.9676834519331007,-0.7382948828355166,0.0
2018-12-12,1.0,-0.3222589856320537,-1.5046911118161628,-0.0,-0.9677741014367947,-0.7377509858133526,0.0
2018-12-13,1.0,-0.3223002037582069,-1.501018791034639,-0.0,-0.9687570749377405,-0.7358840842200589,0.0
2018-12-14,1.0,-0.3207855231529775,-1.5102272211891696,-0.0,-0.9660755589822668,-0.7382647739126492,0.0
2018-12-17,1.0,-0.2977916271507926,-1.5116741182314954,-0.0,-0.9486971051799666,-0.757937045567448,0.0
2018-12-18,1.0,-0.2761237594862814,-1.4988998158875566,-0.0,-0.9486730432439715,-0.7668507791099736,0.0
2018-12-19,1.0,-0.2523067133312122,-1.5218853688468705,-0.0,-0.981409935912004,-0.7896459251852188,0.0
2018-12-20,1.0,-0.25060981118438885,-1.5028909567259916,-0.0,-0.9829704580359563,-0.7806486584153943,0.0
2018-12-21,1.0,-0.24611153690095125,-1.5048464902393939,-0.0,-0.982642802398449,-0.7747621838510437,0.0
2018-12-24,1.0,-0.24221671547645865,-1.5060599234061725,-0.0,-0.9828339716152287,-0.7744086505969813,0.0
2018-12-26,1.0,-0.2443516147868661,-1.5412118762071598,-0.0,-0.9486592103490096,-0.7575349234155325,0.0
2018-12-27,1.0,-0.15057511327988846,-1.51158940397351,-0.0,-0.8785291042174974,-0.8162687347507842,0.0
2018-12-28,1.0,-0.1349251634991002,-1.539130053109775,-0.0,-0.892683140938419,-0.8224553395075275,0.0
2018-12-31,1.0,-0.13361141602634466,-1.5419978046103182,-0.0,-0.8928649835345773,-0.8223051591657519,0.0
2019-01-02,1.0,-0.13193225693225694,-1.5418129168129167,-0.0,-0.8915408915408914,-0.8221744471744471,0.0
2019-01-03,1.0,-0.12346494123861085,-1.5482195519168978,-0.0,-0.8899599454201329,-0.8400017606408733,0.0
2019-01-04,1.0,-0.0791879949249683,-1.5656472852955332,-0.0,-0.8767554797217483,-0.8533928337052107,0.0
2019-01-07,1.0,-0.07520614773561284,-1.5430211975996202,-0.0,-0.86379139144325,-0.835211328411691,0.0
2019-01-08,1.0,-0.07425507070881807,-1.5488907148726379,-0.0,-0.8634260260346841,-0.838126540673788,0.0
2019-01-09,1.0,-0.07262208022106127,-1.5405207029057466,-0.0,-0.8626138767756141,-0.8418893830145503,0.0
2019-01-10,1.0,-0.0731949419533037,-1.538949549005222,-0.0,-0.8627594838375556,-0.8407923697725606,0.0
2019-01-11,1.0,-0.07519025875190259,-1.5426831919982607,-0.0,-0.8746249184605349,-0.8562731028484454,0.0
2019-01-14,1.0,-0.08493436494827436,-1.5373815526384422,-0.0,-0.8752934017212901,-0.849082847952708,0.0
2019-01-15,1.0,-0.080351701923914,-1.5303386436841648,-0.0,-0.8754679202576826,-0.8665447897623401,0.0
2019-01-16,1.0,-0.0817749880127283,-1.5340656466588205,-0.0,-0.8793862516891156,-0.8637810034436162,0.0
2019-01-17,1.0,-0.08034470752089137,-1.5339919916434541,-0.0,-0.8780466573816157,-0.8599843314763231,0.0
2019-01-18,1.0,-0.08390561718612433,-1.525004402183483,-0.0,-0.8917062863180137,-0.9015231554851206,0.0
2019-01-22,1.0,-0.0,-1.7479336996827948,-0.0,-0.9193137649108699,-0.8004735736943216,0.0
2019-01-23,1.0,-0.0,-1.678563442014401,-0.0,-0.9370723198711928,-0.8568361733530122,0.0
2019-01-24,1.0,-0.0,-1.6758571300689282,-0.0,-0.9437382508280369,-0.8562796526720974,0.0
2019-01-25,1.0,-0.0,-1.718634306869601,-0.0,-0.9912701677407558,-0.8607340372046254,0.0
2019-01-28,1.0,-0.0,-1.6831198536139067,-0.0,-1.0372369624885636,-0.8542086001829827,0.0
2019-01-29,1.0,-0.0,-1.6685323668394734,-0.0,-1.0426664219846768,-0.8766343992292518,0.0
2019-01-30,1.0,-0.0,-1.6701101928374658,-0.0,-1.044077134986226,-0.8771808999081726,0.0
2019-01-31,1.0,-0.0,-1.6879517517609688,-0.0,-1.024078081119654,-0.891809769347636,0.0
2019-02-01,1.0,-0.0,-1.6867109022209934,-0.0,-1.037554142475348,-0.8836051976776335,0.0
2019-02-04,1.0,-0.0,-1.6872114496768238,-0.0,-1.0337488457987074,-0.8958910433979687,0.0
2019-02-05,1.0,-0.0,-1.670670300734513,-0.0,-1.023051693075253,-0.9258095810042962,0.0
2019-02-06,1.0,-0.0,-1.6582132298595713,-0.0,-1.0233739837398372,-0.9377771618625277,0.0
2019-02-07,1.0,-0.0,-1.6003703540408272,-0.0,-0.9524712314271857,-0.8561350910453683,0.0
2019-02-08,1.0,-0.0,-1.5785131259651444,-0.0,-0.9569821310390471,-0.8765938671961174,0.0
2019-02-11,1.0,-0.0,-1.5939020579438419,-0.0,-1.0109816526047946,-0.8592473550287935,0.0
2019-02-12,1.0,-0.0,-1.5758908536038059,-0.0,-1.0407055021990845,-0.8713311192891123,0.0
2019-02-13,1.0,-0.0,-1.591954796179201,-0.0,-1.033005964393022,-0.8595452710883896,0.0
2019-02-14,1.0,-0.0,-1.5892432602162114,-0.0,-1.0321177051092272,-0.8643968958866013,0.0
2019-02-15,1.0,-0.0,-1.6163584126414077,-0.0,-1.019393068773568,-0.8533399173998922,0.0
2019-02-19,1.0,-0.0,-1.5840298373326145,-0.0,-1.0557203199424823,-0.8538240316347624,0.0
2019-02-20,1.0,-0.0,-1.5994697344178315,-0.0,-1.0487574709027996,-0.8455039769918663,0.0
2019-02-21,1.0,-0.0,-1.558161519762312,-0.0,-1.0676600342126585,-0.8757990456468894,0.0
2019-02-22,1.0,-0.0,-1.565082505283036,-0.0,-1.0574614450789084,-0.8736567600377682,0.0
2019-02-25,1.0,-0.0,-1.571344499773653,-0.0,-1.0802172928927116,-0.875373472159348,0.0
2019-02-26,1.0,-0.0,-1.5669860784668233,-0.0,-1.0856083890797326,-0.8673838365575844,0.0
2019-02-27,1.0,-0.0,-1.5510849909584088,-0.0,-1.1141048824593127,-0.8556057866184449,0.0
2019-02-28,1.0,-0.0,-1.6423357664233578,-0.0,-1.2975781892009475,-0.8940880746362451,0.0
2019-03-01,1.0,-0.0,-1.6361179479754837,-0.0,-1.299792481057864,-0.8900632208870228,0.0
2019-03-04,1.0,-0.0,-1.6441978287092884,-0.0,-1.2868516284680338,-0.8940892641737033,0.0
2019-03-05,1.0,-0.0,-1.626457637780036,-0.0,-1.313011080466444,-0.8991145304107999,0.0
2019-03-06,1.0,-0.0,-1.628535451375436,-0.0,-1.3108775668345605,-0.9036710577295622,0.0
2019-03-07,1.0,-0.0,-1.5959542316419637,-0.0,-1.3303722300004828,-0.9015594071356152,0.0
2019-03-08,1.0,-0.0,-1.5882438953063314,-0.0,-1.3852415070429402,-0.9005702588097675,0.0
2019-03-11,1.0,-0.0,-1.5826631802259608,-0.0,-1.3976515861660663,-0.953327741871824,0.0
2019-03-12,1.0,-0.0,-1.5019345238095239,-0.0,-1.4188492063492064,-1.0395337301587302,0.0
2019-03-13,1.0,-0.0,-1.5111754140890041,-0.0,-1.430552783875474,-1.0473458391538615,0.0
2019-03-14,1.0,-0.0,-1.517396296111416,-0.0,-1.427844057305446,-1.0465232366595119,0.0
2019-03-15,1.0,-0.0,-1.5107268170426065,-0.0,-1.4332832080200502,-1.0685213032581453,0.0
2019-03-18,1.0,-0.0,-1.5225617159044922,-0.0,-1.4483508700930798,-1.087768110076892,0.0
2019-03-19,1.0,-0.0,-1.517044015600466,-0.0,-1.4574786000101303,-1.0905637441118372,0.0
2019-03-20,1.0,-0.0,-1.5234517766497462,-0.0,-1.451218274111675,-1.1014720812182741,0.0
2019-03-21,1.0,-0.0,-1.5234923217736194,-0.0,-1.5067120919353199,-1.0547137191091223,0.0
2019-03-22,1.0,-0.0,-1.5164581624282198,-0.0,-1.5514253486464318,-1.0592698933552092,0.0
2019-03-25,1.0,-0.0,-1.4124633579298493,-0.0,-1.5842009501667846,-1.0573637925806125,0.0
2019-03-26,1.0,-0.0,-1.4101295521779047,-0.0,-1.5829848005712537,-1.107365092318678,0.0
2019-03-27,1.0,-0.0,-1.3799368892508144,-0.0,-1.6005191368078178,-1.1091205211726385,0.0
2019-03-28,1.0,-0.0,-1.379429735234216,-0.0,-1.6010183299389003,-1.1111507128309572,0.0
2019-03-29,1.0,-0.0,-1.373066748066748,-0.0,-1.5976292226292224,-1.1168091168091168,0.0
2019-04-01,1.0,-0.0,-1.374101447808039,-0.0,-1.5700617596436164,-1.1181026627518478,0.0
2019-04-02,1.0,-0.0,-1.3662253920179765,-0.0,-1.4905964535196132,-1.0281373650530017,0.0
2019-04-03,1.0,-0.0,-1.3685444862461524,-0.0,-1.4821419846582304,-1.0352274392925198,0.0
2019-04-04,1.0,-0.0,-1.36296513617916,-0.0,-1.4838394210552053,-1.0428829886069142,0.0
2019-04-05,1.0,-0.0,-1.3540970721163295,-0.0,-1.5137551581843194,-1.0446551385340932,0.0
2019-04-08,1.0,-0.0,-1.357163799843628,-0.0,-1.5053264268960125,-1.024091086786552,0.0
2019-04-09,1.0,-0.0,-1.340756364349831,-0.0,-1.545151321920832,-1.019178888507382,0.0
2019-04-10,1.0,-0.0,-1.3287597393051405,-0.0,-1.5788699955897485,-0.9926985838192778,0.0
2019-04-11,1.0,-0.0,-1.3116984826235927,-0.0,-1.6159079784630443,-0.9672050905531081,0.0
2019-04-12,1.0,-0.0,-1.3105608299892335,-0.0,-1.616961926201429,-0.9662327493393364,0.0
2019-04-15,1.0,-0.0,-1.3186510667584308,-0.0,-1.6091338118179137,-0.9881525906990464,0.0
