Date,DK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5475725310149457,-1.385415649115952,-0.16767607697567646,-0.8869786070137736,-0.8966494090065449,0.0
2018-09-25,1.0,-0.5561921551344204,-1.3849958376181384,-0.17736643651143433,-0.8861955829783066,-0.8921698251799618,0.0
2018-09-26,1.0,-0.5558712585117327,-1.3850977318375544,-0.17572135403909273,-0.8872287267917502,-0.8949688923725077,0.0
2018-09-27,1.0,-0.5560127357335293,-1.3843742346313983,-0.1760960078373745,-0.887043840313495,-0.8948322312025472,0.0
2018-09-28,1.0,-0.5528146430509645,-1.403423947900735,-0.17785781242291182,-0.8959494795007154,-0.9035966253885244,0.0
2018-10-01,1.0,-0.5534066801519562,-1.402486555824165,-0.17810449454832503,-0.8961468252010458,-0.903497952538359,0.0
2018-10-02,1.0,-0.5587915348101266,-1.3764339398734178,-0.18848892405063292,-0.9065961234177216,-0.9143097310126582,0.0
2018-10-03,1.0,-0.5585981908951609,-1.3737333794671545,-0.18862142256932432,-0.9068261578765262,-0.915130245662597,0.0
2018-10-04,1.0,-0.559096748690582,-1.3717264551833186,-0.18939618539381362,-0.9069077972131634,-0.9141219488091709,0.0
2018-10-05,1.0,-0.5381543921916593,-1.3651779552400671,-0.16701173222912352,-0.9240362811791383,-0.935127674258109,0.0
2018-10-08,1.0,-0.5350118017309204,-1.3602970102281666,-0.16247049567269864,-0.9262883556254917,-0.9333202202989771,0.0
2018-10-09,1.0,-0.548822216712125,-1.3725762459707416,-0.17937019588395736,-0.9284899578477561,-0.9298289114802877,0.0
2018-10-10,1.0,-0.5484895084081552,-1.3738776725035964,-0.1782826529093705,-0.9289151247581726,-0.9309985614365793,0.0
2018-10-11,1.0,-0.47293857753445706,-1.377275128463718,-0.0801037314507996,-0.9125486241175623,-0.9594678960764539,0.0
2018-10-12,1.0,-0.47895184939929997,-1.3677040961120044,-0.07350297985053449,-0.8828871440734084,-0.9268754138681298,0.0
2018-10-15,1.0,-0.45508246302159633,-1.4114644865554558,-0.03789991021218279,-0.885544161429044,-0.9357308255753509,0.0
2018-10-16,1.0,-0.4679572763684914,-1.4011062368872782,-0.054739652870493996,-0.8970055311844365,-0.9474537478542819,0.0
2018-10-17,1.0,-0.44529606954245926,-1.3500958078235268,-0.03883722017105202,-0.8871337103332243,-0.9522362948076832,0.0
2018-10-18,1.0,-0.44469367727463893,-1.3494555820365437,-0.039020514977335385,-0.8876583017898032,-0.9522407589139679,0.0
2018-10-19,1.0,-0.42595952547103977,-1.340776924866248,-0.016934170737380787,-0.9045359385903698,-0.9639916259595255,0.0
2018-10-22,1.0,-0.42590437171190465,-1.3437310861771963,-0.02150938125611062,-0.902369756506355,-0.9621956329438055,0.0
2018-10-23,1.0,-0.4271221146686523,-1.3427494415487715,-0.02494415487714073,-0.8989668652271036,-0.960024199553239,0.0
2018-10-24,1.0,-0.4272165140173881,-1.3405086242968058,-0.01710911711376633,-0.9011111627690733,-0.9633176809707564,0.0
2018-10-25,1.0,-0.38056861428251626,-1.2735169017237522,-0.010745466756212222,-0.8972017013655699,-0.9152451309603761,0.0
2018-10-26,1.0,-0.35779125891157065,-1.2562104237700926,-0.0,-0.9094894389585085,-0.9046627994509144,0.0
2018-10-29,1.0,-0.3358284531724715,-1.26291224516754,-0.0,-0.8977587952974329,-0.9066531636651843,0.0
2018-10-30,1.0,-0.32235625605353524,-1.2634498547151536,-0.0,-0.8986528132429338,-0.9180681518006515,0.0
2018-10-31,1.0,-0.32727987078185705,-1.2349500152791721,-0.0,-0.8937006155323701,-0.9095472999519798,0.0
2018-11-01,1.0,-0.3206889034227164,-1.2386309134510574,-0.0,-0.892217135382603,-0.9086112927839546,0.0
2018-11-02,1.0,-0.3245701416258825,-1.2104465329810732,-0.0,-0.8951881848499286,-0.9008618822816059,0.0
2018-11-05,1.0,-0.32618211762666316,-1.2075152775971916,-0.0,-0.8957656134876263,-0.9046071165431456,0.0
2018-11-06,1.0,-0.3323220941319234,-1.2122735546502559,-0.0,-0.8914795874144058,-0.8978503943832885,0.0
2018-11-07,1.0,-0.33132373351839,-1.2154753643303262,-0.0,-0.8910912560721721,-0.8993754337265788,0.0
2018-11-08,1.0,-0.33947276536312854,-1.221848812849162,-0.0,-0.9001833100558659,-0.9030638966480448,0.0
2018-11-09,1.0,-0.3410808685394731,-1.2229018305736379,-0.0,-0.9004762112805277,-0.90445192013631,0.0
2018-11-12,1.0,-0.3411221064562535,-1.1973930860107243,-0.0,-0.9172588168621125,-0.903570338724443,0.0
2018-11-13,1.0,-0.31063811415249115,-1.1925999481910023,-0.0,-0.9168033848545032,-0.8973750107935412,0.0
2018-11-14,1.0,-0.3091484016286927,-1.1989084293511219,-0.0,-0.9211643420254699,-0.9024517023304166,0.0
2018-11-15,1.0,-0.3080683538827601,-1.20108154877785,-0.0,-0.9258490157906122,-0.891239454899416,0.0
2018-11-16,1.0,-0.3096969696969697,-1.2019480519480519,-0.0,-0.9262770562770563,-0.8911255411255411,0.0
2018-11-19,1.0,-0.30582061068702293,-1.2059333795975018,-0.0,-0.9312543372657878,-0.8943008327550314,0.0
2018-11-20,1.0,-0.24639868886396962,-1.1973604761494003,-0.0,-0.9409988786336583,-0.9282325541274906,0.0
2018-11-21,1.0,-0.24856849841893855,-1.18904367148107,-0.0,-0.9344073156140501,-0.9011195624305616,0.0
2018-11-23,1.0,-0.2505655867161822,-1.1722798480385879,-0.0,-0.9422461262645665,-0.9034874290348742,0.0
2018-11-26,1.0,-0.25220594534395613,-1.1703932151117964,-0.0,-0.9500985179474,-0.9107341728775807,0.0
2018-11-27,1.0,-0.2527916165607284,-1.1730372788180725,-0.0,-0.9545181240336712,-0.9144047414533585,0.0
2018-11-28,1.0,-0.25289923546087106,-1.1749420152907826,-0.0,-0.953483377716691,-0.9138390172665579,0.0
2018-11-29,1.0,-0.21400679117147708,-1.1588285229202036,-0.0,-0.9502971137521222,-0.9213921901528013,0.0
2018-11-30,1.0,-0.21488059828333475,-1.1615534970680716,-0.0,-0.9549162913231921,-0.9177785331860286,0.0
2018-12-03,1.0,-0.21191659234722043,-1.1625684800611542,-0.0,-0.9549836497218328,-0.9173567758100819,0.0
2018-12-04,1.0,-0.19744547229058815,-1.1744038020877536,-0.0,-0.9530255452770942,-0.918526690995502,0.0
2018-12-06,1.0,-0.18699287961583044,-1.0922338135452891,-0.0,-0.9709802947507866,-0.8895926477893691,0.0
2018-12-07,1.0,-0.18274847744127276,-1.0940879148195715,-0.0,-0.9728218088411981,-0.8934001740067117,0.0
2018-12-10,1.0,-0.1492788067529913,-1.0999426323553516,-0.0,-0.9742665136862809,-0.8742419275528602,0.0
2018-12-11,1.0,-0.1455745500758414,-1.101750502193252,-0.0,-0.973312015742221,-0.8788586889681466,0.0
2018-12-12,1.0,-0.15072380325711468,-1.1044579700608654,-0.0,-0.979848659318967,-0.8774058233262051,0.0
2018-12-13,1.0,-0.15225641448725352,-1.110716937546407,-0.0,-0.979993399884498,-0.8820641861232571,0.0
2018-12-14,1.0,-0.1554538708879545,-1.102728996619672,-0.0,-0.9828097947069009,-0.881358727017891,0.0
2018-12-17,1.0,-0.14712171052631579,-1.1019736842105263,-0.0,-0.9774259868421052,-0.8853618421052633,0.0
2018-12-18,1.0,-0.13121377846706392,-1.088645824830626,-0.0,-0.9732674883682965,-0.8881315810954208,0.0
2018-12-19,1.0,-0.1303212113791274,-1.088935145504265,-0.0,-0.9737969878780458,-0.888412717848251,0.0
2018-12-20,1.0,-0.12938311688311688,-1.0736607142857142,-0.0,-0.974715909090909,-0.8806818181818181,0.0
2018-12-21,1.0,-0.12560013019773783,-1.0773862804133778,-0.0,-0.9789242411913094,-0.8867686548946212,0.0
2018-12-24,1.0,-0.1322018574833566,-1.0987096243938521,-0.0,-0.9937946905564231,-0.884770280266294,0.0
2018-12-26,1.0,-0.12951141664620672,-1.099680824944758,-0.0,-0.9847778050576972,-0.8780178410671905,0.0
2018-12-27,1.0,-0.1116976938038344,-1.061644107490176,-0.0,-0.9258127257571548,-0.8702417338149486,0.0
