Date,HAIN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4339975821861717,-0.943649339000897,-0.0,-0.799516437234333,-0.7225363646999181,0.0
2018-09-25,1.0,-0.46882992327365725,-0.9709079283887467,-0.0,-0.8217311381074168,-0.7346946930946292,0.0
2018-09-26,1.0,-0.47035909920876445,-0.9846216271048893,-0.0,-0.8386285250557922,-0.7640495029417732,0.0
2018-09-27,1.0,-0.48355276566257693,-0.9748502017690458,-0.0,-0.8470631394448295,-0.7706762320140219,0.0
2018-09-28,1.0,-0.4811355386058653,-0.9785047110168454,-0.0,-0.8476159399600277,-0.7715054859893136,0.0
2018-10-01,1.0,-0.48265528141549324,-0.9914610616199352,-0.0,-0.8527443655322468,-0.7783981280019705,0.0
2018-10-02,1.0,-0.48720581591161133,-0.976259908818335,-0.0,-0.8589559288618722,-0.7848194849468108,0.0
2018-10-03,1.0,-0.48944140287325566,-0.9848516033425266,-0.0,-0.8590128843699831,-0.783106244597209,0.0
2018-10-04,1.0,-0.49674441605538616,-0.9770048627709553,-0.0,-0.8686227643616583,-0.7786202917662574,0.0
2018-10-05,1.0,-0.4714156453072304,-0.9656165172328699,-0.0,-0.8813029530311755,-0.794521674755285,0.0
2018-10-08,1.0,-0.4670388309662589,-0.9604301781462934,-0.0,-0.8844922420162549,-0.7928331007306461,0.0
2018-10-09,1.0,-0.45956745623069006,-0.9640370751802266,-0.0,-0.8921112255406798,-0.8037487126673533,0.0
2018-10-10,1.0,-0.45829203832177073,-0.968574496200859,-0.0,-0.8935827552031715,-0.8090518665345228,0.0
2018-10-11,1.0,-0.36167406163808613,-0.9511132429947636,-0.0,-0.8637326617899828,-0.8207618819202942,0.0
2018-10-12,1.0,-0.3644451442742983,-0.9382750068889503,-0.0,-0.8404125496988546,-0.793370861709247,0.0
2018-10-15,1.0,-0.3373895976447498,-0.9605103042198234,-0.0,-0.834622178606477,-0.7928949950932287,0.0
2018-10-16,1.0,-0.3301093025084533,-0.9757411339152315,-0.0,-0.833844460171424,-0.7920500117952346,0.0
2018-10-17,1.0,-0.30276149336624497,-0.9260644862696698,-0.0,-0.8267895711200247,-0.8012187596420858,0.0
2018-10-18,1.0,-0.3028584654553871,-0.926860317092929,-0.0,-0.8265247077884503,-0.8013732978436138,0.0
2018-10-19,1.0,-0.284976866898635,-0.9133942568730166,-0.0,-0.8265208580277598,-0.7987228998585248,0.0
2018-10-22,1.0,-0.28560475368986005,-0.8999808318957254,-0.0,-0.8383745447575234,-0.8096607245543415,0.0
2018-10-23,1.0,-0.2833672411807608,-0.9014241295919542,-0.0,-0.8418102951902038,-0.8120609573528846,0.0
2018-10-24,1.0,-0.28186293362049075,-0.8965079609260828,-0.0,-0.8472425198061688,-0.8202445965694948,0.0
2018-10-25,1.0,-0.23296768897843448,-0.8401238713528842,-0.0,-0.8716513693007985,-0.7862846056264459,0.0
2018-10-26,1.0,-0.20561856052182936,-0.829219479653102,-0.0,-0.8911496553257727,-0.7802238529389964,0.0
2018-10-29,1.0,-0.18769117376082553,-0.832319882071126,-0.0,-0.8833241201400406,-0.7819052883729501,0.0
2018-10-30,1.0,-0.15171075706130369,-0.8499682847654938,-0.0,-0.9007499720159695,-0.8288123577478451,0.0
2018-10-31,1.0,-0.15584895891120232,-0.8255482821110247,-0.0,-0.8958911202337364,-0.8211102481600651,0.0
2018-11-01,1.0,-0.12746259813360983,-0.8522811435342912,-0.0,-0.8984224559324544,-0.8250259220856169,0.0
2018-11-02,1.0,-0.12966101694915255,-0.8366617538688284,-0.0,-0.8983787767133383,-0.8198968312453944,0.0
2018-11-05,1.0,-0.12884452466020846,-0.8385207558289439,-0.0,-0.8981914619322996,-0.8177833437695678,0.0
2018-11-06,1.0,-0.1295443662750009,-0.8385207558289439,-0.0,-0.8978231242403034,-0.8174886736159711,0.0
2018-11-07,1.0,-0.13122874463995268,-0.8418231554044063,-0.0,-0.9026689339050717,-0.8208635221055746,0.0
2018-11-08,1.0,-0.09511596380024182,-0.8451251236580808,-0.0,-0.893049499871762,-0.8306159088410948,0.0
2018-11-09,1.0,-0.15530763746172882,-1.0171538816424108,-0.0,-1.0412280333850605,-0.9804135385647779,0.0
2018-11-12,1.0,-0.15357023690357022,-0.9947447447447447,-0.0,-1.0472972972972971,-0.9752252252252253,0.0
2018-11-13,1.0,-0.10600500417014179,-1.0037948290241867,-0.0,-1.0734361968306922,-0.986905754795663,0.0
2018-11-14,1.0,-0.1050190145848134,-1.0078565757031217,-0.0,-1.0761001295499186,-0.9900956997785114,0.0
2018-11-15,1.0,-0.10454259995813271,-1.0156164957086036,-0.0,-1.088674900565208,-0.9779359430604982,0.0
2018-11-16,1.0,-0.10118029778537765,-1.0041706635525711,-0.0,-1.0846227634816699,-0.9806898277515952,0.0
2018-11-19,1.0,-0.10105517787880051,-1.004212370188097,-0.0,-1.0847061767527213,-0.9807315343871209,0.0
2018-11-20,1.0,-0.04331442295747236,-0.9927533231189697,-0.0,-1.0935856557207337,-1.0113048159344071,0.0
2018-11-21,1.0,-0.05098650477870298,-0.9847409655851348,-0.0,-1.093687189794495,-0.9725173304893555,0.0
2018-11-23,1.0,-0.052413906064452724,-0.9715818353056795,-0.0,-1.0977846935014945,-0.9730150280496294,0.0
2018-11-26,1.0,-0.05116545819507599,-0.9800499774691738,-0.0,-1.0952029822620948,-0.9700544836344271,0.0
2018-11-27,1.0,-0.02993083211066862,-1.0365961014462377,-0.0,-1.129281073150283,-0.9961852861035422,0.0
2018-11-28,1.0,-0.028834046839587006,-1.0465877612692016,-0.0,-1.1265844035927137,-0.9950893981364896,0.0
2018-11-29,1.0,-0.0,-1.030237401082882,-0.0,-1.124698042482299,-1.0099958350687213,0.0
2018-11-30,1.0,-0.0,-1.0313255019578438,-0.0,-1.1272181954511373,-1.0070815629425978,0.0
2018-12-03,1.0,-0.0,-1.0318537641572285,-0.0,-1.126124250499667,-1.0059127248500999,0.0
2018-12-04,1.0,-0.0,-1.0336127479458876,-0.0,-1.116067723462528,-1.0000829944393725,0.0
2018-12-06,1.0,-0.0,-0.939276278920823,-0.0,-1.1082779601312946,-0.9553278360419503,0.0
2018-12-07,1.0,-0.0,-0.939304159827041,-0.0,-1.108379709332586,-0.9559995195579933,0.0
2018-12-10,1.0,-0.0,-0.9287772908523826,-0.0,-1.091515653993446,-0.9277507994788582,0.0
2018-12-11,1.0,-0.0,-0.9286616660086853,-0.0,-1.0923805763916303,-0.9268061587050926,0.0
2018-12-12,1.0,-0.0,-0.9307972160708637,-0.0,-1.0926526415691238,-0.9309949383106612,0.0
2018-12-13,1.0,-0.0,-0.9298391240760505,-0.0,-1.09253330171153,-0.9303925056326338,0.0
2018-12-14,1.0,-0.0,-0.9129764352364385,-0.0,-1.1076229637830144,-0.9331804523169382,0.0
2018-12-17,1.0,-0.0,-0.9094100015775358,-0.0,-1.10080454330336,-0.9336251774727875,0.0
2018-12-18,1.0,-0.0,-0.9360481444332999,-0.0,-1.1265797392176529,-0.949408224674022,0.0
