Date,AMSC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-26,1.0,-1.0024189646831156,-2.8805999032414125,-0.0,-2.4881470730527333,-2.3046927914852446,0.0
2018-11-27,1.0,-0.9700191570881226,-2.870210727969349,-0.0,-2.461111111111111,-2.2772030651340995,0.0
2018-11-28,1.0,-0.9733563350584626,-2.862085489745064,-0.0,-2.467126701169254,-2.281483611270845,0.0
2018-11-29,1.0,-0.8831938305276027,-2.8104956268221577,-0.0,-2.437693971597856,-2.273206056616195,0.0
2018-11-30,1.0,-0.8849665819448366,-2.8148357337851833,-0.0,-2.4438482537889485,-2.2698860962063447,0.0
2018-12-03,1.0,-0.8801617909886181,-2.8149750729000096,-0.0,-2.442949863606434,-2.268366099144013,0.0
2018-12-04,1.0,-0.8610512508198257,-2.814297760704582,-0.0,-2.434460788906587,-2.2596270964115055,0.0
2018-12-06,1.0,-0.8254098360655738,-2.644444444444445,-0.0,-2.4465391621129324,-2.1911657559198545,0.0
2018-12-07,1.0,-0.8356888848363271,-2.646484909273274,-0.0,-2.4497127746876997,-2.18637731375946,0.0
2018-12-10,1.0,-0.758018018018018,-2.6587387387387387,-0.0,-2.4485585585585583,-2.1436036036036037,0.0
2018-12-11,1.0,-0.766985042349973,-2.6558839430528027,-0.0,-2.4511623715984863,-2.136511083078032,0.0
2018-12-12,1.0,-0.7726000180619526,-2.6610674613925767,-0.0,-2.459767000812788,-2.13754176826515,0.0
2018-12-13,1.0,-0.7696330357947887,-2.6548552880714094,-0.0,-2.4591109908935174,-2.1327202236047245,0.0
2018-12-14,1.0,-0.7695781772197633,-2.667600036130431,-0.0,-2.4585854936320115,-2.1367536807876433,0.0
2018-12-17,1.0,-0.7177434030937216,-2.7022747952684263,-0.0,-2.4556869881710646,-2.2234758871701548,0.0
2018-12-18,1.0,-0.6790011761512712,-2.6759250882113452,-0.0,-2.4545372297113905,-2.2377635031213243,0.0
2018-12-19,1.0,-0.6831960908515067,-2.67514252103882,-0.0,-2.4532621482218806,-2.237354085603113,0.0
2018-12-20,1.0,-0.6798177676537585,-2.662323462414579,-0.0,-2.5133485193621867,-2.256127562642369,0.0
2018-12-21,1.0,-0.7338014981273407,-2.714887640449438,-0.0,-2.572846441947566,-2.3418539325842693,0.0
2018-12-24,1.0,-0.6789678135405106,-2.654180540140585,-0.0,-2.5489271180170183,-2.3668146503884575,0.0
2018-12-26,1.0,-0.6683720080394665,-2.6681892928923805,-0.0,-2.4800840489676594,-2.319203361958706,0.0
2018-12-27,1.0,-0.5005636978579482,-2.5547654149683465,-0.0,-2.3023154973549564,-2.314716850229815,0.0
2018-12-28,1.0,-0.4911124598976849,-2.5662880430070234,-0.0,-2.302263071187028,-2.311107257435186,0.0
2018-12-31,1.0,-0.48089427273537017,-2.668566847777679,-0.0,-2.3779282087823996,-2.379709628573974,0.0
2019-01-02,1.0,-0.47199004090343233,-2.6662813444780364,-0.0,-2.372754757247021,-2.381024364218389,0.0
2019-01-03,1.0,-0.4681551325386942,-2.668742216687422,-0.0,-2.3739548123109766,-2.3843622131293363,0.0
2019-01-04,1.0,-0.41055408970976254,-2.666930518909411,-0.0,-2.340193491644679,-2.377396657871592,0.0
2019-01-07,1.0,-0.34047350620067646,-2.6110484780157837,-0.0,-2.3643222617292516,-2.356430491717978,0.0
2019-01-08,1.0,-0.3440739460953697,-2.575501036627505,-0.0,-2.373876986869385,-2.345024187975121,0.0
2019-01-09,1.0,-0.3363761625904237,-2.5564932828108855,-0.0,-2.369962108163968,-2.348949362728212,0.0
2019-01-10,1.0,-0.33984845875667297,-2.548820389185466,-0.0,-2.375753401067677,-2.3458756672980887,0.0
2019-01-11,1.0,-0.3443485763589301,-2.5261432269197583,-0.0,-2.3867989646246763,-2.370750647109577,0.0
2019-01-14,1.0,-0.3656703524533518,-2.5272114720110572,-0.0,-2.3902902557014514,-2.3553040774015206,0.0
2019-01-15,1.0,-0.3615297499782211,-2.5271365101489676,-0.0,-2.4190260475651186,-2.4037808171443507,0.0
2019-01-16,1.0,-0.32213352048425303,-2.5520659706991844,-0.0,-2.424598649004299,-2.473901219405211,0.0
2019-01-17,1.0,-0.33152221540618704,-2.5372009464551746,-0.0,-2.422048900184033,-2.4727894137236,0.0
2019-01-18,1.0,-0.34716814159292037,-2.5280530973451323,-0.0,-2.440796460176991,-2.533451327433628,0.0
2019-01-22,1.0,-0.0,-2.729990800367985,-0.0,-2.773689052437902,-2.6960441582336703,0.0
2019-01-23,1.0,-0.0,-2.4949942411623995,-0.0,-2.6732524142819174,-2.6915034996013114,0.0
2019-01-24,1.0,-0.0,-2.4570875835385158,-0.0,-2.6763102356665494,-2.6600422089342244,0.0
2019-01-25,1.0,-0.0,-2.4372029250457037,-0.0,-2.8768738574040222,-2.8266910420475324,0.0
2019-01-28,1.0,-0.0,-2.377894832440287,-0.0,-2.901098901098901,-2.8028335301062572,0.0
2019-01-29,1.0,-0.0,-2.369035671927744,-0.0,-2.9191679591278166,-2.835142778943527,0.0
2019-01-30,1.0,-0.0,-2.3669950738916254,-0.0,-2.9170771756978655,-2.838441890166028,0.0
2019-01-31,1.0,-0.0,-2.3996347031963468,-0.0,-2.85689497716895,-2.8758904109589043,0.0
2019-02-01,1.0,-0.0,-2.3930461763095456,-0.0,-2.8673115532031392,-2.8653951450994706,0.0
2019-02-04,1.0,-0.0,-2.400585330162795,-0.0,-2.867294677153832,-2.8779037863544903,0.0
2019-02-05,1.0,-0.0,-2.380109370655297,-0.0,-2.900268792288442,-2.988321438502178,0.0
2019-02-06,1.0,-0.0,-2.3654327859727244,-0.0,-2.899712403748029,-3.0122460339549124,0.0
2019-02-07,1.0,-0.0,-2.3816037735849056,-0.0,-2.9409433962264155,-3.111415094339623,0.0
2019-02-08,1.0,-0.0,-2.42900880214313,-0.0,-3.017412935323383,-3.1211251435132032,0.0
2019-02-11,1.0,-0.0,-2.3775510204081636,-0.0,-3.0132557695975586,-3.1458134655731453,0.0
2019-02-12,1.0,-0.0,-2.4084776576404168,-0.0,-3.0221988326475935,-3.1377858578126494,0.0
2019-02-13,1.0,-0.0,-2.4370810189618846,-0.0,-3.0169507757134646,-3.122581880865735,0.0
2019-02-14,1.0,-0.0,-2.3698275862068963,-0.0,-3.0654214559386967,-3.143295019157088,0.0
2019-02-15,1.0,-0.0,-2.4228850949549203,-0.0,-3.044504124304623,-3.1241127949357375,0.0
2019-02-19,1.0,-0.0,-2.412760163392336,-0.0,-3.137230110873371,-3.17574401867341,0.0
2019-02-20,1.0,-0.0,-2.4398328149300155,-0.0,-3.113335925349922,-3.1668934681181957,0.0
2019-02-21,1.0,-0.0,-2.4474349008938985,-0.0,-3.1107656432180333,-3.158083948698018,0.0
2019-02-22,1.0,-0.0,-2.435284979124187,-0.0,-3.125837459947568,-3.148558112438101,0.0
2019-02-25,1.0,-0.0,-2.42271354826142,-0.0,-3.1499951300282456,-3.167234830037986,0.0
2019-02-26,1.0,-0.0,-2.3559402644345098,-0.0,-3.0814230000951204,-3.074669456862932,0.0
2019-02-27,1.0,-0.0,-2.3623202209734258,-0.0,-3.0910562910753403,-3.0712448804648065,0.0
2019-02-28,1.0,-0.0,-2.362977790487084,-0.0,-3.0921742445906015,-3.076827757125155,0.0
2019-03-01,1.0,-0.0,-2.3665904326281684,-0.0,-3.0908137983609683,-3.071850581284543,0.0
2019-03-04,1.0,-0.0,-2.3153187082195648,-0.0,-3.0643065624705774,-3.0355898691272007,0.0
2019-03-05,1.0,-0.0,-2.284973604826546,-0.0,-3.1016214177978885,-3.040252639517346,0.0
2019-03-06,1.0,-0.0,-2.279672192916353,-0.0,-3.101168048229088,-3.0389035418236623,0.0
2019-03-07,1.0,-0.0,-2.239973763118441,-0.0,-3.114973763118441,-3.015367316341829,0.0
2019-03-08,1.0,-0.0,-2.263531669865643,-0.0,-3.238675623800384,-3.094721689059501,0.0
2019-03-11,1.0,-0.0,-2.2844751973491864,-0.0,-3.2780430757236134,-3.1831205535522855,0.0
2019-03-12,1.0,-0.0,-2.169491525423729,-0.0,-3.2991428014806155,-3.272355347749854,0.0
2019-03-13,1.0,-0.0,-2.209582598471487,-0.0,-3.31559866745052,-3.272976680384088,0.0
2019-03-14,1.0,-0.0,-2.220860699931379,-0.0,-3.3092834035878833,-3.272816390549946,0.0
2019-03-15,1.0,-0.0,-2.230223623288346,-0.0,-3.3250911240271894,-3.296029947788395,0.0
2019-03-18,1.0,-0.0,-2.3323198540589845,-0.0,-3.4234316408229453,-3.379041248606466,0.0
2019-03-19,1.0,-0.0,-2.3468137254901964,-0.0,-3.4483251633986933,-3.417279411764706,0.0
2019-03-20,1.0,-0.0,-2.3669367244385193,-0.0,-3.4530817352066454,-3.4354425187160293,0.0
2019-03-21,1.0,-0.0,-2.3674556819346244,-0.0,-3.4723844656214777,-3.407213853878471,0.0
2019-03-22,1.0,-0.0,-2.409535838332807,-0.01463003894326913,-3.6320387327649724,-3.4690032628144407,0.0
2019-03-25,1.0,-0.0,-2.164573898723755,-0.14748867846850558,-3.5802799505969536,-3.399958830794566,0.0
2019-03-26,1.0,-0.0,-2.231782540512284,-0.1864087820177731,-3.603031887088343,-3.433455305802404,0.0
2019-03-27,1.0,-0.0,-2.19912198181248,-0.20434828054771612,-3.616494198808404,-3.432737535277516,0.0
2019-03-28,1.0,-0.0,-2.190256678889471,-0.23614457831325303,-3.600942902042955,-3.449345206914615,0.0
2019-03-29,1.0,-0.0,-2.180896645417494,-0.25854321245689205,-3.5757132406730068,-3.4353641968857773,0.0
2019-04-01,1.0,-0.0,-2.229138238690039,-0.23732549595885383,-3.5975648157867117,-3.432455127532277,0.0
2019-04-02,1.0,-0.0,-2.2649218001915097,-0.38312586445366525,-3.6366634748377487,-3.3548249813809976,0.0
2019-04-03,1.0,-0.0,-2.2689721421709894,-0.3792293734656847,-3.670936065748746,-3.3543601238125733,0.0
2019-04-04,1.0,-0.0,-2.2631354577427265,-0.36246403069380795,-3.666844292870084,-3.365128423745071,0.0
2019-04-05,1.0,-0.0,-2.2536914187887866,-0.38422854697196657,-3.6866038947143163,-3.3752407447036163,0.0
2019-04-08,1.0,-0.0,-2.236532706284737,-0.38745190252244543,-3.6889696451474987,-3.3753740914920907,0.0
2019-04-09,1.0,-0.0,-2.215420962199313,-0.422680412371134,-3.7273410652920966,-3.3733891752577323,0.0
2019-04-10,1.0,-0.0,-2.180085653104925,-0.4410064239828694,-3.7267665952890794,-3.358779443254818,0.0
2019-04-11,1.0,-0.0,-2.1315311464900093,-0.48926167325568964,-3.7408911208462436,-3.323325141574954,0.0
2019-04-12,1.0,-0.0,-2.1296811470147654,-0.4800984378343676,-3.754333404665098,-3.335651615664456,0.0
2019-04-15,1.0,-0.0,-2.156614785992218,-0.48908344141807175,-3.774210981409425,-3.388456549935149,0.0
2019-04-16,1.0,-0.0,-2.1642308108693302,-0.4847894337988525,-3.7813142795279853,-3.395582981487496,0.0
2019-04-17,1.0,-0.0,-2.1158933217692977,-0.542172593235039,-3.80724197745013,-3.375867302688638,0.0
2019-04-18,1.0,-0.0,-2.117232404294545,-0.5370350287387485,-3.806528576076347,-3.3841231970502115,0.0
2019-04-22,1.0,-0.0,-2.1270531926465788,-0.5236593059936909,-3.8255194169476776,-3.4016099205917545,0.0
2019-04-23,1.0,-0.0,-2.132194538135132,-0.5306277880535306,-3.8258078555108255,-3.3915787183113912,0.0
2019-04-24,1.0,-0.0,-2.0905144345561104,-0.5400477534187107,-3.8187540698936404,-3.4038419795962667,0.0
2019-04-25,1.0,-0.0,-2.0842666086767423,-0.5704033924105687,-3.8234206806567363,-3.394911384147005,0.0
2019-04-26,1.0,-0.0,-2.0753899480069324,-0.6064774696707106,-3.7930025996533794,-3.357019064124783,0.0
2019-04-29,1.0,-0.0,-2.0575757575757576,-0.5925324675324676,-3.796753246753247,-3.375649350649351,0.0
2019-04-30,1.0,-0.0,-2.0474072466912565,-0.6054458667823823,-3.8130830982859627,-3.382512475591235,0.0
2019-05-01,1.0,-0.0,-2.0749018752725688,-0.5902747492368077,-3.848560837331008,-3.389010030527693,0.0
2019-05-02,1.0,-0.0,-2.0813256295650278,-0.5777826229150768,-3.8271012754823936,-3.4153493949634797,0.0
2019-05-03,1.0,-0.0,-2.0804973821989527,-0.5724258289703316,-3.8338787085514836,-3.4208115183246077,0.0
2019-05-06,1.0,-0.0,-2.0015233949945594,-0.6005440696409141,-3.840914036996736,-3.438520130576714,0.0
2019-05-07,1.0,-0.0,-2.0004352557127314,-0.613601741022851,-3.829488574537541,-3.4378672470076173,0.0
2019-05-08,1.0,-0.0,-1.9769030579050098,-0.6763175016265452,-3.7703318152244636,-3.4200824116243767,0.0
2019-05-09,1.0,-0.0,-1.9725715524718126,-0.6837597571552472,-3.774718126626192,-3.410234171725932,0.0
2019-05-10,1.0,-0.0,-1.9725048711842388,-0.6897596882442086,-3.764342931370426,-3.398246373673955,0.0
2019-05-13,1.0,-0.0,-1.9763140817650877,-0.6786718581008003,-3.761410339606316,-3.3991996539043914,0.0
2019-05-14,1.0,-0.0,-1.7989395546129376,-0.8467656415694592,-3.6583244962884414,-3.300636267232238,0.0
2019-05-15,1.0,-0.0,-1.7948473282442747,-0.8823155216284987,-3.651399491094147,-3.273642917726887,0.0
2019-05-16,1.0,-0.0,-1.797181307618947,-0.8946699162869557,-3.638126523259511,-3.266610151531207,0.0
2019-05-17,1.0,-0.0,-1.7468953904441171,-0.924963165649337,-3.571458640286256,-3.2806777520522,0.0
2019-05-20,1.0,-0.0,-1.7178004415939438,-0.9482704237199033,-3.5678687835138256,-3.2802018715171903,0.0
2019-05-21,1.0,-0.0,-1.719176643562277,-0.9606175173282924,-3.5491493383742907,-3.27284183994959,0.0
2019-05-22,1.0,-0.0,-1.6888492978411231,-0.9854328233074827,-3.545902326556277,-3.2597987843219447,0.0
2019-05-23,1.0,-0.0,-1.6709375,-0.9451041666666667,-3.5296874999999996,-3.2708333333333335,0.0
2019-05-24,1.0,-0.0,-1.6028787408097753,-0.9806358082220151,-3.508957233095164,-3.262710986848918,0.0
2019-05-28,1.0,-0.0,-1.5955927995034143,-0.9836540451065591,-3.5067246016966687,-3.2596730809021315,0.0
2019-05-29,1.0,-0.0,-1.6231432429625015,-0.9975070115300718,-3.5328762854471805,-3.2339254180949415,0.0
2019-05-30,1.0,-0.0,-1.6192403486924034,-0.9886882523868824,-3.5336239103362392,-3.236197592361976,0.0
2019-05-31,1.0,-0.0,-1.6333056478405314,-0.9806893687707641,-3.5312499999999996,-3.236814784053156,0.0
2019-06-03,1.0,-0.0,-1.6119770303527483,-0.9980516817063168,-3.4860541427399507,-3.1582239540607056,0.0
2019-06-04,1.0,-0.0,-1.6083256433917767,-1.005229160258382,-3.492258792166513,-3.1472367476673844,0.0
2019-06-05,1.0,-0.0,-1.5629629629629629,-1.0678843226788433,-3.5085743277524104,-3.0077118214104517,0.0
2019-06-06,1.0,-0.0,-1.5694613203726204,-1.045159983799109,-3.49179829890644,-3.0191373025516404,0.0
2019-06-07,1.0,-0.0,-1.7662658363753487,-1.0863216663087825,-3.689392312647627,-3.1945458449645696,0.0
2019-06-10,1.0,-0.0,-1.7721880957424274,-1.1005083668714255,-3.5708536327049356,-3.147426392713408,0.0
2019-06-11,1.0,-0.0,-1.7719335604770017,-1.1812180579216354,-3.560051107325383,-3.1340502555366268,0.0
2019-06-12,1.0,-0.0,-1.7741798040051129,-1.1810822326374095,-3.5597571367703447,-3.136876864081806,0.0
2019-06-13,1.0,-0.0,-1.8161449399656946,-1.2208404802744424,-3.564322469982847,-3.1189965694682673,0.0
2019-06-14,1.0,-0.0,-1.7934538453310516,-1.2526473419617072,-3.5653011017221092,-3.0849288693977965,0.0
2019-06-17,1.0,-0.0,-1.7888722768047842,-1.2514950875694149,-3.565143101238787,-3.073579666809056,0.0
2019-06-18,1.0,-0.0,-1.7707488798805204,-1.2561339876253466,-3.562620012801365,-3.078301685513121,0.0
2019-06-19,1.0,-0.0,-1.7676242976783632,-1.2652390543835472,-3.5404431251987702,-3.0277748330329692,0.0
2019-06-20,1.0,-0.0,-1.7420742074207423,-1.1403140314031404,-3.283728372837284,-2.8347834783478345,0.0
2019-06-21,1.0,-0.0,-1.7584213673510067,-1.1277655969703009,-3.253537970898943,-2.826390273071557,0.0
2019-06-24,1.0,-0.0,-1.6617002629272566,-1.1093582627324958,-3.138280260979647,-2.82861038075762,0.0
2019-06-25,1.0,-0.0,-1.663875365141188,-1.1089581304771179,-3.1367088607594935,-2.8275559883154817,0.0
2019-06-26,1.0,-0.0,-1.6716767519031817,-1.0929143080226429,-3.1196564512980673,-2.875658793675581,0.0
2019-06-27,1.0,-0.0,-1.6465138956606533,-1.1217942467089226,-3.1114578254509992,-2.8714773281326185,0.0
2019-06-28,1.0,-0.0,-1.6196730881494454,-1.1280404748005448,-3.116170461179218,-2.865635337614322,0.0
2019-07-01,1.0,-0.0,-1.6060959037080178,-1.1265773636187149,-3.1160939623374104,-2.858085808580858,0.0
2019-07-02,1.0,-0.0,-1.5999610288386594,-1.1265588464536243,-3.1472135619641466,-2.8690568978955575,0.0
2019-07-03,1.0,-0.0,-1.628811571540266,-1.1097537138389366,-3.1488467552775607,-2.8858483189992183,0.0
2019-07-05,1.0,-0.0,-1.608958719625256,-1.10988582024007,-3.1481409192934513,-2.8919683809895576,0.0
2019-07-08,1.0,-0.0,-1.6081186572989852,-1.1112412177985949,-3.1476385636221704,-2.891100702576112,0.0
2019-07-09,1.0,-0.0,-1.590740015661707,-1.119518402505873,-3.163077525450274,-2.9152310101801095,0.0
2019-07-10,1.0,-0.0,-1.5681548794942712,-1.1127024891347295,-3.2270841564598975,-2.9695772421967606,0.0
2019-07-11,1.0,-0.0,-1.5544466403162056,-1.1343873517786562,-3.233201581027668,-2.9594861660079053,0.0
2019-07-12,1.0,-0.0,-1.5675996439521314,-1.1368806250618138,-3.23687073484324,-2.9489664721590345,0.0
2019-07-15,1.0,-0.0,-1.612115821721514,-1.1689890305366144,-3.2073327403893663,-2.893961853938136,0.0
2019-07-16,1.0,-0.0,-1.6246537396121883,-1.2046893549663633,-3.2033043134151167,-2.8605065294815986,0.0
2019-07-17,1.0,-0.0,-1.6432320031686305,-1.1983364689573226,-3.2020001980394097,-2.8584018219625706,0.0
2019-07-18,1.0,-0.0,-1.6227892142650042,-1.1670049289649174,-3.109017106407654,-2.7657291968686573,0.0
2019-07-19,1.0,-0.0,-1.6273411855570572,-1.1775439273991117,-3.0953852094999035,-2.7540065649739334,0.0
2019-07-22,1.0,-0.0,-1.6094142663831432,-1.1709839551517494,-3.1113473806301957,-2.773922288807269,0.0
2019-07-23,1.0,-0.0,-1.61211065970207,-1.1745985683884697,-3.1136583478429096,-2.7726833043141808,0.0
2019-07-24,1.0,-0.0,-1.610429447852761,-1.1916219325153374,-3.062116564417178,-2.7217216257668713,0.0
2019-07-25,1.0,-0.0,-1.562043795620438,-1.2276219746446406,-3.1088167499039567,-2.705724164425663,0.0
2019-07-26,1.0,-0.0,-1.545785789625084,-1.2242784543100969,-3.111803624508582,-2.706779173458625,0.0
2019-07-29,1.0,-0.0,-1.5232156561780508,-1.2247697620874904,-3.116941673062164,-2.7282233307751342,0.0
2019-07-30,1.0,-0.0,-1.5220687008251776,-1.2283630781040107,-3.11303012857417,-2.731625407791211,0.0
2019-07-31,1.0,-0.0,-1.558713752512202,-1.216767154751651,-3.0837400708201743,-2.710977126997799,0.0
2019-08-01,1.0,-0.0,-1.5934548230130712,-1.2099990458925673,-3.057818910409312,-2.6798015456540405,0.0
2019-08-02,1.0,-0.0,-1.5678696599412711,-1.2033721701240883,-3.0210287013356067,-2.6801174576110642,0.0
2019-08-05,1.0,-0.0,-1.5626359081024865,-1.1876713623900919,-3.020421669660584,-2.683747754561785,0.0
2019-08-06,1.0,-0.0,-1.5335110784223591,-1.1391008550151696,-2.8958352486898957,-2.6252643192056633,0.0
2019-08-07,1.0,-0.0,-1.5541903539336146,-1.1011369888134972,-2.87584815697781,-2.6380891252521548,0.0
2019-08-08,1.0,-0.0,-1.5744741062163947,-1.1471559286859732,-2.9940571644184515,-2.7173851523441184,0.0
2019-08-09,1.0,-0.0,-1.5326741996233522,-1.1278719397363464,-2.981167608286252,-2.774482109227872,0.0
2019-08-12,1.0,-0.0,-1.5213795695893244,-1.146038906117846,-2.978667418475707,-2.751527112113523,0.0
2019-08-13,1.0,-0.0,-1.4873642830400597,-1.1382441033320854,-2.9755709472107825,-2.7586110071134406,0.0
2019-08-14,1.0,-0.0,-1.5084888059701491,-1.1299440298507462,-2.9458955223880596,-2.7439365671641793,0.0
2019-08-15,1.0,-0.0,-1.5274745269286754,-1.1364628820960698,-2.85589519650655,-2.577692867540029,0.0
2019-08-16,1.0,-0.0,-1.5242559388368073,-1.1408937835623918,-2.8586511331573683,-2.5778647492491125,0.0
2019-08-19,1.0,-0.0,-1.4919079302283762,-1.14313972307139,-2.829077504046035,-2.527063477791764,0.0
2019-08-20,1.0,-0.0,-1.4918517191977079,-1.1488180515759312,-2.8125,-2.5009849570200573,0.0
2019-08-21,1.0,-0.0,-1.494237469847226,-1.1423210935406056,-2.806754221388368,-2.490842490842491,0.0
2019-08-22,1.0,-0.0,-1.4955404923296467,-1.127185158758473,-2.8051195148055657,-2.4911701748127006,0.0
2019-08-23,1.0,-0.0,-1.5039355992844365,-1.1322003577817532,-2.8189624329159213,-2.489445438282648,0.0
2019-08-26,1.0,-0.0,-1.45079950799508,-1.1215955016693022,-2.7835178351783516,-2.4298892988929888,0.0
2019-08-27,1.0,-0.0,-1.443626161669297,-1.1103805014904438,-2.774855339295108,-2.438453445554971,0.0
2019-08-28,1.0,-0.0,-1.4308779891778671,-1.118519811485425,-2.7650549834176994,-2.4129865596090068,0.0
2019-08-29,1.0,-0.0,-1.4327080992307029,-1.125940012101305,-2.726683377992912,-2.3584579479643875,0.0
2019-08-30,1.0,-0.0,-1.4100335599346012,-1.133379227260993,-2.724894587384907,-2.3367180104982364,0.0
2019-09-03,1.0,-0.0,-1.4264300482425913,-1.1548931771192281,-2.7191592005513434,-2.314179875947622,0.0
2019-09-04,1.0,-0.0,-1.4086724597780262,-1.1704379248042673,-2.709885571711262,-2.314720812182741,0.0
2019-09-05,1.0,-0.0,-1.428473354500987,-1.1599588088904147,-2.714494121685403,-2.2785548785720415,0.0
2019-09-06,1.0,-0.0,-1.3784098469727213,-1.161593479707252,-2.6197604790419162,-2.1568529607451765,0.0
