Date,ICLN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21596752992182275,-0.3187971311947974,-0.09722574545119111,-0.3617139035583331,-0.3123861356455965,0.0
2018-09-25,1.0,-0.21523224674485178,-0.3204127804968141,-0.09550743374272785,-0.3631452581032413,-0.3143180349062702,0.0
2018-09-26,1.0,-0.21494550157029374,-0.3202244596342139,-0.09451782745242934,-0.36361537040458153,-0.3159754295215223,0.0
2018-09-27,1.0,-0.2164039602132423,-0.316309339733678,-0.09563591885716924,-0.36361957951582013,-0.31582469825298287,0.0
2018-09-28,1.0,-0.21549077984721549,-0.3171778716333172,-0.09591728403609591,-0.3634978882503635,-0.31586235546631586,0.0
2018-10-01,1.0,-0.2157546102891961,-0.31689246889930067,-0.09592171163477739,-0.36360698871373515,-0.3158307752671544,0.0
2018-10-02,1.0,-0.2158275042131265,-0.3176812798670268,-0.09592077013643603,-0.363413902163123,-0.3157190017775931,0.0
2018-10-03,1.0,-0.21585526467801935,-0.309179971810809,-0.09424894290533514,-0.36816931999353036,-0.3231359319762471,0.0
2018-10-04,1.0,-0.2184922486888617,-0.30510824111082874,-0.09458678927061433,-0.3716239632188157,-0.32054155211052837,0.0
2018-10-05,1.0,-0.2169611144425481,-0.30384242815628026,-0.0923474329996771,-0.3725264080446515,-0.3207020619032243,0.0
2018-10-08,1.0,-0.21634449231619932,-0.3026979701863926,-0.09139921203603436,-0.373176969333917,-0.3203695597078543,0.0
2018-10-09,1.0,-0.21411096750369277,-0.3046067208271787,-0.08417189807976366,-0.3782080871491876,-0.3268786927621861,0.0
2018-10-10,1.0,-0.2149004406912623,-0.30361551417826077,-0.08513878313836783,-0.3786483929766272,-0.32498096490620887,0.0
2018-10-11,1.0,-0.2033423647002573,-0.2986270804398807,-0.070877256893058,-0.37672184148812643,-0.3272466473896314,0.0
2018-10-12,1.0,-0.20622673434856179,-0.2929498025944726,-0.07000564015792442,-0.36924985899605195,-0.31763113367174284,0.0
2018-10-15,1.0,-0.20908228705627316,-0.28861439797669586,-0.07287056273146057,-0.37022400867130345,-0.31733809050672923,0.0
2018-10-16,1.0,-0.2086033645703963,-0.29057242858755783,-0.07140115163147794,-0.3702608106582364,-0.3172631816642204,0.0
2018-10-17,1.0,-0.20496768982229402,-0.2815697361335487,-0.06859181475498115,-0.3695252198887094,-0.3190854424699336,0.0
2018-10-18,1.0,-0.20486414933476926,-0.28141616746314874,-0.06860963406699423,-0.36963496443876065,-0.3190639653586413,0.0
2018-10-19,1.0,-0.20050438547548374,-0.2756265762046109,-0.06485593768830762,-0.3717053139018457,-0.31907960809694913,0.0
2018-10-22,1.0,-0.20271477049473122,-0.27094123950705484,-0.05893909626719057,-0.37665208072870154,-0.32331666368994466,0.0
2018-10-23,1.0,-0.2036516226954154,-0.27056827820186596,-0.06120262488281773,-0.37451453060131246,-0.32208383554305614,0.0
2018-10-24,1.0,-0.20295665808041213,-0.27590995632209653,-0.06370254227797066,-0.37565236868630303,-0.32167095979392984,0.0
2018-10-25,1.0,-0.19170995861583165,-0.25803469226028003,-0.06262657391916879,-0.3785110504534648,-0.31040327551289953,0.0
2018-10-26,1.0,-0.18855602550897418,-0.2549801669917381,-0.0588415769980934,-0.38066226907146455,-0.3084306721307883,0.0
2018-10-29,1.0,-0.1820405310971349,-0.2585167714884696,-0.05348095737246681,-0.3781009783368274,-0.31164832285115307,0.0
2018-10-30,1.0,-0.1930151491899239,-0.25992589831846186,-0.05908403306075023,-0.3783570473329972,-0.30199723762962316,0.0
2018-10-31,1.0,-0.19356955380577426,-0.2558398950131234,-0.059689413823272086,-0.3774496937882765,-0.30065616797900263,0.0
2018-11-01,1.0,-0.19331627408525248,-0.2561730420138661,-0.059444918312446686,-0.3774467992039018,-0.30070205367101893,0.0
2018-11-02,1.0,-0.19098055622839277,-0.26961442758681436,-0.06040120670292648,-0.3763459802259265,-0.30464844868209545,0.0
2018-11-05,1.0,-0.1887589987451291,-0.27591748673579464,-0.06032186337318099,-0.37696761552517444,-0.2995618959557933,0.0
2018-11-06,1.0,-0.18376445660810453,-0.2736161384302993,-0.06254966010417587,-0.38136752891321624,-0.30581795709367,0.0
2018-11-07,1.0,-0.18483904465212875,-0.27427586664015374,-0.060824992819425105,-0.38277987671505265,-0.3066657829036035,0.0
2018-11-08,1.0,-0.1862775466855474,-0.2743384370298257,-0.061421364722541824,-0.38423754314541114,-0.30628816709443313,0.0
2018-11-09,1.0,-0.1869355409952187,-0.27472551797414557,-0.06107225075261201,-0.3841420223127324,-0.30671152824508585,0.0
2018-11-12,1.0,-0.18678357665039647,-0.2695187401992181,-0.06098018861673697,-0.38582503257724676,-0.30554144488371576,0.0
2018-11-13,1.0,-0.17787532923617208,-0.26793239683933273,-0.051316944688323096,-0.39187884108867427,-0.3059262510974539,0.0
2018-11-14,1.0,-0.17823281538056363,-0.26757966815907297,-0.05135633394785357,-0.39186638574313054,-0.3057018698972873,0.0
2018-11-15,1.0,-0.17835847071203087,-0.2678884601894072,-0.05055243774114346,-0.3936118905647141,-0.3018239214310768,0.0
2018-11-16,1.0,-0.1776940929193852,-0.265271270306958,-0.049765731050488246,-0.39319963217585496,-0.3034768139422867,0.0
2018-11-19,1.0,-0.17764239223335013,-0.26696763165391946,-0.0461966645482238,-0.39573973833578047,-0.30496811378229716,0.0
2018-11-20,1.0,-0.16739462764795807,-0.264861323433064,-0.035029482419742304,-0.4013758462546408,-0.3151998252893645,0.0
2018-11-21,1.0,-0.16781224170183145,-0.26199591073215295,-0.03645538782790273,-0.4004872319136904,-0.30841345108104584,0.0
2018-11-23,1.0,-0.16884705265686767,-0.27309061524013367,-0.03249830737982397,-0.3997422849280363,-0.3098259331251229,0.0
2018-11-26,1.0,-0.1687591432127339,-0.27509334264940283,-0.03194392890674469,-0.39882966877006043,-0.30880586912378,0.0
2018-11-27,1.0,-0.1674431768701559,-0.2769746581903684,-0.027018200818601408,-0.39826264913350173,-0.3074544979534965,0.0
2018-11-28,1.0,-0.16988796435825196,-0.26547860839939724,-0.02900259887745965,-0.4065605276376422,-0.3130009390901745,0.0
2018-11-29,1.0,-0.16568394943539086,-0.26333195535345183,-0.025673940949935813,-0.4064750549378821,-0.31457104936794233,0.0
2018-11-30,1.0,-0.16566953116501684,-0.26330903948656587,-0.02547590558033286,-0.40665723920374197,-0.31443489611661046,0.0
2018-12-03,1.0,-0.16570235350415452,-0.26447557315004133,-0.022360464610431983,-0.407686953495454,-0.3149171270718232,0.0
2018-12-04,1.0,-0.16413889009604102,-0.2645908478553735,-0.022836904089348572,-0.4069792707835383,-0.31432793012037724,0.0
2018-12-06,1.0,-0.1534116343017927,-0.2313431245070663,-0.04429475838253789,-0.4040671029352205,-0.29848869183382004,0.0
2018-12-07,1.0,-0.15254887747052429,-0.23173357780952178,-0.04323817239835405,-0.4048141909899154,-0.29974628488582816,0.0
2018-12-10,1.0,-0.14953648579690423,-0.23120428644327268,-0.04190763735329137,-0.4059789079775472,-0.29760588535465216,0.0
