Date,IRDM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6921031207598372,-1.619864314789688,-0.0350067842605156,-1.0938398914518317,-0.9866485753052918,0.0
2018-09-25,1.0,-0.694873881204231,-1.6165446162191481,-0.03992405749932194,-1.0909140222403038,-0.9822077569839978,0.0
2018-09-26,1.0,-0.7147188533627342,-1.650826901874311,-0.05435501653803749,-1.110088202866593,-0.9827453142227123,0.0
2018-09-27,1.0,-0.715067433119611,-1.6592969268184834,-0.05383594959097944,-1.113143931019235,-0.9859606455892108,0.0
2018-09-28,1.0,-0.7490102929532858,-1.6877615654337743,-0.05491460242054066,-1.147268408551069,-1.0165705236964144,0.0
2018-10-01,1.0,-0.7510807736063708,-1.701820250284414,-0.056996587030716715,-1.1535836177474403,-1.024800910125142,0.0
2018-10-02,1.0,-0.75288631064096,-1.6850366831598704,-0.06335665131092533,-1.1570835466075187,-1.0289484160837172,0.0
2018-10-03,1.0,-0.7517754673029942,-1.6754161695358218,-0.06272370888017725,-1.158684165672405,-1.0328958581898755,0.0
2018-10-04,1.0,-0.7577823221995,-1.6651897296069076,-0.06413315155646444,-1.1663258350374914,-1.0270393092478982,0.0
2018-10-05,1.0,-0.73885062662301,-1.6558089646607206,-0.042339392570847914,-1.1733656994467654,-1.0348876594783787,0.0
2018-10-08,1.0,-0.7504854368932039,-1.67818389491719,-0.047401484865790974,-1.1848657909765847,-1.0500285551113648,0.0
2018-10-09,1.0,-0.7684891172565095,-1.6966687835575311,-0.06668206223659141,-1.1915593787887535,-1.0498816465562035,0.0
2018-10-10,1.0,-0.7794937296795169,-1.7021597770552717,-0.07332791453785416,-1.2038434742220159,-1.0470274036228517,0.0
2018-10-11,1.0,-0.6786110494785889,-1.6715109829154648,-0.0,-1.155036609718216,-1.0418238295984024,0.0
2018-10-12,1.0,-0.6768017405493608,-1.6505303236333966,-0.0,-1.1154201794941527,-0.9964101169431601,0.0
2018-10-15,1.0,-0.6481932932444878,-1.6711631182620943,-0.0,-1.1061812665908228,-0.9919280567744732,0.0
2018-10-16,1.0,-0.6437547394648466,-1.6778247210486403,-0.0,-1.1045390531903367,-0.990412739681508,0.0
2018-10-17,1.0,-0.6012929892427534,-1.6022998251285043,-0.0,-1.0926289014890573,-1.002914524932436,0.0
2018-10-18,1.0,-0.600180218382275,-1.6001272129757236,-0.0,-1.0963638291105693,-1.0039224000848088,0.0
2018-10-19,1.0,-0.568814596076777,-1.5850558953807214,-0.0,-1.1093651128453914,-1.0099662518456023,0.0
2018-10-22,1.0,-0.5700949367088608,-1.5852848101265824,-0.0,-1.1089135021097047,-1.0099683544303797,0.0
2018-10-23,1.0,-0.5756936385694693,-1.5859267855258994,-0.0,-1.1051271231142525,-1.008070471568731,0.0
2018-10-24,1.0,-0.5724672040461515,-1.5839523734260574,-0.0,-1.1045255782097887,-1.0075338496391126,0.0
2018-10-25,1.0,-0.5139740625314164,-1.491655775610737,-0.0,-1.083844375188499,-0.9371669850206091,0.0
2018-10-26,1.0,-0.5272478874664778,-1.4973941203258616,-0.0,-1.0881951120781257,-0.9471234124373831,0.0
2018-10-29,1.0,-0.5458560131457328,-1.5127349286227791,-0.0,-1.1174386361302249,-0.9590222861250899,0.0
2018-10-30,1.0,-0.5607645149657411,-1.517232497037762,-0.0,-1.1214259955695225,-0.9522435732316727,0.0
2018-10-31,1.0,-0.5617741852969765,-1.497774594566941,-0.0,-1.1132654627308538,-0.9430091574154601,0.0
2018-11-01,1.0,-0.5749653294981766,-1.4942729467358364,-0.0,-1.1192665262725359,-0.94786583799887,0.0
2018-11-02,1.0,-0.5792101910828025,-1.4578343949044585,-0.0,-1.1215796178343949,-0.9369171974522293,0.0
2018-11-05,1.0,-0.5714358608021227,-1.4846412899275436,-0.0,-1.1260332687008878,-0.9204510664353506,0.0
2018-11-06,1.0,-0.585580514762319,-1.5000255846082997,-0.0,-1.1213222125569258,-0.9100445172184415,0.0
2018-11-07,1.0,-0.5841984147276911,-1.5007926361544364,-0.0,-1.1192022500639223,-0.9095883405778573,0.0
2018-11-08,1.0,-0.5654665314401623,-1.4947261663286007,-0.0,-1.1060344827586208,-0.9047667342799189,0.0
2018-11-09,1.0,-0.5655613020991785,-1.4942703579758645,-0.0,-1.1059730250481696,-0.9046749822533211,0.0
2018-11-12,1.0,-0.5640857171737592,-1.484433437784292,-0.0,-1.105428080460932,-0.9001819468310926,0.0
2018-11-13,1.0,-0.5314968503149685,-1.478052194780522,-0.0,-1.1025897410258974,-0.8874112588741125,0.0
2018-11-14,1.0,-0.5312765638281914,-1.4784739236961848,-0.0,-1.1027551377568878,-0.8876943847192359,0.0
2018-11-15,1.0,-0.5298932029144625,-1.4786405828925042,-0.0,-1.1043018265295939,-0.8777323086136342,0.0
2018-11-16,1.0,-0.5310971348707197,-1.4782369971049218,-0.0,-1.1041229909154437,-0.8780073874413498,0.0
2018-11-19,1.0,-0.5228336941745129,-1.495443331151503,-0.0,-1.124213282312069,-0.8925532450531192,0.0
2018-11-20,1.0,-0.45740583262468104,-1.4850182582161973,-0.0,-1.133309989495273,-0.9265169326196788,0.0
2018-11-21,1.0,-0.45943536404160473,-1.4747894997523527,-0.0,-1.1240217929668153,-0.8947003467062903,0.0
2018-11-23,1.0,-0.45971847858640313,-1.502845163222522,-0.0,-1.1266846361185985,-0.9022661475491665,0.0
2018-11-26,1.0,-0.4581164931945557,-1.5204163330664533,-0.0,-1.1254503602882306,-0.9000200160128102,0.0
2018-11-27,1.0,-0.44641169741880943,-1.5211617844531755,-0.0,-1.115929775700005,-0.8898890933505744,0.0
2018-11-28,1.0,-0.44792599224112206,-1.5169601114095295,-0.0,-1.1175768427335124,-0.8911270267581817,0.0
2018-11-29,1.0,-0.40462172505151606,-1.4955352762241192,-0.0,-1.1100480816406633,-0.8960847806888431,0.0
2018-11-30,1.0,-0.4037989594581329,-1.4964660842249926,-0.0,-1.1104839501325219,-0.8974182781977029,0.0
2018-12-03,1.0,-0.4008827856792545,-1.4969592937714566,-0.0,-1.1100049043648847,-0.8965179009318293,0.0
2018-12-04,1.0,-0.3885303608096216,-1.502982301750269,-0.0,-1.1042338906815292,-0.893223819301848,0.0
2018-12-06,1.0,-0.3778967821430264,-1.4263305056632387,-0.0,-1.0890479124212122,-0.8458366902042557,0.0
2018-12-07,1.0,-0.36536355411647065,-1.4356459216227797,-0.0,-1.0987572020379983,-0.8619589543355077,0.0
2018-12-10,1.0,-0.3219739819004525,-1.4491421568627452,-0.0,-1.1048265460030167,-0.8374811463046757,0.0
2018-12-11,1.0,-0.30623729134156147,-1.4592140729181446,-0.0,-1.105263157894737,-0.8580886177708423,0.0
2018-12-12,1.0,-0.30713576393814723,-1.4588357686669504,-0.0,-1.1053104459261363,-0.8575211613940512,0.0
2018-12-13,1.0,-0.30731799499220486,-1.4554258988047433,-0.0,-1.1059195918174516,-0.8557188075778335,0.0
2018-12-14,1.0,-0.3120101973373619,-1.4424983476536681,-0.0,-1.111226513077141,-0.8552072514399018,0.0
2018-12-17,1.0,-0.31502109304640474,-1.4490211878466135,-0.0,-1.1230032706071953,-0.8529174764184481,0.0
2018-12-18,1.0,-0.30308307837138154,-1.43831489762297,-0.0,-1.1162626500353023,-0.8493763238409038,0.0
2018-12-19,1.0,-0.29939724995291017,-1.4399133546807308,-0.0,-1.1188076850631004,-0.8508664531926916,0.0
2018-12-20,1.0,-0.2947279470447397,-1.4182902211163795,-0.0,-1.1356743814844372,-0.8459227266325524,0.0
2018-12-21,1.0,-0.28988563929508815,-1.4199475065616798,-0.0,-1.1365766779152606,-0.8404574428196476,0.0
2018-12-24,1.0,-0.27648566767653227,-1.4072710323933815,-0.0,-1.1311582381729202,-0.8460498718247494,0.0
2018-12-26,1.0,-0.2769905377336718,-1.4219709208400646,-0.0,-1.0943457189014538,-0.8224324948072929,0.0
2018-12-27,1.0,-0.23823046545680437,-1.3685938678617384,-0.0,-1.0117584416736922,-0.8185206549230155,0.0
2018-12-28,1.0,-0.2336614347787532,-1.3734149153143567,-0.0,-1.011084508291212,-0.8155981200673939,0.0
2018-12-31,1.0,-0.23322839533543208,-1.3744956325100872,-0.0,-1.010907639781847,-0.8154125836917483,0.0
2019-01-02,1.0,-0.2252264251465104,-1.377952406322145,-0.0,-1.0120760078138875,-0.8245427099982241,0.0
2019-01-03,1.0,-0.2218370883882149,-1.3800382171266052,-0.0,-1.0105763675954318,-0.831400257743412,0.0
2019-01-04,1.0,-0.20247732802477328,-1.3853129838531297,-0.0,-1.0027427560274276,-0.8332669763326698,0.0
2019-01-07,1.0,-0.1839958340565874,-1.353280680437424,-0.0,-0.9940982468321472,-0.8081496268009026,0.0
2019-01-08,1.0,-0.1896910794862895,-1.326015272474835,-0.0,-1.0167910447761195,-0.8062738632419298,0.0
2019-01-09,1.0,-0.18703166284055964,-1.3148525144020444,-0.0,-1.0168059947156407,-0.8127517650625894,0.0
2019-01-10,1.0,-0.18780033767695573,-1.3128273951253302,-0.0,-1.0171435992900124,-0.8114204078098619,0.0
2019-01-11,1.0,-0.18958640423133616,-1.295673285355068,-0.0,-1.0227607734327582,-0.827364952744299,0.0
2019-01-14,1.0,-0.16965936097174544,-1.3058709620631985,-0.0,-1.0406214241704075,-0.8848692896752046,0.0
2019-01-15,1.0,-0.16738995660260386,-1.3148525374191835,-0.0,-1.0448587370472058,-0.9011602161013196,0.0
2019-01-16,1.0,-0.12632895559724827,-1.3338247118734925,-0.0,-1.0436880192977753,-0.963235951040829,0.0
2019-01-17,1.0,-0.13462661098387893,-1.325025820647537,-0.0,-1.0565808972113702,-0.9742691634110198,0.0
2019-01-18,1.0,-0.1412959688024305,-1.3222237337323721,-0.0,-1.0654786196889312,-1.0055321271482338,0.0
2019-01-22,1.0,-0.0,-1.4728786751023446,-0.0,-1.220459620394492,-0.9586899888351321,0.0
2019-01-23,1.0,-0.0,-1.4305140186915888,-0.0,-1.231214953271028,-1.0111682242990654,0.0
2019-01-24,1.0,-0.0,-1.4283310744496893,-0.0,-1.234565593307473,-1.0106556993971119,0.0
2019-01-25,1.0,-0.0,-1.4032535885167463,-0.0,-1.3713875598086125,-1.0100478468899523,0.0
2019-01-28,1.0,-0.0,-1.3714011976047904,-0.0,-1.4137964071856288,-1.0052215568862275,0.0
2019-01-29,1.0,-0.0,-1.336814371257485,-0.0,-1.4253413173652696,-1.0282634730538922,0.0
2019-01-30,1.0,-0.0,-1.334976784261165,-0.0,-1.4239146043750897,-1.0278588866018858,0.0
2019-01-31,1.0,-0.0,-1.3551325694011602,-0.0,-1.3904204823320707,-1.0490003356187372,0.0
2019-02-01,1.0,-0.0,-1.3534805568891022,-0.0,-1.398031685069611,-1.0492558809409505,0.0
2019-02-04,1.0,-0.0,-1.348812664907652,-0.0,-1.4001918925401775,-1.0483089469896858,0.0
2019-02-05,1.0,-0.0,-1.3106767935755406,-0.0,-1.3989647332011028,-1.12805379517198,0.0
2019-02-06,1.0,-0.0,-1.3043793854343093,-0.0,-1.3997580450036293,-1.1349141059762884,0.0
2019-02-07,1.0,-0.0,-1.2976777939042092,-0.0,-1.396419932268989,-1.1438316400580553,0.0
2019-02-08,1.0,-0.0,-1.2950899132373612,-0.0,-1.4183025544084145,-1.1336823227182395,0.0
2019-02-11,1.0,-0.0,-1.234293381894858,-0.0,-1.4132362102841807,-1.1447261225859011,0.0
2019-02-12,1.0,-0.0,-1.2446205571565803,-0.0,-1.420989433237272,-1.1375120076849183,0.0
2019-02-13,1.0,-0.0,-1.270279351060766,-0.0,-1.4072189689929921,-1.1223000863972352,0.0
2019-02-14,1.0,-0.0,-1.2121693121693122,-0.0,-1.4454064454064453,-1.1524290524290524,0.0
2019-02-15,1.0,-0.0,-1.2736489717838355,-0.0,-1.398517455762793,-1.110234337637494,0.0
2019-02-19,1.0,-0.0,-1.2564641781771257,-0.0,-1.4146632892032691,-1.1083018687568704,0.0
2019-02-20,1.0,-0.0,-1.2689107774696375,-0.0,-1.4057090943865354,-1.1068662140193173,0.0
