Date,BYND,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-13,1.0,-5.799015897047692,-4.866010598031795,-11.74564723694171,-8.951930355791067,-5.488266464799394,0.0
2020-02-14,1.0,-5.817974971558589,-4.865377322715206,-11.747440273037542,-8.977246871444823,-5.513841486537732,0.0
2020-02-18,1.0,-5.817147192716236,-4.8630500758725335,-11.759863429438543,-8.984066767830045,-5.511760242792109,0.0
2020-02-19,1.0,-5.87189292543021,-4.907456978967495,-11.877629063097514,-9.061950286806884,-5.521606118546845,0.0
2020-02-20,1.0,-5.832380952380953,-4.883047619047619,-11.855619047619047,-9.028952380952381,-5.495238095238095,0.0
2020-02-21,1.0,-5.770920106020447,-4.881105641802348,-11.786065884134798,-8.96630064369557,-5.4600530102234,0.0
2020-02-24,1.0,-5.533828996282527,-4.814126394052045,-11.628624535315984,-8.82081784386617,-5.3765799256505575,0.0
2020-02-25,1.0,-4.82509376065462,-4.624616433685647,-10.9890896692806,-7.923968632799182,-4.732355949539721,0.0
2020-02-26,1.0,-4.534336782690499,-4.088115396676074,-10.252430228911885,-7.345249294449671,-4.137347130761994,0.0
2020-02-27,1.0,-4.624253848570531,-4.042098649073202,-10.253534401508013,-7.394910461828465,-4.10210493245366,0.0
2020-02-28,1.0,-3.87445295404814,-3.957330415754923,-8.804431072210065,-6.192013129102844,-3.524343544857768,0.0
2020-03-02,1.0,-3.841390548614884,-3.8897338403041823,-8.78109722976643,-6.168386746333514,-3.4788158609451387,0.0
2020-03-03,1.0,-3.277536231884058,-3.8954106280193237,-7.530676328502415,-5.383816425120773,-3.0671497584541068,0.0
2020-03-04,1.0,-3.0349303752655183,-4.0290299740382345,-7.586263865942884,-5.158130752891196,-2.7932499409959877,0.0
2020-03-05,1.0,-2.6845289541918755,-4.1199222126188415,-6.739196197061365,-4.601771823681935,-2.4621866897147795,0.0
2020-03-06,1.0,-2.499694687563607,-3.8984327294931815,-6.457561571341339,-4.263993486668023,-2.2342764095257484,0.0
2020-03-09,1.0,-2.4985847149211486,-3.831176708451274,-6.458956732713305,-4.235139506672058,-2.1940962393853622,0.0
2020-03-10,1.0,-2.6931292842340193,-2.2295552367288383,-5.399171050534035,-3.405228758169935,-1.2142515542802488,0.0
2020-03-11,1.0,-2.307750644623085,-2.5874412255422414,-5.300470195662066,-3.055361747307751,-0.9165781889883209,0.0
2020-03-12,1.0,-2.2674322080796903,-2.0603209739900388,-4.846292197011621,-2.8749308245711127,-0.7861095738793581,0.0
2020-03-13,1.0,-2.2028413575374897,-1.3547186830533318,-4.035967978351561,-2.4216935392941705,-0.260006765136994,0.0
2020-03-16,1.0,-1.8350967190338785,-1.801325211071925,-3.8966549107619963,-2.1540023511809343,-0.0,0.0
2020-03-17,1.0,-1.6212134068731439,-1.2162918964785745,-2.5618158676283413,-1.9657191344929996,-0.12040729741196436,0.0
2020-03-18,1.0,-1.5906202976090953,-1.3224377194449088,-2.3359806052499583,-1.975254974084601,-0.1355960541715432,0.0
2020-03-19,1.0,-1.5954983922829582,-1.0813504823151125,-2.254662379421222,-1.932475884244373,-0.17467845659163986,0.0
2020-03-20,1.0,-1.5971194077888637,-1.0986482137109752,-2.2526552944962988,-1.9346636626971354,-0.1631799163179916,0.0
2020-03-23,1.0,-1.5947431302270014,-1.2618876941457586,-2.06857825567503,-1.9106332138590205,-0.12919155714854638,0.0
2020-03-24,1.0,-1.6180550051517792,-1.2926210668146152,-1.9845446619640168,-1.878893556312911,-0.1516208290401839,0.0
2020-03-25,1.0,-1.5250912735342543,-1.2096069868995634,-1.6289641348700694,-1.73126208032071,-0.06378409334955973,0.0
2020-03-26,1.0,-1.5266018306636158,-1.208595537757437,-1.6229977116704806,-1.7279033180778034,-0.06485983981693365,0.0
2020-03-27,1.0,-1.5482592697424284,-1.1870223606000567,-1.5561137843192754,-1.7594820266062836,-0.02526181715256156,0.0
2020-03-30,1.0,-1.522245614035088,-1.164701754385965,-1.5788070175438598,-1.7517192982456142,-0.0,0.0
2020-03-31,1.0,-1.4925248008942296,-1.1971496437054634,-1.5681849937124495,-1.7283079502584884,-0.0,0.0
2020-04-01,1.0,-1.4995463111607454,-1.2281007887205975,-1.5213931737279263,-1.7307880226146435,-0.0,0.0
2020-04-02,1.0,-1.5295086467197365,-1.0916140543508097,-1.4958138896513864,-1.7455393906121328,-0.0,0.0
2020-04-03,1.0,-1.5450691500451734,-1.1442073806379875,-1.5293627076238796,-1.731044547918549,-0.0,0.0
2020-04-06,1.0,-1.560258998816403,-1.1150873772888672,-1.5321311703683074,-1.7549258511453039,-0.0,0.0
2020-04-07,1.0,-1.4775292153589317,-1.0199666110183638,-1.4658430717863107,-1.7144574290484142,-0.0,0.0
2020-04-08,1.0,-1.477618920363442,-1.0241181186531267,-1.4608498129342595,-1.7183324425440938,-0.0,0.0
2020-04-09,1.0,-1.4833233870432996,-0.9659836880843445,-1.4764272926198527,-1.7051256547974272,-0.0,0.0
2020-04-13,1.0,-1.4991067293058957,-0.920995169721432,-1.489115331171839,-1.7076688943293854,-0.0,0.0
2020-04-14,1.0,-1.5202603959080643,-0.8822239936229573,-1.527899561578318,-1.7123688056330544,-0.0,0.0
2020-04-15,1.0,-1.4757723791919726,-0.9203855294428306,-1.4881172432004226,-1.7172564034856084,-0.0,0.0
2020-04-16,1.0,-1.4870681145113525,-0.8839091806515302,-1.4974004606778546,-1.7126686410003291,-0.0,0.0
2020-04-17,1.0,-1.4809376440376638,-0.9084085072759597,-1.4813327187726344,-1.7138342003028906,-0.0,0.0
2020-04-20,1.0,-1.4921211335192268,-0.8323065949030541,-1.4770767135724012,-1.6830944815511315,-0.0,0.0
2020-04-21,1.0,-1.4948966408268736,-0.8416666666666667,-1.4684108527131785,-1.6550387596899225,-0.0,0.0
2020-04-22,1.0,-1.4718177700122954,-0.8899242865463017,-1.4338963308095516,-1.675596971461852,-0.0,0.0
2020-04-23,1.0,-1.4482315112540194,-0.9033440514469454,-1.4168488745980707,-1.662443729903537,-0.0,0.0
2020-04-24,1.0,-1.4501331947241896,-0.9370411279319082,-1.427522578130076,-1.682671691248132,-0.0,0.0
2020-04-27,1.0,-1.4796863863150393,-0.9581416445279596,-1.3672649517268192,-1.6745934037452213,-0.0,0.0
2020-04-28,1.0,-1.5172905064110866,-0.8583732677114363,-1.4016966714156198,-1.6984846522471184,-0.0,0.0
2020-04-29,1.0,-1.4946167236154988,-0.872477596544388,-1.3930758816323898,-1.6868673844368514,-0.0,0.0
2020-04-30,1.0,-1.493614017072075,-0.8029651498620114,-1.413901546755664,-1.7075283999743278,-0.0,0.0
2020-05-01,1.0,-1.51026035654739,-0.7745927920995255,-1.4148390406566629,-1.7130947800436065,-0.0,0.0
2020-05-04,1.0,-1.5050691831919913,-0.7477523433016642,-1.4129949626984633,-1.71051456991647,-0.0,0.0
2020-05-05,1.0,-1.4882371491643016,-0.7555976032797225,-1.3797540208136236,-1.6835698517817723,-0.0,0.0
2020-05-06,1.0,-1.4875496438252538,-0.7561621383092731,-1.3755909979196872,-1.6846750299438946,-0.0,0.0
2020-05-07,1.0,-1.6154965923377227,-0.7950770859524913,-1.4504731026268776,-1.7558393436114603,-0.0,0.0
2020-05-08,1.0,-1.6082870002647605,-0.796796399258671,-1.4613449827905747,-1.7525814138204927,-0.0,0.0
2020-05-11,1.0,-1.5922808863173121,-0.782891708856598,-1.4542047471891644,-1.7456769018344402,-0.0,0.0
2020-05-12,1.0,-1.561888723362912,-0.7863203575361098,-1.415247101496211,-1.7137120279810867,-0.0,0.0
2020-05-13,1.0,-1.5774629581492075,-0.7389524304652977,-1.4413179100597868,-1.7408370158565116,-0.0,0.0
2020-05-14,1.0,-1.5805700988947065,-0.7112662400620516,-1.4328097731239093,-1.7390601771055525,-0.0,0.0
2020-05-15,1.0,-1.5593274929141976,-0.7242978613759341,-1.428368977067766,-1.7296444215408402,-0.0,0.0
2020-05-18,1.0,-1.5715948025082422,-0.7236408300471912,-1.4242032452000777,-1.745103109444696,-0.0,0.0
2020-05-19,1.0,-1.605246113989637,-0.5959196891191709,-1.5334844559585492,-1.7420336787564765,-0.0,0.0
2020-05-20,1.0,-1.6181334716907712,-0.5678059536934951,-1.5515921914521047,-1.7479732797198262,-0.0,0.0
2020-05-21,1.0,-1.4044970000582513,-0.47206850352420343,-1.3850410671637445,-1.5635812896836956,-0.0,0.0
2020-05-22,1.0,-1.3295333295894871,-0.4545403493008367,-1.3469983714269669,-1.484697029258157,-0.0,0.0
2020-05-26,1.0,-1.2446379273731154,-0.4258335102994267,-1.2490443830961988,-1.38952006795498,-0.0,0.0
2020-05-27,1.0,-1.2456406765460544,-0.39325548515473635,-1.2379431324291774,-1.3596376394198042,-0.0,0.0
2020-05-28,1.0,-1.2850282336798775,-0.35110032191672386,-1.2687213045543302,-1.3724734814502086,-0.0,0.0
2020-05-29,1.0,-1.274368799538082,-0.36391790457193846,-1.2578342344233897,-1.3529473518450472,-0.0,0.0
2020-06-01,1.0,-1.251413455054723,-0.3394366927745215,-1.2602313397997822,-1.3359095388764979,-0.0,0.0
2020-06-02,1.0,-1.2612368338721451,-0.34784649077067475,-1.2633225570966733,-1.3418500365001564,-0.0,0.0
2020-06-03,1.0,-1.260985283373343,-0.3460494729151445,-1.2745016177851998,-1.337073374386807,-0.0,0.0
2020-06-04,1.0,-1.2624087591240876,-0.3287278415015641,-1.2900417101147028,-1.332533889468196,-0.0,0.0
2020-06-05,1.0,-1.2535994594313633,-0.3294350018192214,-1.2744945163470034,-1.3402983523052132,-0.0,0.0
2020-06-08,1.0,-1.2423021285389544,-0.28073982227733,-1.3139594957635874,-1.3294069022525314,-0.0,0.0
2020-06-09,1.0,-1.2883415960339037,-0.31062423370115677,-1.3428221120528814,-1.3889866197558505,-0.0,0.0
2020-06-10,1.0,-1.269826073081219,-0.320461677570342,-1.3404074251369609,-1.3881708419764904,-0.0,0.0
2020-06-11,1.0,-1.2708266836897542,-0.31918289179699966,-1.342962017235876,-1.386690073412065,-0.0,0.0
2020-06-12,1.0,-1.2391009595327491,-0.2797768043387568,-1.3566958698372966,-1.339226115978306,-0.0,0.0
2020-06-15,1.0,-1.2433766233766235,-0.2607272727272727,-1.3587532467532468,-1.332,-0.0,0.0
2020-06-16,1.0,-1.243764290168364,-0.25691124506339635,-1.3644772396591145,-1.3313240490542506,-0.0,0.0
2020-06-17,1.0,-1.2428274428274428,-0.24812889812889813,-1.3706860706860708,-1.335862785862786,-0.0,0.0
2020-06-18,1.0,-1.2486995422388683,-0.23694340407823555,-1.3786933000416146,-1.3375468164794009,-0.0,0.0
2020-06-19,1.0,-1.2481288981288983,-0.2403846153846154,-1.3754677754677755,-1.3336278586278587,-0.0,0.0
2020-06-22,1.0,-1.2481417953116067,-0.23998128800873228,-1.3765268465096938,-1.3331254223192472,-0.0,0.0
2020-06-23,1.0,-1.2440670924858495,-0.2396011839850444,-1.375188243236226,-1.3340603416939296,-0.0,0.0
2020-06-24,1.0,-1.2352483666908638,-0.24660375401845896,-1.3777351446645234,-1.3255211033910608,-0.0,0.0
2020-06-25,1.0,-1.2257881430266755,-0.23461121717145655,-1.3840359114596767,-1.315257210670244,-0.0,0.0
2020-06-26,1.0,-1.2329298572315333,-0.22744672046348027,-1.3869749637906061,-1.325418994413408,-0.0,0.0
2020-06-29,1.0,-1.2260041194644695,-0.21616889804325437,-1.3900617919670444,-1.3170957775489187,-0.0,0.0
2020-06-30,1.0,-1.255990042526709,-0.17373716419458565,-1.4222591017529302,-1.3341976973343015,-0.0,0.0
2020-07-01,1.0,-1.2509580528223718,-0.17364060072501294,-1.414396685655101,-1.3396685655100984,-0.0,0.0
2020-07-02,1.0,-1.2547467535826997,-0.16710642040457346,-1.4177143152775622,-1.3340576336075327,-0.0,0.0
2020-07-06,1.0,-1.23828345567476,-0.17391304347826086,-1.4010574405831322,-1.3200041065653714,-0.0,0.0
2020-07-07,1.0,-1.22782475019216,-0.18462720983858572,-1.3920061491160647,-1.3198052779912888,-0.0,0.0
2020-07-08,1.0,-1.2280126958124296,-0.17415787857069726,-1.3979215726425718,-1.3191870584621683,-0.0,0.0
2020-07-09,1.0,-1.214426727410782,-0.18744621614781068,-1.3710959250822576,-1.2890407491774234,-0.0,0.0
2020-07-10,1.0,-1.2066558769977744,-0.1934553914626745,-1.3653651628565646,-1.2921808618248027,-0.0,0.0
2020-07-13,1.0,-1.2206202256285728,-0.180401679566955,-1.368543532149542,-1.2893711741791873,-0.0,0.0
2020-07-14,1.0,-1.1868356704426368,-0.20370277957981936,-1.3476720395229302,-1.2520584859523929,-0.0,0.0
2020-07-15,1.0,-1.1881109116297626,-0.19698783163774186,-1.3526331538001197,-1.249351685617395,-0.0,0.0
2020-07-16,1.0,-1.175504550850811,-0.1954392560348239,-1.3500692520775623,-1.2256133755441234,-0.0,0.0
2020-07-17,1.0,-1.1783099149020384,-0.19706115179101524,-1.3513754205422521,-1.2208588957055215,-0.0,0.0
2020-07-20,1.0,-1.194822617509689,-0.20138129782371061,-1.3517837622975257,-1.2207095299612443,-0.0,0.0
2020-07-21,1.0,-1.1572426000590028,-0.20891926443111417,-1.3361687481561608,-1.2146228734388829,-0.0,0.0
2020-07-22,1.0,-1.1452642955393988,-0.21983690312438592,-1.3280605226960112,-1.219443898604834,-0.0,0.0
2020-07-23,1.0,-1.14740097187454,-0.22382565159770285,-1.3262160702891082,-1.2110145781180974,-0.0,0.0
2020-07-24,1.0,-1.1340256686587638,-0.23983540707357695,-1.3149309297540903,-1.209806995199373,-0.0,0.0
2020-07-27,1.0,-1.133656103286385,-0.2391431924882629,-1.3102503912363068,-1.2073552425665102,-0.0,0.0
2020-07-28,1.0,-1.136494744561232,-0.23402591053532143,-1.3034954778782692,-1.2147641163529699,-0.0,0.0
2020-07-29,1.0,-1.1445824537287053,-0.23864696352300063,-1.3019294025234422,-1.2243114536796111,-0.0,0.0
2020-07-30,1.0,-1.1247216035634744,-0.2182628062360802,-1.2919531325651206,-1.2067396146024982,-0.0,0.0
2020-07-31,1.0,-1.1214001745369921,-0.22534664985940075,-1.2920585668573645,-1.2094443905750023,-0.0,0.0
2020-08-03,1.0,-1.1201512800620637,-0.2275989138867339,-1.290632273079907,-1.2103374709076804,-0.0,0.0
2020-08-04,1.0,-1.1154719899463483,-0.22939726424670118,-1.2848373531828507,-1.2037797863599013,-0.0,0.0
2020-08-05,1.0,-1.1175986045159414,-0.2321445876538424,-1.2888845818393255,-1.2068029847853474,-0.0,0.0
2020-08-06,1.0,-1.1284162322794369,-0.21254932527890097,-1.3080820382910314,-1.2225848881960346,-0.0,0.0
2020-08-07,1.0,-1.1318890899310479,-0.22773729766736758,-1.3104308279133452,-1.2201574649127096,-0.0,0.0
2020-08-10,1.0,-1.1269112402911436,-0.23257290801621805,-1.3065800400566654,-1.2188461726344586,-0.0,0.0
2020-08-11,1.0,-1.129495699765442,-0.23490031274433154,-1.3064894448788116,-1.2156958561376077,-0.0,0.0
2020-08-12,1.0,-1.1252440452948067,-0.23765130808278015,-1.296661460367044,-1.2213490823896915,-0.0,0.0
2020-08-13,1.0,-1.1200566350942291,-0.25788497217068646,-1.2740943267259057,-1.2302997754125573,-0.0,0.0
2020-08-14,1.0,-1.123162572642477,-0.25716657713532254,-1.2760658299555598,-1.2270352102358744,-0.0,0.0
2020-08-17,1.0,-1.1240169979973624,-0.2591706149562839,-1.2755336296585746,-1.2257607580716066,-0.0,0.0
2020-08-18,1.0,-1.1235038350676634,-0.25912355268943277,-1.2682104646050123,-1.2345986613903952,-0.0,0.0
2020-08-19,1.0,-1.123235480877253,-0.27020954427782934,-1.2595125286963316,-1.2315244468324136,-0.0,0.0
2020-08-20,1.0,-1.1196389363259331,-0.2696267382288363,-1.2580629421810199,-1.231910222005367,-0.0,0.0
2020-08-21,1.0,-1.1175868123293016,-0.27219079204057745,-1.2545844713226688,-1.2327350760827156,-0.0,0.0
2020-08-24,1.0,-1.1169065625762382,-0.27460356184435225,-1.2563552085874603,-1.2313735057331057,-0.0,0.0
2020-08-25,1.0,-1.1173285198555958,-0.2708556932383647,-1.263293979900478,-1.2270465411259637,-0.0,0.0
2020-08-26,1.0,-1.1156210361986536,-0.27119718996975317,-1.2640745438579375,-1.2276319640940578,-0.0,0.0
2020-08-27,1.0,-1.1033222915042868,-0.28254091971940765,-1.2608632112236946,-1.224668745128605,-0.0,0.0
2020-08-28,1.0,-1.10380859375,-0.280859375,-1.263525390625,-1.234619140625,-0.0,0.0
2020-08-31,1.0,-1.1050498144168783,-0.27876538386403593,-1.2658722406720062,-1.2341277593279936,-0.0,0.0
2020-09-01,1.0,-1.1052374676624201,-0.26997608239371307,-1.2747596036510958,-1.231122175037829,-0.0,0.0
2020-09-02,1.0,-1.0990142494632051,-0.2699102088619949,-1.2757661526449346,-1.235262541479602,-0.0,0.0
2020-09-03,1.0,-1.1072686362747015,-0.27377225591860693,-1.2852181569164545,-1.225151633731168,-0.0,0.0
2020-09-04,1.0,-1.0509164969450102,-0.29919503442925033,-1.2403743574823005,-1.258655804480652,-0.0,0.0
2020-09-08,1.0,-1.047339858513422,-0.30395387149917624,-1.2373291985657524,-1.2567593759085183,-0.0,0.0
2020-09-09,1.0,-1.027815666406859,-0.3557092751363991,-1.1867692907248637,-1.3011009353078722,-0.0,0.0
2020-09-10,1.0,-1.0013413173652694,-0.3761916167664671,-1.1408383233532935,-1.2720479041916168,-0.0,0.0
2020-09-11,1.0,-0.9954883609311256,-0.38689704823614113,-1.1447084233261338,-1.272522198224142,-0.0,0.0
2020-09-14,1.0,-1.003414282279394,-0.3888915604712671,-1.1479682616013465,-1.2685260880019238,-0.0,0.0
2020-09-15,1.0,-1.002742494226328,-0.39328329484218627,-1.1469880677444189,-1.2683314087759816,-0.0,0.0
2020-09-16,1.0,-1.0072760564737628,-0.3894858574663904,-1.1475449332626608,-1.2742735989977354,-0.0,0.0
2020-09-17,1.0,-0.9956374212312166,-0.41769268056228787,-1.1423170140571983,-1.2916626272418805,-0.0,0.0
2020-09-18,1.0,-0.9907393939393939,-0.41745454545454547,-1.1458424242424243,-1.2944,-0.0,0.0
2020-09-21,1.0,-0.994707710234997,-0.41469217323752183,-1.1454165857448049,-1.300495241794523,-0.0,0.0
2020-09-22,1.0,-1.0018962415520007,-0.40589293528467935,-1.1561725093596538,-1.2981961394466865,-0.0,0.0
2020-09-23,1.0,-1.001699854298203,-0.4011170471102477,-1.1569694026226323,-1.2969402622632347,-0.0,0.0
2020-09-24,1.0,-0.9923125271962481,-0.39119083305129815,-1.1460619832712855,-1.3053232122999563,-0.0,0.0
2020-09-25,1.0,-0.9877377619001642,-0.40011586366708507,-1.1402915902288309,-1.2995075794148885,-0.0,0.0
2020-09-28,1.0,-0.9842591701164918,-0.3982863194377587,-1.1330509290459228,-1.298064888803312,-0.0,0.0
2020-09-29,1.0,-0.9884078884078884,-0.3888888888888889,-1.1307840307840307,-1.3019721019721018,-0.0,0.0
2020-09-30,1.0,-0.9999514751552795,-0.3893633540372671,-1.1518827639751552,-1.3112868788819876,-0.0,0.0
2020-10-01,1.0,-0.9929414039837556,-0.4000676851672791,-1.1435409011796558,-1.29805646876813,-0.0,0.0
2020-10-02,1.0,-0.9847228915662651,-0.39893975903614465,-1.1395180722891567,-1.2960963855421688,-0.0,0.0
2020-10-05,1.0,-0.9759830581893438,-0.4086249217885161,-1.1302401694181066,-1.298166241517062,-0.0,0.0
2020-10-06,1.0,-0.9745831931965597,-0.40546773651083456,-1.1258828616729928,-1.2988036323451688,-0.0,0.0
2020-10-07,1.0,-0.9606250298657236,-0.42060496009939313,-1.1101447890285276,-1.287141014001051,-0.0,0.0
2020-10-08,1.0,-0.9574650708120738,-0.4189595155214343,-1.1051928854131896,-1.2868246626293451,-0.0,0.0
2020-10-09,1.0,-0.9569508009153318,-0.41914569031273835,-1.1044050343249427,-1.2868039664378337,-0.0,0.0
2020-10-12,1.0,-0.9493954108349996,-0.4205465105208036,-1.1038750833095305,-1.2867276016376272,-0.0,0.0
2020-10-13,1.0,-0.8457463666410104,-0.43296962013854307,-1.0594467333725721,-1.1892968714628516,-0.0,0.0
2020-10-14,1.0,-0.8370783987031116,-0.43945602737875444,-1.0461115864367092,-1.1804386004413023,-0.0,0.0
2020-10-15,1.0,-0.8341568592219926,-0.4367981313448926,-1.042404096666966,-1.1786452250471655,-0.0,0.0
2020-10-16,1.0,-0.8335127860026919,-0.44203678779721856,-1.0343651861821446,-1.176401973979363,-0.0,0.0
2020-10-19,1.0,-0.8334453856841917,-0.4435480256375779,-1.0269822060866838,-1.1780735959840438,-0.0,0.0
2020-10-20,1.0,-0.8307148292377244,-0.44362383062530775,-1.0283783178908734,-1.173313638601674,-0.0,0.0
2020-10-21,1.0,-0.8314344666726473,-0.44303400017942046,-1.0379025746837716,-1.1730959002422177,-0.0,0.0
2020-10-22,1.0,-0.8316001792917974,-0.4406095921111609,-1.0338413267593007,-1.1748991483639624,-0.0012998655311519498,0.0
2020-10-23,1.0,-0.8408243904629339,-0.43123344259350727,-1.040905213057339,-1.1771810875129092,-0.0,0.0
2020-10-26,1.0,-0.8384508494329642,-0.4300058272446098,-1.0411941368954232,-1.172845040118338,-0.0,0.0
2020-10-27,1.0,-0.8353784146887596,-0.42606359158083296,-1.0429019256605463,-1.173936408419167,-0.0,0.0
2020-10-28,1.0,-0.8330048378426805,-0.42788030818849665,-1.0427342770112882,-1.1758645404049455,-0.0,0.0
2020-10-29,1.0,-0.8110369381397419,-0.4271028037383177,-1.0422785936804628,-1.1699599465954607,-0.0,0.0
2020-10-30,1.0,-0.8082545908361561,-0.4248083437332858,-1.0513460509894812,-1.1727134961668746,-0.0,0.0
2020-11-02,1.0,-0.8105047262350633,-0.422864276796861,-1.0524790440520777,-1.1728642767968611,-0.0,0.0
2020-11-03,1.0,-0.8108697587465503,-0.4207246505831034,-1.056129261995905,-1.1634469865574646,-0.0,0.0
2020-11-04,1.0,-0.8122138761722744,-0.4115294013067248,-1.0550691141828525,-1.16582959242633,-0.0,0.0
2020-11-05,1.0,-0.7719608797628004,-0.4472717617382838,-1.0235872018409524,-1.1744479355666682,-0.008142673806257468,0.0
2020-11-06,1.0,-0.7677695807748377,-0.4444493528294386,-1.0231921190970534,-1.1740513318902683,-0.008039934620311879,0.0
