Date,HCKT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-17,1.0,-0.2601682806794729,-0.9341800285759644,-0.0,-0.5192887759961898,-0.4614700746150182,0.0
2018-10-18,1.0,-0.2609966946351386,-0.9368484617340452,-0.0,-0.5184337655733536,-0.4619883040935672,0.0
2018-10-19,1.0,-0.24866706628387547,-0.9305928005804966,-0.0,-0.5173360254913715,-0.45827680853077585,0.0
2018-10-22,1.0,-0.24862801993313566,-0.9235160537437709,-0.0,-0.5205323913454866,-0.4613007001829307,0.0
2018-10-23,1.0,-0.26542580316165226,-0.9355558388577258,-0.0,-0.5204933707292199,-0.4656744008159102,0.0
2018-10-24,1.0,-0.2639946474655112,-0.9365979545671775,-0.0,-0.5202790964412018,-0.46512887501194766,0.0
2018-10-25,1.0,-0.23287713553090922,-0.8968457474744355,-0.0,-0.5247922394883994,-0.43486051468998116,0.0
2018-10-26,1.0,-0.2154373298253128,-0.8846024413375349,-0.0,-0.5319545996879493,-0.42735644139872125,0.0
2018-10-29,1.0,-0.197869101978691,-0.8930593607305937,-0.0,-0.5230745814307458,-0.4301674277016742,0.0
2018-10-30,1.0,-0.18730593607305937,-0.893607305936073,-0.0,-0.5239573820395738,-0.4392694063926941,0.0
2018-10-31,1.0,-0.19079146260354313,-0.8768063365378801,-0.0,-0.5212225648467259,-0.4343370215853437,0.0
2018-11-01,1.0,-0.18461817193586375,-0.880756107135308,-0.0,-0.520336987045928,-0.4338859196183229,0.0
2018-11-02,1.0,-0.18368774907973595,-0.8966870493748289,-0.0,-0.5214931094277631,-0.44032734020869463,0.0
2018-11-05,1.0,-0.17357001972386588,-0.9461908284023669,-0.0,-0.538646449704142,-0.4234467455621302,0.0
2018-11-06,1.0,-0.17411938734629728,-0.9460383987179881,-0.0,-0.5383833091928872,-0.42321797281888507,0.0
2018-11-07,1.0,-0.17403629864727455,-0.9459834221797677,-0.0,-0.5382245092903584,-0.4231349952238622,0.0
2018-11-08,1.0,-0.10947322783438108,-1.1554664354360862,-0.0,-0.7085049497796083,-0.6395332032661318,0.0
2018-11-09,1.0,-0.12015060352146471,-1.1796906721789524,-0.0,-0.728323059318593,-0.6630984459783692,0.0
2018-11-12,1.0,-0.11901263590949163,-1.1599691448721718,-0.0,-0.7352703496914488,-0.6589773729062592,0.0
2018-11-13,1.0,-0.08233063516371326,-1.162838182746299,-0.0,-0.7436009625902429,-0.6574053817545394,0.0
2018-11-14,1.0,-0.08135159817351599,-1.1659908675799087,-0.0,-0.7456803652968037,-0.659945205479452,0.0
2018-11-15,1.0,-0.08039430449069004,-1.169623950346842,-0.0,-0.7518437385907266,-0.6490690032858708,0.0
2018-11-16,1.0,-0.0752778283840408,-1.1576972126070322,-0.0,-0.7520495536527599,-0.6586263435962835,0.0
2018-11-19,1.0,-0.08489598593612657,-1.161038675651919,-0.0,-0.7539188397304424,-0.6626135364781717,0.0
2018-11-20,1.0,-0.04782324296823898,-1.1536812268333454,-0.0,-0.755178428664874,-0.6772657896649467,0.0
2018-11-21,1.0,-0.04829422772419749,-1.147077875341874,-0.0,-0.7484885562113143,-0.6548150280696704,0.0
2018-11-23,1.0,-0.04973229365050846,-1.134320313342197,-0.0,-0.7534226885622912,-0.6559344568615474,0.0
2018-11-26,1.0,-0.04872614898127852,-1.1404649825721371,-0.0,-0.7509432606274031,-0.6532394264975386,0.0
2018-11-27,1.0,-0.03646634013800007,-1.146079868435165,-0.0,-0.7455221479389367,-0.6470630295663365,0.0
2018-11-28,1.0,-0.035500840997745406,-1.1538131195648282,-0.0,-0.7432630712521919,-0.6461367784418279,0.0
2018-11-29,1.0,-0.013140233133168491,-1.138113740727658,-0.0,-0.7352525609325327,-0.6458141999293535,0.0
2018-11-30,1.0,-0.011899281085101108,-1.1408789885611077,-0.0,-0.7369763076814109,-0.6516627120444807,0.0
2018-12-03,1.0,-0.009731413001167769,-1.1412647298205882,-0.0,-0.7366856576665841,-0.6510138362999398,0.0
2018-12-04,1.0,-0.00483535100412946,-1.1423428510923657,-0.0,-0.7335615713126036,-0.6486782197437616,0.0
2018-12-06,1.0,-0.0,-1.087563755862116,-0.0,-0.7210488481155649,-0.6145209324615754,0.0
2018-12-07,1.0,-0.0,-1.087912087912088,-0.0,-0.7208585806716649,-0.6145972407654651,0.0
2018-12-10,1.0,-0.0,-1.0876628871213405,-0.0,-0.7089524454222373,-0.5880182772042647,0.0
2018-12-11,1.0,-0.0,-1.0870904413755755,-0.0,-0.7123950717573788,-0.5852965069049554,0.0
2018-12-12,1.0,-0.0,-1.0880260215490953,-0.0,-0.712170495358135,-0.5880260215490953,0.0
2018-12-13,1.0,-0.0,-1.0842358196832271,-0.0,-0.714024637877352,-0.5860633545417625,0.0
2018-12-14,1.0,-0.0,-1.0742745044984106,-0.0,-0.7210647365216803,-0.5869241696543327,0.0
2018-12-17,1.0,-0.0,-1.0701205143742005,-0.0,-0.7026189995287148,-0.5935501245539622,0.0
2018-12-18,1.0,-0.0,-1.0563977561105915,-0.0,-0.6920328569520501,-0.5906905302524376,0.0
2018-12-19,1.0,-0.0,-1.056366247036431,-0.0,-0.6920559655391191,-0.5908104317627809,0.0
2018-12-20,1.0,-0.0,-1.0395687044493993,-0.0,-0.7024859396319345,-0.5858431228992645,0.0
2018-12-21,1.0,-0.0,-1.042019867549669,-0.0,-0.7052980132450332,-0.5639403973509933,0.0
2018-12-24,1.0,-0.0,-1.0279961838339309,-0.0,-0.6949698983452314,-0.5668651511662335,0.0
2018-12-26,1.0,-0.0,-1.0324723968341856,-0.0,-0.6726052828713805,-0.5519330358596879,0.0
2018-12-27,1.0,-0.0,-0.9852099684187487,-0.0,-0.5903192520559083,-0.5513273506144274,0.0
2018-12-28,1.0,-0.0,-0.9930501205271891,-0.0,-0.5893623015997246,-0.5481639169771155,0.0
2018-12-31,1.0,-0.0,-0.9932377434099305,-0.0,-0.589318139127168,-0.5481184647173002,0.0
2019-01-02,1.0,-0.0,-0.9921513445903691,-0.0,-0.586554096310194,-0.5482489055659788,0.0
2019-01-03,1.0,-0.0,-0.9914057128570536,-0.0,-0.5908806800425026,-0.5429089318082381,0.0
2019-01-04,1.0,-0.0,-0.9951552795031056,-0.0,-0.566055900621118,-0.5443788819875777,0.0
2019-01-07,1.0,-0.0,-0.9645076773092859,-0.0,-0.5590421642700464,-0.5230319278576652,0.0
2019-01-08,1.0,-0.0,-0.9477943413446912,-0.0,-0.5731365987222391,-0.52135686035899,0.0
2019-01-09,1.0,-0.0,-0.9451284389724882,-0.0,-0.572609819121447,-0.5222374221006232,0.0
2019-01-10,1.0,-0.0,-0.947898903775883,-0.0,-0.5726248477466503,-0.5245432399512788,0.0
2019-01-11,1.0,-0.0,-0.9422273711167342,-0.0,-0.5754397731776469,-0.5310508825950429,0.0
2019-01-14,1.0,-0.0,-0.9432214640773101,-0.0,-0.5797338602611998,-0.5645435178610022,0.0
2019-01-15,1.0,-0.0,-0.9353024779089167,-0.0,-0.575912995118334,-0.5784465179509362,0.0
2019-01-16,1.0,-0.0,-0.9337284316449054,-0.0,-0.5733555576133593,-0.5796215698984474,0.0
2019-01-17,1.0,-0.0,-0.9354639493592711,-0.0,-0.5730430754979157,-0.5793422880963409,0.0
2019-01-18,1.0,-0.0,-0.9280819784463963,-0.0,-0.5807948670030524,-0.6058057683922008,0.0
2019-01-22,1.0,-0.0,-1.050450904963108,-0.0,-0.5593744087784575,-0.5433562464526708,0.0
2019-01-23,1.0,-0.0,-1.0373654211526282,-0.0,-0.5642495250158327,-0.5649461684610513,0.0
2019-01-24,1.0,-0.0,-1.0422682040751856,-0.0,-0.549518243563418,-0.5672721528984362,0.0
2019-01-25,1.0,-0.0,-1.056242354001674,-0.0,-0.5931041143519413,-0.5700212478269268,0.0
2019-01-28,1.0,-0.0,-1.0549577618604054,-0.0,-0.5890855362477114,-0.5679825265795136,0.0
2019-01-29,1.0,-0.0,-1.0455497888527128,-0.0,-0.5985945004996616,-0.5794784178459753,0.0
2019-01-30,1.0,-0.0,-1.0470667826423117,-0.0,-0.5996585161560516,-0.5747881833703811,0.0
2019-01-31,1.0,-0.0,-1.0622500322539028,-0.0,-0.5686363049929042,-0.5945361888788544,0.0
2019-02-01,1.0,-0.0,-1.0616352201257861,-0.0,-0.5684889533946138,-0.5951620706337688,0.0
2019-02-04,1.0,-0.0,-1.0646721258624023,-0.0,-0.5661873750725385,-0.5930427493713327,0.0
2019-02-05,1.0,-0.0,-1.0619988453396627,-0.0,-0.5458336006158189,-0.5995573802039901,0.0
2019-02-06,1.0,-0.0,-0.9483286287327292,-0.0,-0.47056900906254645,-0.5524290595751002,0.0
2019-02-07,1.0,-0.0,-0.9472323736518407,-0.0,-0.47134325697477497,-0.5525745015895653,0.0
2019-02-08,1.0,-0.0,-0.9498658718330849,-0.0,-0.4914157973174366,-0.5393442622950819,0.0
2019-02-11,1.0,-0.0,-0.932957225157458,-0.0,-0.4968806901286529,-0.5551177576788753,0.0
2019-02-12,1.0,-0.0,-0.9466215609376403,-0.0,-0.5000149687153849,-0.5470766098853397,0.0
2019-02-13,1.0,-0.0,-0.9558986326780958,-0.0,-0.4973820423061963,-0.5386709750770428,0.0
2019-02-14,1.0,-0.0,-0.9496247373161212,-0.0,-0.5170819573701592,-0.5353947763434403,0.0
2019-02-15,1.0,-0.0,-0.9496353213074405,-0.0,-0.5167331992676412,-0.5351022000780382,0.0
2019-02-19,1.0,-0.0,-0.935026474019564,-0.0,-0.526429148344252,-0.5299889317658321,0.0
2019-02-20,1.0,-0.0,-0.9455013161043312,-0.0,-0.5197116535056233,-0.5259332376166547,0.0
2019-02-21,1.0,-0.0,-0.9559036643433855,-0.0,-0.7673728521151059,-0.7271409840590711,0.0
2019-02-22,1.0,-0.0,-0.9518022084867005,-0.0,-0.7770678519341621,-0.7435933050906313,0.0
2019-02-25,1.0,-0.0,-0.9533233103737633,-0.0,-0.7922100625852243,-0.7508478724520122,0.0
2019-02-26,1.0,-0.0,-0.9611806672728542,-0.0,-0.7898859900678463,-0.7461705252850247,0.0
2019-02-27,1.0,-0.0,-0.9801175352781786,-0.0,-0.7949466868423831,-0.7439560826265967,0.0
2019-02-28,1.0,-0.0,-0.9919485839395438,-0.0,-0.8089554347058409,-0.730418814888057,0.0
2019-03-01,1.0,-0.0,-0.9956529422159394,-0.0,-0.8181657536667256,-0.720339282558756,0.0
2019-03-04,1.0,-0.0,-0.9973175208245093,-0.0,-0.804002541296061,-0.7282225045884512,0.0
2019-03-05,1.0,-0.0,-0.984424778761062,-0.0,-0.8243893805309735,-0.7310088495575222,0.0
2019-03-06,1.0,-0.0,-0.9797529290998549,-0.0,-0.8320413436692506,-0.7279034370464762,0.0
2019-03-07,1.0,-0.0,-0.9765856759429297,-0.0,-0.8355346800395536,-0.7194518999858737,0.0
2019-03-08,1.0,-0.0,-0.9714306120991357,-0.0,-0.8738304406828084,-0.7259124348260839,0.0
2019-03-11,1.0,-0.0,-0.9723884363059621,-0.0,-0.880506091846298,-0.7517122053204528,0.0
2019-03-12,1.0,-0.0,-0.9278953331140593,-0.0,-0.91327705295472,-0.8133976537660345,0.0
2019-03-13,1.0,-0.0,-0.9479485383566187,-0.0,-0.9220333984590998,-0.8163822022339366,0.0
2019-03-14,1.0,-0.0,-0.949125069073494,-0.0,-0.9199484251243322,-0.814883035549825,0.0
2019-03-15,1.0,-0.0,-0.9242546333601934,-0.0,-0.9067467584792324,-0.8316973115522672,0.0
2019-03-18,1.0,-0.0,-0.9321270337689416,-0.0,-0.9290740533899252,-0.8619457165196024,0.0
2019-03-19,1.0,-0.0,-0.9308021589428624,-0.0,-0.9301693653452447,-0.8613437558161176,0.0
2019-03-20,1.0,-0.0,-0.9349114631873253,-0.0,-0.9229077353215285,-0.8700093196644921,0.0
2019-03-21,1.0,-0.0,-0.9348733233979134,-0.0,-0.9381147540983606,-0.8527943368107302,0.0
2019-03-22,1.0,-0.0,-0.9305174551877043,-0.0,-0.9795573259178535,-0.8477321408440118,0.0
2019-03-25,1.0,-0.0,-0.8845009668302841,-0.0,-0.9919678714859438,-0.8421091774505429,0.0
2019-03-26,1.0,-0.0,-0.9050832208726945,-0.0,-0.9945644024591392,-0.8490403358824411,0.0
2019-03-27,1.0,-0.0,-0.8888015275749747,-0.0,-1.005466322213486,-0.8498259013815568,0.0
2019-03-28,1.0,-0.0,-0.8882849109653234,-0.0,-1.0029990627928773,-0.8575070290534208,0.0
2019-03-29,1.0,-0.0,-0.8719855758395312,-0.0,-1.0114191270377884,-0.8728870858688302,0.0
2019-04-01,1.0,-0.0,-0.881649686078424,-0.0,-1.0128576262265498,-0.8649949246212264,0.0
2019-04-02,1.0,-0.0,-0.8952341670103866,-0.0,-1.0290224605347034,-0.8254152761633358,0.0
2019-04-03,1.0,-0.0,-0.8953270327032704,-0.0,-1.0277152715271527,-0.8273327332733273,0.0
2019-04-04,1.0,-0.0,-0.891496700659868,-0.0,-1.0196085782843431,-0.8381448710257948,0.0
2019-04-05,1.0,-0.0,-0.8830952920728482,-0.0,-1.0533514698103226,-0.8419859442303332,0.0
2019-04-08,1.0,-0.0,-0.8843100189035916,-0.0,-1.0518714555765596,-0.8445368620037806,0.0
2019-04-09,1.0,-0.0,-0.8689121529358217,-0.0,-1.0884918828705812,-0.8356470945228343,0.0
2019-04-10,1.0,-0.0,-0.8592157605607121,-0.0,-1.0910399696912294,-0.838340594809623,0.0
2019-04-11,1.0,-0.0,-0.8473406876682208,-0.0,-1.1083816672353006,-0.8351719170552333,0.0
2019-04-12,1.0,-0.0,-0.8456002121292474,-0.0,-1.1088677601424295,-0.8335921815220274,0.0
2019-04-15,1.0,-0.0,-0.8482894637032542,-0.0,-1.1043389213380868,-0.8400970947432299,0.0
2019-04-16,1.0,-0.0,-0.8444688672452344,-0.0,-1.104066396331527,-0.8411717891385909,0.0
2019-04-17,1.0,-0.0,-0.8326370955491418,-0.0,-1.1336776545647882,-0.8313458909311864,0.0
2019-04-18,1.0,-0.0,-0.834757510159128,-0.0,-1.1324294557745624,-0.8306179028521514,0.0
2019-04-22,1.0,-0.0,-0.8348588863463006,-0.0,-1.1400839054157133,-0.8389778794813121,0.0
2019-04-23,1.0,-0.0,-0.8365501983521514,-0.0,-1.1428516936222153,-0.8350625572169668,0.0
2019-04-24,1.0,-0.0,-0.8244745659457814,-0.0,-1.14194334450198,-0.8410752360645752,0.0
2019-04-25,1.0,-0.0,-0.7984718598583675,-0.0,-1.1209094297428253,-0.8077897875512486,0.0
2019-04-26,1.0,-0.0,-0.7884421547765708,-0.0,-1.1345428752753202,-0.810206443424049,0.0
2019-04-29,1.0,-0.0,-0.7854398985566704,-0.0,-1.1322865774064819,-0.8118077052176184,0.0
2019-04-30,1.0,-0.0,-0.7769741257176944,-0.0,-1.1350011184848257,-0.8163075087614644,0.0
2019-05-01,1.0,-0.0,-0.7708861703714754,-0.0,-1.147806952110995,-0.8110174548709532,0.0
2019-05-02,1.0,-0.0,-0.7683742480289952,-0.0,-1.135261368306991,-0.8328662705974667,0.0
2019-05-03,1.0,-0.0,-0.7678658149351864,-0.0,-1.1355672606373044,-0.8322313123388996,0.0
2019-05-06,1.0,-0.0,-0.7400902412648692,-0.0,-1.1501659395159785,-0.8387217063802811,0.0
2019-05-07,1.0,-0.0,-0.751355190848256,-0.0,-1.1481924557927399,-0.8389098657893752,0.0
2019-05-08,1.0,-0.0,-0.7446666419322525,-0.0,-1.123659703929062,-0.8418357882239453,0.0
2019-05-09,1.0,-0.0,-0.7367692839847805,-0.0,-1.2306391483146932,-0.8759368154041278,0.0
2019-05-10,1.0,-0.0,-0.7345419479267117,-0.0,-1.2371841851494698,-0.8855544840887175,0.0
2019-05-13,1.0,-0.0,-0.7345774213448489,-0.0,-1.2363124614435534,-0.8847547809993832,0.0
2019-05-14,1.0,-0.0,-0.6810843740481268,-0.0,-1.2512945476698143,-0.8751522997258605,0.0
2019-05-15,1.0,-0.0,-0.6853906875643518,-0.0,-1.2703733363840901,-0.8576821873927467,0.0
2019-05-16,1.0,-0.0,-0.6880460910374299,-0.0,-1.2696020450990118,-0.8578350948147583,0.0
2019-05-17,1.0,-0.0,-0.678769348366138,-0.0,-1.2665010510223582,-0.8765908656602331,0.0
2019-05-20,1.0,-0.0,-0.6763268423062238,-0.0,-1.2653302787323406,-0.8765559373806796,0.0
2019-05-21,1.0,-0.0,-0.6638326944244127,-0.0,-1.2625725889095534,-0.8690932553990967,0.0
2019-05-22,1.0,-0.0,-0.6553933649289101,-0.0,-1.2688151658767772,-0.8672606635071091,0.0
2019-05-23,1.0,-0.0,-0.6521574421335758,-0.0,-1.2843504943743609,-0.8518013410614843,0.0
2019-05-24,1.0,-0.0,-0.6270437639240267,-0.0,-1.2918098402748934,-0.8571158856625004,0.0
2019-05-28,1.0,-0.0,-0.6206336618707753,-0.0,-1.2947773875608928,-0.8608813866545826,0.0
2019-05-29,1.0,-0.0,-0.6311987357965234,-0.0,-1.292008428023177,-0.8392655579802845,0.0
2019-05-30,1.0,-0.0,-0.6282899684163032,-0.0,-1.2895548202737255,-0.8421191156564898,0.0
2019-05-31,1.0,-0.0,-0.6288733453670277,-0.0,-1.2916666666666667,-0.839989470517449,0.0
2019-06-03,1.0,-0.0,-0.64252292719446,-0.0,-1.3107617443383865,-0.7899307505146921,0.0
2019-06-04,1.0,-0.0,-0.6278598754782087,-0.0,-1.357925136898957,-0.7648713524866851,0.0
2019-06-05,1.0,-0.0,-0.6275951237532325,-0.0,-1.3692279275951238,-0.6973032877724419,0.0
2019-06-06,1.0,-0.0,-0.6313592197140429,-0.0,-1.368123545276536,-0.6950530165884655,0.0
2019-06-07,1.0,-0.0,-0.647132722435708,-0.0,-1.3545669524091044,-0.6932825894176766,0.0
2019-06-10,1.0,-0.0,-0.6469799157879048,-0.0,-1.3816372917986361,-0.6976189589000261,0.0
2019-06-11,1.0,-0.0,-0.6503069781371668,-0.0,-1.3921084156933212,-0.701220425277029,0.0
2019-06-12,1.0,-0.0,-0.6527273407959268,-0.0,-1.3905881472052712,-0.7004604844446107,0.0
2019-06-13,1.0,-0.0,-0.6794295980238042,-0.0,-1.3789580058387605,-0.6844075155325998,0.0
2019-06-14,1.0,-0.0,-0.6702844311377246,-0.0,-1.3949101796407186,-0.6773203592814372,0.0
2019-06-17,1.0,-0.0,-0.6623498147247071,-0.0,-1.4095519706553878,-0.6710708537635214,0.0
2019-06-18,1.0,-0.0,-0.6476732432331248,-0.0,-1.4155965707012093,-0.6805061585114746,0.0
2019-06-19,1.0,-0.0,-0.6428891544666866,-0.0031371377352853304,-1.4234389005079175,-0.6652599342694951,0.0
2019-06-20,1.0,-0.0,-0.6487861444656418,-0.000561104253170239,-1.4238207458945873,-0.6675270265215276,0.0
2019-06-21,1.0,-0.0,-0.6586178496555855,-0.0,-1.4112383947289608,-0.6737795747229709,0.0
2019-06-24,1.0,-0.0,-0.655187969924812,-0.009060150375939848,-1.4027067669172932,-0.692406015037594,0.0
2019-06-25,1.0,-0.0,-0.6559066967644847,-0.007863054928517682,-1.4040255831452222,-0.6944319036869827,0.0
2019-06-26,1.0,-0.0,-0.6530942785038985,-0.0,-1.3927831556744132,-0.7207051113036272,0.0
2019-06-27,1.0,-0.0,-0.6397400536517172,-0.006687573204367703,-1.3913552726036196,-0.7405070465107492,0.0
2019-06-28,1.0,-0.0,-0.6174471299093657,-0.011253776435045318,-1.4060045317220544,-0.7417296072507553,0.0
2019-07-01,1.0,-0.0,-0.6192055475993065,-0.009798748775156402,-1.4064596366925455,-0.7332855958393004,0.0
2019-07-02,1.0,-0.0,-0.6230340883437429,-0.004326886898938972,-1.4023252313943861,-0.7328617653698547,0.0
2019-07-03,1.0,-0.0,-0.6320310439663941,-0.0,-1.397091511886373,-0.7383490939230681,0.0
2019-07-05,1.0,-0.0,-0.6301369863013698,-0.0,-1.3923679060665362,-0.7408550353755833,0.0
2019-07-08,1.0,-0.0,-0.6296115042915225,-0.0,-1.3928248757717212,-0.7420569191386839,0.0
2019-07-09,1.0,-0.0,-0.6270835684990781,-0.0,-1.393611017044813,-0.7419197050080897,0.0
2019-07-10,1.0,-0.0,-0.6340390328281879,-0.0,-1.3852893618621442,-0.7410596773587034,0.0
2019-07-11,1.0,-0.0,-0.633566538779809,-0.0,-1.3873467238396149,-0.7404649063416837,0.0
2019-07-12,1.0,-0.0,-0.6330875714715618,-0.0,-1.3870749322900993,-0.7415362624134817,0.0
2019-07-15,1.0,-0.0,-0.6510473468466775,-0.009439283968259939,-1.379188447218984,-0.720995825655297,0.0
2019-07-16,1.0,-0.0,-0.644584212112082,-0.02067640855679422,-1.37993371497439,-0.7210379632419405,0.0
2019-07-17,1.0,-0.0,-0.6151343758086577,-0.029536800857639278,-1.3413552179217036,-0.7106946138774908,0.0
2019-07-18,1.0,-0.0,-0.6152880817923448,-0.028162255933266895,-1.3434466467353192,-0.7040563983316724,0.0
2019-07-19,1.0,-0.0,-0.6172474896633194,-0.0339264619019492,-1.3373818665091552,-0.7031526875369167,0.0
2019-07-22,1.0,-0.0,-0.6022672722573021,-0.02695616853144271,-1.3436357593885013,-0.7197666260477826,0.0
2019-07-23,1.0,-0.0,-0.6069368436621801,-0.023110486614406154,-1.3444386925011094,-0.7231548587487058,0.0
2019-07-24,1.0,-0.0,-0.6077360301173691,-0.02827194212740828,-1.3393371226101718,-0.7155458773160108,0.0
2019-07-25,1.0,-0.0,-0.606490210297317,-0.01932559825960841,-1.3191080493110952,-0.6808919506889051,0.0
2019-07-26,1.0,-0.0,-0.606159420289855,-0.0188768115942029,-1.3197101449275361,-0.6784420289855072,0.0
2019-07-29,1.0,-0.0,-0.6080482312776931,-0.02106486525749982,-1.3222924384397474,-0.680504104016852,0.0
2019-07-30,1.0,-0.0,-0.6129653868528213,-0.02443280977312391,-1.317808318789994,-0.680628272251309,0.0
2019-07-31,1.0,-0.0,-0.6102818029563823,-0.02599577659651933,-1.319158231995922,-0.6854292579916988,0.0
2019-08-01,1.0,-0.0,-0.6247183661603315,-0.02158587106621121,-1.31350388836398,-0.674213242241442,0.0
2019-08-02,1.0,-0.0,-0.6125140801569711,-0.03720795029250391,-1.312633988590531,-0.6712692126012862,0.0
2019-08-05,1.0,-0.0,-0.6087745400442719,-0.025692201618463553,-1.3189389265885256,-0.6754000798345249,0.0
2019-08-06,1.0,-0.0,-0.6096789105003023,-0.023077196600647158,-1.2609252213490738,-0.6621626426768126,0.0
2019-08-07,1.0,-0.0,-0.6064134782147029,-0.011503203199660212,-1.2579549074434573,-0.6635755494991683,0.0
2019-08-08,1.0,-0.0,-0.601580775501524,-0.010349471893386262,-1.2638760898844545,-0.6685687956333735,0.0
2019-08-09,1.0,-0.0,-0.5875197750043945,-0.0,-1.2439444542098788,-0.6841272631393919,0.0
2019-08-12,1.0,-0.0,-0.5853299189672713,-0.0,-1.2436945311677834,-0.678885887676711,0.0
2019-08-13,1.0,-0.0,-0.5715536871606236,-0.0,-1.248519880889823,-0.683166929409704,0.0
2019-08-14,1.0,-0.0,-0.5827581398591648,-0.0,-1.228125217876316,-0.6751725580422505,0.0
2019-08-15,1.0,-0.0,-0.608019416148219,-0.0,-1.1985711355712039,-0.6117454023381418,0.0
2019-08-16,1.0,-0.0,-0.601990560229838,-0.004480470620425474,-1.2016553799849512,-0.6120801696422464,0.0
2019-08-19,1.0,-0.0,-0.5831830401197808,-0.007894647293020723,-1.2084935515704223,-0.6032939735257086,0.0
2019-08-20,1.0,-0.0,-0.583811301544205,-0.010894281350755134,-1.2035974885457321,-0.5955879857458001,0.0
2019-08-21,1.0,-0.0,-0.5876292153872226,-0.016166751398068124,-1.1997966446365023,-0.5856634468734113,0.0
2019-08-22,1.0,-0.0,-0.5873224707350807,-0.02229868771716763,-1.1977532638396922,-0.5661032958877306,0.0
2019-08-23,1.0,-0.0,-0.5887156644394952,-0.022980360396841468,-1.198994398326247,-0.5638118377539313,0.0
2019-08-26,1.0,-0.0,-0.5768397907852217,-0.022620515041476497,-1.1881933570976446,-0.5437918512842722,0.0
2019-08-27,1.0,-0.0,-0.5764360922297748,-0.023657203785152608,-1.188791150206584,-0.5431160868985739,0.0
2019-08-28,1.0,-0.0,-0.571114881724723,-0.028213061849153273,-1.193033236849985,-0.5346508300894967,0.0
2019-08-29,1.0,-0.0,-0.562583133812184,-0.03302075019952115,-1.197093641926044,-0.5326549614259112,0.0
2019-08-30,1.0,-0.0,-0.5568151683903474,-0.03579952267303103,-1.1976597719437816,-0.5245293025722619,0.0
2019-09-03,1.0,-0.0,-0.5661203636122353,-0.04604870280671488,-1.1956074580319818,-0.5098533607590737,0.0
2019-09-04,1.0,-0.0,-0.5456808976827567,-0.04651085585286502,-1.205298452957971,-0.5223424739393135,0.0
2019-09-05,1.0,-0.0,-0.5513969251115887,-0.03322863283187304,-1.2144817325177715,-0.5072573979170111,0.0
2019-09-06,1.0,-0.0,-0.5441802170256275,-0.045120221643194035,-1.226722517233418,-0.4822388601207164,0.0
2019-09-09,1.0,-0.0,-0.5623464675248109,-0.043889816907405586,-1.2079525727948641,-0.46123612066424285,0.0
2019-09-10,1.0,-0.0,-0.5591963410650115,-0.0647174126102581,-1.198170532505717,-0.44478928454753347,0.0
2019-09-11,1.0,-0.0,-0.5494954113458963,-0.07309187106045266,-1.2013129102844637,-0.44201312910284457,0.0
2019-09-12,1.0,-0.0,-0.5411580390364906,-0.07611462889222535,-1.2030811410666493,-0.4435668124551211,0.0
2019-09-13,1.0,-0.0,-0.5399856378117247,-0.07507507507507506,-1.2036819428123775,-0.445358401880141,0.0
