Date,IWF,IWM,JJSF,MTUM,SPY,VLUE,VXX
2018-09-24,-0.238787398902777,-0.6706634240144789,1.0,-0.0,-0.4538770431536678,-0.46459476273966405,0.0
2018-09-25,-0.2384737229167845,-0.670928324942015,1.0,-0.0,-0.45412117440742206,-0.4650110312835888,0.0
2018-09-26,-0.2405751160421148,-0.6731574776406656,1.0,-0.0,-0.4544888486357975,-0.46207404052983125,0.0
2018-09-27,-0.24553457695247263,-0.665666487389249,1.0,-0.0,-0.45627989922722,-0.4632151045942198,0.0
2018-09-28,-0.24608589790776023,-0.6654115115653576,1.0,-0.0,-0.4563857195436143,-0.4632937912290139,0.0
2018-10-01,-0.24570909813044342,-0.6692388436551391,1.0,-0.0,-0.45709098130443415,-0.46492099066640186,0.0
2018-10-02,-0.2450301033738498,-0.6759627399750086,1.0,-0.0,-0.45561172327615584,-0.46333636260365785,0.0
2018-10-03,-0.24510138013290167,-0.6754131879366161,1.0,-0.0,-0.45572783551996365,-0.4635656273073209,0.0
2018-10-04,-0.25124427632888713,-0.6689513950115185,1.0,-0.0,-0.4640368590199369,-0.459827649953073,0.0
2018-10-05,-0.23630234007592496,-0.6619355204260864,1.0,-0.0,-0.4682984871664117,-0.4664853532778061,0.0
2018-10-08,-0.23342197578363696,-0.6587925766662894,1.0,-0.0,-0.4711157632680774,-0.4656840556750028,0.0
2018-10-09,-0.22663677384567357,-0.6608110792632744,1.0,-0.0,-0.47657292050969147,-0.473905270028663,0.0
2018-10-10,-0.2262175048246112,-0.6611136337836303,1.0,-0.0,-0.4765013054830287,-0.474174140084005,0.0
2018-10-11,-0.16320318769196712,-0.6572401007222115,1.0,-0.0,-0.45895016464207644,-0.48770026840809094,0.0
2018-10-12,-0.16229391466286902,-0.652955030947034,1.0,-0.0,-0.447663909733253,-0.4757627211480528,0.0
2018-10-15,-0.14873910548892108,-0.6637523564929919,1.0,-0.0,-0.44435944373104563,-0.4753148821070463,0.0
2018-10-16,-0.1442278778600913,-0.6718241710177414,1.0,-0.0,-0.4433722424209289,-0.47426259533637677,0.0
2018-10-17,-0.13460238487953924,-0.6540031906551659,1.0,-0.0,-0.439418111023984,-0.4759213692777763,0.0
2018-10-18,-0.13428679571753002,-0.6536173894235969,1.0,-0.0,-0.4397912836595653,-0.4759111063047475,0.0
2018-10-19,-0.11777837547068316,-0.6450779989241527,1.0,-0.0,-0.44653039268423883,-0.480231307154384,0.0
2018-10-22,-0.11846199637416456,-0.6323024054982818,1.0,-0.0,-0.46134697080390724,-0.493735963416944,0.0
2018-10-23,-0.12728408134451955,-0.6361217452689311,1.0,-0.0,-0.4583095761722462,-0.4933887214574678,0.0
2018-10-24,-0.12555263229271202,-0.6345439257913151,1.0,-0.0,-0.4582440532696845,-0.49396511974829804,0.0
2018-10-25,-0.09275400715326533,-0.6009272751357796,1.0,-0.0,-0.4813087826202146,-0.4743674658895217,0.0
2018-10-26,-0.07568548069086989,-0.5921817082467993,1.0,-0.0,-0.49194248008622726,-0.4690975051920397,0.0
2018-10-29,-0.06399685904986258,-0.5957073681455306,1.0,-0.0,-0.4868210967150896,-0.4709331239366575,0.0
2018-10-30,-0.04255934386582897,-0.6007202754922321,1.0,-0.0,-0.4922846402565652,-0.4931784127651744,0.0
2018-10-31,-0.04635917258671124,-0.5850658169661512,1.0,-0.0,-0.4908587547012119,-0.4895006268282491,0.0
2018-11-01,-0.023857482930912704,-0.6061945745153948,1.0,-0.0,-0.4931854448426505,-0.49271457346901404,0.0
2018-11-02,-0.030768028345143805,-0.5786786160900376,1.0,-0.0,-0.5056794497707378,-0.49010004168403504,0.0
2018-11-05,-0.028439721853269786,-0.5850457066958357,1.0,-0.0,-0.5061332916634113,-0.4847253691694664,0.0
2018-11-06,-0.02499020759890325,-0.5834182008095051,1.0,-0.0,-0.5113722418070245,-0.4915263089176133,0.0
