Date,INCY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6990315620452606,-1.130714034823624,-0.2556575844247077,-1.00005017813237,-0.9323096994329871,0.0
2018-09-25,1.0,-0.7011938202247191,-1.1284610754414124,-0.2593298555377207,-0.9980437399678973,-0.9290228731942215,0.0
2018-09-26,1.0,-0.7009181676784908,-1.1284431287943406,-0.2580402388239426,-0.9987958456675531,-0.9311625106617832,0.0
2018-09-27,1.0,-0.7135298563869993,-1.1167044595616025,-0.2647014361300076,-1.0066515495086925,-0.9374149659863946,0.0
2018-09-28,1.0,-0.719438270357648,-1.1169428167306528,-0.2652050919377652,-1.0097999595877956,-0.9400889068498686,0.0
2018-10-01,1.0,-0.7195534676971258,-1.1165328080012122,-0.2654947719351417,-1.0096984391574482,-0.9399403950093448,0.0
2018-10-02,1.0,-0.7199636382000909,-1.1119135397202162,-0.2675622443310944,-1.0101510024746225,-0.9406595626483512,0.0
2018-10-03,1.0,-0.7211455750645145,-1.0970500430096646,-0.2651925314982543,-1.02054343976117,-0.9560289429742448,0.0
2018-10-04,1.0,-0.7237926675094817,-1.0910745891276865,-0.2660429835651074,-1.0236662452591656,-0.9523640960809102,0.0
2018-10-05,1.0,-0.7266001114883698,-1.0989712664065272,-0.26017331373840774,-1.027872092433994,-0.9540363857497594,0.0
2018-10-08,1.0,-0.724169321802458,-1.094876852273302,-0.2562079603499722,-1.0295857988165682,-0.952561573863349,0.0
2018-10-09,1.0,-0.725212464589235,-1.0953561311210036,-0.25773978146499393,-1.0290368271954673,-0.951284904896803,0.0
2018-10-10,1.0,-0.7323521948743973,-1.0964729764019285,-0.2635371733062674,-1.03577772139051,-0.9467647805125603,0.0
2018-10-11,1.0,-0.6663697545526523,-1.1041666666666665,-0.1583531274742676,-1.0343428345209817,-0.9853523357086301,0.0
2018-10-12,1.0,-0.6723843033768264,-1.0928016419879782,-0.14875629184381564,-1.013438889703367,-0.9594878561305771,0.0
2018-10-15,1.0,-0.6550614394382679,-1.1203920421299005,-0.12224497756972887,-1.0142383460113125,-0.964160327677004,0.0
2018-10-16,1.0,-0.6537467700258398,-1.1248598313100289,-0.11876554044171421,-1.0141387548144898,-0.9639217980595778,0.0
2018-10-17,1.0,-0.6359230289361294,-1.0848889102164212,-0.1038917414463266,-1.0069101204472384,-0.9670809539805173,0.0
2018-10-18,1.0,-0.6346578366445916,-1.0827814569536423,-0.10495249064209616,-1.0091179575775027,-0.9674152989730299,0.0
2018-10-19,1.0,-0.6198177567864129,-1.0702733648203808,-0.08525356614665332,-1.0212299031534755,-0.974237870330614,0.0
2018-10-22,1.0,-0.6305921841285063,-1.059314313114361,-0.062431071685447134,-1.0461759769839367,-0.9965475905058737,0.0
2018-10-23,1.0,-0.6303774399309385,-1.0597093664572441,-0.06162773967675411,-1.047048103208479,-0.9971703995012229,0.0
2018-10-24,1.0,-0.6321062218387499,-1.0558910938548558,-0.051912568306010924,-1.0511935576646534,-1.002300834052344,0.0
2018-10-25,1.0,-0.5958346892287667,-0.9995351215657107,-0.04067686300032542,-1.0486262842266747,-0.9641113848728557,0.0
2018-10-26,1.0,-0.5884498199612224,-0.9889206906102852,-0.03623857446219185,-1.046486935647678,-0.9563290554888746,0.0
2018-10-29,1.0,-0.5678051924139201,-1.008838151353342,-0.013073098876818267,-1.0417050266985823,-0.971782360522924,0.0
2018-10-30,1.0,-0.561962173853021,-1.0095255625603976,-0.008973356035157148,-1.0428880401270075,-0.9783719110947494,0.0
2018-10-31,1.0,-0.5832715477293792,-0.9861909175162188,-0.005792400370713624,-1.0669601482854496,-0.9917516218721038,0.0
2018-11-01,1.0,-0.6025515210991167,-0.9773821206598439,-0.021029020047665777,-1.0743492686574139,-0.9978036356839104,0.0
2018-11-02,1.0,-0.6025329470043929,-0.9775212636695018,-0.02163753621833816,-1.0739788765305167,-0.9977100663613422,0.0
2018-11-05,1.0,-0.6009530038307017,-0.9811735027562365,-0.02153601793889564,-1.0738110810053256,-0.9941137998691955,0.0
2018-11-06,1.0,-0.596996772231838,-0.979183234317257,-0.024231650839687514,-1.077700332132666,-0.999812883005099,0.0
2018-11-07,1.0,-0.5929944348314081,-0.9794696721694804,-0.031099471542814384,-1.0744049010896506,-0.9986437824439977,0.0
2018-11-08,1.0,-0.5649486452572384,-0.9913556722591439,-0.0,-1.0735232606776037,-1.0176604545243295,0.0
2018-11-09,1.0,-0.5646375464684015,-0.991171003717472,-0.0,-1.0737453531598513,-1.01728624535316,0.0
2018-11-12,1.0,-0.5631256952169077,-0.982665925101965,-0.0,-1.0744345569150908,-1.014553207267334,0.0
2018-11-13,1.0,-0.5431030515027385,-0.9753762599530539,-0.0,-1.0741013485524924,-1.0099415473834399,0.0
2018-11-14,1.0,-0.5460577853555135,-0.9753467582139072,-0.0,-1.0761716049951615,-1.0105064282751948,0.0
2018-11-15,1.0,-0.5458986175115207,-0.9796774193548388,-0.0,-1.0841935483870968,-0.9984792626728111,0.0
2018-11-16,1.0,-0.5418160095579451,-0.9692583402260821,-0.0,-1.08165609778513,-1.002435437919309,0.0
2018-11-19,1.0,-0.5379161103181547,-0.9734794419632581,-0.0,-1.0869745384225793,-1.0058934573414982,0.0
2018-11-20,1.0,-0.5019907555718274,-0.9631138163013134,-0.0,-1.08956111848428,-1.021829664546245,0.0
2018-11-21,1.0,-0.5110828488372093,-0.9556231831395349,-0.0,-1.0892532703488371,-0.9861918604651163,0.0
2018-11-23,1.0,-0.5122028669932861,-0.9441117764471058,-0.0,-1.0931772818000363,-0.9868898566503357,0.0
2018-11-26,1.0,-0.5108508126759284,-0.9547807137019885,-0.0,-1.0906201761554526,-0.9838372832107509,0.0
2018-11-27,1.0,-0.505726313883482,-0.953736815897877,-0.0,-1.0871848263998913,-0.9800823864922367,0.0
2018-11-28,1.0,-0.5059302851969216,-0.9544590312358533,-0.0,-1.0866908103214123,-0.9798551380715256,0.0
2018-11-29,1.0,-0.4445399828030954,-0.9556048332352808,-0.0,-1.1092908539620763,-1.016110784269358,0.0
