Date,FORR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.26741020173855995,-0.8940462522552075,-0.0,-0.555027062489749,-0.5638182712809579,0.0
2018-09-25,1.0,-0.2738736371995271,-0.8936358859845001,-0.0,-0.5550045973991855,-0.5613424405621963,0.0
2018-09-26,1.0,-0.27736122073138647,-0.8975598526703499,-0.0,-0.5561036569323862,-0.557583530649829,0.0
2018-09-27,1.0,-0.28039563617245006,-0.8913643533123029,-0.0,-0.5565851735015773,-0.557702418506835,0.0
2018-09-28,1.0,-0.2787036123985143,-0.8934030174538999,-0.0,-0.5567826973013839,-0.558064622160865,0.0
2018-10-01,1.0,-0.2792295302895835,-0.8927127502218716,-0.0,-0.5570127863787266,-0.5580317522926733,0.0
2018-10-02,1.0,-0.27954762139592987,-0.8933819903343525,-0.0,-0.5568267745011013,-0.5578459414143406,0.0
2018-10-03,1.0,-0.2812952958229015,-0.9003162471998946,-0.0,-0.5566280142311241,-0.556002108314666,0.0
2018-10-04,1.0,-0.28558721792126507,-0.8942843024213474,-0.0,-0.5620161423159282,-0.5524954702684896,0.0
2018-10-05,1.0,-0.2735415709692237,-0.8903799461906949,-0.0,-0.5626353435264781,-0.554465516109981,0.0
2018-10-08,1.0,-0.2701443569553805,-0.88753280839895,-0.0,-0.5684383202099738,-0.5547244094488188,0.0
2018-10-09,1.0,-0.2734795744121897,-0.8892026796269539,-0.0,-0.5681400236437673,-0.5530342834624984,0.0
2018-10-10,1.0,-0.27684674027339645,-0.8886369610935858,-0.0,-0.5707478969505784,-0.5497831230283912,0.0
2018-10-11,1.0,-0.24672764293332472,-0.8839404027019165,-0.0,-0.5568016547622895,-0.5444878963188003,0.0
2018-10-12,1.0,-0.24365335979767583,-0.8810064987034607,-0.0,-0.5452508243429267,-0.5313890578480648,0.0
2018-10-15,1.0,-0.22866905096436324,-0.893057861795887,-0.0,-0.5412887980585004,-0.5302401328394432,0.0
2018-10-16,1.0,-0.22947207051834817,-0.8920826546581074,-0.0,-0.5415987991440708,-0.530580307240267,0.0
2018-10-17,1.0,-0.22834721025935495,-0.890452036877532,-0.0,-0.5409449070086452,-0.5303537818611032,0.0
2018-10-18,1.0,-0.23234982502327672,-0.9020772466048094,-0.0,-0.5412399267987286,-0.5349150801040229,0.0
2018-10-19,1.0,-0.21545622648727922,-0.89313269144934,-0.0,-0.5443155008608047,-0.5352611107568706,0.0
2018-10-22,1.0,-0.21702331523474927,-0.8992654104120089,-0.0,-0.5431810923027787,-0.5343979559246247,0.0
2018-10-23,1.0,-0.22441209406494958,-0.9016797312430012,-0.0,-0.5399456087026075,-0.5334826427771556,0.0
2018-10-24,1.0,-0.2229334016065542,-0.903958780042884,-0.0,-0.5401478541940026,-0.5332351905782955,0.0
2018-10-25,1.0,-0.1994570474615409,-0.8737479327238119,-0.0,-0.5376790339189316,-0.5095640777607888,0.0
2018-10-26,1.0,-0.17125488219730378,-0.8792679853849062,-0.0,-0.5802885221116291,-0.5189933224140103,0.0
2018-10-29,1.0,-0.13290248272331712,-0.9276298950601484,-0.0,-0.5833120040952138,-0.5555093422062964,0.0
2018-10-30,1.0,-0.12982153137593552,-0.9274611398963731,-0.0,-0.5832533742723726,-0.5578583765112263,0.0
2018-10-31,1.0,-0.13097057699656095,-0.9184498789963063,-0.0,-0.5805311425296141,-0.5543561329766908,0.0
2018-11-01,1.0,-0.12801909307875897,-0.9202227525855211,-0.0,-0.5799522673031027,-0.5540175019888625,0.0
2018-11-02,1.0,-0.13368983957219252,-0.8924785621618202,-0.0,-0.5886466474701769,-0.5494415087175268,0.0
2018-11-05,1.0,-0.12764743183259353,-0.9136968928344958,-0.0,-0.5926759670259988,-0.5365884590995561,0.0
2018-11-06,1.0,-0.13133202307741076,-0.9162175870157865,-0.0,-0.589932162556267,-0.5324922335636847,0.0
2018-11-07,1.0,-0.1310961117976994,-0.9160883480685743,-0.0,-0.5894413283898976,-0.5322432423867921,0.0
2018-11-08,1.0,-0.12707601784189046,-0.9165164025181107,-0.0,-0.5880864256113378,-0.5317452785422796,0.0
2018-11-09,1.0,-0.12690178712636407,-0.9162106594970741,-0.0,-0.5884232168274554,-0.5315514787284518,0.0
2018-11-12,1.0,-0.1263632352014121,-0.8994515539305302,-0.0,-0.5968290991615709,-0.5293450167055412,0.0
2018-11-13,1.0,-0.10441277579848741,-0.8983998999937497,-0.0,-0.5976936058503657,-0.5246890430651916,0.0
2018-11-14,1.0,-0.10435353314373225,-0.8984904834828267,-0.0,-0.5977122855267681,-0.5247366940650686,0.0
2018-11-15,1.0,-0.10327715355805243,-0.8989076154806491,-0.0,-0.5986267166042446,-0.5202871410736578,0.0
2018-11-16,1.0,-0.1068774108570891,-0.9062627403016904,-0.0,-0.6024085050333993,-0.5205256060463511,0.0
2018-11-19,1.0,-0.11030934303821295,-0.9056597854050322,-0.0,-0.6010541507184539,-0.5202986760368952,0.0
2018-11-20,1.0,-0.02169802249927887,-0.9229511874619403,-0.0,-0.6525431877183423,-0.6078330822730041,0.0
2018-11-21,1.0,-0.018597814277497283,-0.9227967022432415,-0.0,-0.6515945548667477,-0.6025116635776826,0.0
2018-11-23,1.0,-0.019040925210057187,-0.92150410530015,-0.0,-0.6517363662502795,-0.6024727644484201,0.0
2018-11-26,1.0,-0.019545120117718563,-0.9200921275710949,-0.0,-0.6543296759540642,-0.6049070727104059,0.0
2018-11-27,1.0,-0.024435178900416948,-0.9263712466466272,-0.0,-0.6661818416884837,-0.6151459323184331,0.0
2018-11-28,1.0,-0.02270004209708235,-0.9384087302872317,-0.0,-0.6631909588420065,-0.6139373724944142,0.0
2018-11-29,1.0,-0.0345818502432812,-0.9453025503706365,-0.0,-0.6686477484243869,-0.6169872318192209,0.0
2018-11-30,1.0,-0.03393207054212932,-0.9456564337034616,-0.0,-0.6687459177008491,-0.617504898758981,0.0
2018-12-03,1.0,-0.029712041884816753,-0.9503272251308902,-0.0,-0.6723494764397907,-0.6198625654450262,0.0
2018-12-04,1.0,-0.017986199679518623,-0.9601687432551751,-0.0,-0.6710814611334576,-0.6209490172994538,0.0
2018-12-06,1.0,-0.009488956538635922,-0.9488308828291988,-0.0,-0.6683075328713,-0.6119567329490252,0.0
2018-12-07,1.0,-0.016535892613967967,-0.9492899293171647,-0.0,-0.6693794176771933,-0.6071266454834316,0.0
2018-12-10,1.0,-0.0,-0.971622455274522,-0.0,-0.6837559661027955,-0.5914477742783857,0.0
2018-12-11,1.0,-0.0,-0.972482131254061,-0.0,-0.6808641975308641,-0.5955165692007797,0.0
2018-12-12,1.0,-0.0,-0.9731126861304377,-0.0,-0.6804083490474022,-0.5976656479615059,0.0
2018-12-13,1.0,-0.0,-0.9713737977644918,-0.0,-0.6810501689628282,-0.5968611905380816,0.0
