Date,IWF,IWM,MTUM,SON,SPY,VLUE,VXX
2018-09-24,-0.20527401741230938,-0.554853807055508,-0.013059232046701223,1.0,-0.3836998641235972,-0.35936792310402094,0.0
2018-09-25,-0.20554493307839386,-0.5544681493408473,-0.013560430713495018,1.0,-0.38336520076481834,-0.3589111401831539,0.0
2018-09-26,-0.20513595166163143,-0.5543554884189326,-0.011832829808660624,1.0,-0.3843655589123867,-0.36190835850956693,0.0
2018-09-27,-0.2052863436123348,-0.5538325991189428,-0.012032724984266836,1.0,-0.38429200755191945,-0.36183763373190686,0.0
2018-09-28,-0.20355074288592293,-0.5556786703601108,-0.012515739108536891,1.0,-0.38438680433140265,-0.36210022664316294,0.0
2018-10-01,-0.2039135690540949,-0.5552281656089453,-0.012591921023471342,1.0,-0.3845320842147678,-0.36209328095094184,0.0
2018-10-02,-0.20464846897663175,-0.5487006446414183,-0.01503323932312651,1.0,-0.3859790491539082,-0.3637691377921032,0.0
2018-10-03,-0.20440528634361232,-0.5429326620516048,-0.014247954688483323,1.0,-0.3881686595342983,-0.3675770925110132,0.0
2018-10-04,-0.21493763310009126,-0.5373440827502282,-0.014501571848696887,1.0,-0.40366088631984587,-0.3647956596694047,0.0
2018-10-05,-0.20657964501224532,-0.5329360971545434,-0.0062110233039614215,1.0,-0.4085641427020476,-0.3705153129497311,0.0
2018-10-08,-0.20567429639735232,-0.5317315951695215,-0.0012379364357536253,1.0,-0.41561821029761,-0.3721388509928755,0.0
2018-10-09,-0.20568916734033954,-0.5318310428455941,-0.0012631366208569119,1.0,-0.41554668552950685,-0.37194320937752623,0.0
2018-10-10,-0.204377523296854,-0.5379732371835564,-0.0,1.0,-0.4175151715207069,-0.3792753218393723,0.0
2018-10-11,-0.16713768654866376,-0.5293519758044524,-0.0,1.0,-0.40289553274827705,-0.3796916059298924,0.0
2018-10-12,-0.16839549768263076,-0.524657299100027,-0.0,1.0,-0.39211358787611267,-0.36710071360258956,0.0
2018-10-15,-0.1491163655945562,-0.5426641210163019,-0.0,1.0,-0.388431977284966,-0.3675282714054927,0.0
2018-10-16,-0.14755984140192863,-0.5450584952763229,-0.0,1.0,-0.38790444955700226,-0.36697831514024176,0.0
2018-10-17,-0.13914117561578146,-0.5292692969071666,-0.0,1.0,-0.384751386567851,-0.3687664995519388,0.0
2018-10-18,-0.1388579454642321,-0.5288177459195041,-0.0,1.0,-0.38521334818617714,-0.3687702813968131,0.0
2018-10-19,-0.12076429317808628,-0.5406030750858337,-0.0,1.0,-0.4249888042991491,-0.4015773498532119,0.0
2018-10-22,-0.12071241748661105,-0.5314734088927637,-0.0,1.0,-0.431361315232283,-0.40742309129405907,0.0
2018-10-23,-0.11782914773578311,-0.5330271106895001,-0.0,1.0,-0.4353936791652105,-0.41013031104897896,0.0
2018-10-24,-0.11765885449304424,-0.5402431382378744,-0.0,1.0,-0.4377992229602707,-0.4108534904123323,0.0
2018-10-25,-0.0964623159745111,-0.5122683659269025,-0.0,1.0,-0.4411728801972704,-0.39161112331844034,0.0
2018-10-26,-0.08272405945867428,-0.5038735292693556,-0.0,1.0,-0.4480704982327023,-0.38626349682854794,0.0
2018-10-29,-0.07058341566860254,-0.5080126274188496,-0.0,1.0,-0.4427307998168542,-0.3884859146444321,0.0
2018-10-30,-0.055924307885399815,-0.5101252685187421,-0.0,1.0,-0.44519804011488984,-0.402403997007072,0.0
2018-10-31,-0.05491645791278547,-0.520733516550332,-0.0,1.0,-0.4493032079188657,-0.4071308704428825,0.0
2018-11-01,-0.03919185042911672,-0.5340497435024677,-0.0,1.0,-0.44970946488050373,-0.4083051712820014,0.0
2018-11-02,-0.04144776661421136,-0.5219949158697494,-0.0,1.0,-0.4520275995642174,-0.4055441229875318,0.0
2018-11-05,-0.04078421880672879,-0.5236838920488927,-0.0,1.0,-0.45203921094033644,-0.40392109403364396,0.0
2018-11-06,-0.0470802035376787,-0.5295856554397868,-0.0,1.0,-0.4485340440998304,-0.3978434698328083,0.0
2018-11-07,-0.049257232212666154,-0.5347195074276779,-0.0,1.0,-0.4562646598905395,-0.4030981235340109,0.0
2018-11-08,-0.03344246392627622,-0.5350309203346671,-0.0,1.0,-0.4506365951255002,-0.4060385594761731,0.0
2018-11-09,-0.03227686703096539,-0.5362234365513053,-0.0,1.0,-0.45347905282331513,-0.40667880995749844,0.0
2018-11-12,-0.03165613882233355,-0.5276265156465548,-0.0,1.0,-0.45618238582734333,-0.40470485732955785,0.0
2018-11-13,-0.016811970122727383,-0.5253500492350553,-0.0,1.0,-0.4574296899392367,-0.40211830823546363,0.0
2018-11-14,-0.017702303461196646,-0.5248000384310523,-0.0,1.0,-0.45764177455383953,-0.4018206711022506,0.0
2018-11-15,-0.017031688535994436,-0.5257514333005493,-0.0,1.0,-0.4602154148775397,-0.3958548228464509,0.0
2018-11-16,-0.017611209750947744,-0.5257929843082682,-0.0,1.0,-0.4601228465857287,-0.3958203368683718,0.0
2018-11-19,-0.015992700028815678,-0.5269186437421958,-0.0,1.0,-0.4616991643454039,-0.39669580251656905,0.0
2018-11-20,-0.0006932989074565493,-0.5238949054483731,-0.0,1.0,-0.46319539075760835,-0.4029022926677664,0.0
2018-11-21,-0.004080083499383243,-0.5203055318341399,-0.0,1.0,-0.462259227630705,-0.3855204478603283,0.0
2018-11-23,-0.005548836878423562,-0.5089516492376277,-0.0,1.0,-0.46887671622679095,-0.387920608949278,0.0
2018-11-26,-0.004603592700695285,-0.5154125436036164,-0.0,1.0,-0.4671222799648798,-0.38582378206497236,0.0
2018-11-27,-0.0,-0.5173676748582231,-0.0,1.0,-0.46351606805293005,-0.38206521739130433,0.0
2018-11-28,-0.0,-0.5222027806677385,-0.0,1.0,-0.461340206185567,-0.380970396292443,0.0
2018-11-29,-0.0,-0.5101806509055976,-0.0,1.0,-0.45242390871388743,-0.3804915766536236,0.0
2018-11-30,-0.0,-0.5106721960591363,-0.0,1.0,-0.4536210491787915,-0.37866966565919263,0.0
2018-12-03,-0.0,-0.5109480495123782,-0.0,1.0,-0.45419167291822954,-0.3792198049512378,0.0
2018-12-04,-0.0,-0.511044035752726,-0.0,1.0,-0.45140156301183965,-0.3773924844400767,0.0
2018-12-06,-0.0,-0.4734639745729769,-0.0,1.0,-0.45299887956463086,-0.3601170740630645,0.0
2018-12-07,-0.0,-0.47555626994879335,-0.0,1.0,-0.45390250063147264,-0.36680520792670324,0.0
2018-12-10,-0.0,-0.47441966317705964,-0.0,1.0,-0.4483841602184797,-0.35302685480200274,0.0
2018-12-11,-0.0,-0.47564476442176257,-0.0,1.0,-0.44488745101613053,-0.35776451289528843,0.0
2018-12-12,-0.0,-0.47593107535214474,-0.0,1.0,-0.4462779778456489,-0.3570451748187993,0.0
2018-12-13,-0.0,-0.4739682973490024,-0.0,1.0,-0.4475494215177188,-0.3559715769335884,0.0
2018-12-14,-0.0,-0.4675697211155379,-0.0,1.0,-0.45245304496300515,-0.35658508821855434,0.0
2018-12-17,-0.0,-0.46485199047294995,-0.0,1.0,-0.44030849495293184,-0.3631620732675513,0.0
2018-12-18,-0.0,-0.46509412565207525,-0.0,1.0,-0.4403946473123157,-0.3625765479700612,0.0
2018-12-19,-0.0,-0.46510467463539656,-0.0,1.0,-0.440404636077026,-0.3626301345006691,0.0
2018-12-20,-0.0,-0.4597698550855696,-0.0,1.0,-0.4409603689553049,-0.36002532046209845,0.0
2018-12-21,-0.0,-0.4592631032693306,-0.0,1.0,-0.44046840098373236,-0.3565352767311207,0.0
2018-12-24,-0.0,-0.45449841391257395,-0.0,1.0,-0.43749015725888096,-0.3578033251591712,0.0
2018-12-26,-0.0,-0.4544329432943294,-0.0,1.0,-0.4381413141314131,-0.3576507650765076,0.0
2018-12-27,-0.0,-0.43908035832487535,-0.0,1.0,-0.41090419663739464,-0.3564494064692644,0.0
2018-12-28,-0.0,-0.4386360122794231,-0.0,1.0,-0.4120453190220632,-0.3578480090107997,0.0
2018-12-31,-0.0,-0.4369794313235976,-0.0,1.0,-0.41322934847447146,-0.3591233457791132,0.0
2019-01-02,-0.0,-0.43692837891574254,-0.0,1.0,-0.41313568682896656,-0.3590774532761896,0.0
2019-01-03,-0.0,-0.4383470635131544,-0.0,1.0,-0.43139339179732483,-0.34480467711931967,0.0
2019-01-04,-0.0,-0.4384710451977401,-0.0,1.0,-0.4240598516949152,-0.34439000706214684,0.0
2019-01-07,-0.0,-0.4236480013933641,-0.0,1.0,-0.41970739353827397,-0.3337542454062527,0.0
2019-01-08,-0.0,-0.4118990149390045,-0.0,1.0,-0.4300780655402614,-0.3325722486789745,0.0
2019-01-09,-0.0,-0.4086642913009472,-0.0,1.0,-0.4296949682801773,-0.3342313374467715,0.0
2019-01-10,-0.0,-0.40936358894105374,-0.0,1.0,-0.42942531733611544,-0.33474613110763346,0.0
2019-01-11,-0.0,-0.40534287834475535,-0.0,1.0,-0.4337596577764198,-0.34344580732463226,0.0
2019-01-14,-0.0,-0.40591403711538043,-0.0,1.0,-0.4335215997557625,-0.3412347078962863,0.0
2019-01-15,-0.0,-0.40175025097114925,-0.0,1.0,-0.4291606651826633,-0.35144690323425426,0.0
2019-01-16,-0.0,-0.3983529052920543,-0.0,1.0,-0.4288328721758644,-0.35148913919693237,0.0
