Date,IDXX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.48767252195734007,-0.5506900878293601,-0.24335006273525722,-0.5152760351317441,-0.33977415307402764,0.0
2018-09-25,1.0,-0.4899796142386702,-0.5489101458366002,-0.24694997647796768,-0.5135643719617374,-0.3368982280068998,0.0
2018-09-26,1.0,-0.49177548970366647,-0.55151305876444,-0.25025113008538424,-0.5133098945253641,-0.33230788548468104,0.0
2018-09-27,1.0,-0.49207544801180053,-0.5503248281706054,-0.25060414901296174,-0.5131971251922292,-0.33220349621818407,0.0
2018-09-28,1.0,-0.49588128026158584,-0.5495503992957304,-0.2502043639564862,-0.5147770860843865,-0.3336477394202352,0.0
2018-10-01,1.0,-0.4957396635749096,-0.5496305612325106,-0.25033799717025623,-0.5146989467064927,-0.33375255462977516,0.0
2018-10-02,1.0,-0.4954867117471301,-0.5524139015568486,-0.2496933480106935,-0.5141374429941815,-0.3333857524768045,0.0
2018-10-03,1.0,-0.49859235124790435,-0.5707145794451649,-0.2515420871160598,-0.5134912852307595,-0.3289153196469807,0.0
2018-10-04,1.0,-0.5054025792959219,-0.563199087423556,-0.2520675560062106,-0.5232738679932825,-0.3247251180328908,0.0
2018-10-05,1.0,-0.5118888676966113,-0.5701570347765273,-0.2526543327611418,-0.5234916396465128,-0.3206179668128934,0.0
2018-10-08,1.0,-0.510984126984127,-0.5681269841269841,-0.2507619047619048,-0.5249206349206349,-0.3198095238095238,0.0
2018-10-09,1.0,-0.5165090584901455,-0.5706689591492342,-0.26006941127774064,-0.5223676250517401,-0.3143885121151335,0.0
2018-10-10,1.0,-0.516839625644617,-0.570223467243904,-0.2603616222066595,-0.5224740561533074,-0.31336346851722163,0.0
2018-10-11,1.0,-0.4894339857873083,-0.5687570128412915,-0.21839546191247972,-0.5174541827702281,-0.3227777085151477,0.0
2018-10-12,1.0,-0.4983640965491697,-0.5627199209827767,-0.21776035557750478,-0.5041977899870362,-0.3035681214889808,0.0
2018-10-15,1.0,-0.5074941161897684,-0.5537594450637929,-0.2259073454725629,-0.5069367025888766,-0.30267558528428096,0.0
2018-10-16,1.0,-0.5121466293880087,-0.5439266853059956,-0.23532152842497667,-0.5093817955886921,-0.30580925753339544,0.0
2018-10-17,1.0,-0.5072638104931988,-0.530767095401129,-0.2312698559575584,-0.5077573177878535,-0.3073625119521298,0.0
2018-10-18,1.0,-0.5055111303220229,-0.5283892679613449,-0.23291858346969646,-0.5120874370928402,-0.3085615486739325,0.0
2018-10-19,1.0,-0.5015202235803569,-0.5212984859187372,-0.22760357482878288,-0.5146647830226344,-0.3060716808451829,0.0
2018-10-22,1.0,-0.4991365486616504,-0.5346922412729739,-0.23778833107191313,-0.509436289626249,-0.3027013691871222,0.0
2018-10-23,1.0,-0.5007707960781895,-0.534161682185361,-0.24159832274773385,-0.5059505457236233,-0.30070296602330887,0.0
2018-10-24,1.0,-0.5017407647040699,-0.53267399944542,-0.23899312937116798,-0.506762793850325,-0.3008287888591059,0.0
2018-10-25,1.0,-0.49144001942690624,-0.513507770762506,-0.23822243807673626,-0.5071333171442447,-0.2851505585235551,0.0
2018-10-26,1.0,-0.4829405027427814,-0.5070830068117427,-0.226083549339924,-0.5157634577129423,-0.2821749351980228,0.0
2018-10-29,1.0,-0.4851637416319884,-0.5072070442072251,-0.2250768952415415,-0.5178819130329896,-0.28017007418129186,0.0
2018-10-30,1.0,-0.47390661314177057,-0.5103377501433702,-0.21656454679907033,-0.5221997524976608,-0.2953125471612689,0.0
2018-10-31,1.0,-0.47430448804894954,-0.5073394218886578,-0.2169876721825361,-0.5213852970431323,-0.294119420080176,0.0
2018-11-01,1.0,-0.4654336235201976,-0.5195650209356267,-0.206795794800735,-0.523932885501702,-0.29656294243455733,0.0
2018-11-02,1.0,-0.49125847547812335,-0.4832922861747089,-0.18410410775639272,-0.5716196904740186,-0.31025570859557905,0.0
2018-11-05,1.0,-0.48852548709687227,-0.4908355877078331,-0.18401775129943157,-0.5722058421228609,-0.30402139882671203,0.0
2018-11-06,1.0,-0.5013712823013164,-0.5028339834227206,-0.17671257922964406,-0.5695697220867869,-0.29680643588493416,0.0
2018-11-07,1.0,-0.49964980663235786,-0.5023599987819362,-0.1795121654130759,-0.5677091263436768,-0.29592862145619536,0.0
2018-11-08,1.0,-0.49564425557747754,-0.5023827591440279,-0.17483684929427834,-0.566216421308241,-0.29628168159052964,0.0
2018-11-09,1.0,-0.4949163859297702,-0.5021700203344562,-0.17539227290661324,-0.5663904822604632,-0.2961243133327263,0.0
2018-11-12,1.0,-0.49514328078191666,-0.49229884709655947,-0.17511423124640663,-0.5697945350561322,-0.2936423881138984,0.0
2018-11-13,1.0,-0.4962374202907311,-0.49233884372450054,-0.1707818308199099,-0.572576989331802,-0.2901870712321315,0.0
2018-11-14,1.0,-0.49664571497642934,-0.4919315846730327,-0.17085700471413032,-0.5725250815907168,-0.2899190136588904,0.0
2018-11-15,1.0,-0.49704088411135944,-0.4919379189564588,-0.17014916359683557,-0.5735249713146929,-0.28688326589769914,0.0
2018-11-16,1.0,-0.49618412717565075,-0.48948749660643714,-0.1697686344303339,-0.5728333986908389,-0.28822659949926094,0.0
2018-11-19,1.0,-0.4961382972304351,-0.48989319978277923,-0.1688288179569179,-0.5734628612803958,-0.2886622820249804,0.0
2018-11-20,1.0,-0.49445582740749666,-0.48930336266120283,-0.16409545618898397,-0.5759009280462818,-0.28938170423044474,0.0
2018-11-21,1.0,-0.49998504024174967,-0.483319869550908,-0.1704215659874936,-0.5736169703497591,-0.2646082039314245,0.0
2018-11-23,1.0,-0.49955162312429,-0.4770132121719376,-0.17256531356489507,-0.5752376397441262,-0.2647814910025707,0.0
2018-11-26,1.0,-0.4994471505842274,-0.47882736156351796,-0.17210052894241404,-0.57427606610286,-0.2636942294474494,0.0
2018-11-27,1.0,-0.4984950081954999,-0.48040530472358817,-0.16694978393682014,-0.5732379675160184,-0.2611235285352406,0.0
2018-11-28,1.0,-0.49743329552915894,-0.4918522055751208,-0.16400047752641317,-0.5707932907538948,-0.2604608129887184,0.0
2018-11-29,1.0,-0.4912916840040421,-0.4883790049337217,-0.15981097307257922,-0.5701420674077157,-0.26252749212387805,0.0
2018-11-30,1.0,-0.4912911663298062,-0.4884377600760908,-0.15967185828082273,-0.570205683034122,-0.2626917132326715,0.0
2018-12-03,1.0,-0.4912916840040421,-0.4884681685787315,-0.15942459727753672,-0.5702312310527254,-0.26270581941389765,0.0
2018-12-04,1.0,-0.486431177150992,-0.48993089539401485,-0.16143191861672151,-0.5674882106949016,-0.2605807159593083,0.0
2018-12-06,1.0,-0.480983424445289,-0.46154295904347065,-0.1780922033501915,-0.5624287426550122,-0.24033092641856932,0.0
2018-12-07,1.0,-0.48581456566247444,-0.46063176367358877,-0.1820415326118748,-0.5616554548113484,-0.2346885054109389,0.0
2018-12-10,1.0,-0.4874389494925862,-0.46097154388325096,-0.1798613751352616,-0.5637703623548679,-0.23256222033749596,0.0
2018-12-11,1.0,-0.5026115023474178,-0.45583920187793425,-0.18955399061032865,-0.5713321596244132,-0.21493544600938966,0.0
2018-12-12,1.0,-0.5026995305164319,-0.45575117370892027,-0.1898180751173709,-0.5712734741784038,-0.21475938967136152,0.0
2018-12-13,1.0,-0.5027883768711476,-0.45635456413266806,-0.1896389785735251,-0.5709128265336072,-0.2154388024655122,0.0
2018-12-14,1.0,-0.5020331192173965,-0.4750721904649655,-0.18035830043019624,-0.5686546054570099,-0.22040190936413462,0.0
2018-12-17,1.0,-0.49920602246662354,-0.4750044109862966,-0.17661589131329766,-0.5651943774628008,-0.22463682879491856,0.0
2018-12-18,1.0,-0.49885570095651666,-0.47250748195528425,-0.17431488762396571,-0.5652543864796666,-0.2231969954814858,0.0
2018-12-19,1.0,-0.5090390664040683,-0.4719127546371145,-0.17196272671154356,-0.5631264881389811,-0.2234927540492078,0.0
2018-12-20,1.0,-0.5041753347592957,-0.4643851270180785,-0.18019865803275809,-0.5618096047349761,-0.21952005625714202,0.0
2018-12-21,1.0,-0.5042377834931026,-0.4695756371288286,-0.17553191489361702,-0.5720423193827449,-0.2012508767827917,0.0
2018-12-24,1.0,-0.47982310668877837,-0.44813941985976546,-0.18570888248814407,-0.5702481743330133,-0.22550987751301968,0.0
