Date,ACLS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5732435805991442,-1.095176533523538,-0.2158969329529244,-0.740772111269615,-0.8327835235378032,0.0
2018-09-25,1.0,-0.5746880570409982,-1.09349376114082,-0.2184491978609626,-0.7392602495543673,-0.8304367201426025,0.0
2018-09-26,1.0,-0.5745354071037034,-1.093453362449307,-0.21801328044921786,-0.739426890681403,-0.8310530772316057,0.0
2018-09-27,1.0,-0.5738502029709596,-1.097738323593701,-0.21715662220636123,-0.7402417807913637,-0.831913280099924,0.0
2018-09-28,1.0,-0.5713839564557865,-1.0999375390381012,-0.21794414205407334,-0.7402516284465067,-0.8320246274649772,0.0
2018-10-01,1.0,-0.5710588550265495,-1.100441747356209,-0.2183749051804917,-0.7400829949578333,-0.8321360046405782,0.0
2018-10-02,1.0,-0.5720021413276232,-1.090872591006424,-0.22198429693076374,-0.7420146324054248,-0.8342255531763026,0.0
2018-10-03,1.0,-0.5715305030324652,-1.0806724937566892,-0.2205672493756689,-0.745897252943275,-0.8408401712450946,0.0
2018-10-04,1.0,-0.5709249921913346,-1.082861094997992,-0.22096291999464548,-0.744991298915711,-0.8423542010619784,0.0
2018-10-05,1.0,-0.5785390789650687,-1.0979328281242993,-0.21900363212412,-0.7461548809470426,-0.8424734316846777,0.0
2018-10-08,1.0,-0.577991931869117,-1.0977140295831467,-0.21774988794262662,-0.7464365755266698,-0.8423576871358136,0.0
2018-10-09,1.0,-0.5842358333707814,-1.1010650249404574,-0.22805913809374018,-0.7438098233945984,-0.8366512380353212,0.0
2018-10-10,1.0,-0.5844453430381453,-1.1007772835512424,-0.22810801096284317,-0.7438558655703824,-0.835737071483129,0.0
2018-10-11,1.0,-0.5236185775976029,-1.1208248876354983,-0.13241385388208338,-0.7442936458975941,-0.8853000793161188,0.0
2018-10-12,1.0,-0.5300942079553383,-1.115840893230984,-0.12630844382414513,-0.723831123517097,-0.8654047452896022,0.0
2018-10-15,1.0,-0.5142608317004137,-1.1426518615284127,-0.10320052253429131,-0.7239712606139778,-0.8703244067058568,0.0
2018-10-16,1.0,-0.51103165605651,-1.1607220720327898,-0.0907822447021889,-0.7262579576175112,-0.8715444318479114,0.0
2018-10-17,1.0,-0.49883600620796686,-1.1332988446283843,-0.08070356958096224,-0.7219348163476461,-0.8762717709949991,0.0
2018-10-18,1.0,-0.5027295940829444,-1.1486308003874264,-0.0839130051950339,-0.7642863432244431,-0.9030113586334418,0.0
2018-10-19,1.0,-0.49318968160119125,-1.1433889545832787,-0.0720448473700346,-0.7661279726711339,-0.9048745237156746,0.0
2018-10-22,1.0,-0.49483362521891416,-1.1381786339754818,-0.06816987740805605,-0.7695271453590193,-0.9075306479859895,0.0
2018-10-23,1.0,-0.4957762507112531,-1.1375235260646912,-0.07068761763032345,-0.7670153630673612,-0.9059395106578544,0.0
2018-10-24,1.0,-0.4978121991773869,-1.1342434584755405,-0.06112715498381027,-0.7707184737901461,-0.9116566027828827,0.0
2018-10-25,1.0,-0.46867125101439366,-1.0933242215862982,-0.05449963695382907,-0.7711100670567633,-0.8835262461025926,0.0
2018-10-26,1.0,-0.4618388657780796,-1.0842176755242379,-0.04834875626114271,-0.7729009253756685,-0.8774938449783513,0.0
2018-10-29,1.0,-0.44679411267129077,-1.0966841481982743,-0.03341228218575537,-0.7661986127558787,-0.8863559465403484,0.0
2018-10-30,1.0,-0.4927879440258342,-1.1159956942949407,-0.0514962325080732,-0.7819590958019375,-0.8635091496232508,0.0
2018-10-31,1.0,-0.4938038677586724,-1.1038977745379701,-0.05278504352300502,-0.7784829123965524,-0.8590111916298615,0.0
2018-11-01,1.0,-0.5008378088077335,-1.0978732545649836,-0.05894736842105262,-0.7792910848549947,-0.8595059076262084,0.0
2018-11-02,1.0,-0.49771887899196177,-1.1322181186182922,-0.06122094286334999,-0.7816206821638062,-0.8722572235498589,0.0
2018-11-05,1.0,-0.5021982327079615,-1.124276324380795,-0.060462281809080226,-0.7833108431637139,-0.8826883733077961,0.0
2018-11-06,1.0,-0.5322269055145767,-1.1563487881981034,-0.043422901299613625,-0.7856076571829997,-0.8729803301721111,0.0
2018-11-07,1.0,-0.5287381537381537,-1.1558002808002807,-0.0494032994032994,-0.7821604071604071,-0.8714461214461213,0.0
2018-11-08,1.0,-0.5109396792189679,-1.16043410041841,-0.0299860529986053,-0.7769787308228732,-0.8800122036262203,0.0
2018-11-09,1.0,-0.5106114088987667,-1.1599773390857193,-0.03063581296029982,-0.7769643090600078,-0.879679260905565,0.0
2018-11-12,1.0,-0.5100604058928339,-1.1496675503020295,-0.029637999217765415,-0.7793229325105384,-0.87705879796619,0.0
2018-11-13,1.0,-0.5009084616715694,-1.1522322201072848,-0.014232566187921786,-0.7812770375497491,-0.8773576743381207,0.0
2018-11-14,1.0,-0.5017735098191886,-1.1514404360238775,-0.014317847564668224,-0.7812959598581193,-0.8768059520719785,0.0
2018-11-15,1.0,-0.5033081081081081,-1.1559783783783784,-0.010335135135135136,-0.7893189189189189,-0.8653837837837837,0.0
2018-11-16,1.0,-0.5057256875162661,-1.1629652121106968,-0.01227552702351002,-0.7923136982736184,-0.864361932853301,0.0
2018-11-19,1.0,-0.5038121378469046,-1.1734849475014157,-0.0,-0.8059948590598178,-0.8734370234827691,0.0
2018-11-20,1.0,-0.4646727351538795,-1.1667533593411359,-0.0,-0.8092327698309493,-0.8939748591244041,0.0
2018-11-21,1.0,-0.4860352155434123,-1.1737357966866162,-0.0,-0.8253100876051696,-0.851808482956024,0.0
2018-11-23,1.0,-0.4861665221162186,-1.1731569817866434,-0.0,-0.8254119687771032,-0.8517779705117087,0.0
2018-11-26,1.0,-0.48499566348655676,-1.1806157849089332,-0.0,-0.822419774501301,-0.8485255854293149,0.0
2018-11-27,1.0,-0.47419786673576025,-1.1852139741762748,-0.0,-0.8164269983158441,-0.8425098242432094,0.0
2018-11-28,1.0,-0.47652166400276474,-1.1773294742753466,-0.0,-0.8207265972612208,-0.8452200959004709,0.0
2018-11-29,1.0,-0.4594107809082722,-1.1669025258373,-0.0,-0.816115613877096,-0.8458767528624727,0.0
2018-11-30,1.0,-0.461310291462471,-1.1718252944716705,-0.0,-0.8241337804144098,-0.8415871378213395,0.0
2018-12-03,1.0,-0.46042454451701614,-1.1717514609831556,-0.0,-0.8237366792712272,-0.841096596768649,0.0
2018-12-04,1.0,-0.45076098606645226,-1.1773633440514468,-0.0,-0.8195498392282957,-0.8395284030010718,0.0
2018-12-06,1.0,-0.44611644381104076,-1.109862933310978,-0.0,-0.8246636207402439,-0.8109988682566962,0.0
2018-12-07,1.0,-0.44246414492996733,-1.1112974922418855,-0.0,-0.8257569403673573,-0.8140988006374235,0.0
2018-12-10,1.0,-0.41243243243243244,-1.1200415800415802,-0.0,-0.8284823284823285,-0.797047817047817,0.0
2018-12-11,1.0,-0.40341311134235175,-1.1243704474505722,-0.0,-0.8272216441207076,-0.8073257023933402,0.0
2018-12-12,1.0,-0.40387096774193554,-1.124162330905307,-0.0,-0.8272632674297608,-0.8070343392299688,0.0
2018-12-13,1.0,-0.4038349554945512,-1.1214541219532486,-0.0,-0.8285500374344896,-0.8055902171200399,0.0
2018-12-14,1.0,-0.40597064571119706,-1.1159619142655193,-0.0,-0.830693110473577,-0.8052471830693111,0.0
2018-12-17,1.0,-0.3911151630682525,-1.116033318138494,-0.0,-0.8185736189963119,-0.8182835357009656,0.0
2018-12-18,1.0,-0.3739435168006597,-1.1041022469593897,-0.0,-0.8180581323438467,-0.8267573696145125,0.0
2018-12-19,1.0,-0.3729694071081059,-1.1043539210027211,-0.0,-0.8186690855116681,-0.8270388389543992,0.0
2018-12-20,1.0,-0.37318467931048666,-1.0984490064590446,-0.0,-0.8183650800181018,-0.8240013164931912,0.0
2018-12-21,1.0,-0.36823341392451747,-1.1027332704995287,-0.0,-0.8248166209072655,-0.8020735155513666,0.0
2018-12-24,1.0,-0.3555637134932289,-1.0906346875509871,-0.0,-0.8206069505628977,-0.8122042747593409,0.0
2018-12-26,1.0,-0.35718622252802845,-1.1030881936293357,-0.0,-0.7915570486097057,-0.795644958918525,0.0
