Date,IWF,IWM,MTUM,SPY,SYF,VLUE,VXX
2018-09-24,-0.4062179593186704,-0.5843889531999339,-0.16487514469985115,-0.5939474119398048,1.0,-0.5579957003472796,0.0
2018-09-25,-0.4055279708705727,-0.5860642171466403,-0.1631909963588216,-0.5953988745448527,1.0,-0.5599470374048329,0.0
2018-09-26,-0.4056138492602032,-0.5861772202178015,-0.16338419780874516,-0.5953129654761511,1.0,-0.5595643970739135,0.0
2018-09-27,-0.4044823906083244,-0.6051560832443971,-0.15978521878335114,-0.6007870864461046,1.0,-0.5649346318036287,0.0
2018-09-28,-0.401248789609002,-0.6098367224281278,-0.16047280376640288,-0.6015225884002805,1.0,-0.5659621356305721,0.0
2018-10-01,-0.40463046605774705,-0.6092876978152497,-0.15979122754190506,-0.6047040717320754,1.0,-0.5672990063233966,0.0
2018-10-02,-0.40750293083235645,-0.5904538603249037,-0.16683972533913918,-0.6108189582984425,1.0,-0.5739072182214034,0.0
2018-10-03,-0.40719164323021295,-0.586279630373644,-0.16639882148118387,-0.611992768179992,1.0,-0.5762019552698541,0.0
2018-10-04,-0.406281423878796,-0.5898303948515117,-0.16652141851578736,-0.6107461285781324,1.0,-0.5785010390829255,0.0
2018-10-05,-0.396639273067415,-0.5831830026057326,-0.15647758401817333,-0.6176922562971872,1.0,-0.5867241264114386,0.0
2018-10-08,-0.3950835529168473,-0.5803342116673893,-0.15343050598712515,-0.6202928521396884,1.0,-0.5862713051599346,0.0
2018-10-09,-0.3937018380758582,-0.5808119558328051,-0.14971478133235483,-0.6224438736364547,1.0,-0.5891850418654302,0.0
2018-10-10,-0.39388987092685857,-0.5803955574825735,-0.14981823033052064,-0.6226194843744789,1.0,-0.5885001500850482,0.0
2018-10-11,-0.35397508641492204,-0.5804800104350095,-0.09254549011935043,-0.6208830626752756,1.0,-0.6130241961781778,0.0
2018-10-12,-0.3573621118614495,-0.5736211186144948,-0.0888235484183657,-0.6105528450030696,1.0,-0.6007625448318201,0.0
2018-10-15,-0.343594707970313,-0.5969667634720878,-0.06869958050984189,-0.6120361406905453,1.0,-0.6055501774766053,0.0
2018-10-16,-0.3424763625802704,-0.6015360289134855,-0.06531349833811999,-0.6121526993449289,1.0,-0.6054729097421665,0.0
2018-10-17,-0.33046608684571027,-0.5727484150498582,-0.052980343432412626,-0.6131128739367294,1.0,-0.6165217114275702,0.0
2018-10-18,-0.3301796636085627,-0.5723432721712538,-0.05307084607543324,-0.6134365443425077,1.0,-0.6165265035677879,0.0
2018-10-19,-0.3216490928089675,-0.5633767138469333,-0.0440771349862259,-0.6183781387543144,1.0,-0.6189797663151895,0.0
2018-10-22,-0.34696414551164617,-0.564446479979063,-0.0,-0.6832635435749803,1.0,-0.6767207537293901,0.0
2018-10-23,-0.33679540183523243,-0.5936607172868139,-0.0,-0.7226647843769958,1.0,-0.7080770394272461,0.0
2018-10-24,-0.33532692695383376,-0.5882333176533835,-0.0,-0.7245816813386198,1.0,-0.7118137221960891,0.0
2018-10-25,-0.30774772414696444,-0.5490863841770909,-0.0,-0.729844783548366,1.0,-0.6878970463029669,0.0
2018-10-26,-0.29109322253960007,-0.5382368216047779,-0.0,-0.7363022591534666,1.0,-0.6802778499091144,0.0
2018-10-29,-0.2846405546376389,-0.5382771244371011,-0.0,-0.7353808274208702,1.0,-0.681407328214598,0.0
2018-10-30,-0.27359315774127707,-0.5389250656040432,-0.0,-0.7362555479962419,1.0,-0.6909320633686461,0.0
2018-10-31,-0.27478451754527555,-0.5308777480065856,-0.0,-0.7343512928947283,1.0,-0.6882202924750621,0.0
2018-11-01,-0.2620022569724327,-0.5404804127035305,-0.0,-0.733548283088828,1.0,-0.6882153796550057,0.0
2018-11-02,-0.26431760511354513,-0.5269007162817588,-0.0,-0.735907236694183,1.0,-0.6849323868563904,0.0
2018-11-05,-0.30108732585796805,-0.5215766224940537,-0.0,-0.7879034998301053,1.0,-0.7873258579680598,0.0
2018-11-06,-0.30036368580265793,-0.5210223989667244,-0.0,-0.7888243091669216,1.0,-0.788756330512219,0.0
2018-11-07,-0.2998845030233032,-0.520891364902507,-0.0,-0.7878252598681976,1.0,-0.7883348053536247,0.0
2018-11-08,-0.27879298718813217,-0.5197572488199595,-0.0,-0.7803438975050574,1.0,-0.792683749157114,0.0
2018-11-09,-0.2777496711524841,-0.5203210900873554,-0.0,-0.7820837127727749,1.0,-0.7926068332827414,0.0
2018-11-12,-0.27788807753137934,-0.5003533331089949,-0.0,-0.7948985429215601,1.0,-0.7919036241881752,0.0
2018-11-13,-0.2551344130906662,-0.4931374186007681,-0.0,-0.7994990816496912,1.0,-0.791651360828185,0.0
2018-11-14,-0.2583430962343096,-0.4938242677824267,-0.0,-0.8024769874476987,1.0,-0.7926359832635983,0.0
2018-11-15,-0.25745493533471825,-0.49413656771426656,-0.0,-0.8031226965087449,1.0,-0.7958520404744354,0.0
2018-11-16,-0.25139103036803645,-0.48407856807669103,-0.0,-0.8066300194409064,1.0,-0.8097807870215191,0.0
2018-11-19,-0.2597935371061569,-0.48562493695147785,-0.0,-0.8059114294360941,1.0,-0.8112243182353139,0.0
2018-11-20,-0.22647314560898937,-0.4765901946358103,-0.0,-0.8110828707109892,1.0,-0.8301116982141662,0.0
2018-11-21,-0.23375157671114652,-0.46982672774347745,-0.0,-0.8117572860651929,1.0,-0.8040894908052846,0.0
2018-11-23,-0.2339761675573406,-0.46964516878547485,-0.0,-0.811663955919939,1.0,-0.8039964151757559,0.0
2018-11-26,-0.23330125759033743,-0.4731061485881143,-0.0,-0.8097687228323986,1.0,-0.8020041809071904,0.0
2018-11-27,-0.22671997885136477,-0.4735642059348357,-0.0,-0.8059612715616945,1.0,-0.7981957570550525,0.0
2018-11-28,-0.22806437754056644,-0.46981063485244057,-0.0,-0.8076935787699527,1.0,-0.7992332859645064,0.0
2018-11-29,-0.20144026186579378,-0.46009819967266774,-0.0,-0.806481178396072,1.0,-0.8053027823240589,0.0
2018-11-30,-0.20055044068018743,-0.4606664263949412,-0.0,-0.806887061367583,1.0,-0.8083614560466564,0.0
2018-12-03,-0.19867050887418955,-0.46122863317833523,-0.0,-0.8067653415416858,1.0,-0.8079442006680202,0.0
2018-12-04,-0.18800287826257606,-0.46902596977824296,-0.0,-0.8050304180022241,1.0,-0.8086936612808268,0.0
2018-12-06,-0.18148669396110545,-0.417828812691914,-0.0,-0.807638178096213,1.0,-0.791645342886387,0.0
2018-12-07,-0.18826429348869966,-0.4176643831231193,-0.0,-0.8083744157756579,1.0,-0.7869581919457072,0.0
2018-12-10,-0.1516271953590667,-0.4336531412360947,-0.0,-0.8256143817932616,1.0,-0.7765913364995378,0.0
2018-12-11,-0.14378271415804927,-0.43798672283926976,-0.0,-0.8243648665900678,1.0,-0.7854589557002426,0.0
2018-12-12,-0.14029248935965952,-0.4418061377964095,-0.0,-0.8261384364299658,1.0,-0.7918973407149029,0.0
2018-12-13,-0.14030824326916927,-0.4394385112233804,-0.0,-0.827460510328068,1.0,-0.7903050457248832,0.0
2018-12-14,-0.13995969160881666,-0.4429124412169295,-0.0,-0.8258101666719985,1.0,-0.7903963658466363,0.0
2018-12-17,-0.12249649189947696,-0.44288174512055106,-0.0,-0.8147085087383595,1.0,-0.8090955479015179,0.0
2018-12-18,-0.11449509850575806,-0.43431363218172014,-0.0,-0.8128549221154151,1.0,-0.8108245296786268,0.0
2018-12-19,-0.11678299492385788,-0.4337880710659898,-0.0,-0.8117068527918783,1.0,-0.8102791878172589,0.0
2018-12-20,-0.11575390057482156,-0.423220264038911,-0.0,-0.8143200050533763,1.0,-0.8050660097277493,0.0
2018-12-21,-0.11123687354587185,-0.4231905929698799,-0.0,-0.81912217820537,1.0,-0.7904797836886122,0.0
2018-12-24,-0.09849598198930616,-0.4086488852756324,-0.0,-0.8170163534598669,1.0,-0.8027266189299898,0.0
2018-12-26,-0.09906947890818858,-0.41544665012406945,-0.0,-0.7960297766749379,1.0,-0.7912220843672455,0.0
2018-12-27,-0.07266373440983309,-0.3931433391576791,-0.0,-0.7511297222389588,1.0,-0.7956257154907513,0.0
2018-12-28,-0.07231927710843374,-0.39340361445783134,-0.0,-0.7509939759036144,1.0,-0.7953313253012048,0.0
2018-12-31,-0.07140274765003615,-0.3956073752711497,-0.0,-0.7508737045071102,1.0,-0.7949204627621113,0.0
2019-01-02,-0.06827623577578422,-0.395508459269071,-0.0,-0.749653802155458,1.0,-0.7970076464567404,0.0
2019-01-03,-0.055759154375018924,-0.4049429081988067,-0.0,-0.7464336553896477,1.0,-0.8216373383408547,0.0
2019-01-04,-0.024968337253482898,-0.41616910922139794,-0.0,-0.7399734636029189,1.0,-0.8343586032205536,0.0
2019-01-07,-0.018656159517626343,-0.4032416942777827,-0.0,-0.7369033760186264,1.0,-0.826184293006179,0.0
2019-01-08,-0.021123193803068673,-0.39255176523164004,-0.0,-0.7422016981975272,1.0,-0.8234172501117235,0.0
2019-01-09,-0.01913178017792853,-0.384569609330834,-0.0,-0.7427474783540123,1.0,-0.8289446279270434,0.0
2019-01-10,-0.017916231927261883,-0.38849306901177516,-0.0,-0.7429125055895065,1.0,-0.8317483976747652,0.0
2019-01-11,-0.016681089791411776,-0.3846199755304228,-0.0,-0.7459938527647637,1.0,-0.8367700158157022,0.0
2019-01-14,-0.019083741488472104,-0.3851989009676263,-0.0,-0.7448333532433401,1.0,-0.8373850197109065,0.0
2019-01-15,-0.017548579970104634,-0.38292974588938716,-0.0,-0.744693572496263,1.0,-0.8443348281016443,0.0
2019-01-16,-0.005677743246473823,-0.386056657901028,-0.0,-0.7388536935213962,1.0,-0.8576978245278508,0.0
2019-01-17,-0.0005994485073732167,-0.39506653878431847,-0.0,-0.7415777484714063,1.0,-0.8599988011029853,0.0
2019-01-18,-0.005092508889290665,-0.3942325076839631,-0.0,-0.7422105707225939,1.0,-0.8717832821069126,0.0
2019-01-22,-0.0,-0.2759395300831765,-0.0,-0.7865946208487645,1.0,-0.973104243822476,0.0
2019-01-23,-0.0,-0.25306122448979596,-0.0,-0.8032896740785868,1.0,-0.9896740785866586,0.0
2019-01-24,-0.0,-0.27250244061178,-0.0,-0.9420436055971364,1.0,-1.039635535307517,0.0
2019-01-25,-0.0,-0.16950263925772927,-0.0,-0.9839021671420608,1.0,-1.1251762237303695,0.0
2019-01-28,-0.0,-0.14808979913351714,-0.0,-1.0144085598004464,1.0,-1.1196337140606538,0.0
2019-01-29,-0.0,-0.14974577661144825,-0.0,-1.0026570444480891,1.0,-1.1278989667049368,0.0
2019-01-30,-0.0,-0.150160792806983,-0.0,-1.0021657806654853,1.0,-1.129159283323489,0.0
2019-01-31,-0.0,-0.15567013695031034,-0.0,-0.9821997438339519,1.0,-1.1463102236526652,0.0
2019-02-01,-0.0,-0.1536134674820806,-0.0,-0.9894456500295915,1.0,-1.144900374827382,0.0
2019-02-04,-0.0,-0.15639592239394937,-0.0,-0.9928313054916147,1.0,-1.1391976323577773,0.0
2019-02-05,-0.0,-0.15144238676359328,-0.0,-0.9862504522877537,1.0,-1.1516397486924772,0.0
2019-02-06,-0.0,-0.14220364641611266,-0.0,-0.9921345356414139,1.0,-1.156618179424735,0.0
2019-02-07,-0.0,-0.1386786865828782,-0.0,-0.9913140751464106,1.0,-1.1601302888728038,0.0
2019-02-08,-0.0,-0.14552165029987477,-0.0,-1.0077110657088248,1.0,-1.1420945099848414,0.0
2019-02-11,-0.0,-0.1332562747688243,-0.0,-1.011228533685601,1.0,-1.1580250990752972,0.0
2019-02-12,-0.0,-0.15210259469132123,-0.0,-1.0094111409351494,1.0,-1.152235145972098,0.0
2019-02-13,-0.0,-0.16485627235395414,-0.0,-1.0055967677838122,1.0,-1.141210756391575,0.0
2019-02-14,-0.0,-0.14934590610266285,-0.0,-1.0213825619231025,1.0,-1.1495451225180955,0.0
2019-02-15,-0.0,-0.166478367780953,-0.0,-1.013657207416761,1.0,-1.1427859373961586,0.0
2019-02-19,-0.0,-0.16516206402611677,-0.0,-1.0205203371198242,1.0,-1.1455411572670642,0.0
2019-02-20,-0.0,-0.17294685990338166,-0.0,-1.0171580876228554,1.0,-1.1415625520573047,0.0
2019-02-21,-0.0,-0.16523998267994539,-0.0,-1.0190520600872663,1.0,-1.1465210005662327,0.0
2019-02-22,-0.0,-0.17067571613933524,-0.0,-1.0147386632065742,1.0,-1.1415976311674485,0.0
2019-02-25,-0.0,-0.16606534375626378,-0.0,-1.0256564441771898,1.0,-1.1489610476381373,0.0
2019-02-26,-0.0,-0.16995057440555705,-0.0,-1.0231098049692762,1.0,-1.1465402083889928,0.0
2019-02-27,-0.0,-0.16464535097390665,-0.0,-1.0296348267682336,1.0,-1.146737496241355,0.0
2019-02-28,-0.0,-0.16856522465341572,-0.0,-1.031635209620845,1.0,-1.1403708034073827,0.0
2019-03-01,-0.0,-0.15344266648960891,-0.0,-1.0513910098931014,1.0,-1.1150322023770003,0.0
2019-03-04,-0.0,-0.1417296723703409,-0.0,-1.053753813503117,1.0,-1.1206061811911394,0.0
2019-03-05,-0.0,-0.12664408130729374,-0.0,-1.075760595190647,1.0,-1.1189717018732561,0.0
2019-03-06,-0.0,-0.12651122625215888,-0.0,-1.0757938089544308,1.0,-1.1190713431646073,0.0
2019-03-07,-0.0,-0.10820041781344297,-0.0,-1.0928805915707795,1.0,-1.1148986968199754,0.0
2019-03-08,-0.0,-0.08787989747345294,-0.0,-1.1131120801571186,1.0,-1.1277587297360274,0.0
2019-03-11,-0.0,-0.09201179466559442,-0.0,-1.1141938078005629,1.0,-1.1445181611044095,0.0
2019-03-12,-0.0,-0.05530546623794212,-0.0,-1.1355559316297175,1.0,-1.1938060585547472,0.0
2019-03-13,-0.0,-0.06946523336508369,-0.0,-1.141243706626752,1.0,-1.1911144373384135,0.0
2019-03-14,-0.0,-0.06354822248681749,-0.0,-1.1501956114985543,1.0,-1.1881952713046438,0.0
2019-03-15,-0.0,-0.05688254964853614,-0.0,-1.1546099774790146,1.0,-1.2008121203849043,0.0
2019-03-18,-0.0,-0.07149498915177188,-0.0,-1.16182801253573,1.0,-1.2105589420394667,0.0
2019-03-19,-0.0,-0.07103655379517448,-0.0,-1.165682924303614,1.0,-1.2150081115598355,0.0
2019-03-20,-0.0,-0.07722916162070517,-0.0,-1.1646309816269333,1.0,-1.218227742984672,0.0
2019-03-21,-0.0,-0.07460470896913624,-0.0,-1.1597390043499276,1.0,-1.217979700338328,0.0
2019-03-22,-0.0,-0.07544091098458547,-0.0,-1.1853562005277045,1.0,-1.2109082071934452,0.0
2019-03-25,-0.0,-0.03577583235679327,-0.0,-1.2008340800992623,1.0,-1.2100020679671881,0.0
2019-03-26,-0.0,-0.03526474565692292,-0.0,-1.2004577135129513,1.0,-1.2318041540968827,0.0
2019-03-27,-0.0,-0.02623553060234283,-0.0,-1.2063145491093088,1.0,-1.2331739100298051,0.0
2019-03-28,-0.0,-0.02596907287982803,-0.0,-1.2041120588031342,1.0,-1.2370501352194716,0.0
2019-03-29,-0.0,-0.021274387712743877,-0.0,-1.2028158295281584,1.0,-1.235194409851944,0.0
2019-04-01,-0.0,-0.030627076411960136,-0.0,-1.2035229789590256,1.0,-1.2265365448504983,0.0
2019-04-02,-0.0,-0.041950309271225686,-0.0,-1.2150039738760843,1.0,-1.1985555824320122,0.0
2019-04-03,-0.0,-0.04099889472229898,-0.0,-1.2162890301188174,1.0,-1.196704890853827,0.0
2019-04-04,-0.0,-0.03597295992274264,-0.0,-1.2057667103538665,1.0,-1.207284265710147,0.0
2019-04-05,-0.0,-0.029390433431186327,-0.0,-1.2109134864444828,1.0,-1.213331030910033,0.0
2019-04-08,-0.0,-0.017730251810969298,-0.0,-1.2137288720248363,1.0,-1.2180062090375994,0.0
2019-04-09,-0.0,-0.007817093839714987,-0.0,-1.2378679395385839,1.0,-1.2132406350524023,0.0
2019-04-10,-0.0,-0.0,-0.0,-1.2109233037336717,1.0,-1.2176089416120959,0.0
2019-04-11,-0.0,-0.0,-0.0,-1.227293003465669,1.0,-1.2040627251827196,0.0
2019-04-12,-0.0,-0.0,-0.0,-1.2271776047205734,1.0,-1.2034375107207793,0.0
2019-04-15,-0.0,-0.0,-0.0,-1.2261254764602862,1.0,-1.2078225335668415,0.0
2019-04-16,-0.0,-0.0,-0.0,-1.2271587982832617,1.0,-1.2063175965665236,0.0
2019-04-17,-0.0,-0.0,-0.0,-1.2332749201113287,1.0,-1.2027969625124557,0.0
2019-04-18,-0.0,-0.0,-0.0,-1.231828929783078,1.0,-1.1950241595558753,0.0
2019-04-22,-0.0,-0.0,-0.0,-1.2360295380388115,1.0,-1.1986261377296925,0.0
2019-04-23,-0.0,-0.0,-0.0,-1.2424148713191079,1.0,-1.1936570113046763,0.0
2019-04-24,-0.0,-0.0,-0.0,-1.2359157345776435,1.0,-1.1950524943388459,0.0
2019-04-25,-0.0,-0.0,-0.0,-1.2409320201777565,1.0,-1.1906592086750627,0.0
2019-04-26,-0.0,-0.0,-0.0,-1.2541324444138973,1.0,-1.1824117667273788,0.0
2019-04-29,-0.0,-0.0,-0.0,-1.273339085418464,1.0,-1.1779119930974977,0.0
2019-04-30,-0.0,-0.0,-0.0,-1.2710115926028154,1.0,-1.1791678167264699,0.0
2019-05-01,-0.0,-0.0,-0.0,-1.2817416505658294,1.0,-1.1684377587634558,0.0
2019-05-02,-0.0,-0.0,-0.0,-1.2792463247981227,1.0,-1.1716474566912831,0.0
2019-05-03,-0.0,-0.0,-0.0,-1.2791724137931035,1.0,-1.1690689655172415,0.0
2019-05-06,-0.0,-0.0,-0.0,-1.2596715453858311,1.0,-1.1760805332233903,0.0
2019-05-07,-0.0,-0.0,-0.0,-1.2598934158500945,1.0,-1.178304968196665,0.0
2019-05-08,-0.0,-0.0,-0.0,-1.2433909420042353,1.0,-1.1721429059361979,0.0
2019-05-09,-0.0,-0.0,-0.0,-1.245167679803292,1.0,-1.1698995970220611,0.0
2019-05-10,-0.0,-0.0,-0.0,-1.2570773285865882,1.0,-1.1660562078526684,0.0
2019-05-13,-0.0,-0.0,-0.0,-1.2617382959764205,1.0,-1.1655014051682775,0.0
2019-05-14,-0.0,-0.0,-0.0,-1.2428861101723554,1.0,-1.136633997972288,0.0
2019-05-15,-0.0,-0.0,-0.0,-1.2514392143582798,1.0,-1.1349475110057567,0.0
2019-05-16,-0.0,-0.0,-0.0,-1.2494073823230614,1.0,-1.1369793430409751,0.0
2019-05-17,-0.0,-0.0,-0.0,-1.2449727016853742,1.0,-1.1461222828851436,0.0
2019-05-20,-0.0,-0.0,-0.0,-1.244155316121163,1.0,-1.1441011045605476,0.0
2019-05-21,-0.0,-0.0,-0.0,-1.2356601731601733,1.0,-1.1463744588744589,0.0
2019-05-22,-0.0,-0.0,-0.0,-1.239975678140729,1.0,-1.1380603317231361,0.0
2019-05-23,-0.0,-0.0,-0.0,-1.2576821773485514,1.0,-1.1190990747619367,0.0
