Date,IWF,IWM,MTUM,RESI,SPY,VLUE,VXX
2018-11-26,-0.19294213778662989,-1.452734793932894,-0.0,1.0,-1.3596854093253663,-1.1016802001940655,0.0
2018-11-27,-0.17309941520467836,-1.4635138571065345,-0.0,1.0,-1.354284261378083,-1.094279176201373,0.0
2018-11-28,-0.1739042001423777,-1.4629817959930846,-0.0,1.0,-1.3538594528628087,-1.0942235330011187,0.0
2018-11-29,-0.11316014270639665,-1.4444500276368022,-0.0,1.0,-1.3554595246470027,-1.1118034269634693,0.0
2018-11-30,-0.11657374556512924,-1.4605676634566649,-0.0,1.0,-1.3759249873289405,-1.1153066396350735,0.0
2018-12-03,-0.11962160512664022,-1.4648560675414506,-0.0,1.0,-1.381090428237209,-1.1203844980164785,0.0
2018-12-04,-0.11121235130346747,-1.4630726398380156,-0.0,1.0,-1.3736269298911667,-1.114148316881802,0.0
2018-12-06,-0.09119109754296124,-1.3537840366340048,-0.0,1.0,-1.4039588359840465,-1.0749913831306317,0.0
2018-12-07,-0.11296111665004985,-1.3700398803589233,-0.0,1.0,-1.424825523429711,-1.0772681954137586,0.0
2018-12-10,-0.05921149776049614,-1.3817000541418518,-0.0,1.0,-1.4323472953684107,-1.048727666486194,0.0
2018-12-11,-0.05867874372354042,-1.3821502412129567,-0.0,1.0,-1.4315742837452006,-1.0503593580781727,0.0
2018-12-12,-0.06327739387956564,-1.3850937808489634,-0.0,1.0,-1.4374629812438302,-1.0500493583415598,0.0
2018-12-13,-0.06248457627955184,-1.3780662356250926,-0.0,1.0,-1.447460638665416,-1.047579092838458,0.0
2018-12-14,-0.06863566885262068,-1.3614713278437947,-0.0,1.0,-1.453971697648045,-1.0466446427690943,0.0
2018-12-17,-0.028722562784259446,-1.3754696460351987,-0.0,1.0,-1.44280205655527,-1.096648210401424,0.0
2018-12-18,-0.022099990177782143,-1.3645516157548374,-0.0,1.0,-1.4341420292702092,-1.090266182103919,0.0
2018-12-19,-0.03778524152919095,-1.368813592808456,-0.0,1.0,-1.4369752049787614,-1.0956732194013632,0.0
2018-12-20,-0.0344776851397744,-1.3424717999019127,-0.0,1.0,-1.4431584109857776,-1.0842569887199607,0.0
2018-12-21,-0.025409318369528252,-1.3375115386483991,-0.0,1.0,-1.4408978283049119,-1.0545595880095224,0.0
2018-12-24,-0.010971560560127038,-1.3161541792983975,-0.0,1.0,-1.4285645541600502,-1.056397670949425,0.0
2018-12-26,-0.009044417084951226,-1.3138554787385168,-0.0,1.0,-1.386589639170376,-1.02576001515295,0.0
2018-12-27,-0.0,-1.2385752384396327,-0.0,1.0,-1.246666365321159,-1.0349410116168694,0.0
2018-12-28,-0.0,-1.2463938503278318,-0.0,1.0,-1.2448564322857787,-1.0305674881302282,0.0
2018-12-31,-0.0,-1.2539531511938744,-0.0,1.0,-1.2457070363825835,-1.031172126319605,0.0
2019-01-02,-0.0,-1.253453507858146,-0.0,1.0,-1.2449386294669142,-1.0307532044023733,0.0
2019-01-03,-0.0,-1.2536698079014137,-0.0,1.0,-1.2622779992750999,-1.014679231605654,0.0
2019-01-04,-0.0,-1.2791871249318059,-0.0,1.0,-1.2285415530096382,-1.038552464084379,0.0
2019-01-07,-0.0,-1.2209015671773198,-0.0,1.0,-1.1919792216939602,-0.9893026941362917,0.0
2019-01-08,-0.0,-1.208424747696358,-0.0,1.0,-1.19482229047828,-0.9846423870118473,0.0
2019-01-09,-0.0,-1.1952212157017197,-0.0,1.0,-1.192026607150672,-0.9888845127127917,0.0
2019-01-10,-0.0,-1.192314418116639,-0.0,1.0,-1.1925330069074058,-0.9869283903121449,0.0
2019-01-11,-0.0,-1.179862419489112,-0.0,1.0,-1.1994479253384744,-1.0022784033650265,0.0
2019-01-14,-0.0,-1.1838148261803516,-0.0,1.0,-1.2047696286879137,-0.9952654421112621,0.0
2019-01-15,-0.0,-1.193988224356988,-0.0,1.0,-1.2061180220461287,-1.0268272167869317,0.0
2019-01-16,-0.0,-1.194267515923567,-0.0,1.0,-1.1995753715498938,-1.0293701344656758,0.0
2019-01-17,-0.0,-1.216129463688645,-0.0,1.0,-1.2059203780482368,-1.0360661584414426,0.0
2019-01-18,-0.0,-1.213738393581538,-0.0,1.0,-1.2166681691156584,-1.076940412872983,0.0
2019-01-22,-0.0,-1.2669062397909179,-0.0,1.0,-1.3701404769683112,-1.0299155271386569,0.0
2019-01-23,-0.0,-1.2069770700042033,-0.0,1.0,-1.3844860598701725,-1.0785971139027695,0.0
2019-01-24,-0.0,-1.209654077774147,-0.0,1.0,-1.3784603893375658,-1.080248354418561,0.0
2019-01-25,-0.0,-1.1317669623591464,-0.0,1.0,-1.5432270438743707,-1.120019180052745,0.0
2019-01-28,-0.0,-1.1069285062659047,-0.0,1.0,-1.5767993470014885,-1.1177798050607384,0.0
2019-01-29,-0.0,-1.095104895104895,-0.0,1.0,-1.5873643597781528,-1.1402941885700506,0.0
2019-01-30,-0.0,-1.094315992292871,-0.0,1.0,-1.585693641618497,-1.136946050096339,0.0
2019-01-31,-0.0,-1.118684805076191,-0.0,1.0,-1.5449694755564103,-1.143344709897611,0.0
2019-02-01,-0.0,-1.1174714746521592,-0.0,1.0,-1.5590005295845168,-1.1379326946223098,0.0
2019-02-04,-0.0,-1.1172307544172162,-0.0,1.0,-1.5587116653025852,-1.138510423186173,0.0
2019-02-05,-0.0,-1.1016851227732307,-0.0,1.0,-1.5523350987000482,-1.160616273471353,0.0
2019-02-06,-0.0,-1.0864019253910953,-0.0,1.0,-1.5567749699157643,-1.1702527075812275,0.0
2019-02-07,-0.0,-1.084277517959597,-0.0,1.0,-1.5519984571621426,-1.1850923292030278,0.0
2019-02-08,-0.0,-1.0910852713178296,-0.0,1.0,-1.5797965116279071,-1.174079457364341,0.0
2019-02-11,-0.0,-1.0622483140070837,-0.0,1.0,-1.583814468002523,-1.2056668769103878,0.0
2019-02-12,-0.0,-1.063114833933963,-0.0,1.0,-1.5952566475114442,-1.2116002727184183,0.0
2019-02-13,-0.0,-1.0928797083839612,-0.0,1.0,-1.578663426488457,-1.1887241798298906,0.0
2019-02-14,-0.0,-1.0977242952108301,-0.0,1.0,-1.5723227716046388,-1.1822504730942793,0.0
2019-02-15,-0.0,-1.1185131195335276,-0.0,1.0,-1.564771622934888,-1.175801749271137,0.0
2019-02-19,-0.0,-1.0914343983684567,-0.0,1.0,-1.590123336894241,-1.174225502573565,0.0
2019-02-20,-0.0,-1.1107390692483137,-0.0,1.0,-1.573979715630611,-1.1680496918522831,0.0
2019-02-21,-0.0,-1.1075780377688236,-0.0,1.0,-1.5775523083644838,-1.169474246322637,0.0
2019-02-22,-0.0,-1.0976721629485937,-0.0,1.0,-1.5873908826382153,-1.1645974781765276,0.0
2019-02-25,-0.0,-1.0883784309908506,-0.0,1.0,-1.6032217247420675,-1.1750535331905783,0.0
2019-02-26,-0.0,-1.0946222916260004,-0.0,1.0,-1.6133613117314076,-1.1719695490923288,0.0
2019-02-27,-0.0,-1.1160587166773037,-0.0,1.0,-1.624085620305366,-1.1692768422602975,0.0
2019-02-28,-0.0,-1.1224118428170953,-0.0,1.0,-1.6299611469040476,-1.1656912408400137,0.0
2019-03-01,-0.0,-1.133326754169545,-0.0,1.0,-1.6488206848909503,-1.1522254021513865,0.0
2019-03-04,-0.0,-1.123257193711065,-0.0,1.0,-1.6360130525066747,-1.1848610699100168,0.0
2019-03-05,-0.0,-1.1003920400972655,-0.0,1.0,-1.6714803235571436,-1.1906605131258996,0.0
2019-03-06,-0.0,-1.103660656633388,-0.0,1.0,-1.6692494908856106,-1.1940595042964286,0.0
2019-03-07,-0.0,-1.0658611468753094,-0.0,1.0,-1.7101119144300285,-1.1760423888283649,0.0
2019-03-08,-0.0,-1.0524544038587147,-0.0,1.0,-1.7800331608300255,-1.1919308646937647,0.0
2019-03-11,-0.0,-1.058249450717899,-0.0,1.0,-1.7965867865719687,-1.254815798886107,0.0
2019-03-12,-0.0,-0.9827313054499367,-0.0,1.0,-1.8962294043092522,-1.40198563582594,0.0
2019-03-13,-0.0,-1.01915097350782,-0.0,1.0,-1.8998829662730077,-1.4006809235025002,0.0
2019-03-14,-0.0,-1.0028983979763912,-0.0,1.0,-1.8917580101180438,-1.3751580944350759,0.0
2019-03-15,-0.0,-0.9852169766332856,-0.0,1.0,-1.9099242303820272,-1.4034334763948497,0.0
2019-03-18,-0.0,-1.0203675838349098,-0.0,1.0,-1.9246560619088566,-1.4290090283748924,0.0
2019-03-19,-0.0,-1.0235841402066317,-0.0,1.0,-1.932709471520528,-1.4529128576837778,0.0
2019-03-20,-0.0,-1.033974777125462,-0.0,1.0,-1.936181778647532,-1.465807784300935,0.0
2019-03-21,-0.0,-1.0368078175895765,-0.0,1.0,-1.95271444082519,-1.439359391965255,0.0
2019-03-22,-0.0,-1.019968442243865,-0.0,1.0,-2.012133413134556,-1.4089449915664618,0.0
2019-03-25,-0.0,-0.9415192174052495,-0.0,1.0,-2.014326188057946,-1.389693697546373,0.0
2019-03-26,-0.0,-0.9631497076650752,-0.0,1.0,-1.9947433353001125,-1.4060505283484415,0.0
2019-03-27,-0.0,-0.957205520487857,-0.0,1.0,-1.9950786348561036,-1.3969722905745159,0.0
2019-03-28,-0.0,-0.9388525548997715,-0.0,1.0,-1.9666081778061362,-1.4117084064444092,0.0
2019-03-29,-0.0,-0.9260164762157852,-0.0,1.0,-1.97002391708743,-1.4189210736114801,0.0
2019-04-01,-0.0,-0.9506937033084312,-0.0,1.0,-1.9764140875133402,-1.4090715048025613,0.0
2019-04-02,-0.0,-0.9712176729860337,-0.0,1.0,-1.9892199033508575,-1.350007965588657,0.0
2019-04-03,-0.0,-0.9776436998330011,-0.0,1.0,-2.0550018854710985,-1.354414695900447,0.0
2019-04-04,-0.0,-0.9760979820869752,-0.0,1.0,-2.058595014567821,-1.3607963742311426,0.0
2019-04-05,-0.0,-0.9627500948869488,-0.0,1.0,-2.087187550832294,-1.3721737244483,0.0
2019-04-08,-0.0,-0.9531834191276078,-0.0,1.0,-2.0928203738824167,-1.3725819561094554,0.0
2019-04-09,-0.0,-0.9295789930555555,-0.0,1.0,-2.1449652777777777,-1.3508029513888888,0.0
2019-04-10,-0.0,-0.912391774891775,-0.0,1.0,-2.147835497835498,-1.3510281385281386,0.0
2019-04-11,-0.0,-0.9051411235711577,-0.0,1.0,-2.1658269678747493,-1.3464434693103635,0.0
2019-04-12,-0.0,-0.907426466605276,-0.0,1.0,-2.164183955365365,-1.3452142354151997,0.0
2019-04-15,-0.0,-0.9124769247475295,-0.0,1.0,-2.1588120317081114,-1.3581822130524486,0.0
2019-04-16,-0.0,-0.9123235613463626,-0.0,1.0,-2.159174809989142,-1.3573832790445166,0.0
2019-04-17,-0.0,-0.8894199435150988,-0.0,1.0,-2.1816749945687595,-1.3601455572452748,0.0
2019-04-18,-0.0,-0.8846174729869143,-0.0,1.0,-2.1654449693218223,-1.379757832437422,0.0
2019-04-22,-0.0,-0.8857158458010265,-0.0,1.0,-2.1782789123075244,-1.3963088347712134,0.0
2019-04-23,-0.0,-0.8929975966790474,-0.0,1.0,-2.176753331876775,-1.3923421455101597,0.0
2019-04-24,-0.0,-0.8777729447585907,-0.0,1.0,-2.173444976076555,-1.3859286646367988,0.0
2019-04-25,-0.0,-0.8774453708244782,-0.0,1.0,-2.1876736962563346,-1.384175249305215,0.0
2019-04-26,-0.0,-0.8677297799137131,-0.0,1.0,-2.2035388564250997,-1.3899841625252582,0.0
2019-04-29,-0.0,-0.8551761813712102,-0.0,1.0,-2.204479650368752,-1.403332422835291,0.0
2019-04-30,-0.0,-0.8530070464849511,-0.0,1.0,-2.20729775495712,-1.4020866335281585,0.0
2019-05-01,-0.0,-0.8548475243195978,-0.0,1.0,-2.2082194775385284,-1.4020657995409334,0.0
2019-05-02,-0.0,-0.8553782247485788,-0.0,1.0,-2.1865981635330125,-1.42364451246174,0.0
2019-05-03,-0.0,-0.8584622110497842,-0.0,1.0,-2.184217716815126,-1.4220995682824198,0.0
2019-05-06,-0.0,-0.8287674963237297,-0.0,1.0,-2.1821251565818858,-1.4354337999019662,0.0
2019-05-07,-0.0,-0.8209606986899564,-0.0,1.0,-2.1919213973799123,-1.4455786026200874,0.0
2019-05-08,-0.0,-0.8148870469689582,-0.0,1.0,-2.153637791863048,-1.448832547808657,0.0
2019-05-09,-0.0,-0.8272101033295064,-0.0,1.0,-2.3688289322617684,-1.5444890929965558,0.0
2019-05-10,-0.0,-0.8278928346050141,-0.0,1.0,-2.3686535482760602,-1.5403591302851243,0.0
2019-05-13,-0.0,-0.8263040110173867,-0.0,1.0,-2.3680495782406608,-1.543868709473805,0.0
2019-05-14,-0.0,-0.746331828442438,-0.0,1.0,-2.374548532731377,-1.5224040632054177,0.0
2019-05-15,-0.0,-0.7564392227745143,-0.0,1.0,-2.3948260280162676,-1.4971757794848624,0.0
2019-05-16,-0.0,-0.7622251116513088,-0.0,1.0,-2.391599298999378,-1.4994064107637517,0.0
2019-05-17,-0.0,-0.7494177128898484,-0.0,1.0,-2.3781741748565586,-1.5532579673919218,0.0
2019-05-20,-0.0,-0.7313653136531365,-0.0,1.0,-2.3872267953448767,-1.5583309679250639,0.0
2019-05-21,-0.0,-0.7400522964984084,-0.0,1.0,-2.3817075943610733,-1.5626989540700318,0.0
2019-05-22,-0.0,-0.7461591378124283,-0.0,1.0,-2.3993350149048385,-1.5871933042880073,0.0
2019-05-23,-0.0,-0.7522867596615597,-0.0,1.0,-2.405042305053739,-1.5595700891836268,0.0
2019-05-24,-0.0,-0.7006961880849121,-0.0,1.0,-2.4296964163433006,-1.5760671079662176,0.0
2019-05-28,-0.0,-0.6918906579923529,-0.0,1.0,-2.4341722307824,-1.580779546881242,0.0
2019-05-29,-0.0,-0.6994485816610766,-0.0,1.0,-2.4276050252970265,-1.5576715365812062,0.0
2019-05-30,-0.0,-0.6944885461555909,-0.0,1.0,-2.419879791335904,-1.5559083692447266,0.0
2019-05-31,-0.0,-0.6920492083380795,-0.0,1.0,-2.451304248775487,-1.5521129969244787,0.0
2019-06-03,-0.0,-0.7046084252191122,-0.0,1.0,-2.4664404862878144,-1.4834605597964376,0.0
2019-06-04,-0.0,-0.6934735889605248,-0.0,1.0,-2.492987218640425,-1.469064585454134,0.0
2019-06-05,-0.0,-0.6719901719901721,-0.0,1.0,-2.5469622515077064,-1.3651440696895243,0.0
2019-06-06,-0.0,-0.6687280628447266,-0.0,1.0,-2.5244303303805227,-1.378182628558694,0.0
2019-06-07,-0.0,-0.6972466837587782,-0.0,1.0,-2.5015048489577527,-1.3748188607736038,0.0
2019-06-10,-0.0,-0.698365031698365,-0.0,1.0,-2.483261038816594,-1.379490601712824,0.0
2019-06-11,-0.0,-0.7036551385018849,-0.0,1.0,-2.443697754466481,-1.3162323116429002,0.0
2019-06-12,-0.0,-0.7047368996827481,-0.0,1.0,-2.442894650475878,-1.322284213980965,0.0
2019-06-13,-0.0,-0.7066369516769039,-0.004131108332880361,1.0,-2.427134858944393,-1.2978202967875196,0.0
2019-06-14,-0.0,-0.7009127458437466,-0.01385417798543953,1.0,-2.4295338476583725,-1.2887102031946105,0.0
2019-06-17,-0.0,-0.6866637659088437,-0.018655498749048188,1.0,-2.4526269988034377,-1.2810290438377026,0.0
2019-06-18,-0.0,-0.6997985956126503,-0.01725545697022481,1.0,-2.4510369604267597,-1.2752163736323552,0.0
2019-06-19,-0.0,-0.671018986997443,-0.057559436374517166,1.0,-2.455470322615745,-1.2563516674827266,0.0
2019-06-20,-0.0,-0.6839296411261777,-0.044981756793552256,1.0,-2.4565702771878235,-1.2601971355443011,0.0
2019-06-21,-0.0,-0.6927468464549804,-0.046759460635058724,1.0,-2.440626359286646,-1.257013919095259,0.0
2019-06-24,-0.0,-0.6744363359111208,-0.06023309007733362,1.0,-2.41994336128962,-1.2913625966670297,0.0
2019-06-25,-0.0,-0.6527121681055547,-0.0608676766031384,1.0,-2.422707281316175,-1.2934788510615192,0.0
2019-06-26,-0.0,-0.6458888103907396,-0.048529971197217546,1.0,-2.4103581327101784,-1.329655996956687,0.0
2019-06-27,-0.0,-0.6326719217178581,-0.07697743952160914,1.0,-2.4066865996194617,-1.3199238923620549,0.0
2019-06-28,-0.0,-0.6399651719634305,-0.07395515890291685,1.0,-2.406454070526774,-1.321560731388768,0.0
2019-07-01,-0.0,-0.6383105941186064,-0.07376202641735066,1.0,-2.408979724955156,-1.3146165135619938,0.0
2019-07-02,-0.0,-0.6483110676659064,-0.06337569240795048,1.0,-2.402302595850983,-1.3166612360160748,0.0
2019-07-03,-0.0,-0.651022733438229,-0.06033313439314199,1.0,-2.3992729640279964,-1.315012750257718,0.0
2019-07-05,-0.0,-0.6184786722171163,-0.07152511218035358,1.0,-2.3954154727793697,-1.3208628426231281,0.0
2019-07-08,-0.0,-0.6183007949813423,-0.07079119571683522,1.0,-2.395976420961549,-1.322967930344492,0.0
2019-07-09,-0.0,-0.6135922330097087,-0.06752966558791801,1.0,-2.3911542610571734,-1.3214670981661272,0.0
2019-07-10,-0.0,-0.5841199633205675,-0.06305625977668698,1.0,-2.421813474297427,-1.325044500782135,0.0
2019-07-11,-0.0,-0.5698618353851943,-0.08698457072200419,1.0,-2.4155690554271274,-1.303585828718886,0.0
2019-07-12,-0.0,-0.5878625134264231,-0.0822234156820623,1.0,-2.4004296455424274,-1.3000537056928034,0.0
2019-07-15,-0.0,-0.5823510501500214,-0.09001285897985425,1.0,-2.4020038576939564,-1.283594084869267,0.0
2019-07-16,-0.0,-0.5822473830378125,-0.06686605426190985,1.0,-2.393505661183508,-1.2981200598162785,0.0
2019-07-17,-0.0,-0.5833733525425537,-0.06595165679526173,1.0,-2.3884531241662668,-1.2980630702737315,0.0
2019-07-18,-0.0,-0.5829830255946363,-0.07055818655882508,1.0,-2.3811525568030647,-1.2864364390996648,0.0
2019-07-19,-0.0,-0.5879016011027463,-0.08371328597179513,1.0,-2.355794719541936,-1.27420209945923,0.0
2019-07-22,-0.0,-0.5791847999150833,-0.07987474790361956,1.0,-2.3642394650249443,-1.283993206665959,0.0
2019-07-23,-0.0,-0.5793216920545619,-0.0812589565309697,1.0,-2.36303805530492,-1.2839552040762168,0.0
2019-07-24,-0.0,-0.5813097866077999,-0.09292547040891412,1.0,-2.3306527909176915,-1.251130032586986,0.0
2019-07-25,-0.0,-0.5734005143546947,-0.0943683409436834,1.0,-2.337217236130793,-1.243531202435312,0.0
2019-07-26,-0.0,-0.41282310089085883,-0.0,1.0,-2.03528327555185,-0.9403607319963138,0.0
2019-07-29,-0.0,-0.3779561727055761,-0.0,1.0,-2.008678672163159,-0.9527012367107833,0.0
2019-07-30,-0.0,-0.38071704166124765,-0.0,1.0,-2.0010837993670614,-0.9533966272163698,0.0
2019-07-31,-0.0,-0.3986744065153353,-0.0,1.0,-1.9902963091318664,-0.9430774562467511,0.0
2019-08-01,-0.0,-0.41400034590107226,-0.0,1.0,-1.9792026980283637,-0.9305171221030785,0.0
2019-08-02,-0.0,-0.4031228433402347,-0.0,1.0,-1.9951259489302968,-0.9150707384403037,0.0
2019-08-05,-0.0,-0.3997158112297623,-0.0,1.0,-1.9953065794006202,-0.9108680675163624,0.0
2019-08-06,-0.0,-0.4053940337442673,-0.0,1.0,-1.9002819034796146,-0.9018386838894266,0.0
2019-08-07,-0.0,-0.4245318587407314,-0.0,1.0,-1.8662812617820788,-0.8983704076075573,0.0
2019-08-08,-0.0,-0.423974525495454,-0.0,1.0,-1.8675996145305234,-0.8983114760967026,0.0
2019-08-09,-0.0,-0.4046331725170521,-0.0,1.0,-1.8416652803194145,-0.9127848943603394,0.0
2019-08-12,-0.0,-0.4021883840905309,-0.0,1.0,-1.8469379264436678,-0.9112997170910302,0.0
2019-08-13,-0.0,-0.37606873080434966,-0.0,1.0,-1.8541130571926623,-0.9202291026811655,0.0
2019-08-14,-0.0,-0.39368125051691344,-0.0,1.0,-1.829129104292449,-0.9125382515920933,0.0
2019-08-15,-0.0,-0.4352774402592142,-0.0,1.0,-1.8007290400972054,-0.8142162818955042,0.0
2019-08-16,-0.0,-0.44061628048040763,-0.0,1.0,-1.7914998584657689,-0.8117190343321605,0.0
2019-08-19,-0.0,-0.4287092495075773,-0.0,1.0,-1.7956345218474896,-0.7954335329822728,0.0
2019-08-20,-0.0,-0.4312300319488818,-0.0,1.0,-1.7873003194888177,-0.7750798722044728,0.0
2019-08-21,-0.0,-0.43153840044476216,-0.0,1.0,-1.7676117861964897,-0.77194027479946,0.0
2019-08-22,-0.0,-0.43396525739668446,-0.0,1.0,-1.7599349567700484,-0.7721503926390102,0.0
2019-08-23,-0.0,-0.4377229842226275,-0.0,1.0,-1.759850947435186,-0.7665900261634822,0.0
2019-08-26,-0.0,-0.42412708276692435,-0.0,1.0,-1.7367460286635337,-0.7230745329552959,0.0
2019-08-27,-0.0,-0.4215279662002403,-0.0,1.0,-1.7287491763246638,-0.7258420869025932,0.0
2019-08-28,-0.0,-0.4204941522732553,-0.0,1.0,-1.7316241964216559,-0.7205870962744947,0.0
2019-08-29,-0.0,-0.42316447393803774,-0.0,1.0,-1.7326671553686486,-0.7023419113391721,0.0
2019-08-30,-0.0,-0.41886705557261283,-0.0,1.0,-1.7301197420939514,-0.6889392078599939,0.0
2019-09-03,-0.0,-0.41887588720506425,-0.0,1.0,-1.7265298292729714,-0.6911183579512756,0.0
2019-09-04,-0.0,-0.411681402380679,-0.0,1.0,-1.7253416006430131,-0.6903969074137866,0.0
2019-09-05,-0.0,-0.43362764499923884,-0.0,1.0,-1.7188689298218907,-0.6532957832242351,0.0
2019-09-06,-0.0,-0.4244000607533414,-0.0,1.0,-1.7681880315917375,-0.6044957472660997,0.0
2019-09-09,-0.0,-0.4148235562830713,-0.0,1.0,-1.772279112261601,-0.6196276980471278,0.0
2019-09-10,-0.0,-0.4196798600813657,-0.0,1.0,-1.7222158853275538,-0.660203034105167,0.0
2019-09-11,-0.0,-0.4019209597205877,-0.0,1.0,-1.739113928856156,-0.6553281955886261,0.0
2019-09-12,-0.0,-0.36415271769795,-0.0,1.0,-1.738123001692684,-0.6592439345495581,0.0
2019-09-13,-0.0,-0.360510657528056,-0.0,1.0,-1.7311516155758078,-0.6742487007607141,0.0
2019-09-16,-0.0,-0.3608903619449361,-0.0,1.0,-1.7302173176151556,-0.6752288049414333,0.0
2019-09-17,-0.0,-0.36925974759841773,-0.0,1.0,-1.7307590883405537,-0.6671689583725748,0.0
