Date,IWF,IWM,MTUM,OBNK,SPY,VLUE,VXX
2019-01-04,-0.0,-0.7644832015142297,-0.0,1.0,-0.6301967146623403,-0.9852633002095584,0.0
2019-01-07,-0.0,-0.7199046094541178,-0.0,1.0,-0.6137336251674235,-0.9331939498872955,0.0
2019-01-08,-0.0,-0.6799332307793016,-0.0,1.0,-0.6617680751481033,-0.9312997087029097,0.0
2019-01-09,-0.0,-0.6524428155371577,-0.0,1.0,-0.6644523708236527,-0.9554632023299193,0.0
2019-01-10,-0.0,-0.6511529026982829,-0.0,1.0,-0.6652820932134096,-0.9541782502044153,0.0
2019-01-11,-0.0,-0.6463086808287438,-0.0,1.0,-0.6714857067925519,-0.9604642014162078,0.0
2019-01-14,-0.0,-0.6541518854289844,-0.0,1.0,-0.6906451189068454,-0.9398896334253055,0.0
2019-01-15,-0.0,-0.650838447149936,-0.0,1.0,-0.6903816493289141,-0.9403734453450595,0.0
2019-01-16,-0.0,-0.6509207891540557,-0.0,1.0,-0.6920854807471358,-0.9396645110461872,0.0
2019-01-17,-0.0,-0.6590759510333027,-0.0,1.0,-0.691457154139792,-0.9402395682506252,0.0
2019-01-18,-0.0,-0.6552539922455148,-0.0,1.0,-0.6921206545311165,-0.9384241309062233,0.0
2019-01-22,-0.0,-0.6648903128780201,-0.0,1.0,-0.6873508353221958,-0.9171543466178442,0.0
2019-01-23,-0.0,-0.6617996936414301,-0.0,1.0,-0.6835707069061044,-0.9137959130463124,0.0
2019-01-24,-0.0,-0.6630813858739937,-0.0,1.0,-0.6818226263811479,-0.9144421629021217,0.0
2019-01-25,-0.0,-0.6574591047115291,-0.0,1.0,-0.7111698827831652,-0.8964639043980802,0.0
2019-01-28,-0.0,-0.6471297321952173,-0.0,1.0,-0.7176972698247215,-0.8931387241806217,0.0
2019-01-29,-0.0,-0.6469707328189601,-0.0,1.0,-0.7135788000130221,-0.8949767229872708,0.0
2019-01-30,-0.0,-0.6461107674274736,-0.0,1.0,-0.7130205450460716,-0.8968514961091393,0.0
2019-01-31,-0.0,-0.6502965521736297,-0.0,1.0,-0.6647982793456299,-0.9437202633122597,0.0
2019-02-01,-0.0,-0.6473308797185943,-0.0,1.0,-0.6593818193661857,-0.9502980164804741,0.0
2019-02-04,-0.0,-0.6468686736759617,-0.0,1.0,-0.6575785280480638,-0.9607196499706132,0.0
2019-02-05,-0.0,-0.64131427825633,-0.0,1.0,-0.6554750717828244,-0.9660663012268338,0.0
2019-02-06,-0.0,-0.6423817292006526,-0.0,1.0,-0.6521696574225123,-0.9680587275693311,0.0
2019-02-07,-0.0,-0.6435097565750831,-0.0,1.0,-0.6551262807544215,-0.9644325523722508,0.0
2019-02-08,-0.0,-0.646486345734466,-0.0,1.0,-0.6543631806789701,-0.9540409465221494,0.0
2019-02-11,-0.0,-0.6452967798652036,-0.0,1.0,-0.6524924299156708,-0.9581610392993194,0.0
2019-02-12,-0.0,-0.6405430925015465,-0.0,1.0,-0.6561065346921499,-0.9593006218864976,0.0
2019-02-13,-0.0,-0.6402516131124153,-0.0,1.0,-0.6517622645180117,-0.9504231380305437,0.0
2019-02-14,-0.0,-0.644222344809683,-0.0,1.0,-0.6598306129733589,-0.9409092384073725,0.0
2019-02-15,-0.0,-0.6590872072189464,-0.0,1.0,-0.6584682542267973,-0.9401244421278953,0.0
2019-02-19,-0.0,-0.6522007471171024,-0.0,1.0,-0.6598018515510801,-0.9363326295273672,0.0
2019-02-20,-0.0,-0.6521160154600669,-0.0,1.0,-0.6619571925038162,-0.9338724869271493,0.0
2019-02-21,-0.0,-0.6537661662442321,-0.0,1.0,-0.6616624423214401,-0.9340677195034769,0.0
2019-02-22,-0.0,-0.6537899216998603,-0.0,1.0,-0.6616199356704245,-0.933558595146041,0.0
2019-02-25,-0.0,-0.6493961823139852,-0.0,1.0,-0.6609855862874953,-0.9359498766393975,0.0
2019-02-26,-0.0,-0.6514029618082618,-0.0,1.0,-0.6628669784359574,-0.9332943621719927,0.0
2019-02-27,-0.0,-0.6518787957520055,-0.0,1.0,-0.6625962131791757,-0.9332272417264784,0.0
2019-02-28,-0.0,-0.6644610319762704,-0.0,1.0,-0.6766517813488053,-0.918413246846377,0.0
2019-03-01,-0.0,-0.6653521493986898,-0.0,1.0,-0.6833099762083239,-0.9105041879868332,0.0
2019-03-04,-0.0,-0.6522420719161305,-0.0,1.0,-0.6839870668539142,-0.9297168424834252,0.0
2019-03-05,-0.0,-0.6441236978741469,-0.0,1.0,-0.6958168696731215,-0.9256114685040655,0.0
2019-03-06,-0.0,-0.6422973943707961,-0.0,1.0,-0.7003199895513617,-0.9225821197675179,0.0
2019-03-07,-0.0,-0.6650434324822321,-0.0,1.0,-0.6873848381152935,-0.9379441958410106,0.0
2019-03-08,-0.0,-0.6641043329719786,-0.0,1.0,-0.6839788443218028,-0.9369600210242763,0.0
2019-03-11,-0.0,-0.663676688023657,-0.0,1.0,-0.6851322490553639,-0.936881879415147,0.0
2019-03-12,-0.0,-0.6538738149722132,-0.0,1.0,-0.6807780320366132,-0.9343903236351748,0.0
2019-03-13,-0.0,-0.6556085762844815,-0.0,1.0,-0.6787815400705974,-0.9340109818276899,0.0
2019-03-14,-0.0,-0.6569879478720972,-0.0,1.0,-0.6764869190319104,-0.9326844563477806,0.0
2019-03-15,-0.0,-0.6569011692468483,-0.0,1.0,-0.6768240904043373,-0.9323273891175126,0.0
