Date,ETJ,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.160902533752543,-0.29825534800567166,-0.07769763475330334,-0.26104021535869143,-0.25705361362842405,0.0
2018-09-25,1.0,-0.1608713522400329,-0.2983353884093711,-0.07764077270859022,-0.26109741060419234,-0.2571516646115906,0.0
2018-09-26,1.0,-0.16145276658719065,-0.29908328537367423,-0.07892789607827015,-0.26079092329195097,-0.255138534900929,0.0
2018-09-27,1.0,-0.161586681738773,-0.29875655122803413,-0.0790463467269551,-0.26077484328434897,-0.2551228034117768,0.0
2018-09-28,1.0,-0.16118556277234236,-0.2991449477924854,-0.07921565403272218,-0.2607292608731398,-0.255138534900929,0.0
2018-10-01,1.0,-0.16116101712335806,-0.29927847554833803,-0.07930602092626472,-0.26071494645096305,-0.2551853146134397,0.0
2018-10-02,1.0,-0.1622799802599112,-0.29042605691725615,-0.08243543345945058,-0.26320118440532986,-0.2579165981246916,0.0
2018-10-03,1.0,-0.16213049377132754,-0.2876495498088229,-0.08208280228590223,-0.2641532705669531,-0.25963080212144884,0.0
2018-10-04,1.0,-0.16379292628290756,-0.2848188413243182,-0.08234858916130623,-0.2663433280585297,-0.2578145872294951,0.0
2018-10-05,1.0,-0.16740859816165862,-0.28931206463047693,-0.08350851160298421,-0.26524050945962657,-0.25545113556737153,0.0
2018-10-08,1.0,-0.1684675936447594,-0.29175017045102375,-0.08441974339373154,-0.26495320344620976,-0.25648230408462636,0.0
2018-10-09,1.0,-0.16773753692952914,-0.29190339441770136,-0.08263950581575522,-0.2659132698386463,-0.25781459826870234,0.0
2018-10-10,1.0,-0.16860477124857998,-0.2909428896003305,-0.08373437984095837,-0.26636373024888976,-0.25582980481255807,0.0
2018-10-11,1.0,-0.17312725913000124,-0.29371806057584443,-0.08664672400182807,-0.26972454194191703,-0.2541235614275624,0.0
2018-10-12,1.0,-0.17498609422962033,-0.2896314455820852,-0.08642178776704229,-0.2628499618878886,-0.24624544199748666,0.0
2018-10-15,1.0,-0.1895676417960135,-0.2751446048853564,-0.10093212933294494,-0.26779992509675,-0.2472015313553327,0.0
2018-10-16,1.0,-0.18955077921807703,-0.27523355735419575,-0.10087180874305571,-0.26778469028942387,-0.24720667485071057,0.0
2018-10-17,1.0,-0.18647994539023227,-0.2676292327741348,-0.09854580807976336,-0.2670707237862772,-0.24880541133152678,0.0
2018-10-18,1.0,-0.18691936852123894,-0.2684405454056403,-0.09809439076369204,-0.2666818398129565,-0.24892925865386603,0.0
2018-10-19,1.0,-0.18228191784766645,-0.262541909208713,-0.09482279860953988,-0.2682600736367937,-0.24898697986301088,0.0
2018-10-22,1.0,-0.18412443676316276,-0.25848198670863937,-0.08972697158611609,-0.2725346172046993,-0.25261815114293357,0.0
2018-10-23,1.0,-0.18448119805809265,-0.2582695630708467,-0.09063605694067309,-0.2716407471406237,-0.25205710524150415,0.0
2018-10-24,1.0,-0.1840887115024585,-0.2590161910835888,-0.09105684366449276,-0.27156582385253153,-0.2515892772645915,0.0
2018-10-25,1.0,-0.17601720011358565,-0.24607520993063162,-0.09072654253377145,-0.27252444119914,-0.24297188755020077,0.0
2018-10-26,1.0,-0.17268946582145597,-0.24310574554851214,-0.08628416844995357,-0.2754875439092341,-0.24124843541809665,0.0
2018-10-29,1.0,-0.17304781318747856,-0.2423961087452318,-0.08597896946333783,-0.27616202797343936,-0.24068056592730133,0.0
2018-10-30,1.0,-0.16950212911949303,-0.2429819781639119,-0.08357046275554479,-0.2771084337349397,-0.24497991967871485,0.0
2018-10-31,1.0,-0.17059485983187872,-0.23673732051643007,-0.08440252584161204,-0.27607287937899694,-0.24321280617785465,0.0
2018-11-01,1.0,-0.16209692019874877,-0.2497032849872262,-0.07398764860895979,-0.27949548389692425,-0.24632375128241235,0.0
2018-11-02,1.0,-0.16413867822318526,-0.24258657357248908,-0.07274988965129811,-0.2817703944464508,-0.2450944986156254,0.0
2018-11-05,1.0,-0.1634605740878182,-0.2442581188694763,-0.0727940144023429,-0.28182857601347966,-0.24355605480111528,0.0
2018-11-06,1.0,-0.16264697620289736,-0.24376981419800153,-0.07327741883703198,-0.28235482964805975,-0.24445202455957302,0.0
2018-11-07,1.0,-0.1630502418755896,-0.2439832192536984,-0.07262289487946365,-0.2828639675625765,-0.24474598044922619,0.0
2018-11-08,1.0,-0.15944145477824234,-0.244083461700042,-0.0693380278872507,-0.28163322463840595,-0.24602396623122014,0.0
2018-11-09,1.0,-0.15925822197327358,-0.24405857405777387,-0.06953668880531327,-0.281687605025206,-0.24593902536608786,0.0
2018-11-12,1.0,-0.15913724863071202,-0.2428137368568344,-0.06944388917762763,-0.28199336345100545,-0.24557230240275055,0.0
2018-11-13,1.0,-0.15412599646144365,-0.2408206270003777,-0.06488678607637716,-0.28354173707333563,-0.24457785817943264,0.0
2018-11-14,1.0,-0.15465659477189145,-0.24041347778550842,-0.06488420634131796,-0.28360997912732333,-0.24432958950402545,0.0
2018-11-15,1.0,-0.15451036568381682,-0.24055946838565917,-0.06468107118698023,-0.28343480163940954,-0.24638892204846607,0.0
2018-11-16,1.0,-0.15322099908595951,-0.2358025672614553,-0.06161824901641298,-0.28460437944601197,-0.2518181456901005,0.0
2018-11-19,1.0,-0.15320140160866452,-0.2386915664569563,-0.05590507286772319,-0.288803058055268,-0.2543402086485626,0.0
2018-11-20,1.0,-0.14233004701354862,-0.23689274166352584,-0.04415702921981314,-0.2945190533812065,-0.265815000694293,0.0
2018-11-21,1.0,-0.14299535985783396,-0.23402112745581993,-0.04618422351663541,-0.2929410603218482,-0.25840655543488994,0.0
2018-11-23,1.0,-0.14305462301038746,-0.2343102018247166,-0.04615111181326276,-0.29286306726174016,-0.2584225285358821,0.0
2018-11-26,1.0,-0.14302640153235519,-0.2344148022353429,-0.0461088841057641,-0.2927864773602417,-0.2583282320649276,0.0
2018-11-27,1.0,-0.14225751783391793,-0.23509242107752334,-0.043688172466795405,-0.29216095849919205,-0.25739959799787177,0.0
2018-11-28,1.0,-0.142603760198652,-0.23272634109810414,-0.04432225769579441,-0.2931102439793465,-0.2579914075125143,0.0
2018-11-29,1.0,-0.13816861321032486,-0.23073903228972423,-0.04047502208263814,-0.29355186966336244,-0.2599666306801453,0.0
2018-11-30,1.0,-0.1379608181853873,-0.23071336029209688,-0.04049703584468611,-0.2934513760747517,-0.2604138039338856,0.0
2018-12-03,1.0,-0.13801500333843916,-0.23062723380856998,-0.041200267075134515,-0.29342916617571974,-0.26049644554416557,0.0
2018-12-04,1.0,-0.1354991765351737,-0.23113873421692413,-0.04227119441612422,-0.29199670614069484,-0.25970512116696726,0.0
2018-12-06,1.0,-0.12790383576445166,-0.2078220267037123,-0.05751717218491935,-0.28802963648992824,-0.24818630855908005,0.0
2018-12-07,1.0,-0.12620440634111493,-0.20888605688466663,-0.05543648265075596,-0.2894243951418255,-0.25096062870493735,0.0
2018-12-10,1.0,-0.12177724799569338,-0.2088516332455348,-0.054486378405398654,-0.28975448445580915,-0.24772652990598504,0.0
2018-12-11,1.0,-0.11764705882352942,-0.21238086069124867,-0.050582458842784256,-0.28993934726099935,-0.2549340521806104,0.0
2018-12-12,1.0,-0.1165024203035504,-0.2141245443850886,-0.04875320617900603,-0.29084141708290745,-0.2583071374848128,0.0
2018-12-13,1.0,-0.11666666666666667,-0.21448688271604938,-0.04866898148148148,-0.2906828703703704,-0.25850694444444444,0.0
2018-12-14,1.0,-0.1172659789839005,-0.20624698737105945,-0.052868022751373756,-0.2939554612937434,-0.25776535235708087,0.0
2018-12-17,1.0,-0.11981049985497438,-0.20699990331625254,-0.05400754133230204,-0.2986367591607851,-0.2542202455767186,0.0
2018-12-18,1.0,-0.12434459870785304,-0.21984172181528977,-0.05331579050723642,-0.3087406476444829,-0.25752606877049666,0.0
2018-12-19,1.0,-0.13267334527347516,-0.2194689917140664,-0.05119171800271605,-0.3071699895687771,-0.25765120352693416,0.0
2018-12-20,1.0,-0.13354612444339364,-0.22088899397091855,-0.049966505103046066,-0.3073649367537534,-0.2585017929621311,0.0
2018-12-21,1.0,-0.13625683613530482,-0.2336439133076767,-0.040996556613327934,-0.3233947741543447,-0.29122949159408545,0.0
2018-12-24,1.0,-0.11735990640254973,-0.21815871222818412,-0.048634364787993704,-0.3222455319320612,-0.3107677411546375,0.0
2018-12-26,1.0,-0.11803377563329312,-0.21887816646562122,-0.0476075593084037,-0.31777241656614397,-0.30816244471250503,0.0
2018-12-27,1.0,-0.11963418810305582,-0.22015188445500877,-0.04842575992587072,-0.3183530407106743,-0.3078178192292972,0.0
2018-12-28,1.0,-0.11790999697976443,-0.22269203664552503,-0.04749823819591262,-0.31857444880700697,-0.30681566495519985,0.0
2018-12-31,1.0,-0.12245598449361977,-0.2189468583427556,-0.04452027136165401,-0.32230253593926667,-0.31083427556129867,0.0
2019-01-02,1.0,-0.12236372076126663,-0.2189549738642556,-0.043250116046741616,-0.3222063008335183,-0.31140890835334717,0.0
2019-01-03,1.0,-0.12279109174534011,-0.21784475106915194,-0.04623577826192205,-0.32254095053659326,-0.3078552408617768,0.0
2019-01-04,1.0,-0.1253812130147638,-0.21697332013814552,-0.04554359461151617,-0.32439965261648457,-0.30735362430068874,0.0
2019-01-07,1.0,-0.11499240182356234,-0.20667039910421497,-0.05642645765016396,-0.32116292089898424,-0.3002679356954331,0.0
2019-01-08,1.0,-0.11475311361178968,-0.21034399903888512,-0.05530415281726803,-0.3202915381842938,-0.3016298906731809,0.0
2019-01-09,1.0,-0.11538847117794485,-0.2136340852130326,-0.05521804511278195,-0.32064160401002506,-0.30009022556390974,0.0
