Date,FFA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.185273519654821,-0.3043949610806357,-0.08360616638841308,-0.2926649465536306,-0.30227011556557754,0.0
2018-09-25,1.0,-0.18479628585065302,-0.30528919165184193,-0.0825920944157591,-0.29344383216904585,-0.303358354666551,0.0
2018-09-26,1.0,-0.18502690038181188,-0.30555796598403334,-0.08317424505380076,-0.29325754946199234,-0.3024123568205484,0.0
2018-09-27,1.0,-0.18718421337959448,-0.30059633524883445,-0.084636235498211,-0.2935704217716578,-0.3024829231269652,0.0
2018-09-28,1.0,-0.18442720893349845,-0.30498164200829914,-0.0850767994090682,-0.2945099828369072,-0.3035477633665733,0.0
2018-10-01,1.0,-0.18556678621888925,-0.30422780132594285,-0.08481686773176828,-0.29538093685468975,-0.3036843821323769,0.0
2018-10-02,1.0,-0.1859540059992175,-0.3010911620223449,-0.08603225666217448,-0.296070077815937,-0.30448202408381514,0.0
2018-10-03,1.0,-0.18574129201886094,-0.29751635123095976,-0.08554790204471872,-0.2973642467569153,-0.3067512657265161,0.0
2018-10-04,1.0,-0.18749185384715644,-0.2945431637485337,-0.08582786635964722,-0.29960464004865967,-0.3048399009427814,0.0
2018-10-05,1.0,-0.18668373324076887,-0.29418145528702216,-0.08432767822276219,-0.29954007029114416,-0.3047251269145659,0.0
2018-10-08,1.0,-0.18642928394847552,-0.29383701262089607,-0.08398750921629007,-0.29967038209654334,-0.30461465064839316,0.0
2018-10-09,1.0,-0.18686299171618162,-0.29379364184412543,-0.08498503708201414,-0.29912824738691074,-0.3037906058897515,0.0
2018-10-10,1.0,-0.1874959353118429,-0.29293936569186413,-0.08582453554163325,-0.29942118840642545,-0.30217433718485115,0.0
2018-10-11,1.0,-0.18270514753392203,-0.29065259530475984,-0.07951755330605213,-0.2982769760930433,-0.30264914925694597,0.0
2018-10-12,1.0,-0.1823308673742897,-0.2883671062506701,-0.07788141953468425,-0.2958293127479361,-0.29990350595046644,0.0
2018-10-15,1.0,-0.18115398624472395,-0.2893535877273799,-0.07623251130203759,-0.29580271248901935,-0.3000449938936859,0.0
2018-10-16,1.0,-0.17929244169831157,-0.29937139301881527,-0.06916822209349724,-0.29698998090579476,-0.3005942803200961,0.0
2018-10-17,1.0,-0.17534141508830986,-0.2897074802394699,-0.06587553529198713,-0.29641860366022543,-0.3031510322346976,0.0
2018-10-18,1.0,-0.1760204625386337,-0.2909943514867313,-0.06520302675050624,-0.2958968347010551,-0.30339976553341147,0.0
2018-10-19,1.0,-0.17051980250471488,-0.2846941154033608,-0.060774300184357186,-0.2984891186878854,-0.30457078680256827,0.0
2018-10-22,1.0,-0.17282537259640865,-0.2798872140600818,-0.05456973859950391,-0.303758824651784,-0.3089741143547669,0.0
2018-10-23,1.0,-0.17208887757050995,-0.28087264701513126,-0.052036247108507884,-0.30646633135969104,-0.31075316737760234,0.0
2018-10-24,1.0,-0.1717128853620759,-0.2810888799304067,-0.051770596847085786,-0.30652861174174106,-0.3106447985402389,0.0
2018-10-25,1.0,-0.16465012896055697,-0.27020906288661956,-0.05078739331921407,-0.3073664786428736,-0.3039065612615069,0.0
2018-10-26,1.0,-0.16002251782661273,-0.26662774696634833,-0.04395146157374589,-0.31247654393061175,-0.3019056753263,0.0
2018-10-29,1.0,-0.15923009623797024,-0.26638336874557345,-0.04266133399991668,-0.312710911136108,-0.30208723909511315,0.0
2018-10-30,1.0,-0.1733098621065426,-0.268787459658829,-0.049457227880464395,-0.3136971373485896,-0.29039356217779455,0.0
2018-10-31,1.0,-0.17492747876536513,-0.26061731744474825,-0.05042051881378217,-0.31266565102155813,-0.28831103783625855,0.0
2018-11-01,1.0,-0.17175930753988947,-0.2646991344248618,-0.046991344248618214,-0.31333820002085727,-0.28895609552612367,0.0
2018-11-02,1.0,-0.16995285489785228,-0.2739444735463593,-0.04785751702462022,-0.3121424829753798,-0.29144054478784703,0.0
2018-11-05,1.0,-0.17061412701739676,-0.27243764409976945,-0.047809683504506394,-0.31215678054915114,-0.292978411234542,0.0
2018-11-06,1.0,-0.16804783384034408,-0.2709745095982377,-0.04911360537081716,-0.31402496590789886,-0.295814538969894,0.0
2018-11-07,1.0,-0.1687450140655834,-0.27136079271108876,-0.04801192425578369,-0.31490112104799095,-0.2963009614980896,0.0
2018-11-08,1.0,-0.16551190002721203,-0.2714294685282482,-0.04494170347267285,-0.31385929290603476,-0.2975111464634836,0.0
2018-11-09,1.0,-0.16379798318623032,-0.2725633661083041,-0.045640369819073774,-0.31652655191932744,-0.29797270383026897,0.0
2018-11-12,1.0,-0.16388267514059332,-0.2647335521501892,-0.045303451591997154,-0.3199255743942467,-0.296761649906968,0.0
2018-11-13,1.0,-0.16062651003915687,-0.26314254769640927,-0.04171873698242106,-0.32104473881529616,-0.29628009664250604,0.0
2018-11-14,1.0,-0.1605324001749672,-0.2632631381615947,-0.041679685059051425,-0.32108562977775,-0.29638192838842714,0.0
2018-11-15,1.0,-0.16037263973990246,-0.26334875578341876,-0.041411362594306195,-0.32101621441373845,-0.29796590388062194,0.0
2018-11-16,1.0,-0.15942149620226823,-0.25976485277286443,-0.03987098116741234,-0.32104879825200294,-0.30084278430964523,0.0
2018-11-19,1.0,-0.15947396895418037,-0.2595613633526156,-0.04047192975155021,-0.32067501768696155,-0.3006367306171709,0.0
