Date,BKT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.10599437773191855,-0.18355242846232595,-0.0,-0.18790724882598595,-0.14747891649469458,0.0
2018-09-25,1.0,-0.10512445095168374,-0.18449650235887424,-0.0,-0.18861233121848056,-0.14857654140231005,0.0
2018-09-26,1.0,-0.10571526184782076,-0.18504238046431415,-0.0,-0.1886052678673109,-0.1475263149332162,0.0
2018-09-27,1.0,-0.10777936776375702,-0.1813939117991414,-0.0,-0.18911799141407573,-0.14781449199947963,0.0
2018-09-28,1.0,-0.10808172826652784,-0.18144846434148879,-0.0,-0.18925689744924518,-0.14796980739198334,0.0
2018-10-01,1.0,-0.10846608197601576,-0.18115104870071758,-0.0,-0.18951461997819616,-0.1480221943798103,0.0
2018-10-02,1.0,-0.10895182291666668,-0.17980143229166667,-0.0,-0.19013671875000002,-0.14869791666666668,0.0
2018-10-03,1.0,-0.10853432282003711,-0.1754385964912281,-0.0,-0.19179442111772937,-0.1516778960387983,0.0
2018-10-04,1.0,-0.10929770892996614,-0.17425475136683155,-0.0,-0.19269070554543088,-0.15093725592293672,0.0
2018-10-05,1.0,-0.11057270155126997,-0.17514390711893071,-0.0,-0.1915834661289798,-0.1487690656606719,0.0
2018-10-08,1.0,-0.10919801369640714,-0.17316867352568888,-0.0,-0.1924150465742754,-0.14803154717471032,0.0
2018-10-09,1.0,-0.10629659103827975,-0.17322527731310802,-0.0,-0.19394864632225164,-0.15061796566676952,0.0
2018-10-10,1.0,-0.10519457249433957,-0.17561206039973287,-0.0,-0.19434444788324023,-0.1537521786581095,0.0
2018-10-11,1.0,-0.08029496755041134,-0.16422176254164758,-0.0,-0.1819861358935085,-0.15256833362282682,0.0
2018-10-12,1.0,-0.08088521779786488,-0.15817034208680744,-0.0,-0.17490843918023843,-0.14451803942959557,0.0
2018-10-15,1.0,-0.08081688562356018,-0.15708859971359193,-0.0,-0.17466222526617273,-0.14398231741485587,0.0
2018-10-16,1.0,-0.0816749198044162,-0.15607773521442586,-0.0,-0.17505995203836933,-0.14438319474290698,0.0
2018-10-17,1.0,-0.07510993572988099,-0.14277806820627942,-0.0,-0.17303730127002676,-0.14663735047203175,0.0
2018-10-18,1.0,-0.0749400479616307,-0.1424091496033942,-0.0,-0.17327676320482077,-0.14660579228924553,0.0
2018-10-19,1.0,-0.0706197899998476,-0.13642390161386184,-0.0,-0.17226717871348238,-0.14463798594919153,0.0
2018-10-22,1.0,-0.07042210564840795,-0.13189276564596802,-0.0,-0.17524704160058557,-0.1473862388678785,0.0
2018-10-23,1.0,-0.06972202727855246,-0.13207518384035638,-0.0,-0.1759985353797333,-0.14785036462942056,0.0
2018-10-24,1.0,-0.06921237414893455,-0.13079371848963492,-0.0,-0.1756355383607756,-0.14750277976634732,0.0
2018-10-25,1.0,-0.05747586636416211,-0.11200083040467398,-0.0,-0.17803283064193245,-0.13535596186069962,0.0
2018-10-26,1.0,-0.05177212021262497,-0.10803528043231782,-0.0,-0.18008334192275413,-0.13258139089717727,0.0
2018-10-29,1.0,-0.046192588688306176,-0.10846107670458703,-0.0,-0.17649814790413026,-0.13294095254827895,0.0
2018-10-30,1.0,-0.0441617752535972,-0.10846495015881844,-0.0,-0.17655927514381486,-0.13457850900947055,0.0
2018-10-31,1.0,-0.046587105224858094,-0.09985446077717945,-0.0,-0.17613156745742978,-0.13281909474603404,0.0
2018-11-01,1.0,-0.04776675841379411,-0.09921796496133513,-0.0,-0.1763438041562905,-0.1329750826452299,0.0
2018-11-02,1.0,-0.04879925661352615,-0.09393965792606788,-0.0,-0.1774254435636089,-0.1317768679037082,0.0
2018-11-05,1.0,-0.04850112506351165,-0.09470857225811136,-0.0,-0.17744066197285333,-0.1310444944472672,0.0
2018-11-06,1.0,-0.04857117964802231,-0.09484811523494222,-0.0,-0.17748446303072546,-0.13113492478364408,0.0
2018-11-07,1.0,-0.04802198281502158,-0.09648013259475727,-0.0,-0.17746179904334045,-0.131940506826013,0.0
2018-11-08,1.0,-0.0399624765478424,-0.09588685235964786,-0.0,-0.17407995381728966,-0.13328041564439314,0.0
2018-11-09,1.0,-0.0400883473842245,-0.09601281903222081,-0.0,-0.17408188012472572,-0.13340166300958542,0.0
2018-11-12,1.0,-0.040001726072322434,-0.09043180575932798,-0.0,-0.17580046603952706,-0.13215960415408073,0.0
2018-11-13,1.0,-0.03211479330372395,-0.08618038947728049,-0.0,-0.17564912880081995,-0.12959799567247465,0.0
2018-11-14,1.0,-0.03201879271070615,-0.08630410022779043,-0.0,-0.17568337129840544,-0.12968394077448747,0.0
2018-11-15,1.0,-0.031866054550364564,-0.08604687522208167,-0.0,-0.17624401267819834,-0.12715152721122275,0.0
2018-11-16,1.0,-0.032500640897826644,-0.08787421311989062,-0.0,-0.17691628450166633,-0.12692625402341415,0.0
2018-11-19,1.0,-0.032221763222746114,-0.08804717881511659,-0.0,-0.17716271847979373,-0.12704947222974033,0.0
2018-11-20,1.0,-0.018863919393184648,-0.08386165515679836,-0.0,-0.17852088758066342,-0.13390127929355825,0.0
2018-11-21,1.0,-0.0180155993895891,-0.08294240660148082,-0.0,-0.1783756287797434,-0.13364042276606566,0.0
2018-11-23,1.0,-0.01814097401771712,-0.0823690642704757,-0.0,-0.17861230025855127,-0.1337261052006951,0.0
2018-11-26,1.0,-0.01762295081967213,-0.0856840022611645,-0.0,-0.1774872809496891,-0.1324335782928208,0.0
2018-11-27,1.0,-0.015614660039705446,-0.08571871084015037,-0.0,-0.17588668459513115,-0.13077453782577475,0.0
2018-11-28,1.0,-0.016671364148816235,-0.08204622322435175,-0.0,-0.17821307779030438,-0.1322998872604284,0.0
2018-11-29,1.0,-0.015151301999071509,-0.08129932613986467,-0.0,-0.17780622652392275,-0.1325352053233544,0.0
2018-11-30,1.0,-0.015050496525726502,-0.08118828593130221,-0.0,-0.17775058373421104,-0.132613160041635,0.0
2018-12-03,1.0,-0.01463702703842747,-0.08126994839780093,-0.0,-0.1776690428987219,-0.13247845221523882,0.0
2018-12-04,1.0,-0.01610991987360343,-0.08115619004627017,-0.0,-0.17974833540232482,-0.13366155061505475,0.0
2018-12-06,1.0,-0.015641870380111292,-0.06471304781152239,-0.0,-0.17806815979624044,-0.1258132388361341,0.0
