Date,AIT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23702772325809618,-0.866658488714426,-0.011469578017664376,-0.45945780176643775,-0.49214916584887153,0.0
2018-09-25,1.0,-0.23578089297844748,-0.8767059840671896,-0.00429197801519175,-0.46825788921138767,-0.5026863459519546,0.0
2018-09-26,1.0,-0.23681121818631087,-0.8780887076847047,-0.006424511984185816,-0.46787744007907095,-0.4995366938472943,0.0
2018-09-27,1.0,-0.23632709846962432,-0.8810017004173751,-0.0058741691142371304,-0.4683876951615396,-0.5000772916988715,0.0
2018-09-28,1.0,-0.23632709846962432,-0.8807234503014376,-0.006245169268820528,-0.4683258618024424,-0.5000154583397743,0.0
2018-10-01,1.0,-0.23732954018367913,-0.8797118030860571,-0.0062154055474813695,-0.4689693558860818,-0.5000463836234886,0.0
2018-10-02,1.0,-0.23752822194043235,-0.8804626851823214,-0.006371199703089723,-0.468685244177775,-0.4997680388457613,0.0
2018-10-03,1.0,-0.23736467677080114,-0.8713578719455615,-0.004979894834519024,-0.4728425610887721,-0.5065264460253635,0.0
2018-10-04,1.0,-0.23868414543655703,-0.8684763789265396,-0.005534256740044521,-0.47424560969577045,-0.5048540687608212,0.0
2018-10-05,1.0,-0.23320889766451736,-0.8699287322987691,-0.0,-0.47539567457501625,-0.5066485669330207,0.0
2018-10-08,1.0,-0.23192158313297578,-0.8689969792244622,-0.0,-0.47549472905492884,-0.5060107268355836,0.0
2018-10-09,1.0,-0.22904528499645488,-0.8689848638983938,-0.0,-0.47655599741052435,-0.5081537655291469,0.0
2018-10-10,1.0,-0.2295910505716663,-0.8685321581558755,-0.0,-0.47687139819408914,-0.506764461154427,0.0
2018-10-11,1.0,-0.19142692924342805,-0.8666848171340412,-0.0,-0.46074961430256833,-0.5061862842968207,0.0
2018-10-12,1.0,-0.1881458783946167,-0.8672795001201634,-0.0,-0.4516642633982216,-0.49702595529920696,0.0
2018-10-15,1.0,-0.16263577987157174,-0.892846426213767,-0.0,-0.4469483286322991,-0.49822961051431314,0.0
2018-10-16,1.0,-0.15588747971389072,-0.9062030414137165,-0.0,-0.4460840295726393,-0.49720502494440105,0.0
2018-10-17,1.0,-0.14112687763462567,-0.8812266223356885,-0.0,-0.44294365611826875,-0.5032951374458232,0.0
2018-10-18,1.0,-0.14216924768896946,-0.8845822310733287,-0.0,-0.4417263620961269,-0.5039384121511161,0.0
2018-10-19,1.0,-0.13090909090909092,-0.8816851441241685,-0.0,-0.44094604582409463,-0.5028529194382853,0.0
2018-10-22,1.0,-0.13182880298145463,-0.883137626075897,-0.0,-0.44044485196249517,-0.5023810228045786,0.0
2018-10-23,1.0,-0.13435660840505131,-0.8832401738976134,-0.0,-0.43849998521278805,-0.5013456362937332,0.0
2018-10-24,1.0,-0.1324389811476863,-0.8825424029312688,-0.0,-0.4381242243366232,-0.5017729448614148,0.0
2018-10-25,1.0,-0.11445485939812532,-0.8637511245247976,-0.0,-0.4375054412490206,-0.486317072462927,0.0
2018-10-26,1.0,-0.10407604781794613,-0.8549042200777761,-0.0,-0.4409621201209851,-0.480685582601181,0.0
2018-10-29,1.0,-0.0919659002841643,-0.860730790206378,-0.0,-0.4350871150147823,-0.4825913487757973,0.0
2018-10-30,1.0,-0.08956551684554899,-0.8606726740515411,-0.0,-0.4350858061183493,-0.48447454514147964,0.0
2018-10-31,1.0,-0.09103124910655573,-0.8525888440975496,-0.0,-0.4334848614804014,-0.4819166881093289,0.0
2018-11-01,1.0,-0.05558755760368664,-0.8912730414746544,-0.0,-0.4419930875576037,-0.49133064516129027,0.0
2018-11-02,1.0,-0.05735209649626652,-0.8816771970132108,-0.0,-0.44376794945433656,-0.4891154508902929,0.0
2018-11-05,1.0,-0.05767463235294117,-0.8809742647058822,-0.0,-0.4437902113970588,-0.4898035386029411,0.0
2018-11-06,1.0,-0.05921543851588077,-0.8815691229682384,-0.0,-0.4427373499511803,-0.48822583424272015,0.0
2018-11-07,1.0,-0.058810022674435296,-0.8816050055968543,-0.0,-0.4418357682041273,-0.48793088602508544,0.0
2018-11-08,1.0,-0.06076823478636167,-0.8841030067616169,-0.0,-0.4443389440368292,-0.4880736584664077,0.0
2018-11-09,1.0,-0.06225871506770383,-0.8849611063094208,-0.0,-0.44442523768366465,-0.489340247767214,0.0
2018-11-12,1.0,-0.061391149322828305,-0.8806107484831929,-0.0,-0.44543807688989845,-0.48802369382062855,0.0
2018-11-13,1.0,-0.046200468866144435,-0.8825261593001317,-0.0,-0.444708102235691,-0.4855051746812282,0.0
2018-11-14,1.0,-0.045675551996339096,-0.8833085459329596,-0.0,-0.44502917286351673,-0.4860713877130763,0.0
2018-11-15,1.0,-0.045044015090888304,-0.8859037384246027,-0.0,-0.44941122670629924,-0.4777923859609009,0.0
2018-11-16,1.0,-0.0438876840543317,-0.881377696609976,-0.0,-0.4485503937906632,-0.4797112201803448,0.0
2018-11-19,1.0,-0.046200382387352676,-0.8806609023200068,-0.0,-0.4474217390063636,-0.47935393659218667,0.0
2018-11-20,1.0,-0.019142832798432218,-0.8779005367945695,-0.0,-0.4501689908830129,-0.4929421454741685,0.0
2018-11-21,1.0,-0.022624051454201807,-0.8761601173516882,-0.0,-0.4485316934187142,-0.47363818443397554,0.0
2018-11-23,1.0,-0.02350553817536146,-0.8691975987148051,-0.0,-0.4513683379837095,-0.4743383782869705,0.0
2018-11-26,1.0,-0.023866617767371007,-0.8676333681270629,-0.0,-0.45338110418371086,-0.4762321211950235,0.0
2018-11-27,1.0,-0.017623745678387724,-0.870309469601147,-0.0,-0.4500098378165669,-0.4728335722517357,0.0
2018-11-28,1.0,-0.015932441942294158,-0.8806192821956369,-0.0,-0.44698099929627017,-0.47138634764250525,0.0
2018-11-29,1.0,-0.007448476702508961,-0.8751960125448028,-0.0,-0.4451724910394266,-0.47236223118279574,0.0
2018-11-30,1.0,-0.006393718452047112,-0.8764441951766686,-0.0,-0.4453449242849131,-0.4761076836791924,0.0
