Date,IWF,IWM,MTUM,SPY,VIRT,VLUE,VXX
2018-09-24,-3.135084777343022,-4.8211291224147566,-1.8615613937022544,-3.9834171790572013,1.0,-3.8313769331097447,0.0
2018-09-25,-3.1268337975858866,-4.801299907149489,-1.8605385329619313,-3.9671309192200552,1.0,-3.8142989786443824,0.0
2018-09-26,-3.12741456166419,-4.801448736998514,-1.861069836552749,-3.967867756315007,1.0,-3.8157503714710255,0.0
2018-09-27,-3.1190608245516733,-4.763357367350712,-1.8580144204104272,-3.949898317618784,1.0,-3.797374745794047,0.0
2018-09-28,-3.1143965995194973,-4.764368878211052,-1.8584365182036593,-3.947699131399002,1.0,-3.7957863611162446,0.0
2018-10-01,-3.131217520415739,-4.780809205642168,-1.8684112843355605,-3.9665924276169267,1.0,-3.812731997030438,0.0
2018-10-02,-3.1290561839421476,-4.770257741516781,-1.87038753940293,-3.963100315223438,1.0,-3.8097533840163176,0.0
2018-10-03,-3.1333085777942813,-4.75454883030078,-1.8700334199777202,-3.9780913479391016,1.0,-3.8306721128852583,0.0
2018-10-04,-3.1232446415373247,-4.720990391722099,-1.8628972653362899,-3.9648928307464892,1.0,-3.8056171470805618,0.0
2018-10-05,-3.5070127695206197,-5.363407996650618,-2.034749842997697,-4.597236759472472,1.0,-4.4312329914172075,0.0
2018-10-08,-3.4555785123966944,-5.287603305785124,-1.9942148760330578,-4.549793388429752,1.0,-4.374173553719008,0.0
2018-10-09,-3.448183319570603,-5.285301403798514,-1.9810074318744841,-4.551197357555739,1.0,-4.37840627580512,0.0
2018-10-10,-3.437860082304527,-5.265020576131687,-1.9777777777777779,-4.535390946502058,1.0,-4.360288065843621,0.0
2018-10-11,-3.366221090600467,-5.671971143645237,-1.6066199872692553,-4.812221514958625,1.0,-4.760661998726926,0.0
2018-10-12,-3.420661858294442,-5.72422571064913,-1.5574883326262197,-4.79210861264319,1.0,-4.718710224862113,0.0
2018-10-15,-3.3027004396064474,-5.790035587188612,-1.4136487335147583,-4.73937617751727,1.0,-4.687879422231526,0.0
2018-10-16,-3.2767374115688725,-5.772159800249688,-1.3928422804827298,-4.7084893882646695,1.0,-4.657303370786517,0.0
2018-10-17,-3.3232970318172113,-5.856715780482597,-1.310698270339526,-4.928037582746104,1.0,-4.935297885970532,0.0
2018-10-18,-3.320452604611443,-5.851622544833476,-1.3114859094790776,-4.930828351836038,1.0,-4.934884713919726,0.0
2018-10-19,-3.3499781945050153,-5.990187527256869,-1.244875708678587,-5.11404273877017,1.0,-5.10662887047536,0.0
2018-10-22,-3.3705972434915776,-5.983810982279588,-1.22423977247867,-5.153795668343907,1.0,-5.1446073069350255,0.0
2018-10-23,-3.363001745200698,-5.9640052356020945,-1.2277486910994764,-5.133944153577661,1.0,-5.125872600349041,0.0
2018-10-24,-3.4240744845932163,-6.059410330303703,-1.205497672356462,-5.241188206606075,1.0,-5.238084681888717,0.0
2018-10-25,-2.857361963190184,-5.190184049079755,-0.9409509202453988,-4.670053680981595,1.0,-4.513420245398773,0.0
2018-10-26,-2.6652134423251588,-4.919891008174387,-0.8050862851952769,-4.48991825613079,1.0,-4.28519527702089,0.0
2018-10-29,-2.5706862569432,-4.928328256584842,-0.714567281849131,-4.427701128829959,1.0,-4.276832108941051,0.0
2018-10-30,-2.5404582885785896,-4.931077694235588,-0.690655209452202,-4.431972789115647,1.0,-4.307733619763695,0.0
2018-10-31,-2.4290580820984498,-4.639073411684551,-0.653551354113439,-4.220746039856924,1.0,-4.0902742292624765,0.0
2018-11-01,-2.3730306623750637,-4.679823818397425,-0.5932576655937659,-4.209893274606133,1.0,-4.0843638827714726,0.0
2018-11-02,-2.465019865261703,-4.683537743997236,-0.5736742097080672,-4.368284677837278,1.0,-4.183624114700294,0.0
2018-11-05,-2.465798611111111,-4.748263888888889,-0.5727430555555555,-4.393923611111111,1.0,-4.180381944444445,0.0
2018-11-06,-2.4614053305642094,-4.73502942194531,-0.5711318795430945,-4.376773970231914,1.0,-4.162686050536518,0.0
2018-11-07,-2.4437359986214027,-4.7161812855419605,-0.576942960537653,-4.353093227640875,1.0,-4.142512493537826,0.0
2018-11-08,-2.225295164159793,-4.47614426653728,-0.44638524987869965,-4.090570920265243,1.0,-3.935144751738638,0.0
2018-11-09,-2.220500403551251,-4.465536723163842,-0.44874899112187244,-4.08135593220339,1.0,-3.9257465698143665,0.0
2018-11-12,-2.1670866141732286,-4.31511811023622,-0.4303937007874016,-4.006771653543307,1.0,-3.828661417322835,0.0
2018-11-13,-2.0601538461538462,-4.25876923076923,-0.3132307692307692,-3.9744615384615387,1.0,-3.778,0.0
2018-11-14,-2.068970837833667,-4.270174355809289,-0.31353186236691866,-3.9879648202437896,1.0,-3.7890757599135934,0.0
2018-11-15,-2.05816451810927,-4.256599140577041,-0.30141190914671584,-3.978974831184776,1.0,-3.751841620626151,0.0
2018-11-16,-2.0079663309785056,-4.150308131669923,-0.2825792875394559,-3.8986923192544714,1.0,-3.691267097549977,0.0
2018-11-19,-2.008721804511278,-4.152781954887218,-0.28135338345864663,-3.9013533834586465,1.0,-3.693533834586466,0.0
2018-11-20,-1.8774697729283396,-4.095399587142436,-0.14096136832792686,-3.8928044824535535,1.0,-3.738130345030964,0.0
2018-11-21,-1.8593976252534028,-4.032725166521866,-0.13509991311902694,-3.8410078192875763,1.0,-3.611931653634521,0.0
2018-11-23,-1.8905859891320314,-4.046996622117786,-0.15112351299750332,-3.9217212512850637,1.0,-3.6761639007196356,0.0
2018-11-26,-1.8840070298769773,-4.046280023432924,-0.1473345049794962,-3.9065612185120093,1.0,-3.661247803163445,0.0
2018-11-27,-1.8355159015685711,-4.014678370988632,-0.0857677363649446,-3.850338178155131,1.0,-3.604259605698662,0.0
2018-11-28,-1.8376043766196375,-4.0103656780881085,-0.08854016700259143,-3.8535847970054715,1.0,-3.6066801036567813,0.0
2018-11-29,-1.717089583625403,-3.9212112715547454,-0.0,-3.800084116080191,1.0,-3.580961727183513,0.0
2018-11-30,-1.7145057406888828,-3.917110053206385,-0.0,-3.7968356202744333,1.0,-3.573088770652478,0.0
2018-12-03,-1.7135226314309813,-3.938431262299691,-0.0,-3.8152937868990726,1.0,-3.589541748664605,0.0
2018-12-04,-1.6679203231647861,-3.9250592004457436,-0.0,-3.77782420949993,1.0,-3.558573617495472,0.0
2018-12-06,-1.4941343302823258,-3.526621116410984,-0.0,-3.5850199819517856,1.0,-3.2858063684414076,0.0
2018-12-07,-1.5116731517509727,-3.5486381322957197,-0.0,-3.609727626459144,1.0,-3.3002594033722437,0.0
2018-12-10,-1.371935967983992,-3.4661080540270133,-0.0,-3.506753376688344,1.0,-3.161455727863932,0.0
2018-12-11,-1.377485928705441,-3.4645403377110697,-0.0,-3.507942464040025,1.0,-3.1578486554096314,0.0
2018-12-12,-1.3779862414008757,-3.4642901813633524,-0.0,-3.5075672295184495,1.0,-3.1578486554096314,0.0
