Date,IWF,IWM,MTUM,SPY,TGNA,VLUE,VXX
2018-09-24,-0.43206323295674215,-1.1800335065939258,-0.0,-0.8150693758322952,1.0,-0.8685080974268654,0.0
2018-09-25,-0.43652293420374505,-1.1784916680982649,-0.0,-0.8140353891084006,1.0,-0.8657447174025082,0.0
2018-09-26,-0.44280792420327303,-1.186089577950043,-0.0,-0.8169250645994832,1.0,-0.8607665805340224,0.0
2018-09-27,-0.44449703123655454,-1.1812666724034078,-0.0,-0.8165820497375441,1.0,-0.8602529902762241,0.0
2018-09-28,-0.4443297194975047,-1.1812940974014798,-0.0,-0.8164687661331956,1.0,-0.8601359490621235,0.0
2018-10-01,-0.44456395473906124,-1.1811728262272512,-0.0,-0.8164608699393365,1.0,-0.8601729552983693,0.0
2018-10-02,-0.44465008177670656,-1.1845571145734701,-0.0,-0.8156150469140053,1.0,-0.8592149436171129,0.0
2018-10-03,-0.44398036513951084,-1.171417499138822,-0.0,-0.8215208405098173,1.0,-0.8689717533585946,0.0
2018-10-04,-0.4453911696359411,-1.1682158533436613,-0.0,-0.8226611584473708,1.0,-0.8670711765212152,0.0
2018-10-05,-0.42363877822045154,-1.158634280083965,-0.0,-0.8266718073940796,1.0,-0.8749946450756115,0.0
2018-10-08,-0.41942378387620755,-1.153671881679063,-0.0,-0.828460288962982,1.0,-0.8730016243481233,0.0
2018-10-09,-0.41099948480164866,-1.1582946934569809,-0.0,-0.8377983857118325,1.0,-0.8861840975442212,0.0
2018-10-10,-0.41062076071091264,-1.15845282046879,-0.0,-0.8378552416931399,1.0,-0.8860650811367734,0.0
2018-10-11,-0.32462299032030245,-1.139503967429687,-0.0,-0.8019608657720908,1.0,-0.8882888122637198,0.0
2018-10-12,-0.32748873412535845,-1.1308889799262598,-0.0,-0.7766489143793527,1.0,-0.8616550594018844,0.0
2018-10-15,-0.2983940174083609,-1.1562666012831513,-0.0,-0.7700543500469944,1.0,-0.8617547300886764,0.0
2018-10-16,-0.2870488497469032,-1.1904605127783037,-0.0,-0.7734474669739495,1.0,-0.8644388657969463,0.0
2018-10-17,-0.26456438245401254,-1.1488174651303822,-0.0,-0.7629270264806953,1.0,-0.8665858095815647,0.0
2018-10-18,-0.26488432292509306,-1.1505015369681282,-0.0,-0.7623361915547646,1.0,-0.8668904707976056,0.0
2018-10-19,-0.23893947941010554,-1.1398581674591022,-0.0,-0.774478201305504,1.0,-0.876097993391893,0.0
2018-10-22,-0.23908314534321626,-1.1299548823718983,-0.0,-0.7791250402835965,1.0,-0.8801965839510152,0.0
2018-10-23,-0.24795189474958634,-1.133056216957908,-0.0,-0.775495379151701,1.0,-0.8792122361677226,0.0
2018-10-24,-0.24483050505864806,-1.129952839695272,-0.0,-0.7753637792736507,1.0,-0.880648151880366,0.0
2018-10-25,-0.22337027250857752,-1.0974878731711164,-0.0,-0.7661789643885317,1.0,-0.8566470797018574,0.0
2018-10-26,-0.20517120349426723,-1.0808049294126825,-0.0,-0.7689727790343968,1.0,-0.8449418922080961,0.0
2018-10-29,-0.18619993790748213,-1.0869295249922384,-0.0,-0.7597795715616268,1.0,-0.8479121390872398,0.0
2018-10-30,-0.1767535692116698,-1.0870577281191807,-0.0,-0.7601644941030417,1.0,-0.8556021104903787,0.0
2018-10-31,-0.17751112831430227,-1.0817108573640408,-0.0,-0.7581962454035223,1.0,-0.8532997871105089,0.0
2018-11-01,-0.16774891774891776,-1.0880488559059986,-0.0,-0.7567640692640693,1.0,-0.8525819418676561,0.0
2018-11-02,-0.16802832244008714,-1.1049642079053843,-0.0,-0.7583255524431995,1.0,-0.859088079676315,0.0
2018-11-05,-0.1664398211160801,-1.1087303130468598,-0.0,-0.758234493486292,1.0,-0.8553762395489014,0.0
2018-11-06,-0.16927144078998524,-1.1102169349195241,-0.0,-0.7560454085996423,1.0,-0.8521499105823808,0.0
2018-11-07,-0.1694150591163659,-1.110570939639079,-0.0,-0.7566894835096453,1.0,-0.8525591163658991,0.0
2018-11-08,-0.13722768459610563,-1.1130133024869866,-0.0,-0.7457875457875458,1.0,-0.8597647966069019,0.0
2018-11-09,-0.13686483152132006,-1.1126532500578303,-0.0,-0.7464338036857121,1.0,-0.859356928059218,0.0
2018-11-12,-0.13587311340681285,-1.0927070932063443,-0.0,-0.7552901417105111,1.0,-0.8565613118783363,0.0
2018-11-13,-0.09553506523319433,-1.0984428205226309,-0.0,-0.7695986532501817,1.0,-0.8624172628840342,0.0
2018-11-14,-0.10004992894726736,-1.1004724046549141,-0.0,-0.7750892960018435,1.0,-0.8650766217306142,0.0
2018-11-15,-0.09847380934120716,-1.1011197177697676,-0.0,-0.7768233760257689,1.0,-0.8581946468287445,0.0
2018-11-16,-0.09345579793340988,-1.0892843474933027,-0.0,-0.7769613471106009,1.0,-0.8673172598545733,0.0
2018-11-19,-0.09222464683587918,-1.0901190612916811,-0.0,-0.7780712836415146,1.0,-0.8679223613184793,0.0
2018-11-20,-0.05200289116293225,-1.083082892684597,-0.0,-0.7813748240575189,1.0,-0.8877011450526877,0.0
2018-11-21,-0.050387450387450385,-1.079002079002079,-0.0,-0.7772065772065772,1.0,-0.8733698733698734,0.0
2018-11-23,-0.05057732349044104,-1.0850274465265948,-0.0,-0.7763013439333711,1.0,-0.8738216922203293,0.0
2018-11-26,-0.04930458180164475,-1.0954636752946527,-0.0,-0.7740175086216698,1.0,-0.870921286997385,0.0
2018-11-27,-0.04119044924748217,-1.0965259703519294,-0.0,-0.7684357436535778,1.0,-0.8658669986043529,0.0
2018-11-28,-0.04586358136721113,-1.083408953418028,-0.0,-0.778886872353297,1.0,-0.8728070175438596,0.0
2018-11-29,-0.023608201137384013,-1.070300808141275,-0.0,-0.7733463035019454,1.0,-0.8741020652499252,0.0
2018-11-30,-0.02368302903322358,-1.0711239149955103,-0.0,-0.7750673451062556,1.0,-0.87152050284346,0.0
2018-12-03,-0.018898346394690468,-1.0768307773069856,-0.0,-0.7795942855000189,1.0,-0.8743859912257679,0.0
2018-12-04,-0.006552589208821658,-1.0859325270528326,-0.0,-0.7770621934324335,1.0,-0.8748268244280526,0.0
2018-12-06,-0.0,-1.022571470245041,-0.0,-0.7762543757292883,1.0,-0.847615227537923,0.0
