Date,IWF,IWM,MTUM,SAIL,SPY,VLUE,VXX
2018-09-24,-1.1341967857869397,-1.9123889604665356,-0.3788567166203296,1.0,-1.2751068013833324,-1.0804909473113178,0.0
2018-09-25,-1.1371831367764675,-1.9087705029144637,-0.38423478378744746,1.0,-1.2719940355157924,-1.0756405042700286,0.0
2018-09-26,-1.1425465416496807,-1.9169044707161298,-0.3913575214023644,1.0,-1.2742899850523168,-1.069302894415002,0.0
2018-09-27,-1.1428668432131457,-1.9132885176885992,-0.39227269640795814,1.0,-1.2733754328783866,-1.0684457119576287,0.0
2018-09-28,-1.1392379270529103,-1.9166610065883312,-0.3934660055695171,1.0,-1.2735176254839367,-1.0692114378863005,0.0
2018-10-01,-1.1387888262081152,-1.9191191463331747,-0.3944131040576361,1.0,-1.2739074288044587,-1.0705498538707265,0.0
2018-10-02,-1.1389664328998435,-1.9356573840811602,-0.3912984271804998,1.0,-1.2730986586777422,-1.0697896098590591,0.0
2018-10-03,-1.1406654847947633,-1.9427928542206463,-0.3929496795308877,1.0,-1.2733533342424654,-1.0687303968362196,0.0
2018-10-04,-1.145407467974925,-1.9321340964840554,-0.3943172526573998,1.0,-1.2793676751158354,-1.0626873807576995,0.0
2018-10-05,-1.1440147078850607,-1.9396704344273459,-0.38247310363611603,1.0,-1.2817649462072722,-1.0612828544191748,0.0
2018-10-08,-1.1401685011550482,-1.9330072020654978,-0.37443946188340804,1.0,-1.287335235765729,-1.0593830683516783,0.0
2018-10-09,-1.1541196581196582,-1.945846153846154,-0.39104273504273507,1.0,-1.2901880341880343,-1.0564102564102564,0.0
2018-10-10,-1.1547635366689513,-1.9537354352296095,-0.38752570253598356,1.0,-1.2938313913639479,-1.0641535298149418,0.0
2018-10-11,-1.0629117259552043,-1.93866930171278,-0.263768115942029,1.0,-1.2527009222661396,-1.0695652173913044,0.0
2018-10-12,-1.0837771139108974,-1.929341472918561,-0.2539940251980777,1.0,-1.210611767762047,-1.0166904792830238,0.0
2018-10-15,-1.0805917850885731,-1.9391343845305302,-0.2432677957303225,1.0,-1.210628771656609,-1.0153786256569983,0.0
2018-10-16,-1.0815915876931066,-1.9368427885239516,-0.24548877060885368,1.0,-1.2110865896403997,-1.0159678047513956,0.0
2018-10-17,-1.049032667300983,-1.8620995876942592,-0.21985410719949255,1.0,-1.1941008563273072,-1.017951157627656,0.0
2018-10-18,-1.0473864501395584,-1.8593631058107079,-0.22132707434661253,1.0,-1.1970946460289267,-1.0183963461050494,0.0
2018-10-19,-1.0296575557650014,-1.8424128180961354,-0.19899465912661007,1.0,-1.1995601633678918,-1.012755262331134,0.0
2018-10-22,-1.0317308915172325,-1.884776802747043,-0.2233244308787994,1.0,-1.201259061426936,-1.0178049090677859,0.0
2018-10-23,-1.0350352896293,-1.8838303554396896,-0.23081325109683984,1.0,-1.1948877726203346,-1.013988681884657,0.0
2018-10-24,-1.0370323318300196,-1.8806453661944993,-0.21990726036968813,1.0,-1.197484596328527,-1.0169599186940228,0.0
2018-10-25,-0.9802070645554202,-1.7848964677222898,-0.21333739342265529,1.0,-1.171254567600487,-0.9403775883069426,0.0
2018-10-26,-0.9563229454939236,-1.76302490675009,-0.18192756587654915,1.0,-1.1867404644447117,-0.928047166405968,0.0
2018-10-29,-0.9432505237952707,-1.7723436096976952,-0.16611792876384315,1.0,-1.1773121819814427,-0.9271475606105956,0.0
2018-10-30,-0.9227354529094183,-1.7809838032393521,-0.1488902219556089,1.0,-1.187882423515297,-0.9583083383323336,0.0
2018-10-31,-0.9258378892322319,-1.7433444259567388,-0.15206798193487045,1.0,-1.1776206322795342,-0.943665319705253,0.0
2018-11-01,-0.93492252681764,-1.738855780691299,-0.15858164481525627,1.0,-1.180989272943981,-0.9461263408820024,0.0
2018-11-02,-0.9578008915304604,-1.6817236255572063,-0.1410995542347697,1.0,-1.2161069836552747,-0.9468053491827637,0.0
2018-11-05,-0.9558011049723757,-1.685973979682766,-0.14115130992692923,1.0,-1.2156478346105863,-0.9421374680686746,0.0
2018-11-06,-0.9637638113342046,-1.6918735891647858,-0.13769751693002258,1.0,-1.2116549839610313,-0.9353688962813353,0.0
2018-11-07,-0.9580136782634553,-1.6948557835266134,-0.14903360095153137,1.0,-1.2088611358905739,-0.936187927445733,0.0
2018-11-08,-0.9404621551520866,-1.69187691582174,-0.13228012261259137,1.0,-1.1965927847205846,-0.9336241452487619,0.0
2018-11-09,-0.9448483773718745,-1.6969320801560561,-0.1298102500443341,1.0,-1.2001536915528759,-0.9394691730212212,0.0
2018-11-12,-0.9435526547892045,-1.6730757923208093,-0.12871170694419945,1.0,-1.2033280413947198,-0.931204798024343,0.0
2018-11-13,-0.9250436808386722,-1.671869539895166,-0.10064065230052417,1.0,-1.205940594059406,-0.9206755969714618,0.0
2018-11-14,-0.9302312003736573,-1.6736921999065857,-0.09931106959364784,1.0,-1.2115249883232135,-0.9236338159738441,0.0
2018-11-15,-0.9410133899604791,-1.704595056922079,-0.0844098389665546,1.0,-1.252108771308913,-0.9164749601840384,0.0
2018-11-16,-0.9377205363443897,-1.6937191249117853,-0.0832157139496589,1.0,-1.248059280169372,-0.9181957186544342,0.0
2018-11-19,-0.9384922968364107,-1.6901681759379046,-0.09296718805127603,1.0,-1.2429730683288254,-0.9156768199459014,0.0
2018-11-20,-0.9636590733361089,-1.7126628204365668,-0.10479985725331589,1.0,-1.2544459644322845,-0.9122702670552548,0.0
2018-11-21,-0.9797669052830859,-1.70874992604863,-0.11648819736141512,1.0,-1.2569366384665444,-0.854167899189493,0.0
2018-11-23,-0.9787359716479621,-1.6961606615475489,-0.12055522740696988,1.0,-1.2582398109864146,-0.8529238038984052,0.0
2018-11-26,-0.97843809073724,-1.7062263705103966,-0.11755671077504726,1.0,-1.2554938563327032,-0.8496573724007561,0.0
2018-11-27,-0.9730239132995643,-1.7237601602073271,-0.0880551301684533,1.0,-1.2576864177170457,-0.847390740958888,0.0
2018-11-28,-0.9718941898913556,-1.745335380255078,-0.08307746811525743,1.0,-1.2557864903164855,-0.848488427019367,0.0
2018-11-29,-0.9347293513765749,-1.729001399906673,-0.04713019132057863,1.0,-1.259099393373775,-0.8629841343910405,0.0
2018-11-30,-0.9347103098197096,-1.7301476165470566,-0.04615205087811425,1.0,-1.2597000991889844,-0.8639360522784294,0.0
2018-12-03,-0.9359289138314042,-1.7326084414825207,-0.04822869168712733,1.0,-1.2626563778791067,-0.8665380568221677,0.0
2018-12-04,-0.9179256839526337,-1.743043807968267,-0.05255789535087208,1.0,-1.256081199323339,-0.8637344688794261,0.0
2018-12-06,-0.8840130689499773,-1.6269152771518702,-0.11671924290220818,1.0,-1.2206511942316358,-0.7848129788192879,0.0
2018-12-07,-0.8980318968442483,-1.6298495645288995,-0.12577762696527542,1.0,-1.2253138785205293,-0.7765524261961315,0.0
2018-12-10,-0.8774334302976057,-1.631461176997091,-0.11630118594763929,1.0,-1.2191765495636608,-0.7497202953680913,0.0
2018-12-11,-0.8940582959641256,-1.6252242152466365,-0.12813901345291479,1.0,-1.2267376681614348,-0.7312780269058295,0.0
2018-12-12,-0.8924803591470257,-1.628114478114478,-0.12570145903479238,1.0,-1.228507295173962,-0.7369248035914703,0.0
2018-12-13,-0.8904954046177989,-1.6220578345662406,-0.12889486662183366,1.0,-1.2292086976014347,-0.7334678323245909,0.0
2018-12-14,-0.8909976486395701,-1.608330534094726,-0.13626693539357296,1.0,-1.2313850632627925,-0.7315530175792185,0.0
2018-12-17,-0.8740377105879729,-1.6131317639183307,-0.11625571795157871,1.0,-1.217114805310722,-0.7580051322101975,0.0
2018-12-18,-0.870439273615816,-1.607708113511412,-0.10917976342533459,1.0,-1.2133059365802188,-0.7527628144610429,0.0
2018-12-19,-0.8716610207141666,-1.6071527739212528,-0.10940189926139833,1.0,-1.2125839951130115,-0.752651746543011,0.0
2018-12-20,-0.8454429040699294,-1.5803129001725962,-0.1491565057624854,1.0,-1.2416346528589723,-0.7510717666054229,0.0
2018-12-21,-0.8432208079690094,-1.5807415605976758,-0.14438295517432206,1.0,-1.2422246817930271,-0.723464305478694,0.0
2018-12-24,-0.8209618974415285,-1.5560557812671572,-0.15241023388602173,1.0,-1.2297683100911387,-0.7310310749972548,0.0
2018-12-26,-0.8341061589656866,-1.5874202171185425,-0.1314167257650974,1.0,-1.1931700398232503,-0.7090720637172004,0.0
2018-12-27,-0.7524695552187319,-1.5274656352898135,-0.13202320597919825,1.0,-1.0900015679715676,-0.7246641927559714,0.0
2018-12-28,-0.7506136731602862,-1.5290646054212147,-0.13171776257377135,1.0,-1.0887867551052384,-0.7225675040476315,0.0
2018-12-31,-0.7536443910340144,-1.5254193009039134,-0.13067558388630546,1.0,-1.090391347510319,-0.7248027587648258,0.0
2019-01-02,-0.7528453586718179,-1.526626292158296,-0.12195885976819464,1.0,-1.0905293933382063,-0.7288816957293517,0.0
2019-01-03,-0.7532094770900741,-1.5247886441916292,-0.12524788644191628,1.0,-1.0901784782381796,-0.7252374491180461,0.0
2019-01-04,-0.7228359524920905,-1.5356049997406773,-0.12068876095638192,1.0,-1.0772262849437269,-0.7300451221409677,0.0
2019-01-07,-0.6772296303807738,-1.4849160878162553,-0.16544136287583025,1.0,-1.0545555949906202,-0.6880799067079045,0.0
2019-01-08,-0.6777687791050819,-1.4762097590605385,-0.16794897752581495,1.0,-1.0555780522372948,-0.6842478234460416,0.0
2019-01-09,-0.6744820616472966,-1.4619504800404246,-0.16695300656897424,1.0,-1.0563921172309247,-0.6933299646286003,0.0
2019-01-10,-0.6762626262626262,-1.456212121212121,-0.1676262626262626,1.0,-1.0597474747474747,-0.6906565656565656,0.0
2019-01-11,-0.6737954396076647,-1.4469386723292381,-0.17377016027099448,1.0,-1.062389402902068,-0.6989736589311897,0.0
2019-01-14,-0.6742692424395671,-1.4427531101446343,-0.17917467381409935,1.0,-1.0610903206230404,-0.6998078284616163,0.0
