Date,DPZ,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4633772501956691,-0.7136055309157318,-0.21239890425254365,-0.5358074615183929,-0.33596399686929296,0.0
2018-09-25,1.0,-0.46674278258032953,-0.7117272875550482,-0.21715870167998697,-0.5339748817484913,-0.3325069319849943,0.0
2018-09-26,1.0,-0.4673278308811535,-0.7124588131667373,-0.218477799889081,-0.5336182429126023,-0.3304081166606857,0.0
2018-09-27,1.0,-0.4679165308118683,-0.7100097815454843,-0.21913922399739164,-0.533322464949462,-0.3301271600912945,0.0
2018-09-28,1.0,-0.4708110225937051,-0.709350920726133,-0.21898263027295287,-0.5345435549170694,-0.3313308084106047,0.0
2018-10-01,1.0,-0.4707111604519037,-0.709397244171619,-0.21912753869261414,-0.534480506758963,-0.33148305361457586,0.0
2018-10-02,1.0,-0.473021642160912,-0.7551957706922189,-0.20763257888650255,-0.5362630100776475,-0.33203370229638196,0.0
2018-10-03,1.0,-0.473195399259651,-0.7563127974616606,-0.20795875198307776,-0.5359928609201481,-0.331669751454257,0.0
2018-10-04,1.0,-0.47280362397910264,-0.757332275237245,-0.20818040538306387,-0.5355288827166618,-0.33270508878087496,0.0
2018-10-05,1.0,-0.46677428919711395,-0.7541264454913846,-0.20106743979178335,-0.5385958554343886,-0.33400322867591337,0.0
2018-10-08,1.0,-0.4653106898367562,-0.7514810426540285,-0.19648499210110584,-0.5438059505002633,-0.33409031068983674,0.0
2018-10-09,1.0,-0.46674568681680495,-0.7519096536283418,-0.1991966284735941,-0.5427038061372317,-0.33198340576847096,0.0
2018-10-10,1.0,-0.4704543955681593,-0.7512035876805383,-0.20240058036008707,-0.5458022818703423,-0.32760667414100114,0.0
2018-10-11,1.0,-0.4395809229978147,-0.7480074559712045,-0.16088186142177657,-0.535512276642242,-0.32979817457256716,0.0
2018-10-12,1.0,-0.4462794169022137,-0.7422745895131325,-0.15933559881856005,-0.5201194143614826,-0.3079048496204783,0.0
2018-10-15,1.0,-0.44493811488416374,-0.7455410980641066,-0.1560139638210092,-0.5202792764201841,-0.30682323072040624,0.0
2018-10-16,1.0,-0.4476478067387159,-0.7393515575333758,-0.16169739351557533,-0.5214876033057851,-0.3084551811824539,0.0
2018-10-17,1.0,-0.44447729811419934,-0.736809251593403,-0.10923845193508117,-0.5909718115513504,-0.4038701622971286,0.0
2018-10-18,1.0,-0.4440131382502239,-0.7402873162801499,-0.11094522411333399,-0.6083739756477887,-0.41408712385123253,0.0
2018-10-19,1.0,-0.4342040251655192,-0.7303270858723936,-0.10023386804571954,-0.6150400210810633,-0.4141440758918278,0.0
2018-10-22,1.0,-0.43754531672269453,-0.7229582756575044,-0.09116076725331224,-0.6228989519477951,-0.4212312965526333,0.0
2018-10-23,1.0,-0.43817337155283187,-0.7224473658199071,-0.0929129188494613,-0.6211327468617178,-0.4200850054363942,0.0
2018-10-24,1.0,-0.43870564224109554,-0.7210810454934492,-0.08930805187964976,-0.6222595299229706,-0.4204687602870499,0.0
2018-10-25,1.0,-0.41648798284635324,-0.6840656703043492,-0.08778442730502127,-0.6200915287867634,-0.3918776202515441,0.0
2018-10-26,1.0,-0.4082720121796498,-0.6746384166455214,-0.07948490230905861,-0.6230969297132708,-0.3862915503679269,0.0
2018-10-29,1.0,-0.39440669932058775,-0.6875335756043609,-0.06569758255648601,-0.6182967293411281,-0.39412229420129563,0.0
2018-10-30,1.0,-0.39903207439741895,-0.6877965458341242,-0.06838742329347758,-0.6181122287594104,-0.38982729170620617,0.0
2018-10-31,1.0,-0.3990448478714656,-0.687551394775128,-0.06850528180150546,-0.6179707761401733,-0.38974634701752164,0.0
2018-11-01,1.0,-0.3916271721958926,-0.6969036334913111,-0.06041074249605056,-0.6193680884676146,-0.391216429699842,0.0
2018-11-02,1.0,-0.4066058866210291,-0.6637117890154264,-0.04867661440423988,-0.6429224896684438,-0.3927568693018707,0.0
2018-11-05,1.0,-0.4048497461608804,-0.6679910446819916,-0.04874972408791347,-0.6429539936303723,-0.3887364803077602,0.0
2018-11-06,1.0,-0.41932318212035835,-0.6822628130045268,-0.04052043432840546,-0.6414574693722498,-0.38209503308113585,0.0
2018-11-07,1.0,-0.4190985630182946,-0.6821231879470786,-0.04083053744381845,-0.6411660441856049,-0.38190795720706466,0.0
2018-11-08,1.0,-0.4106378963261198,-0.6818696527428284,-0.03271263210870659,-0.637361600402617,-0.3828950679416206,0.0
2018-11-09,1.0,-0.4091867232971527,-0.6819568979078181,-0.03372660059776624,-0.6385087305332703,-0.3827906245084159,0.0
2018-11-12,1.0,-0.41022584692597247,-0.6643350062735258,-0.031806775407779174,-0.649215809284818,-0.38121079046424095,0.0
2018-11-13,1.0,-0.4014259916557693,-0.6624945513419266,-0.019428357930132634,-0.6537766984245594,-0.3763621645183386,0.0
2018-11-14,1.0,-0.40063042257037645,-0.666281755196305,-0.01822607827226765,-0.6563572810685975,-0.37940827663691407,0.0
2018-11-15,1.0,-0.4016465011849819,-0.6687351877260821,-0.015623051016589744,-0.6616252962454783,-0.37074342023200696,0.0
2018-11-16,1.0,-0.40056568196103076,-0.665021998742929,-0.0,-0.6779384035197988,-0.3989314896291641,0.0
2018-11-19,1.0,-0.3966913502442098,-0.669072002520876,-0.0,-0.6831573971955254,-0.4021742555538049,0.0
2018-11-20,1.0,-0.4030284829134132,-0.6739164796257073,-0.0,-0.6860557013245661,-0.3982233743242816,0.0
2018-11-21,1.0,-0.41575967285309845,-0.6726958162944322,-0.0,-0.6915067631330607,-0.36568103177099714,0.0
2018-11-23,1.0,-0.4158777089296386,-0.6722234454125122,-0.0,-0.6914729657471771,-0.3658037932878307,0.0
2018-11-26,1.0,-0.41468328925827985,-0.6808336481551442,-0.0,-0.6893968014104018,-0.3633358519078202,0.0
2018-11-27,1.0,-0.4087733040889864,-0.6817170609431302,-0.0,-0.6849757167476108,-0.3578568071439762,0.0
2018-11-28,1.0,-0.4104702194357367,-0.6757366771159875,-0.0,-0.6883072100313479,-0.360282131661442,0.0
2018-11-29,1.0,-0.386848635235732,-0.6650434243176178,-0.0,-0.6852977667493796,-0.3645471464019851,0.0
2018-11-30,1.0,-0.38823309558663216,-0.6706948640483383,-0.0,-0.693711651664746,-0.3619459930856199,0.0
2018-12-03,1.0,-0.3841883673787619,-0.6744113519413691,-0.0,-0.6963667550288476,-0.36369873694058946,0.0
2018-12-04,1.0,-0.37453288490284004,-0.6818011958146487,-0.0,-0.694413303437967,-0.3633532635774788,0.0
2018-12-06,1.0,-0.37325829023425616,-0.6407058107696989,-0.0,-0.6914207484027989,-0.33690295101916645,0.0
2018-12-07,1.0,-0.3743574144486692,-0.6405171102661598,-0.0,-0.691467680608365,-0.33548288973384033,0.0
2018-12-10,1.0,-0.3639382868874732,-0.6404094079285045,-0.0,-0.6908909755140243,-0.3239938407656774,0.0
2018-12-11,1.0,-0.3541477582138319,-0.64570097416349,-0.0,-0.6900526411326919,-0.33545108005082597,0.0
2018-12-12,1.0,-0.3516756560208472,-0.6478092236834132,-0.0,-0.6908672201684747,-0.33976728683110113,0.0
2018-12-13,1.0,-0.3504426388552025,-0.6432512733446519,-0.0,-0.6995512975988357,-0.33852777104050447,0.0
2018-12-14,1.0,-0.3545991816941961,-0.6310956205485679,-0.0,-0.7062888316411577,-0.3387786028186089,0.0
2018-12-17,1.0,-0.3401479691982485,-0.6312849162011174,-0.0,-0.6955458251547637,-0.35283104333383664,0.0
2018-12-18,1.0,-0.33567778779681395,-0.6257889990982868,-0.0,-0.693477607454163,-0.3507664562669071,0.0
2018-12-19,1.0,-0.34008900649506857,-0.6249097907144575,-0.0,-0.6916345922540292,-0.35034279528506135,0.0
2018-12-20,1.0,-0.33968539325842695,-0.6180674157303371,-0.0,-0.6913558052434458,-0.34711610486891387,0.0
2018-12-21,1.0,-0.3379172508427051,-0.6173970110073681,-0.0,-0.6923306386659905,-0.3354115085165409,0.0
2018-12-24,1.0,-0.30838778981290843,-0.5957389669680423,-0.0,-0.7014591352609436,-0.3783009578372572,0.0
2018-12-26,1.0,-0.30972822547220086,-0.5983776422523536,-0.0,-0.6857718041328675,-0.36662916691337555,0.0
2018-12-27,1.0,-0.293621690295383,-0.5773684058556867,-0.0,-0.6490919065631044,-0.36730863627176386,0.0
2018-12-28,1.0,-0.28977141537751094,-0.581880628030478,-0.0,-0.6492726852920803,-0.36527360886631266,0.0
2018-12-31,1.0,-0.2888568129330254,-0.5836316397228637,-0.0,-0.6491916859122402,-0.3651558891454965,0.0
2019-01-02,1.0,-0.28397343343921455,-0.5849841178169218,-0.0,-0.6489748772740398,-0.3697372220617961,0.0
2019-01-03,1.0,-0.2956964368347987,-0.5821957427117076,-0.0030946321147616845,-0.6616728366496992,-0.34951989819527995,0.0
2019-01-04,1.0,-0.27562884936395554,-0.5897657284291717,-0.0010360904852357107,-0.6560179589017441,-0.35560927876590115,0.0
2019-01-07,1.0,-0.24844544940644434,-0.564104013566987,-0.027671000565291124,-0.6494347088750707,-0.33680045223289995,0.0
2019-01-08,1.0,-0.24909726923944933,-0.5559128864816069,-0.03010042879711126,-0.6517998194538479,-0.3341232227488152,0.0
2019-01-09,1.0,-0.24440673172111443,-0.5425258096450291,-0.02514495828029982,-0.6616320181021073,-0.3547447320039599,0.0
2019-01-10,1.0,-0.24400532231124197,-0.5444044956543895,-0.024714775075729695,-0.661693514140928,-0.3562268210514396,0.0
2019-01-11,1.0,-0.24249109112506362,-0.5216924034164828,-0.03560721760280559,-0.6602183381412976,-0.36823349736976074,0.0
2019-01-14,1.0,-0.24019593963247163,-0.5209389245972195,-0.03802701248690432,-0.6577568876178611,-0.37455049975932275,0.0
2019-01-15,1.0,-0.23165782079300656,-0.5200522237674907,-0.047909630176255213,-0.6534782732097749,-0.3851502852439474,0.0
2019-01-16,1.0,-0.22983710766785856,-0.522816277881832,-0.043362279357511774,-0.6526193314035984,-0.38918213292468357,0.0
2019-01-17,1.0,-0.23355263157894737,-0.5142354809437386,-0.04698843012704174,-0.6513725045372051,-0.3896041288566243,0.0
2019-01-18,1.0,-0.23125126339195473,-0.5271015622743943,-0.044211499032602734,-0.6647318721302955,-0.4204568425308268,0.0
2019-01-22,1.0,-0.07423180433561057,-0.5763463756543341,-0.0,-0.9307958477508651,-0.37606837606837606,0.0
2019-01-23,1.0,-0.07566686425607588,-0.5441019561351512,-0.0,-0.9404267931238887,-0.4036751630112626,0.0
2019-01-24,1.0,-0.08023512561914424,-0.5289431282449126,-0.0,-0.9746971414931074,-0.39995225875753415,0.0
2019-01-25,1.0,-0.0,-0.5239927841250751,-0.0,-1.154630186410102,-0.3279915814792544,0.0
2019-01-28,1.0,-0.0,-0.5303857459955607,-0.0,-1.1411602375667407,-0.32803407522946787,0.0
2019-01-29,1.0,-0.0,-0.529994298232452,-0.0,-1.1456951655013052,-0.32524082465564325,0.0
2019-01-30,1.0,-0.0,-0.5300503838771593,-0.0,-1.1428142994241843,-0.3262056142034549,0.0
2019-01-31,1.0,-0.0,-0.5418680757798662,-0.0,-1.1103671900801635,-0.3501666316389948,0.0
2019-02-01,1.0,-0.0,-0.541304998503442,-0.0,-1.1025142173002096,-0.34929661777910803,0.0
2019-02-04,1.0,-0.0,-0.5408995502248876,-0.0,-1.1156521739130434,-0.34191904047976013,0.0
2019-02-05,1.0,-0.0,-0.5380255502908895,-0.0,-1.107029328855035,-0.353805553889522,0.0
2019-02-06,1.0,-0.0,-0.4961859356376639,-0.0,-1.1224970202622169,-0.3610250297973778,0.0
2019-02-07,1.0,-0.0,-0.49085338647788457,-0.0,-1.1256432374550105,-0.35804158362830546,0.0
2019-02-08,1.0,-0.0,-0.4923090681452334,-0.0,-1.1410600369641688,-0.3476122339474155,0.0
2019-02-11,1.0,-0.0,-0.47686152743775,-0.0,-1.146623275810593,-0.36212455962261897,0.0
2019-02-12,1.0,-0.0,-0.4927184466019417,-0.0,-1.1416157257581205,-0.3622198250029965,0.0
2019-02-13,1.0,-0.0,-0.5033168495959475,-0.0,-1.1490170063924738,-0.3629538053310819,0.0
2019-02-14,1.0,-0.0,-0.4752780464216635,-0.0,-1.168036750483559,-0.37892891682785296,0.0
2019-02-15,1.0,-0.0,-0.49230210822419157,-0.0,-1.1604004718550558,-0.37200931611264026,0.0
2019-02-19,1.0,-0.0,-0.4617108251324754,-0.0,-1.1951249053747162,-0.37117335352006053,0.0
2019-02-20,1.0,-0.0,-0.46389284523773444,-0.0,-1.2003394042243705,-0.36619291493681627,0.0
2019-02-21,1.0,-0.0,-0.45708830838232617,-0.0,-1.2034365719134494,-0.36999212073459,0.0
2019-02-22,1.0,-0.0,-0.47126399897314114,-0.0,-1.2610788435003049,-0.47655873953085387,0.0
