Date,IWF,IWM,MTUM,SPY,UFCS,VLUE,VXX
2018-09-24,-0.3020764449146938,-0.8136159238196007,-0.0,-0.6499801613543182,1.0,-0.540735352466605,0.0
2018-09-25,-0.3003213942546635,-0.8166396077002087,-0.0,-0.6522978032537026,1.0,-0.5440840263742088,0.0
2018-09-26,-0.3003777085680207,-0.8167782121794447,-0.0,-0.6522761911072825,1.0,-0.543800940958187,0.0
2018-09-27,-0.3024264292098381,-0.8118772551226455,-0.0,-0.6522890529312456,1.0,-0.5436459333311264,0.0
2018-09-28,-0.3008972618614045,-0.8137271132006754,-0.0,-0.6523524153229812,1.0,-0.5439525874913087,0.0
2018-10-01,-0.3013607919743072,-0.8131642552064364,-0.0,-0.6524517432043174,1.0,-0.5439194781975301,0.0
2018-10-02,-0.300414410801417,-0.8493750417752824,-0.0,-0.6507252189024798,1.0,-0.5415413408194639,0.0
2018-10-03,-0.29983299933199736,-0.8438543754175016,-0.0,-0.6520040080160321,1.0,-0.5443219772879092,0.0
2018-10-04,-0.3047240411599626,-0.8373981023653615,-0.0,-0.6581584925831886,1.0,-0.5406254176132568,0.0
2018-10-05,-0.2896198490038913,-0.8305118568530282,-0.0,-0.6614560814181661,1.0,-0.5442844314364585,0.0
2018-10-08,-0.28615067901849456,-0.8266759637414085,-0.0,-0.6644752133346615,1.0,-0.5431151841152837,0.0
2018-10-09,-0.28215009468123986,-0.8268828278130295,-0.0,-0.6665227068868144,1.0,-0.5465931364406499,0.0
2018-10-10,-0.29235246888799676,-0.8314264686203666,-0.0,-0.6771711494714304,1.0,-0.54439314866854,0.0
2018-10-11,-0.21626977681037007,-0.8231051622754296,-0.0,-0.6560540593223093,1.0,-0.5533933270524025,0.0
2018-10-12,-0.21409770815946588,-0.8165885600564936,-0.0,-0.6429671952237273,1.0,-0.5362393272131989,0.0
2018-10-15,-0.17691738276849797,-0.8596762254192013,-0.0,-0.6403076824048147,1.0,-0.5415339062147984,0.0
2018-10-16,-0.18499014635091912,-0.8534875456337028,-0.0,-0.6455917035505443,1.0,-0.5466352211417309,0.0
2018-10-17,-0.17405598646621342,-0.832391713747646,-0.0,-0.6395352548756743,1.0,-0.5459797631587348,0.0
2018-10-18,-0.17385892116182572,-0.832428981806575,-0.0,-0.6395786785828279,1.0,-0.5459623364187679,0.0
2018-10-19,-0.15476794319046414,-0.8219629723560741,-0.0,-0.6459231549581537,1.0,-0.5475209231549582,0.0
2018-10-22,-0.15494477592992256,-0.8110638567982734,-0.0,-0.65332613939317,1.0,-0.5544940967373365,0.0
2018-10-23,-0.15605267333016026,-0.8109154370934476,-0.0,-0.6522608281770585,1.0,-0.5538632397271142,0.0
2018-10-24,-0.1537096314138117,-0.8077203435489494,-0.0,-0.6528697746648496,1.0,-0.5549710011726302,0.0
2018-10-25,-0.11703762911952778,-0.7647257747171667,-0.0,-0.6665641908509592,1.0,-0.5259776192818494,0.0
2018-10-26,-0.10464974742864097,-0.7527235104375875,-0.0,-0.6678838780354208,1.0,-0.5177712859838111,0.0
2018-10-29,-0.07820754144149615,-0.7691116643390612,-0.0,-0.6601797316169774,1.0,-0.5285081061388063,0.0
2018-10-30,-0.04060192194790348,-0.7892964187498069,-0.0,-0.6804066372091587,1.0,-0.5796743194388654,0.0
2018-10-31,-0.041021050682140875,-0.7872090869806778,-0.0,-0.6795789863571826,1.0,-0.578801160565467,0.0
2018-11-01,-0.025279773098621946,-0.7994882387397109,-0.0,-0.678977710639085,1.0,-0.579153435891112,0.0
2018-11-02,-0.03349502640304556,-0.7666093577305662,-0.0,-0.6938781775758319,1.0,-0.5761697163207663,0.0
2018-11-05,-0.027949451157642285,-0.7853826522768501,-0.0,-0.6971681579190111,1.0,-0.5642468406973526,0.0
2018-11-06,-0.027590661622220174,-0.7847190181784627,-0.0,-0.6979483866998861,1.0,-0.5655931838454676,0.0
2018-11-07,-0.02707769854929924,-0.7845156134743053,-0.0,-0.6968588640275387,1.0,-0.5650971231866241,0.0
2018-11-08,-0.0,-0.9279813526205739,-0.0,-0.7927192952387482,1.0,-0.7071264525417338,0.0
2018-11-09,-0.0,-0.9305450546429308,-0.0,-0.7973400233693037,1.0,-0.708777235548835,0.0
2018-11-12,-0.0,-0.9124666621076386,-0.0,-0.8023661355399029,1.0,-0.7044382137728237,0.0
2018-11-13,-0.0,-0.900802111889532,-0.0,-0.7922631739262869,1.0,-0.6913730666395911,0.0
2018-11-14,-0.0,-0.9027109454422231,-0.0,-0.7931887495764148,1.0,-0.6927821077600814,0.0
2018-11-15,-0.0,-0.9022055341316555,-0.0,-0.793620188079291,1.0,-0.6869291658209864,0.0
2018-11-16,-0.0,-0.8983789260385007,-0.0,-0.7916919959473151,1.0,-0.6871664978047958,0.0
2018-11-19,-0.0,-0.898628563707607,-0.0,-0.7920213484664235,1.0,-0.6872719902715849,0.0
2018-11-20,-0.0,-0.8789054592077739,-0.0,-0.7835886362102706,1.0,-0.7115864768202983,0.0
2018-11-21,-0.0,-0.8838069614931897,-0.0,-0.7976795022700521,1.0,-0.6815537245670086,0.0
2018-11-23,-0.0,-0.869413267020633,-0.0,-0.8062705827004503,1.0,-0.6847234357147658,0.0
2018-11-26,-0.0,-0.8783515559293523,-0.0,-0.8038687973086627,1.0,-0.6819848612279227,0.0
2018-11-27,-0.0,-0.8826171482201515,-0.0,-0.795200107260173,1.0,-0.6740296306227793,0.0
2018-11-28,-0.0,-0.8895561445298085,-0.0,-0.792565504747207,1.0,-0.672794981044721,0.0
2018-11-29,-0.0,-0.867754642656162,-0.0,-0.774934622132477,1.0,-0.6675825085239497,0.0
2018-11-30,-0.0,-0.8691260721263702,-0.0,-0.777560684836242,1.0,-0.6649336026757624,0.0
2018-12-03,-0.0,-0.8713232853064207,-0.0,-0.7807250514574066,1.0,-0.6677843436690791,0.0
2018-12-04,-0.0,-0.8733037664658766,-0.0,-0.7730522274442311,1.0,-0.6633679751108758,0.0
2018-12-06,-0.0,-0.8125360692529656,-0.0,-0.7634498236614299,1.0,-0.6302019878166079,0.0
2018-12-07,-0.0,-0.8128746834225629,-0.0,-0.7644022697400058,1.0,-0.6285705126150097,0.0
2018-12-10,-0.0,-0.8301493016535559,-0.0,-0.7725477604751966,1.0,-0.608123294268743,0.0
2018-12-11,-0.0,-0.8300208701236154,-0.0,-0.7729651629475036,1.0,-0.6078022154438915,0.0
2018-12-12,-0.0,-0.8311955508406468,-0.0,-0.7728164078824702,1.0,-0.6106985565949786,0.0
2018-12-13,-0.0,-0.8267026298044505,-0.0,-0.7759689175737727,1.0,-0.6083228976013872,0.0
2018-12-14,-0.0,-0.8273813347035778,-0.0,-0.7755475624638706,1.0,-0.608613269959535,0.0
2018-12-17,-0.0,-0.8230665899059681,-0.0,-0.7540459284846159,1.0,-0.621249920040939,0.0
2018-12-18,-0.0,-0.8094573594240589,-0.0,-0.7441882591735118,1.0,-0.6178681297770449,0.0
2018-12-19,-0.0,-0.8095736581652074,-0.0,-0.7442900647125998,1.0,-0.6183225479000127,0.0
2018-12-20,-0.0,-0.7937721071248106,-0.0,-0.7517685699848409,1.0,-0.6125884284992421,0.0
2018-12-21,-0.0,-0.7946035934162583,-0.0,-0.7544289483603468,1.0,-0.5920655861289107,0.0
2018-12-24,-0.0,-0.7638313887843432,-0.0,-0.7473968134487518,1.0,-0.6251725003136369,0.0
2018-12-26,-0.0,-0.7670854661082673,-0.0,-0.7247401892353031,1.0,-0.6103924305878703,0.0
2018-12-27,-0.0,-0.720763794025064,-0.0,-0.643374710459108,1.0,-0.6054819742234365,0.0
2018-12-28,-0.0,-0.7231189176358889,-0.0,-0.6413482079278423,1.0,-0.6025397578922383,0.0
2018-12-31,-0.0,-0.7256211594977291,-0.0,-0.6409000504645709,1.0,-0.6019829607860598,0.0
2019-01-02,-0.0,-0.7245152108165807,-0.0,-0.6386170906718851,1.0,-0.6019095060190951,0.0
2019-01-03,-0.0,-0.7255262923483478,-0.0,-0.6561061789245525,1.0,-0.5875768282906263,0.0
2019-01-04,-0.0,-0.7277767946676106,-0.0,-0.6328083525039816,1.0,-0.5887453548044594,0.0
2019-01-07,-0.0,-0.6976327944572749,-0.0,-0.6223152424942264,1.0,-0.5668591224018477,0.0
2019-01-08,-0.0,-0.67962118149795,-0.0,-0.6410174972570307,1.0,-0.5666685915574291,0.0
2019-01-09,-0.0,-0.6638203027759285,-0.0,-0.6463658204764524,1.0,-0.5844212232610646,0.0
2019-01-10,-0.0,-0.6609483032950503,-0.0,-0.6489426331472213,1.0,-0.583041629299621,0.0
2019-01-11,-0.0,-0.6463269626750964,-0.0,-0.6554044256257069,1.0,-0.5984165192424813,0.0
2019-01-14,-0.0,-0.6512168205843062,-0.0,-0.6622233838647849,1.0,-0.5906662020096416,0.0
2019-01-15,-0.0,-0.6456340321595766,-0.0,-0.6596784042336657,1.0,-0.6024250530662092,0.0
2019-01-16,-0.0,-0.6428218756353287,-0.0,-0.6512735616159856,1.0,-0.6102640062734164,0.0
2019-01-17,-0.0,-0.6370363921295491,-0.0,-0.6528527482732602,1.0,-0.6121655348540251,0.0
2019-01-18,-0.0,-0.6322501389335751,-0.0,-0.6576384217145865,1.0,-0.6350288104361052,0.0
2019-01-22,-0.0,-0.6343905527578997,-0.0,-0.692964631740142,1.0,-0.6175457195865359,0.0
2019-01-23,-0.0,-0.5892078274195449,-0.0,-0.6952139573264176,1.0,-0.6626488270658965,0.0
2019-01-24,-0.0,-0.5816591056383668,-0.0,-0.7067695752076828,1.0,-0.6574265009132152,0.0
2019-01-25,-0.0,-0.5330359295876537,-0.0,-0.7994936098384373,1.0,-0.6816976127320955,0.0
2019-01-28,-0.0,-0.504697333617099,-0.0,-0.8526344592745737,1.0,-0.6829831868900308,0.0
2019-01-29,-0.0,-0.5041631214294396,-0.0,-0.8487905676431263,1.0,-0.6858210769417771,0.0
2019-01-30,-0.0,-0.5013333333333333,-0.0,-0.8412424242424242,1.0,-0.6876969696969697,0.0
