Date,HQH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2857071364227805,-0.45578520668601746,-0.1161795616054449,-0.33387548793914523,-0.31067961165048547,0.0
2018-09-25,1.0,-0.2885963155786944,-0.45422006407689225,-0.1202192631157389,-0.33229875851021223,-0.3076692030436524,0.0
2018-09-26,1.0,-0.2894124126880805,-0.45527376511528933,-0.12194877700723532,-0.3319229902611221,-0.30500963873519765,0.0
2018-09-27,1.0,-0.29148733860474424,-0.4501551396256631,-0.12343609248323491,-0.33214893404063656,-0.30499949954959465,0.0
2018-09-28,1.0,-0.29202122334568026,-0.4498198017819601,-0.12351086194814294,-0.33226549204124534,-0.3051106216838522,0.0
2018-10-01,1.0,-0.29265850667067156,-0.4491251783434708,-0.12342619709143701,-0.3327075667692924,-0.30514880728892896,0.0
2018-10-02,1.0,-0.292826391670004,-0.44711153384060875,-0.1242741289547457,-0.3331247496996396,-0.30566680016019226,0.0
2018-10-03,1.0,-0.29273969517231024,-0.4459544009810546,-0.12420852416347575,-0.3334584678529419,-0.3063293040018019,0.0
2018-10-04,1.0,-0.2935848678943155,-0.44415532425940757,-0.124474579663731,-0.33454263410728585,-0.30524419535628505,0.0
2018-10-05,1.0,-0.2974450267031066,-0.4491136574480355,-0.1247398641024998,-0.33342526891156626,-0.3026602813228694,0.0
2018-10-08,1.0,-0.2980122477662885,-0.4504567814476458,-0.1251380383495633,-0.33312418431884344,-0.3030820198775223,0.0
2018-10-09,1.0,-0.29776394709764853,-0.4505483474289156,-0.12442592917911009,-0.33340025597912015,-0.30346073732025,0.0
2018-10-10,1.0,-0.2977239077517629,-0.4506512083113754,-0.1242189264473387,-0.33338352279856454,-0.30349569625335643,0.0
2018-10-11,1.0,-0.2808411906995113,-0.44964703559263464,-0.1002369551266229,-0.32820753319840057,-0.30934985437132845,0.0
2018-10-12,1.0,-0.2816887555632054,-0.44913816420369324,-0.09774029358971206,-0.32501413853303496,-0.3052939585433623,0.0
2018-10-15,1.0,-0.2869143223136424,-0.4429718677637089,-0.10282307730206433,-0.3259841355865399,-0.3047002020002956,0.0
2018-10-16,1.0,-0.2878899896495638,-0.4398935383705456,-0.10537729804327468,-0.32616195968258666,-0.30506678495736606,0.0
2018-10-17,1.0,-0.2879355379232172,-0.44014587748262773,-0.10497264797200728,-0.32615445271302546,-0.3049381499186831,0.0
2018-10-18,1.0,-0.28776641616360726,-0.43986694591597886,-0.10506344708636195,-0.3263521005297524,-0.3048909695700382,0.0
2018-10-19,1.0,-0.28289909066398683,-0.4343733915046937,-0.10005147184980025,-0.32856197455819997,-0.3051790485060908,0.0
2018-10-22,1.0,-0.2829023164603505,-0.4342689055031254,-0.10033092290721903,-0.32854516484863344,-0.305233484495649,0.0
2018-10-23,1.0,-0.2816866818929738,-0.43625825781576166,-0.09580294211547435,-0.33355436037230773,-0.3085537464083106,0.0
2018-10-24,1.0,-0.28195562536815233,-0.4356469664245042,-0.09412428823875908,-0.33381602199096794,-0.30885529157667385,0.0
2018-10-25,1.0,-0.280349366345354,-0.4335763566081127,-0.09243039585066301,-0.33373293536233306,-0.3064539805255175,0.0
2018-10-26,1.0,-0.275324232912378,-0.4293257415383118,-0.08562668807942185,-0.3387108548069202,-0.3042801177701535,0.0
2018-10-29,1.0,-0.2678697033641369,-0.4355914526183027,-0.07870673555021951,-0.33488563874942395,-0.30842368235950424,0.0
2018-10-30,1.0,-0.2706558928441436,-0.4354905243745602,-0.08041542306665697,-0.3344980709033996,-0.3054766931159157,0.0
2018-10-31,1.0,-0.2721228239845261,-0.4277321083172147,-0.08135880077369438,-0.33329303675048355,-0.30331237911025144,0.0
2018-11-01,1.0,-0.27677403729716643,-0.4229111164930976,-0.08585613950108986,-0.33320416565754424,-0.3031484620973601,0.0
2018-11-02,1.0,-0.2744797371303395,-0.43441645369356213,-0.08696604600219057,-0.3317755871972739,-0.3063161737860533,0.0
2018-11-05,1.0,-0.27587130714337904,-0.43135487956355484,-0.08682627438564018,-0.33191261355610224,-0.3095545434618476,0.0
2018-11-06,1.0,-0.27692270225512644,-0.4320296137548098,-0.0864546295845307,-0.3313282353514198,-0.3086308509083825,0.0
2018-11-07,1.0,-0.2769849001461276,-0.4320506575742815,-0.0863370677057964,-0.3314174378957623,-0.30867023867510957,0.0
2018-11-08,1.0,-0.2724757281553398,-0.4328640776699029,-0.0816019417475728,-0.3297572815533981,-0.31050970873786404,0.0
2018-11-09,1.0,-0.2716196208829883,-0.4327322152374943,-0.08220674255479235,-0.33028324555229244,-0.3102594597218514,0.0
2018-11-12,1.0,-0.2715860899067006,-0.4291045680358657,-0.08203077668726523,-0.331321943535684,-0.30931782382164064,0.0
2018-11-13,1.0,-0.26747581014887917,-0.4286851820572835,-0.07620104722148492,-0.33245662717467367,-0.30810993412639043,0.0
2018-11-14,1.0,-0.2670898908950468,-0.42937143960606355,-0.07603553152457275,-0.3327218306459399,-0.30860770493386114,0.0
2018-11-15,1.0,-0.26713107418426335,-0.4302784026316426,-0.07551459739254529,-0.3325593208040055,-0.31332994702851746,0.0
2018-11-16,1.0,-0.265921221049581,-0.4259907745067259,-0.07373149467481344,-0.3326732195039486,-0.3167338855749028,0.0
2018-11-19,1.0,-0.26586285217223216,-0.42707678925240417,-0.07125598028318755,-0.33436427777509303,-0.3177161358913642,0.0
2018-11-20,1.0,-0.25428709055876686,-0.4259393063583815,-0.05761078998073218,-0.3403420038535645,-0.33027456647398845,0.0
2018-11-21,1.0,-0.25840652897111266,-0.42225306943015106,-0.0626331283057703,-0.3385587439867889,-0.31149031902927027,0.0
2018-11-23,1.0,-0.2579765606314279,-0.4108825639799091,-0.06610858646256876,-0.3437933508729969,-0.31301124132982533,0.0
2018-11-26,1.0,-0.25828639904134215,-0.4212822049131216,-0.06257639304973038,-0.3431276213301378,-0.311372079089275,0.0
2018-11-27,1.0,-0.2578938548823403,-0.421803557321715,-0.06087664280755512,-0.3426615277811026,-0.3106791468173222,0.0
2018-11-28,1.0,-0.2578343827057049,-0.42211103397093674,-0.060975317804218235,-0.34248641401929564,-0.3106222020061765,0.0
2018-11-29,1.0,-0.2487086100597491,-0.41891023352138823,-0.052131686067271296,-0.3449022828441524,-0.3157894736842105,0.0
2018-11-30,1.0,-0.2484881672301319,-0.41900385695919246,-0.052140374267892,-0.3447454883100805,-0.31646112089900486,0.0
2018-12-03,1.0,-0.2485707479752263,-0.41886612672701284,-0.05328727965697951,-0.34473558837541685,-0.3166031443544545,0.0
2018-12-04,1.0,-0.24957692766058873,-0.4189727088547253,-0.05224645453462043,-0.34565606006435473,-0.31705398641401505,0.0
2018-12-06,1.0,-0.23356878888525054,-0.36892454507180616,-0.0894419235627076,-0.34976844271880997,-0.2972587360246995,0.0
2018-12-07,1.0,-0.22451303708273035,-0.3843982063631403,-0.07131841799330946,-0.36890554936060166,-0.3234003179197608,0.0
2018-12-10,1.0,-0.21447430457331448,-0.3873173031588873,-0.06834040546911833,-0.37088637435172084,-0.31633663366336634,0.0
2018-12-11,1.0,-0.20588652817867792,-0.3955898358018265,-0.059575072162021486,-0.37254530828561966,-0.3323475133677188,0.0
2018-12-12,1.0,-0.20664931377188833,-0.39533838144817796,-0.06019876952200663,-0.37290582110743026,-0.3312115475627071,0.0
2018-12-13,1.0,-0.20634432511709325,-0.3943795240573402,-0.060841178975256656,-0.37327908407058713,-0.3306524104650612,0.0
2018-12-14,1.0,-0.20617213774809343,-0.4007389512576382,-0.05778977784093601,-0.37186774667235095,-0.33188858888730993,0.0
2018-12-17,1.0,-0.20628641811549575,-0.4010611587474537,-0.057203088729925626,-0.3726846368847411,-0.3314226159458051,0.0
2018-12-18,1.0,-0.2046114956649106,-0.3986864797183964,-0.05506862907226724,-0.37217982943135913,-0.33190011575988093,0.0
2018-12-19,1.0,-0.18251507942229592,-0.41888352197630546,-0.04904717275851297,-0.4022060413812991,-0.35044337106192774,0.0
2018-12-20,1.0,-0.1770648790998324,-0.41053387598755087,-0.05848695235815178,-0.401987072061288,-0.3459660043093129,0.0
2018-12-21,1.0,-0.17726026079006882,-0.4129817639416831,-0.05615166241639802,-0.4048260597603811,-0.35459269595342346,0.0
