Date,IWF,IWM,MTUM,SPY,TRC,VLUE,VXX
2018-09-24,-0.18046427946725307,-0.6105100077463206,-0.0,-0.345885704290462,1.0,-0.361953072290662,0.0
2018-09-25,-0.17715981092225686,-0.6171930001005732,-0.0,-0.3511012772804988,1.0,-0.3688524590163934,0.0
2018-09-26,-0.1756899677679291,-0.6168664383561644,-0.0,-0.3522612812248187,1.0,-0.3733128525382756,0.0
2018-09-27,-0.17583662780449727,-0.6166494598746003,-0.0,-0.35225241104927857,1.0,-0.37330345227003753,0.0
2018-09-28,-0.17548409840606352,-0.6169768086017173,-0.0,-0.35227759172059525,1.0,-0.37335381361267095,0.0
2018-10-01,-0.17536082214553791,-0.6175914964358581,-0.0,-0.35225812951814817,1.0,-0.37359260472028416,0.0
2018-10-02,-0.17432558609029197,-0.627324803795392,-0.0,-0.3503924092159386,1.0,-0.37148913619501855,0.0
2018-10-03,-0.1739229139340127,-0.6229442034103522,-0.0,-0.3516547270709313,1.0,-0.37392795883361923,0.0
2018-10-04,-0.18057452081120723,-0.6167248267839984,-0.0,-0.3609467455621302,1.0,-0.3704293733879533,0.0
2018-10-05,-0.17436905932481153,-0.6155358898721731,-0.0,-0.36056274109371456,1.0,-0.37079898141845047,0.0
2018-10-08,-0.17316409791477788,-0.6143346428931198,-0.0,-0.36073335348040697,1.0,-0.3701269265639166,0.0
2018-10-09,-0.18056608541824615,-0.6182714177407127,-0.0,-0.36087945413191813,1.0,-0.3674500884508466,0.0
2018-10-10,-0.18012485151767887,-0.6186468521747921,-0.0,-0.36078044835342576,1.0,-0.36778123183460965,0.0
2018-10-11,-0.14646389713155292,-0.6133036597428289,-0.0,-0.3457467853610287,1.0,-0.36728486646884273,0.0
2018-10-12,-0.14235007025068402,-0.6150262515713969,-0.0,-0.3429958835564101,1.0,-0.36458872538144893,0.0
2018-10-15,-0.11037740515407826,-0.6527427412573577,-0.0,-0.34048078349903543,1.0,-0.36954048572983134,0.0
2018-10-16,-0.10703772418058133,-0.658404452690167,-0.0,-0.3396413110698825,1.0,-0.36863327149041436,0.0
2018-10-17,-0.1037719579196334,-0.6532558082239031,-0.0,-0.3380226169651876,1.0,-0.3686713148882702,0.0
2018-10-18,-0.1027786003356036,-0.6516878886585727,-0.0,-0.34283387622149836,1.0,-0.37037311222978975,0.0
2018-10-19,-0.09208333333333334,-0.646372549019608,-0.0,-0.34301470588235294,1.0,-0.36953431372549017,0.0
2018-10-22,-0.09202710000490942,-0.6365555501006431,-0.0,-0.35013991850360837,1.0,-0.37596347390642637,0.0
2018-10-23,-0.09042892939615782,-0.6370805286689923,-0.0,-0.3519874220016705,1.0,-0.3771434186606397,0.0
2018-10-24,-0.08898544320887644,-0.6369148439993128,-0.0,-0.35171956697842255,1.0,-0.3771264452463362,0.0
2018-10-25,-0.07402412888000579,-0.6192356779926314,-0.0,-0.3514580875093313,1.0,-0.3633539624822405,0.0
2018-10-26,-0.06811708671405663,-0.6131734520475813,-0.0,-0.3526962016227472,1.0,-0.3594456810511955,0.0
2018-10-29,-0.04786916557240062,-0.6263340097887072,-0.0,-0.34525486450996773,1.0,-0.36800763996657515,0.0
2018-10-30,-0.04683695392695154,-0.6262831224635952,-0.0,-0.3452613989018859,1.0,-0.3688231081403676,0.0
2018-10-31,-0.05079998100935289,-0.6121397711627024,-0.0,-0.3448226748326449,1.0,-0.3660921995917011,0.0
2018-11-01,-0.029367702660927874,-0.6321546619741755,-0.0,-0.34718093833971414,1.0,-0.3692483294889782,0.0
2018-11-02,-0.03408284023668639,-0.6115502958579881,-0.0,-0.35484023668639053,1.0,-0.3663905325443787,0.0
2018-11-05,-0.030517543444291872,-0.6223069274113358,-0.0,-0.3562905440598514,1.0,-0.35844500213078273,0.0
2018-11-06,-0.03318814506202064,-0.6241122999715936,-0.0,-0.3543698513398353,1.0,-0.35552977937695296,0.0
2018-11-07,-0.03253888968174682,-0.629989058560487,-0.0,-0.35669092811949954,1.0,-0.35935493078350217,0.0
2018-11-08,-0.013085171713354434,-0.6328357503897208,-0.0,-0.35112664745618594,1.0,-0.36489678303179174,0.0
2018-11-09,-0.0129897735055856,-0.6326255874920289,-0.0,-0.3514087999811058,1.0,-0.36477645780685386,0.0
2018-11-12,-0.012450867324122672,-0.6235554404876785,-0.0,-0.3547438039871019,1.0,-0.3629110080730576,0.0
2018-11-13,-0.0,-0.623002223002223,-0.0,-0.35649935649935655,1.0,-0.36047736047736045,0.0
2018-11-14,-0.0,-0.6227567327265495,-0.0,-0.3566531739160954,1.0,-0.36037342942043565,0.0
2018-11-15,-0.0,-0.6247445924047066,-0.0,-0.3569365180018319,1.0,-0.36691796425467954,0.0
2018-11-16,-0.0,-0.616194523135033,-0.0,-0.3619452313503305,1.0,-0.3825779036827196,0.0
2018-11-19,-0.0,-0.6185662199914769,-0.0,-0.3647899995264927,1.0,-0.3841564468014584,0.0
2018-11-20,-0.0,-0.6063982661546798,-0.0,-0.3560743480411789,1.0,-0.39331904167353765,0.0
2018-11-21,-0.0,-0.6042948373061359,-0.0,-0.35462817843692257,1.0,-0.38028959741748347,0.0
2018-11-23,-0.0,-0.6027032083060518,-0.0,-0.35527546534468246,1.0,-0.38043681601346924,0.0
2018-11-26,-0.0,-0.6023715969688465,-0.0,-0.3556693797361774,1.0,-0.3808120497707924,0.0
2018-11-27,-0.0,-0.6024789729969012,-0.0,-0.3506908040353207,1.0,-0.3766920621607139,0.0
2018-11-28,-0.0,-0.6057569047896516,-0.0,-0.34914345647360445,1.0,-0.37583032280619977,0.0
2018-11-29,-0.0,-0.6047800969064481,-0.0,-0.34888650764070067,1.0,-0.3758386134923593,0.0
2018-11-30,-0.0,-0.6050259682791067,-0.0,-0.34930246640426676,1.0,-0.3746652071639845,0.0
2018-12-03,-0.0,-0.6123689088051053,-0.0,-0.35499612885062054,1.0,-0.37880956291204276,0.0
2018-12-04,-0.0,-0.6158999344139418,-0.0,-0.3497845029513726,1.0,-0.3766747868453106,0.0
2018-12-06,-0.0,-0.6044814162572991,-0.0,-0.3446102511817592,1.0,-0.36808323292242096,0.0
2018-12-07,-0.0,-0.6048375886196191,-0.0,-0.34518789676103984,1.0,-0.3668273017932441,0.0
2018-12-10,-0.0,-0.6043056258337549,-0.0,-0.3390910345462073,1.0,-0.3566171397028382,0.0
2018-12-11,-0.0,-0.6039663185018175,-0.0,-0.3432337919293241,1.0,-0.3534486725256522,0.0
2018-12-12,-0.0,-0.608296104256846,-0.0,-0.3450846045230434,1.0,-0.3614036712113145,0.0
2018-12-13,-0.0,-0.6380886624446456,-0.0,-0.35764963573163183,1.0,-0.38507690109994763,0.0
2018-12-14,-0.0,-0.6361104498928828,-0.0,-0.3590335634372768,1.0,-0.38524160914068084,0.0
2018-12-17,-0.0,-0.6340554777780414,-0.0,-0.3430700234914457,1.0,-0.3957478110243694,0.0
2018-12-18,-0.0,-0.6250712521375642,-0.0,-0.34357780733422005,1.0,-0.40642219266577995,0.0
2018-12-19,-0.0,-0.6252138376734461,-0.0,-0.3438272191598556,1.0,-0.4069330925679529,0.0
2018-12-20,-0.0,-0.6157431505228789,-0.0,-0.3472531112478115,1.0,-0.4029716557043487,0.0
2018-12-21,-0.0,-0.6164515825169555,-0.0,-0.3473766013564431,1.0,-0.39113131122833455,0.0
2018-12-24,-0.0,-0.6086141004900236,-0.0,-0.3414925793064641,1.0,-0.3945042320226958,0.0
