Date,EVH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6416763341067285,-1.420098607888631,-0.15632250580046403,-0.8541666666666666,-0.7615042536736273,0.0
2018-09-25,1.0,-0.6423946656358717,-1.4186799381522999,-0.15795322767684575,-0.8529667568612291,-0.7598569771936606,0.0
2018-09-26,1.0,-0.656257635732786,-1.4415286126178957,-0.1705517275081855,-0.8639984362019255,-0.7545814396716023,0.0
2018-09-27,1.0,-0.6576185129131474,-1.4354342625591954,-0.17209393155299513,-0.8632524532539179,-0.7536981887418834,0.0
2018-09-28,1.0,-0.6536034052546602,-1.4433680708449532,-0.17339400166348648,-0.8656490043544205,-0.7565927882968835,0.0
2018-10-01,1.0,-0.6537991095454768,-1.4427809579725035,-0.1737364841724155,-0.8656490043544205,-0.7565927882968835,0.0
2018-10-02,1.0,-0.6592992715198969,-1.5043361910897468,-0.1611576391297884,-0.8709053966995391,-0.759948461271619,0.0
2018-10-03,1.0,-0.6589884579184624,-1.5012631891811563,-0.16129192054292366,-0.8711547035220686,-0.7609847921929955,0.0
2018-10-04,1.0,-0.6619474283451314,-1.494282461264294,-0.162269194594327,-0.8747586753131034,-0.7570417306073958,0.0
2018-10-05,1.0,-0.6503648195622166,-1.492210609347269,-0.14755472293433247,-0.8788700453559457,-0.7609938868073358,0.0
2018-10-08,1.0,-0.6487499383598797,-1.490112924700429,-0.13945460821539524,-0.8895409043838454,-0.7633019379653829,0.0
2018-10-09,1.0,-0.6509424652126715,-1.4914141912562913,-0.14309681239514457,-0.8882857988749631,-0.7606335734728116,0.0
2018-10-10,1.0,-0.6626751465765676,-1.4967703468150653,-0.15050183841796683,-0.9012719864851436,-0.7574282023253502,0.0
2018-10-11,1.0,-0.6138776298011966,-1.4895773016792124,-0.08965450685195907,-0.8775332947307469,-0.754680563597761,0.0
2018-10-12,1.0,-0.6224654926225607,-1.4844835792479771,-0.08191337458353165,-0.8502141837220372,-0.720561637315564,0.0
2018-10-15,1.0,-0.6102193940545162,-1.504701301168202,-0.06325387026308292,-0.8493209231645931,-0.7213410580302023,0.0
2018-10-16,1.0,-0.6108577942433742,-1.502897311674741,-0.06483328583642063,-0.8494822836515626,-0.7216205946613471,0.0
2018-10-17,1.0,-0.5897615381025713,-1.4552242288487562,-0.04563908721825564,-0.8446497736711932,-0.7313453730925381,0.0
2018-10-18,1.0,-0.5986365773389751,-1.4740949694405265,-0.03930418429713211,-0.8487070992007523,-0.7407146215326751,0.0
2018-10-19,1.0,-0.5835317182467442,-1.4653876674602062,-0.020818746207347246,-0.8563693226905662,-0.7417728609438453,0.0
2018-10-22,1.0,-0.5828281404201325,-1.48742892053198,-0.037031815404859246,-0.8522956905869636,-0.7399313877531839,0.0
2018-10-23,1.0,-0.5925698640483383,-1.4927303625377644,-0.05088746223564954,-0.845779833836858,-0.7385762839879153,0.0
2018-10-24,1.0,-0.5924103340588626,-1.5018926847733511,-0.05048736632913788,-0.8480647298192486,-0.7388568183968961,0.0
2018-10-25,1.0,-0.5671993349344172,-1.4608812118972843,-0.049510437834842054,-0.8357195640125624,-0.7051542582671347,0.0
2018-10-26,1.0,-0.5510651915516138,-1.4463289750388588,-0.027338392612233704,-0.8491359605010514,-0.6977690408704398,0.0
2018-10-29,1.0,-0.5387836853605245,-1.4569828841951933,-0.01420247632920612,-0.8423160961398398,-0.6997906045156592,0.0
2018-10-30,1.0,-0.5223417836950575,-1.4627484953492613,-0.0009575050155024623,-0.8498996899507569,-0.7235546233813606,0.0
2018-10-31,1.0,-0.5264944115118331,-1.4351328114394317,-0.003348567808498122,-0.8450608624824653,-0.7150549798633422,0.0
2018-11-01,1.0,-0.4959014537385082,-1.464879308002355,-0.0,-0.8481499932068294,-0.7198496444907386,0.0
2018-11-02,1.0,-0.4998424346103633,-1.4372214469004636,-0.0,-0.8520686084725161,-0.7127357853509206,0.0
2018-11-05,1.0,-0.4988973401143166,-1.4393086997614652,-0.0,-0.8518835231108511,-0.7105180251136415,0.0
2018-11-06,1.0,-0.5046577561765897,-1.443544394941722,-0.0,-0.8478016290896,-0.7042437334053373,0.0
2018-11-07,1.0,-0.5036200926383955,-1.4438098664388181,-0.0,-0.8459324549174798,-0.7036920447902145,0.0
2018-11-08,1.0,-0.5601917113053284,-1.4851987595150833,-0.0,-0.9109576167653415,-0.7424584155624472,0.0
2018-11-09,1.0,-0.5604736396955173,-1.4848228549948312,-0.0,-0.9109576167653415,-0.7425993797575416,0.0
2018-11-12,1.0,-0.5591277083625813,-1.469652300060836,-0.0,-0.9134727876830925,-0.737423370302775,0.0
2018-11-13,1.0,-0.5207664759778615,-1.4737919166550393,-0.0,-0.9224687223850052,-0.7339193525882517,0.0
2018-11-14,1.0,-0.5191096178076439,-1.480657053525596,-0.0,-0.9272481217042325,-0.739605207895842,0.0
2018-11-15,1.0,-0.5182440933873899,-1.4825947155039843,-0.0,-0.9307516659676592,-0.7285055221585348,0.0
2018-11-16,1.0,-0.5139631058036336,-1.4710747641838202,-0.0,-0.9283025881696947,-0.7332837693415734,0.0
2018-11-19,1.0,-0.5208895505722527,-1.4706429701311994,-0.0,-0.9269098353028752,-0.7340187959430539,0.0
2018-11-20,1.0,-0.5085634718032026,-1.4714783012299837,-0.0,-0.9264794615920168,-0.734926897191924,0.0
2018-11-21,1.0,-0.514490753519183,-1.465130186769712,-0.0,-0.9201858496641826,-0.7004324224859694,0.0
2018-11-23,1.0,-0.5142198663286471,-1.47402627333487,-0.0,-0.9193823461627103,-0.7016824153030652,0.0
