Date,HBT,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-10,1.0,-0.21436548521718687,-0.6957032857226827,-0.3119085405278317,-0.5982483982836654,-0.11870334450126374,0.0
2020-06-11,1.0,-0.20893723357342348,-0.7038659414963986,-0.30054387770101426,-0.5990592385712186,-0.12747317359988242,0.0
2020-06-12,1.0,-0.21092975808802097,-0.6787816962984553,-0.3162051879918391,-0.587525502768872,-0.12118915767997668,0.0
2020-06-15,1.0,-0.21328824232529667,-0.6725751435818198,-0.32366403311856795,-0.5896038016384363,-0.1162065245911198,0.0
2020-06-16,1.0,-0.21316303618814333,-0.6738693027731606,-0.32438106902283265,-0.5891581372291721,-0.11550462193450557,0.0
2020-06-17,1.0,-0.21140011068068623,-0.66961815163254,-0.32496432004194215,-0.5886756182098856,-0.1179914368100661,0.0
2020-06-18,1.0,-0.20919319109245657,-0.6749154716101201,-0.321645097353387,-0.5886965139326105,-0.12032179083595662,0.0
2020-06-19,1.0,-0.20988805970149252,-0.6748192630597015,-0.3216826026119403,-0.5886777052238806,-0.12004430970149253,0.0
2020-06-22,1.0,-0.210466472303207,-0.6749854227405248,-0.3196793002915452,-0.59,-0.12029154518950436,0.0
2020-06-23,1.0,-0.20770172574626863,-0.6714668843283581,-0.31917560634328357,-0.5904850746268656,-0.12628264925373134,0.0
2020-06-24,1.0,-0.20671058768656717,-0.6707964085820896,-0.32019589552238803,-0.589727145522388,-0.12768190298507462,0.0
2020-06-25,1.0,-0.20262369469734431,-0.6692166729689636,-0.3240059338549696,-0.5899822566101399,-0.12292387794874779,0.0
2020-06-26,1.0,-0.20256477361947137,-0.6681787780976476,-0.3235627671639187,-0.5898688534124285,-0.12373142574660502,0.0
2020-06-29,1.0,-0.1998895798221654,-0.6696112047422561,-0.3232114836984948,-0.5910675887720114,-0.12201429650723543,0.0
2020-06-30,1.0,-0.20079597943235628,-0.6668797025244749,-0.32452139557853765,-0.5913488074833687,-0.12143043895070156,0.0
2020-07-01,1.0,-0.203149560458753,-0.6667345869476625,-0.3291901961925831,-0.5906444664376783,-0.12117948419398032,0.0
2020-07-02,1.0,-0.18842820879409447,-0.6798062614886354,-0.3206897557844367,-0.585475447144983,-0.1433489919178362,0.0
2020-07-06,1.0,-0.1898342670401494,-0.6801470588235293,-0.3197362278244631,-0.5854049953314658,-0.1427112511671335,0.0
2020-07-07,1.0,-0.18956765272186243,-0.680348911838497,-0.31938852908571097,-0.5850691405566253,-0.14294883015345122,0.0
2020-07-08,1.0,-0.18903205072019164,-0.6832033190171501,-0.3162415636777982,-0.5872556753440267,-0.14590820112776462,0.0
2020-07-09,1.0,-0.1862788048716376,-0.6825257747013639,-0.31534215368439494,-0.5876923975583399,-0.14880691608983906,0.0
2020-07-10,1.0,-0.1764499224170741,-0.6920396990368007,-0.3052668559885236,-0.5914161079720116,-0.16248499575489653,0.0
2020-07-13,1.0,-0.17290061802524823,-0.6923347295041153,-0.3048534020678949,-0.5916054011306054,-0.16733546176151842,0.0
2020-07-14,1.0,-0.16309816309816308,-0.6916169416169415,-0.2985550485550485,-0.5975488475488475,-0.1742131742131742,0.0
2020-07-15,1.0,-0.16622799321518394,-0.6890975024858162,-0.2975960694858747,-0.5979704041644733,-0.17359770720009357,0.0
2020-07-16,1.0,-0.1644825367109343,-0.6936172702275786,-0.2960276136430118,-0.5969695196864214,-0.1740478558474229,0.0
2020-07-17,1.0,-0.16186492731580332,-0.6914212173506098,-0.2958553920851736,-0.5970633829594314,-0.17874170054695954,0.0
2020-07-20,1.0,-0.16276144507825072,-0.6908585636975282,-0.2948954219686997,-0.5971039929793769,-0.17961094047096682,0.0
2020-07-21,1.0,-0.15619793645690236,-0.6932452576506006,-0.2906789816736328,-0.5977844678923216,-0.18495893373863737,0.0
2020-07-22,1.0,-0.1479943866214478,-0.7000935563092036,-0.28458659805870656,-0.6011577593263946,-0.18980236229680741,0.0
2020-07-23,1.0,-0.1492052340388162,-0.7050437633558736,-0.28714030619712533,-0.6018559175668159,-0.184069552999034,0.0
2020-07-24,1.0,-0.14199660798877126,-0.7086671735189193,-0.28396397450143285,-0.6010877829112813,-0.18843207205099713,0.0
2020-07-27,1.0,-0.14660038017253985,-0.7101038163474193,-0.28208802456499493,-0.6078081590875859,-0.17780377248135693,0.0
2020-07-28,1.0,-0.14526266553629374,-0.7090653959715848,-0.28055661121992576,-0.6085304177507528,-0.1799631654339755,0.0
2020-07-29,1.0,-0.1428153864141237,-0.7065064889512452,-0.2794633461943178,-0.6099321875365369,-0.1842336022448264,0.0
2020-07-30,1.0,-0.14294483907743577,-0.6966587740068403,-0.2810956181121927,-0.6113303516618434,-0.19117776023853372,0.0
2020-07-31,1.0,-0.142710982489988,-0.6968049343739952,-0.2810663860387617,-0.6115349761758602,-0.19111929609167175,0.0
2020-08-03,1.0,-0.13560907177928452,-0.7014846855272387,-0.2836100070142623,-0.60790273556231,-0.19400280570493333,0.0
2020-08-04,1.0,-0.14017870221180606,-0.7071627361945217,-0.2874176065621796,-0.6059469752453494,-0.1888384356232606,0.0
2020-08-05,1.0,-0.14197386157182207,-0.7064701400691554,-0.2876399226396296,-0.6067514505069448,-0.18748168551837308,0.0
2020-08-06,1.0,-0.1423253905448577,-0.7087839620152994,-0.28687827896479967,-0.6068173158650605,-0.18611330929980363,0.0
2020-08-07,1.0,-0.14069689066025848,-0.7088180992292589,-0.28763590540104916,-0.6049292266213404,-0.188523869530815,0.0
2020-08-10,1.0,-0.12812463325900716,-0.7190177209247741,-0.2822438680905997,-0.6067656378359347,-0.19777608261941088,0.0
2020-08-11,1.0,-0.1278899190235888,-0.7188416852482103,-0.2818037788991902,-0.606501584321089,-0.19889097523764818,0.0
2020-08-12,1.0,-0.12558644147314096,-0.7195636875439831,-0.2788822425521933,-0.6076413323950269,-0.2005336617405583,0.0
2020-08-13,1.0,-0.12428567242036165,-0.7207162324531842,-0.27623596987369226,-0.6075374380916098,-0.2017993728570173,0.0
2020-08-14,1.0,-0.12257818682768123,-0.7197584781780345,-0.2747603833865815,-0.6086115426327051,-0.2054107922736466,0.0
2020-08-17,1.0,-0.121125934613693,-0.7181644920099692,-0.27491570151004247,-0.6085617944582906,-0.20935346723354348,0.0
2020-08-18,1.0,-0.12150821596244132,-0.7154049295774648,-0.26288145539906105,-0.6168133802816902,-0.2176643192488263,0.0
2020-08-19,1.0,-0.11756935270805813,-0.7197710259797445,-0.261617495963599,-0.6160868927051225,-0.2204902392484955,0.0
