Date,HBT,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-20,1.0,-0.11738977279398813,-0.7198966711677333,-0.26158046145717134,-0.6161568719544414,-0.22045441202371865,0.0
2020-08-21,1.0,-0.1183758550835266,-0.7195032441795601,-0.2622354011919791,-0.616012448254602,-0.21975279645342177,0.0
2020-08-24,1.0,-0.1176626046101894,-0.7228600792835119,-0.2617236822786668,-0.6148876816913815,-0.21926295698135367,0.0
2020-08-25,1.0,-0.11855397627158465,-0.7232761658639728,-0.2656231645718313,-0.613267943145777,-0.21596382003993891,0.0
2020-08-26,1.0,-0.11704408611625106,-0.7232648985226304,-0.2649866361206567,-0.6135048609275414,-0.21828648632772343,0.0
2020-08-27,1.0,-0.11192321239873194,-0.7265469061876247,-0.26268052131032055,-0.6120112715744981,-0.22211459434073033,0.0
2020-08-28,1.0,-0.11093823391263503,-0.72683771723814,-0.26224166275246596,-0.61305190230155,-0.22255166744950683,0.0
2020-08-31,1.0,-0.11218767432983939,-0.7265920901964238,-0.2633665110543469,-0.6132887048944479,-0.22064652514753808,0.0
2020-09-01,1.0,-0.1106541726639838,-0.730429163117234,-0.25458978350909145,-0.6188643774050465,-0.22292394912316774,0.0
2020-09-02,1.0,-0.10600499192482749,-0.7263837909264425,-0.25458816620173247,-0.6182352077521656,-0.2312142123036265,0.0
2020-09-03,1.0,-0.10657662947739283,-0.7273928361714621,-0.2554022313564298,-0.6171168526130357,-0.22950675278919555,0.0
2020-09-04,1.0,-0.08026365677953742,-0.7328433517076443,-0.23720360486481756,-0.6229183072301455,-0.24332837518593053,0.0
2020-09-08,1.0,-0.06756914800304076,-0.7283784574001521,-0.2341968305947021,-0.627185544704988,-0.2664756446991404,0.0
2020-09-09,1.0,-0.05614934327401928,-0.7329411422081137,-0.21752045898010894,-0.6265544456417276,-0.2791740687887701,0.0
2020-09-10,1.0,-0.049068341036597775,-0.7334379814540275,-0.20819162233656,-0.6272201389494492,-0.288974157727973,0.0
2020-09-11,1.0,-0.04506126241217119,-0.7361651472039951,-0.20762441205504908,-0.6256895650659079,-0.2888624353986412,0.0
2020-09-14,1.0,-0.04474188490796121,-0.7348586028685906,-0.20753730909935544,-0.6256605307473433,-0.2906335288310783,0.0
2020-09-15,1.0,-0.04717829682286377,-0.726360075438851,-0.2012186275932105,-0.6323516611054693,-0.2943565936457275,0.0
2020-09-16,1.0,-0.046559526572290545,-0.7262996054769086,-0.1985379438384776,-0.6327744256207936,-0.29673358087723367,0.0
2020-09-17,1.0,-0.046384126707858325,-0.7263655614538915,-0.1983581353523047,-0.6324369796652453,-0.29727612914454793,0.0
2020-09-18,1.0,-0.04477438812202761,-0.7258148706646561,-0.198236863472915,-0.6315682635425125,-0.29953021691219117,0.0
2020-09-21,1.0,-0.04515661252900232,-0.7254640371229698,-0.19796983758700698,-0.6320185614849189,-0.299622969837587,0.0
2020-09-22,1.0,-0.05108049311094996,-0.7157360406091371,-0.20452501812907906,-0.63286439448876,-0.29641769398114576,0.0
2020-09-23,1.0,-0.050903500884647734,-0.715520491922151,-0.20471618760332974,-0.6324796240972242,-0.29683557154044726,0.0
2020-09-24,1.0,-0.048629839060461075,-0.7169204001739887,-0.20408873423227492,-0.6346237494562853,-0.2955487893286936,0.0
2020-09-25,1.0,-0.048635480409500886,-0.7173805864099069,-0.20460543487717875,-0.6343493518169426,-0.2951770540297555,0.0
2020-09-28,1.0,-0.04505679184051924,-0.7145050996754753,-0.19827885952712102,-0.6356629578117756,-0.3040681502086231,0.0
2020-09-29,1.0,-0.0458008632926794,-0.7133462730670066,-0.19693502129262144,-0.6356789014745502,-0.3051942408528636,0.0
2020-09-30,1.0,-0.046177467481676754,-0.7121874909470147,-0.20023755033459834,-0.6331875199165676,-0.30516527129986387,0.0
2020-10-01,1.0,-0.04674007534048101,-0.7159374094465373,-0.19858012170385392,-0.6327151550275282,-0.30373804694291506,0.0
2020-10-02,1.0,-0.046766342141863704,-0.7122739916550765,-0.19729369494668522,-0.6352283263792304,-0.305980528511822,0.0
2020-10-05,1.0,-0.036025600185340706,-0.7213807882772002,-0.18649908777620108,-0.6369349280356781,-0.31510816367901306,0.0
2020-10-06,1.0,-0.03745513488479796,-0.7192601597777005,-0.18733356489521824,-0.6374319786963065,-0.31304272316776655,0.0
2020-10-07,1.0,-0.03467522702296258,-0.7221354618543583,-0.1868818323789693,-0.6343628896986523,-0.313956851177049,0.0
2020-10-08,1.0,-0.03450368443866493,-0.7209073833261089,-0.18794971824880796,-0.6338968357173819,-0.3124981939026152,0.0
2020-10-09,1.0,-0.03710875408225196,-0.7210774255079333,-0.18935868905522962,-0.6335366029883529,-0.30900841016155606,0.0
2020-10-12,1.0,-0.03519214099971106,-0.7205720889916208,-0.1888760473851488,-0.632707310026004,-0.3119618607338919,0.0
2020-10-13,1.0,-0.03977881358385687,-0.7185663414492922,-0.1905561506615327,-0.6366347239512464,-0.30957412929561967,0.0
2020-10-14,1.0,-0.03935024322446143,-0.7183808200138985,-0.19029418577716006,-0.638058837155432,-0.3094452165855919,0.0
2020-10-15,1.0,-0.03944053514030058,-0.7184142704080155,-0.19071612660353862,-0.6373903223004083,-0.3097906350447398,0.0
2020-10-16,1.0,-0.037805760602113186,-0.7222752930959618,-0.1854392820958171,-0.635142567665364,-0.3141120277898393,0.0
2020-10-19,1.0,-0.03682047125571702,-0.7217912348752388,-0.18473918832860534,-0.6357031204770451,-0.31560817460776935,0.0
2020-10-20,1.0,-0.034619389171679775,-0.7221483109671448,-0.18460782045349375,-0.633358398889403,-0.31744562702452567,0.0
2020-10-21,1.0,-0.03525362947538898,-0.7233501070044538,-0.18257273410839264,-0.6336688067557407,-0.3171669847880155,0.0
2020-10-22,1.0,-0.034789387071628604,-0.72240667494298,-0.182146259780004,-0.6326760400727546,-0.315096573028842,0.0
2020-10-23,1.0,-0.03518646807527999,-0.7222607089250663,-0.1813301004502944,-0.6330100450294422,-0.31471539083246736,0.0
2020-10-26,1.0,-0.03597101532954185,-0.7238372932244003,-0.1813274055255637,-0.6337076705447617,-0.3120759837177748,0.0
2020-10-27,1.0,-0.031781738478398804,-0.7247505335409818,-0.18650862317586667,-0.6344523273922824,-0.3065120839822345,0.0
2020-10-28,1.0,-0.032757576631390756,-0.7251362496035065,-0.18478041466016898,-0.6342455088093659,-0.30666974249545836,0.0
2020-10-29,1.0,-0.021707253960495672,-0.7290187171156666,-0.18213967395992064,-0.6365256893131307,-0.3057703918806245,0.0
2020-10-30,1.0,-0.019767842776692333,-0.7302321572233076,-0.18342719227674978,-0.6359613837489944,-0.30384438570279276,0.0
2020-11-02,1.0,-0.011655948553054662,-0.7269464859898943,-0.18207395498392284,-0.6375459347726228,-0.31272967386311434,0.0
2020-11-03,1.0,-0.015181953851452186,-0.724457582367122,-0.18097807369991964,-0.6379864539088508,-0.3113018023189071,0.0
2020-11-04,1.0,-0.017502582348215313,-0.7141914380810284,-0.18105130265121083,-0.642316079421554,-0.3142430850453346,0.0
2020-11-05,1.0,-0.0,-0.727444415829685,-0.16170200589464045,-0.6422010473001974,-0.3301284802701233,0.0
2020-11-06,1.0,-0.0,-0.7265629468626665,-0.16164273866041295,-0.6423668706743694,-0.32937710919178625,0.0
