Date,APPS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-18,1.0,-1.0220249274372546,-2.729554379375107,-0.0,-1.9229127539696091,-1.8623015195492574,0.0
2018-10-19,1.0,-0.9722268978286484,-2.6904561521629358,-0.0,-1.9097794984009429,-1.8436290186837234,0.0
2018-10-22,1.0,-0.9730025231286795,-2.683936080740118,-0.0,-1.9097560975609755,-1.8437342304457527,0.0
2018-10-23,1.0,-0.9971218149496318,-2.702700414797257,-0.0,-1.9132311859815456,-1.8521120799119615,0.0
2018-10-24,1.0,-0.9905357444651006,-2.6976508365725875,-0.0,-1.9111035997971946,-1.8509379753253339,0.0
2018-10-25,1.0,-0.8765150898885544,-2.566338566663955,-0.0,-1.9319938176197835,-1.7598633368583747,0.0
2018-10-26,1.0,-0.8242572242572243,-2.560683760683761,-0.0,-1.9903133903133903,-1.7646723646723648,0.0
2018-10-29,1.0,-0.7723570679783889,-2.5698733973066687,-0.0,-1.9593581162809453,-1.762277235706798,0.0
2018-10-30,1.0,-0.7354441655194752,-2.582962183172726,-0.0,-1.9727913191351527,-1.8067049963559803,0.0
2018-10-31,1.0,-0.7377337382132012,-2.519657983058974,-0.0,-1.9530925363592775,-1.7804858558414576,0.0
2018-11-01,1.0,-0.6898840463814474,-2.5646541383446624,-0.0,-1.9556177528988405,-1.7866453418632549,0.0
2018-11-02,1.0,-0.689423305118266,-2.511668380666087,-0.0,-1.94612767977217,-1.7635471877224902,0.0
2018-11-05,1.0,-0.6869565217391305,-2.515573122529644,-0.0,-1.9448221343873517,-1.7578656126482215,0.0
2018-11-06,1.0,-0.6843064247801631,-2.5157252634080645,-0.0,-1.9534975837756474,-1.7685177849956426,0.0
2018-11-07,1.0,-0.6960532648804748,-2.5442002246109414,-0.0,-1.9862826889138456,-1.7952831702230065,0.0
2018-11-08,1.0,-0.6526548672566372,-2.521333754740834,-0.0,-1.950379266750948,-1.7771017699115044,0.0
2018-11-09,1.0,-0.6534450063211125,-2.5207806573957012,-0.0,-1.9501422250316054,-1.7770227560050567,0.0
2018-11-12,1.0,-0.6686191125732167,-2.5035705688838963,-0.0,-2.035063788814892,-1.81657706812164,0.0
2018-11-13,1.0,-0.6072641136991709,-2.4807737860244767,-0.0,-2.018791946308725,-1.7888669561784445,0.0
2018-11-14,1.0,-0.608953102794884,-2.479314700773725,-0.0,-2.0188694141796937,-1.7880151586925628,0.0
2018-11-15,1.0,-0.619482496194825,-2.527757750540735,-0.0,-2.0765841544500523,-1.7871505247136106,0.0
2018-11-16,1.0,-0.6095697627663852,-2.512987535182951,-0.0,-2.0935263369521513,-1.8257338158423804,0.0
2018-11-19,1.0,-0.6148958417115741,-2.511783157725408,-0.0,-2.0913697418161346,-1.825142765221588,0.0
2018-11-20,1.0,-0.4870949585913002,-2.5081611321058133,-0.0,-2.13001527699606,-1.9152528744874167,0.0
2018-11-21,1.0,-0.49840941625576596,-2.4918084937171945,-0.0,-2.1227135358676636,-1.8399872753300464,0.0
2018-11-23,1.0,-0.5025429116338207,-2.4598696757787666,-0.0,-2.1385886840432295,-1.8455975842339478,0.0
2018-11-26,1.0,-0.5015487252799619,-2.460725915336351,-0.0,-2.136526090064332,-1.8434596140100072,0.0
2018-11-27,1.0,-0.48357621110673493,-2.4515163450177235,-0.0,-2.1176841276092953,-1.824340291453328,0.0
2018-11-28,1.0,-0.4850728633320205,-2.450019692792438,-0.0,-2.117526585269791,-1.8244978337928317,0.0
2018-11-29,1.0,-0.4051690783873713,-2.4074131393639244,-0.0,-2.098351775903428,-1.8272073048053856,0.0
2018-11-30,1.0,-0.4050290135396518,-2.408355899419729,-0.0,-2.1005029013539653,-1.8230560928433268,0.0
2018-12-03,1.0,-0.42096977329974816,-2.4455289672544085,-0.0,-2.142947103274559,-1.8620906801007557,0.0
2018-12-04,1.0,-0.40078308535630386,-2.4477682067345343,-0.0,-2.1299138606108063,-1.852466718872357,0.0
2018-12-06,1.0,-0.3799614643545279,-2.3047398843930633,-0.0,-2.2017726396917148,-1.820655105973025,0.0
2018-12-07,1.0,-0.37946979038224415,-2.3051017262638718,-0.0,-2.2023736128236746,-1.8195129469790385,0.0
2018-12-10,1.0,-0.3124810892586989,-2.2983358547655066,-0.0,-2.1856278366111948,-1.7679273827534039,0.0
2018-12-11,1.0,-0.3471080669710807,-2.30076103500761,-0.0,-2.2114155251141554,-1.7510654490106545,0.0
2018-12-12,1.0,-0.3506701187937862,-2.301172707889126,-0.0,-2.2136765153822724,-1.7494669509594885,0.0
2018-12-13,1.0,-0.3498252013983888,-2.290013679890561,-0.0,-2.2171302629578964,-1.74297005623955,0.0
2018-12-14,1.0,-0.35935601458080196,-2.264277035236938,-0.0,-2.228356622114217,-1.7421780072904012,0.0
2018-12-17,1.0,-0.3167232918082295,-2.2616081540203847,-0.0,-2.1981879954699886,-1.7734239335598336,0.0
2018-12-18,1.0,-0.28817348535658394,-2.2281093971234815,-0.0,-2.17609359862881,-1.7598181682688725,0.0
2018-12-19,1.0,-0.26550270921131847,-2.2577513546056593,-0.0,-2.214253461770018,-1.7880794701986755,0.0
2018-12-20,1.0,-0.26057125811022447,-2.2181370721157436,-0.0,-2.212245506749199,-1.7667238421955405,0.0
2018-12-21,1.0,-0.24747814391392062,-2.2437420608234326,-0.0,-2.249122020473735,-1.731898677426586,0.0
2018-12-24,1.0,-0.20450018443378828,-2.19372925119882,-0.0,-2.228550350424198,-1.750645518258945,0.0
2018-12-26,1.0,-0.20249175522169294,-2.233492121656284,-0.0,-2.1739098570905098,-1.7187248076218398,0.0
2018-12-27,1.0,-0.05150063407073411,-2.1693673383119627,-0.0,-2.0400873608567,-1.7842750457939973,0.0
2018-12-28,1.0,-0.042664038299070686,-2.178611658687694,-0.0,-2.0392847085328074,-1.7797099408617292,0.0
2018-12-31,1.0,-0.0280729465824239,-2.2469844916714536,-0.0,-2.085224009190121,-1.8195002871912693,0.0
2019-01-02,1.0,-0.018102147834207313,-2.250413045039868,-0.0,-2.085410530852669,-1.8294662739745708,0.0
2019-01-03,1.0,-0.020176635312701946,-2.2488691031808714,-0.0,-2.0858045523084656,-1.8254469735047032,0.0
2019-01-04,1.0,-0.0,-2.3042848870874346,-0.0,-2.055081065431384,-1.8785466126230457,0.0
2019-01-07,1.0,-0.0,-2.2033649818486456,-0.0,-1.9863864842222843,-1.791538676347389,0.0
2019-01-08,1.0,-0.0,-2.193242772553117,-0.0,-1.9864855451062349,-1.786415882967607,0.0
2019-01-09,1.0,-0.0,-2.1654414338724357,-0.0,-2.0057410908072533,-1.830147728068333,0.0
2019-01-10,1.0,-0.0,-2.1598794420691103,-0.0,-2.0187846078362655,-1.8305179785519032,0.0
2019-01-11,1.0,-0.0,-2.130685008422235,-0.0,-2.029477821448624,-1.8583660864682765,0.0
2019-01-14,1.0,-0.0,-2.1291272344900105,-0.0,-2.0334384858044166,-1.8475990185769366,0.0
2019-01-15,1.0,-0.0,-2.119943820224719,-0.0,-2.0296348314606742,-1.8728932584269662,0.0
2019-01-16,1.0,-0.0,-2.1181218416619876,-0.0,-2.006106120157215,-1.8942307692307694,0.0
2019-01-17,1.0,-0.0,-2.1131141746200073,-0.0,-2.036055143160127,-1.9204665959703076,0.0
2019-01-18,1.0,-0.0,-2.1045340949660836,-0.0,-2.05326669046769,-1.982506247768654,0.0
2019-01-22,1.0,-0.0,-2.1920343500148056,-0.0,-2.2515546342907906,-1.9594314480307966,0.0
2019-01-23,1.0,-0.0,-2.1562103692651995,-0.0,-2.2980231256993657,-2.005669526296158,0.0
2019-01-24,1.0,-0.0,-2.153765690376569,-0.0,-2.3096234309623433,-2.0082187686790203,0.0
2019-01-25,1.0,-0.0,-2.0342386704624147,-0.0,-2.575594367931061,-2.0842502115872894,0.0
2019-01-28,1.0,-0.0,-2.0080191225229393,-0.0,-2.6160074022669444,-2.0865911018582777,0.0
2019-01-29,1.0,-0.0,-1.9986832933157772,-0.0,-2.6304701417396017,-2.1162574548834323,0.0
2019-01-30,1.0,-0.0,-1.9956059204440333,-0.0,-2.618331791551033,-2.0950508788159112,0.0
2019-01-31,1.0,-0.0,-2.018901541560152,-0.0,-2.6065535672786426,-2.1210783174529397,0.0
2019-02-01,1.0,-0.0,-2.014368932038835,-0.0,-2.6323106796116504,-2.1203106796116504,0.0
2019-02-04,1.0,-0.0,-2.0132008075788166,-0.0,-2.6334834601646215,-2.1184190091629134,0.0
2019-02-05,1.0,-0.0,-1.9829346216784849,-0.0,-2.6309514532845006,-2.1785241175095456,0.0
2019-02-06,1.0,-0.0,-1.956034549840479,-0.0,-2.63092366352813,-2.1944595751303395,0.0
2019-02-07,1.0,-0.0,-1.9504289799809342,-0.0,-2.660073085478233,-2.333651096282174,0.0
2019-02-08,1.0,-0.0,-1.9827142627432062,-0.0,-2.733397652355684,-2.323765878758643,0.0
2019-02-11,1.0,-0.0,-1.9479577861918955,-0.0,-2.753403689680174,-2.354708773060501,0.0
2019-02-12,1.0,-0.0,-2.006508827597429,-0.0,-2.769587503051013,-2.3600195264827923,0.0
2019-02-13,1.0,-0.0,-2.040909461331595,-0.0,-2.7595957949637357,-2.3488713226305924,0.0
2019-02-14,1.0,-0.0,-1.9742394504416096,-0.0,-2.8283447824664703,-2.375368007850834,0.0
2019-02-15,1.0,-0.0,-2.029242648266798,-0.0,-2.8180548710366353,-2.366847379661574,0.0
2019-02-19,1.0,-0.0,-1.977116704805492,-0.0,-2.8441484145145473,-2.3512585812356983,0.0
2019-02-20,1.0,-0.0,-2.0172356919016985,-0.0,-2.8768761339270985,-2.352630710869206,0.0
2019-02-21,1.0,-0.0,-2.0133707494222515,-0.0,-2.8841201716738194,-2.3560581049851437,0.0
2019-02-22,1.0,-0.0,-2.0114532326334134,-0.0,-2.9355133206075195,-2.3525603784546436,0.0
2019-02-25,1.0,-0.0,-2.030976430976431,-0.0,-2.9957070707070703,-2.3908249158249157,0.0
2019-02-26,1.0,-0.0,-2.028259041211102,-0.0,-3.005550883095038,-2.376619007569386,0.0
2019-02-27,1.0,-0.0,-2.006901195085003,-0.0,-3.04418448072715,-2.3650058912640968,0.0
2019-02-28,1.0,-0.0,-2.010863157894737,-0.0,-3.0454736842105268,-2.3646315789473684,0.0
2019-03-01,1.0,-0.0,-2.0205978397387594,-0.0,-3.0149041279410533,-2.3376036171816126,0.0
2019-03-04,1.0,-0.0,-2.0181377465730526,-0.0,-2.99172517552658,-2.3486292209963224,0.0
2019-03-05,1.0,-0.0,-2.000336049735361,-0.0,-3.0385617071326556,-2.3623456271528185,0.0
2019-03-06,1.0,-0.0,-1.9910991686959443,-0.0,-3.0491225123855905,-2.3568729532286503,0.0
2019-03-07,1.0,-0.0,-1.9156979175378441,-0.0,-3.107719327590533,-2.33996821945304,0.0
2019-03-08,1.0,-0.0,-1.8968010889909819,-0.0,-3.232941977199251,-2.3779989790709544,0.0
2019-03-11,1.0,-0.0,-1.8963077984817116,-0.0,-3.2470669427191168,-2.483264320220842,0.0
2019-03-12,1.0,-0.0,-1.6544735956945846,-0.0,-3.1902119071644806,-2.5643289606458124,0.0
2019-03-13,1.0,-0.0,-1.6936195486170031,-0.0,-3.22068555913796,-2.5704225352112675,0.0
2019-03-14,1.0,-0.0,-1.708202561710069,-0.0,-3.2053609296802104,-2.568920179828654,0.0
2019-03-15,1.0,-0.0,-1.6744324462205593,-0.0,-3.219964288750956,-2.608196581923306,0.0
2019-03-18,1.0,-0.0,-1.7438877410468319,-0.0,-3.2376893939393936,-2.6272382920110195,0.0
2019-03-19,1.0,-0.0,-1.7899639687142983,-0.0,-3.272519553563582,-2.7257228227436503,0.0
2019-03-20,1.0,-0.0,-1.783628318584071,-0.0,-3.2892920353982302,-2.7766371681415927,0.0
2019-03-21,1.0,-0.0,-1.7689737050391345,-0.0,-3.32925864040102,-2.6960689473221353,0.0
2019-03-22,1.0,-0.0,-1.7704027084818246,-0.0,-3.427476835352815,-2.711689237348539,0.0
2019-03-25,1.0,-0.0,-1.5104559478916695,-0.0,-3.428008227631128,-2.632070620500514,0.0
2019-03-26,1.0,-0.0,-1.5056949635166401,-0.0,-3.51352553835202,-2.8790710090763483,0.0
2019-03-27,1.0,-0.0,-1.497116493656286,-0.0,-3.509005412119599,-2.8662053056516723,0.0
2019-03-28,1.0,-0.0,-1.498707549692486,-0.0,-3.512790801319191,-2.9019520456368664,0.0
2019-03-29,1.0,-0.0,-1.4697049991167637,-0.0,-3.4852499558381913,-2.8774068185832893,0.0
2019-04-01,1.0,-0.0,-1.477341122322535,-0.0,-3.4870773588245707,-2.886617100371747,0.0
2019-04-02,1.0,-0.0,-1.514353645649877,-0.0,-3.5180521310320536,-2.773511799929553,0.0
2019-04-03,1.0,-0.0,-1.517079646017699,-0.0,-3.564424778761062,-2.768053097345133,0.0
2019-04-04,1.0,-0.0,-1.5149359886201992,-0.0,-3.603396159317212,-2.772137268847795,0.0
2019-04-05,1.0,-0.0,-1.4973691251226255,-0.0,-3.632836885757603,-2.7880139124230805,0.0
2019-04-08,1.0,-0.0,-1.4769822114954858,-0.0,-3.662286582640565,-2.7996781979082863,0.0
2019-04-09,1.0,-0.0,-1.4591177808094586,-0.0,-3.782355616189177,-2.8536607548885855,0.0
2019-04-10,1.0,-0.0,-1.4237948532076838,-0.0,-3.7854295034432766,-2.85212033345415,0.0
2019-04-11,1.0,-0.0,-1.3761718394466187,-0.0,-3.853372167106581,-2.8721215982524804,0.0
2019-04-12,1.0,-0.0,-1.3608907320591417,-0.0,-3.8213126577713665,-2.833303281644428,0.0
2019-04-15,1.0,-0.0,-1.3756004713133327,-0.0,-3.8198132874104958,-2.868304178373969,0.0
2019-04-16,1.0,-0.0,-1.3414896477547726,-0.0,-3.7763735771264675,-2.8452092856502644,0.0
2019-04-17,1.0,-0.0,-1.3052914798206279,-0.0,-3.808609865470852,-2.8547085201793725,0.0
2019-04-18,1.0,-0.0,-1.3114798206278027,-0.0,-3.802062780269058,-2.855067264573991,0.0
2019-04-22,1.0,-0.0,-1.322207267833109,-0.0,-3.7961417676087934,-2.8543741588156126,0.0
2019-04-23,1.0,-0.0,-1.3279870246891334,-0.0,-3.836547125608218,-2.846008289781943,0.0
2019-04-24,1.0,-0.0,-1.2814387451546019,-0.0,-3.8475615252862165,-2.8856035337600288,0.0
2019-04-25,1.0,-0.0,-1.2722197208464654,-0.0,-3.8638451148131474,-2.868797838811346,0.0
2019-04-26,1.0,-0.0,-1.2471798574135906,-0.0,-3.9064163884125978,-2.8709502752459164,0.0
2019-04-29,1.0,-0.0,-1.2274531024531024,-0.0,-3.903769841269841,-2.887536075036075,0.0
2019-04-30,1.0,-0.0,-1.199281867145422,-0.0,-3.8836624775583486,-2.8937163375224415,0.0
2019-05-01,1.0,-0.0,-1.18991899189919,-0.0,-3.895229522952295,-2.9158415841584158,0.0
2019-05-02,1.0,-0.0,-1.1813301792375581,-0.0,-3.921026294240743,-2.9960877081248296,0.0
2019-05-03,1.0,-0.0,-1.155710913382967,-0.0,-3.9282731069547845,-2.9953695296894858,0.0
2019-05-06,1.0,-0.0,-1.0669238360096887,-0.0,-3.889476989324482,-3.014712478693819,0.0
2019-05-07,1.0,-0.0,-1.0602334491668894,-0.0,-3.8520003564109424,-2.9980397398200127,0.0
2019-05-08,1.0,-0.0,-1.055506762691024,-0.0,-3.750307395046548,-2.9769014579307918,0.0
2019-05-09,1.0,-0.0,-1.05513608428446,-0.0,-3.7528533801580335,-2.971729587357331,0.0
2019-05-10,1.0,-0.0,-1.0581222056631892,-0.0,-3.7421758569299555,-2.966248794599807,0.0
2019-05-13,1.0,-0.0,-1.0587358639431927,-0.0,-3.737178925221355,-2.9706320680284035,0.0
2019-05-14,1.0,-0.0,-0.9287626284431397,-0.0,-3.7615922631897076,-2.9443916760210693,0.0
2019-05-15,1.0,-0.0,-0.8892580287929125,-0.0,-3.731408126756964,-2.897947014226084,0.0
2019-05-16,1.0,-0.0,-0.893009015138629,-0.0,-3.726569144412315,-2.885269603674094,0.0
2019-05-17,1.0,-0.0,-0.8468041934392966,-0.028491714575583364,-3.65691579303348,-2.922303009807237,0.0
2019-05-20,1.0,-0.0,-0.826895684960201,-0.05253456221198157,-3.605194805194805,-2.8940092165898617,0.0
2019-05-21,1.0,-0.0,-0.834112539656036,-0.0655368174987477,-3.5692102187343466,-2.8796961095341462,0.0
2019-05-22,1.0,-0.0,-0.7887558216899534,-0.1106952761144378,-3.5584664005322684,-2.8587824351297404,0.0
2019-05-23,1.0,-0.0,-0.7773992521811384,-0.15213959285417533,-3.5665143331948483,-2.813128375571251,0.0
2019-05-24,1.0,-0.0,-0.6898928660410265,-0.20621210862885142,-3.5687235279461835,-2.8401295573457355,0.0
2019-05-28,1.0,-0.0,-0.6606429047301798,-0.2151898734177215,-3.5913557628247834,-2.860592938041306,0.0
2019-05-29,1.0,-0.0,-0.641795918367347,-0.21322448979591838,-3.5205714285714285,-2.787673469387755,0.0
2019-05-30,1.0,-0.0,-0.5662966389145853,-0.18925377736663582,-3.337573234659266,-2.6157107616404565,0.0
2019-05-31,1.0,-0.0,-0.57489443378119,-0.2094433781190019,-3.3247600767754317,-2.5682917466410746,0.0
2019-06-03,1.0,-0.0,-0.5639963860864329,-0.27887366360487875,-3.2542538774280985,-2.431862671284445,0.0
2019-06-04,1.0,-0.0,-0.5401795819814381,-0.3020448200407455,-3.308986644533313,-2.394174903795367,0.0
2019-06-05,1.0,-0.0,-0.5691185318892901,-0.3734957882069796,-3.1966004813477737,-2.3818441636582435,0.0
2019-06-06,1.0,-0.0,-0.5638112550177989,-0.41929864424751945,-3.2357797470271903,-2.3551465576005453,0.0
2019-06-07,1.0,-0.0,-0.6025466120964075,-0.42125208428073363,-3.209110201606791,-2.346293769895407,0.0
2019-06-10,1.0,-0.0,-0.5984762766840159,-0.38296748887380255,-3.212491513917176,-2.349249453119107,0.0
2019-06-11,1.0,-0.0,-0.5920666769563204,-0.4728353140916808,-3.28870196017904,-2.3636363636363638,0.0
2019-06-12,1.0,-0.0,-0.5929640487579076,-0.47569819472303654,-3.2848325875636473,-2.361363987039037,0.0
2019-06-13,1.0,-0.0,-0.6416122004357299,-0.5186741363211952,-3.2920168067226894,-2.3285869903516963,0.0
2019-06-14,1.0,-0.0,-0.6192728118458796,-0.5619815489572836,-3.289014652298628,-2.2822699434064657,0.0
2019-06-17,1.0,-0.0,-0.6084496124031008,-0.5644186046511628,-3.2996899224806198,-2.2793798449612406,0.0
2019-06-18,1.0,-0.0,-0.591641372869484,-0.5806677562456223,-3.305004280488754,-2.305315588761771,0.0
2019-06-19,1.0,-0.0,-0.5762145355616013,-0.6164788184998058,-3.3097551496307815,-2.2705790905557715,0.0
2019-06-20,1.0,-0.0,-0.5997354908977751,-0.6079041543488409,-3.3030963124319284,-2.2688657227322238,0.0
2019-06-21,1.0,-0.0,-0.6249121436938696,-0.6020304568527919,-3.2917610308473253,-2.290745802420929,0.0
2019-06-24,1.0,-0.0,-0.6005803466394791,-0.6063053878127206,-3.302329229080072,-2.3333071915928163,0.0
2019-06-25,1.0,-0.0,-0.56734375,-0.6072656249999999,-3.303359375,-2.33453125,0.0
2019-06-26,1.0,-0.0,-0.5677303300484905,-0.5952604411074612,-3.2860941654935085,-2.3719693414672296,0.0
2019-06-27,1.0,-0.0,-0.5399310992796742,-0.6205762605699968,-3.280457250234889,-2.3886626996554967,0.0
2019-06-28,1.0,-0.0,-0.5709005112072355,-0.6029885961462839,-3.2890287062524575,-2.4018088871411716,0.0
2019-07-01,1.0,-0.0,-0.5371842291650272,-0.6259541984732825,-3.3280081844652556,-2.3785315180609117,0.0
2019-07-02,1.0,-0.0,-0.5444330949948928,-0.6178203818653257,-3.3204211518818263,-2.3745580262434194,0.0
2019-07-03,1.0,-0.0,-0.5557389937106918,-0.609748427672956,-3.3158018867924524,-2.3804245283018868,0.0
2019-07-05,1.0,-0.0,-0.5137657855518081,-0.6262451957016236,-3.3186916620911444,-2.3850498078280653,0.0
2019-07-08,1.0,-0.0,-0.5069858712715855,-0.6329670329670329,-3.324175824175824,-2.385243328100471,0.0
2019-07-09,1.0,-0.0,-0.4956474002039056,-0.6322641361461845,-3.3247588424437295,-2.389851776331268,0.0
2019-07-10,1.0,-0.0,-0.42026953338007317,-0.6152527849185946,-3.3637142634571937,-2.3908234011061773,0.0
2019-07-11,1.0,-0.0,-0.4079613616888681,-0.643686219521695,-3.3630910648905505,-2.375243436940095,0.0
2019-07-12,1.0,-0.0,-0.4034909997662277,-0.6440427024078548,-3.3671783682693057,-2.3776981220291438,0.0
2019-07-15,1.0,-0.0,-0.4035622217014295,-0.6684634012967736,-3.397781423326302,-2.3420826497929847,0.0
2019-07-16,1.0,-0.0,-0.4100909585633212,-0.7397185726502371,-3.35948068102309,-2.26494596905854,0.0
2019-07-17,1.0,-0.0,-0.42343883661248927,-0.7346605490318064,-3.3571039738704407,-2.2614511237265726,0.0
2019-07-18,1.0,-0.0,-0.4215534581463716,-0.7292279127340243,-3.3485223580380623,-2.237041621537985,0.0
2019-07-19,1.0,-0.0,-0.4289147286821705,-0.7332558139534883,-3.357984496124031,-2.231782945736434,0.0
2019-07-22,1.0,-0.0,-0.4487367689098355,-0.7419454531406939,-3.33724793324577,-2.198176620567102,0.0
2019-07-23,1.0,-0.0,-0.47435800318157717,-0.7316869934095902,-3.2458147110067426,-2.1232482387697904,0.0
2019-07-24,1.0,-0.0,-0.4732662784542086,-0.7422672615896545,-3.237767526279967,-2.109279286092415,0.0
2019-07-25,1.0,-0.0,-0.483271375464684,-0.7318868067673165,-3.24429102496017,-2.127076853046051,0.0
2019-07-26,1.0,-0.0,-0.4874402367762009,-0.7271761402443652,-3.2491462396600137,-2.125142293389998,0.0
2019-07-29,1.0,-0.0,-0.4052175213036328,-0.7119150844670354,-3.2039168784571683,-2.1538346539094033,0.0
2019-07-30,1.0,-0.0,-0.3926169481392916,-0.721342101330145,-3.194290838439695,-2.164549394709311,0.0
2019-07-31,1.0,-0.0,-0.456062874251497,-0.7135479041916167,-3.1729041916167664,-2.1425149700598802,0.0
2019-08-01,1.0,-0.0,-0.48875148986889155,-0.7179678188319427,-3.1355780691299167,-2.1071215733015496,0.0
2019-08-02,1.0,-0.0,-0.4480427839263166,-0.7652083488078437,-3.104880041595484,-2.109708088836069,0.0
2019-08-05,1.0,-0.0,-0.4393097830111826,-0.7382803821373027,-3.109975560986447,-2.118121898837295,0.0
2019-08-06,1.0,-0.0,-0.4427693208430913,-0.7360948477751756,-2.9976580796252925,-2.1419789227166275,0.0
2019-08-07,1.0,-0.0,-0.48,-0.6877941176470588,-2.9961029411764706,-2.1890441176470583,0.0
2019-08-08,1.0,-0.0,-0.4888155482214888,-0.6978364503116978,-2.979317931793179,-2.168023469013568,0.0
2019-08-09,1.0,-0.0,-0.449792772486003,-0.6810150512615428,-2.9441576383334542,-2.1961753799171086,0.0
2019-08-12,1.0,-0.0,-0.421496233310957,-0.7857835459088536,-3.08130081300813,-2.170209592004177,0.0
2019-08-13,1.0,-0.0,-0.40653398422831394,-0.7864814119414194,-3.120916259857304,-2.1964701464513707,0.0
2019-08-14,1.0,-0.0,-0.4159588734912829,-0.7777529429295187,-3.0802413947250784,-2.176501266577261,0.0
2019-08-15,1.0,-0.0,-0.46043113425925924,-0.8098234953703703,-2.946614583333333,-2.0168547453703702,0.0
2019-08-16,1.0,-0.0,-0.4843384074941452,-0.8002781030444964,-2.960626463700234,-2.073331381733021,0.0
2019-08-19,1.0,-0.0,-0.48603026775320135,-0.8008585564610011,-2.9409196740395807,-2.0481664726426074,0.0
2019-08-20,1.0,-0.0,-0.4891658815856222,-0.8220885571418218,-2.9186172911080512,-2.0170302195811294,0.0
2019-08-21,1.0,-0.0,-0.5107062495463454,-0.8121506859258184,-2.934383392610873,-2.0012339406256805,0.0
2019-08-22,1.0,-0.0,-0.5102979842243647,-0.8058720420683612,-2.9547911189015483,-2.032500730353491,0.0
2019-08-23,1.0,-0.0,-0.5077799693184308,-0.8080940901453721,-2.955073416611878,-2.034188034188034,0.0
2019-08-26,1.0,-0.0,-0.4662301615543378,-0.8134652337911893,-2.889972243968401,-1.9472635399615688,0.0
2019-08-27,1.0,-0.0,-0.45535207268597383,-0.8074247586598523,-2.8798977853492334,-1.9555650198750711,0.0
2019-08-28,1.0,-0.0,-0.4320045236075771,-0.8190556969182924,-2.870653095843936,-1.9464942041277922,0.0
2019-08-29,1.0,-0.0,-0.4147771420498693,-0.8366179275270185,-2.8806950625132446,-1.931553295189659,0.0
2019-08-30,1.0,-0.0,-0.3908425938950626,-0.8455478970319313,-2.8864115909410604,-1.9104656069770711,0.0
2019-09-03,1.0,-0.0,-0.3846100034977265,-0.8291010842952081,-2.872962574326688,-1.9088492479888073,0.0
2019-09-04,1.0,-0.0,-0.38060275505209423,-0.8223201174743024,-2.880847493182295,-1.908747640025173,0.0
2019-09-05,1.0,-0.0,-0.40610377819680143,-0.8047349675256651,-2.906138696836371,-1.8668203086807735,0.0
2019-09-06,1.0,-0.0,-0.38642224855370466,-0.8362723914407194,-2.933296159475849,-1.814107478915453,0.0
2019-09-09,1.0,-0.0,-0.4062456336453822,-0.8420427553444181,-2.939569652088864,-1.7983093474919662,0.0
2019-09-10,1.0,-0.0,-0.34930153802737407,-1.0350642020601102,-3.0014110342881333,-1.6695357697192041,0.0
2019-09-11,1.0,-0.0,-0.2889205557534735,-1.1579622372639828,-3.06797292483078,-1.6101888136800855,0.0
