Date,HLG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8406965495001613,-1.906030312802322,-0.07281522089648501,-1.3685907771686554,-1.2614640438568205,0.0
2018-09-25,1.0,-0.8408518877057114,-1.9073249435301711,-0.07253952888028396,-1.3698612455630848,-1.2631171345595353,0.0
2018-09-26,1.0,-0.8603205757278377,-1.9407916257769056,-0.08603205757278377,-1.3892051030421981,-1.2659470068694798,0.0
2018-09-27,1.0,-0.8617222693738983,-1.9287066657961742,-0.08879023307436182,-1.3863680877456421,-1.263106352418881,0.0
2018-09-28,1.0,-0.8631702697407093,-1.928025602508001,-0.08967409052315328,-1.3867807458689831,-1.2635360198550063,0.0
2018-10-01,1.0,-0.8634493567556979,-1.9270554430875728,-0.09018481029190883,-1.3864690132567101,-1.2632403839874617,0.0
2018-10-02,1.0,-0.8637728459530026,-1.9202349869451696,-0.0933420365535248,-1.3864229765013054,-1.2637075718015665,0.0
2018-10-03,1.0,-0.8716651333946641,-1.9436193980812193,-0.09817321592850571,-1.3919700354842948,-1.265606518596399,0.0
2018-10-04,1.0,-0.8873044167161814,-1.9366871327655641,-0.10074602231464977,-1.4136792764243744,-1.263550538060342,0.0
2018-10-05,1.0,-0.8869358355910923,-1.9456816229432365,-0.0915879204387762,-1.4183572325381617,-1.2655124562215028,0.0
2018-10-08,1.0,-0.8843231816079805,-1.9423267490255665,-0.08132390830415538,-1.4306005152936512,-1.2677545088194488,0.0
2018-10-09,1.0,-0.8835381159994716,-1.9429911481041091,-0.07894041485004626,-1.4316290130796672,-1.2688598229620822,0.0
2018-10-10,1.0,-0.8834059981503501,-1.9435856784251553,-0.07814770775531775,-1.4319593077024706,-1.2688598229620822,0.0
2018-10-11,1.0,-0.7350405679513183,-1.929196247464503,-0.0,-1.3852687626774847,-1.2892368154158214,0.0
2018-10-12,1.0,-0.7632491020228118,-1.9384964395992186,-0.0,-1.3537715041905602,-1.2461402734891929,0.0
2018-10-15,1.0,-0.7080944881889764,-1.9965354330708662,-0.0,-1.3452598425196851,-1.249259842519685,0.0
2018-10-16,1.0,-0.6988058381247236,-2.0221772919694194,-0.0,-1.346686042838188,-1.2506476274720415,0.0
2018-10-17,1.0,-0.6439333862014275,-1.9139266760202525,-0.0,-1.3066552796925517,-1.235588360885744,0.0
2018-10-18,1.0,-0.643750381260294,-1.9142316842554752,-0.0,-1.3066552796925517,-1.235588360885744,0.0
2018-10-19,1.0,-0.6194119773466683,-1.8923966742981082,-0.0,-1.2934088444390892,-1.2196047716592362,0.0
2018-10-22,1.0,-0.6319376227897838,-1.8906556974459725,-0.0,-1.3466969548133594,-1.2701989194499017,0.0
2018-10-23,1.0,-0.6397763578274761,-1.8927869255345295,-0.0,-1.342836077660359,-1.2686778078151881,0.0
2018-10-24,1.0,-0.6362519955790249,-1.8932211715583935,-0.0,-1.3426255679724917,-1.2681444185189732,0.0
2018-10-25,1.0,-0.5483530652912907,-1.7792169733911618,-0.0,-1.3466768256945258,-1.1867307466885477,0.0
2018-10-26,1.0,-0.5083769934941562,-1.7416086130462316,-0.0,-1.347227819678738,-1.1601128447233577,0.0
2018-10-29,1.0,-0.46408744920734846,-1.761746694900704,-0.0,-1.3277056029302352,-1.1695186859726436,0.0
2018-10-30,1.0,-0.44938229238160604,-1.7613818348204073,-0.0,-1.327785403797758,-1.1809082589796385,0.0
2018-10-31,1.0,-0.4562881700972631,-1.7140918344266003,-0.0,-1.3186496267812713,-1.165799592852296,0.0
2018-11-01,1.0,-0.42112405292321614,-1.7448264163745335,-0.0,-1.3194051792378154,-1.1688341060725997,0.0
2018-11-02,1.0,-0.4553571428571428,-1.700979262672811,-0.0,-1.4027649769585253,-1.2012672811059908,0.0
2018-11-05,1.0,-0.4472483686550789,-1.73326788704741,-0.0,-1.4096552520644454,-1.1845585263036325,0.0
2018-11-06,1.0,-0.45292929292929296,-1.736796536796537,-0.0,-1.4046176046176049,-1.1776046176046178,0.0
2018-11-07,1.0,-0.4513340632743618,-1.7349161528266006,-0.0,-1.4011410130813116,-1.175301100674235,0.0
2018-11-08,1.0,-0.38599208397866114,-1.7548327883898354,-0.0,-1.3932771181093326,-1.2021453565077727,0.0
2018-11-09,1.0,-0.3857744933895272,-1.7666993822527568,-0.0,-1.4089255816638762,-1.2119969978638647,0.0
2018-11-12,1.0,-0.38474371512397165,-1.7318069378128054,-0.0,-1.4277167347408388,-1.2085370764540067,0.0
2018-11-13,1.0,-0.3293416572077185,-1.721850170261067,-0.0,-1.4288308740068103,-1.1953461975028377,0.0
2018-11-14,1.0,-0.3293797173826684,-1.7216957039895577,-0.0,-1.4286930367175528,-1.1952783610464786,0.0
2018-11-15,1.0,-0.3282616100828886,-1.7288520495060749,-0.0,-1.4402180084024074,-1.1799704780288407,0.0
2018-11-16,1.0,-0.32080908525905416,-1.7079496016724107,-0.0,-1.4344313238036046,-1.1867902141363917,0.0
2018-11-19,1.0,-0.32555115884680613,-1.707574901074053,-0.0,-1.4330130016958733,-1.1867721876766535,0.0
2018-11-20,1.0,-0.23675784980059542,-1.695332247374038,-0.0,-1.448913104532944,-1.2359714654833456,0.0
2018-11-21,1.0,-0.244271006310196,-1.6772943651057237,-0.0,-1.4373408612863945,-1.1763533709730987,0.0
2018-11-23,1.0,-0.24723512497235126,-1.6529528865295289,-0.0,-1.4492368944923688,-1.1803251493032514,0.0
2018-11-26,1.0,-0.24571491761583547,-1.6613402631869956,-0.0,-1.445648567953113,-1.176434811456375,0.0
2018-11-27,1.0,-0.222807406586096,-1.689211664264331,-0.0,-1.4524891894888567,-1.179288169420113,0.0
2018-11-28,1.0,-0.22477267686848526,-1.684464404524285,-0.0,-1.4544244843646041,-1.1807496118873366,0.0
2018-11-29,1.0,-0.1462641761174116,-1.6902379364020457,-0.0,-1.489604180564821,-1.2330998443406715,0.0
2018-11-30,1.0,-0.14524829005171552,-1.6910971473057888,-0.0,-1.490407607184563,-1.234054384696658,0.0
2018-12-03,1.0,-0.14488967931973545,-1.6903240148946814,-0.0,-1.4893569721558384,-1.2331462235313733,0.0
2018-12-04,1.0,-0.12706937600354357,-1.6983002048613034,-0.0,-1.4821438458557112,-1.2292231880848237,0.0
2018-12-06,1.0,-0.10258721238468878,-1.5628247269642666,-0.0,-1.4756653589227016,-1.160640441098505,0.0
2018-12-07,1.0,-0.0819537331432957,-1.6213134524723167,-0.0,-1.541771735555312,-1.236816138581296,0.0
2018-12-10,1.0,-0.022313469123129287,-1.6318547733535036,-0.0,-1.545626451996326,-1.2029823329191205,0.0
2018-12-11,1.0,-0.004027868495536687,-1.651153929893316,-0.0,-1.553124319616808,-1.2347594165033746,0.0
2018-12-12,1.0,-0.006316362646338143,-1.6511298665940648,-0.0,-1.5541519194119249,-1.2335420637081405,0.0
2018-12-13,1.0,-0.005405110286088666,-1.6462655601659753,-0.0,-1.5734330639877703,-1.234603625245687,0.0
2018-12-14,1.0,-0.009761151706838259,-1.6360562765841424,-0.0,-1.574544661358927,-1.2327952884720252,0.0
2018-12-17,1.0,-0.0,-1.643759916835367,-0.0,-1.5480111615691854,-1.2795863653772501,0.0
