Date,DGII,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4361936406135301,-1.1876521268786462,-0.053625932078970755,-0.6552949812618322,-0.5307730943090059,0.0
2018-09-25,1.0,-0.43773410047495853,-1.185581341468124,-0.05649303008070434,-0.6535119898057691,-0.5281306715063522,0.0
2018-09-26,1.0,-0.4404904653231733,-1.1896878505395894,-0.06057324101651646,-0.6540440181023479,-0.5232274784357716,0.0
2018-09-27,1.0,-0.4434439850059899,-1.1812806739575685,-0.06295165591065424,-0.6539397920933648,-0.5228194922131623,0.0
2018-09-28,1.0,-0.4405632277281343,-1.1852152721364744,-0.0637886348690573,-0.6547522339561331,-0.5240029399249545,0.0
2018-10-01,1.0,-0.44037762129536484,-1.1855606283370734,-0.0641878820707266,-0.6546467538497251,-0.5242977636771646,0.0
2018-10-02,1.0,-0.4415710674703481,-1.210460820532763,-0.05840948862531597,-0.6546373711841338,-0.5237410071942447,0.0
2018-10-03,1.0,-0.441412020838193,-1.208459684316927,-0.05862685638752818,-0.6548091128217091,-0.5244537749786174,0.0
2018-10-04,1.0,-0.44079229539517295,-1.2152688423597304,-0.05895426365656802,-0.6541895738292979,-0.5298475455218935,0.0
2018-10-05,1.0,-0.4301734507780063,-1.2127973303325443,-0.04714601684063482,-0.6574444142640953,-0.5327693919521943,0.0
2018-10-08,1.0,-0.42913065385062593,-1.2115809464749427,-0.04581217782256502,-0.6574938955854425,-0.531762334793225,0.0
2018-10-09,1.0,-0.4406912190163422,-1.221596684650872,-0.06032527953710219,-0.6588474470247869,-0.528149190710767,0.0
2018-10-10,1.0,-0.4451408202436445,-1.221551960515492,-0.0638489560891535,-0.6628931803047514,-0.5236397822084687,0.0
2018-10-11,1.0,-0.39815095483479845,-1.2182858441952107,-0.006820248560169748,-0.6422779630190967,-0.5235677478023644,0.0
2018-10-12,1.0,-0.40022417336073235,-1.213711937231459,-0.0014571268447599478,-0.6222305249392863,-0.4985989164954232,0.0
2018-10-15,1.0,-0.385179941882125,-1.226845987631324,-0.0,-0.6175396766261828,-0.4960137098576858,0.0
2018-10-16,1.0,-0.3855067064083457,-1.2264530551415795,-0.0,-0.6176602086438152,-0.49616244411326377,0.0
2018-10-17,1.0,-0.3655520597058608,-1.1883002853588935,-0.0,-0.60763152118241,-0.4969634886953976,0.0
2018-10-18,1.0,-0.36486486486486486,-1.1879039365452408,-0.0,-0.6175455346650999,-0.5017993537015276,0.0
2018-10-19,1.0,-0.35933719480900356,-1.1921695138939803,-0.0,-0.6163575042158516,-0.49813036146345036,0.0
2018-10-22,1.0,-0.35918771306037167,-1.182471317033833,-0.0,-0.6211649133096294,-0.5027308383123785,0.0
2018-10-23,1.0,-0.3611477572559367,-1.182351216652008,-0.0,-0.6193931398416886,-0.5016857226619759,0.0
2018-10-24,1.0,-0.3593263774482885,-1.1819879187259748,-0.0,-0.618817499542376,-0.5008603331502837,0.0
2018-10-25,1.0,-0.32837248857233975,-1.1381240919882356,-0.0,-0.6127351971935792,-0.4642287658126926,0.0
2018-10-26,1.0,-0.3085982684286165,-1.1228574433033056,-0.0,-0.6189841915244138,-0.4547653265098672,0.0
2018-10-29,1.0,-0.2843534091702143,-1.1370995882476098,-0.0,-0.6076837183334497,-0.4602554260590411,0.0
2018-10-30,1.0,-0.25816065355352197,-1.1439991585147786,-0.0,-0.6153360681603028,-0.4886925423372252,0.0
2018-10-31,1.0,-0.26171671131832575,-1.1240736230472148,-0.0,-0.6113218050868098,-0.48223791795692567,0.0
2018-11-01,1.0,-0.22409562535053282,-1.1664680314077398,-0.0,-0.6211791923724062,-0.4935852495793606,0.0
2018-11-02,1.0,-0.23034588456581556,-1.1347312689400537,-0.0,-0.6302553206311609,-0.487895781810582,0.0
2018-11-05,1.0,-0.22993069341413297,-1.1357224950370912,-0.0,-0.6302023473687877,-0.4868874725733988,0.0
2018-11-06,1.0,-0.23288768191630113,-1.1373511593900147,-0.0,-0.627846250261124,-0.4836014205138918,0.0
2018-11-07,1.0,-0.23210185764976,-1.1373060599735616,-0.0,-0.6263480136366799,-0.48302372504000557,0.0
2018-11-08,1.0,-0.20403942924105606,-1.1394499207279245,-0.0,-0.6157716964224168,-0.48735093403184665,0.0
2018-11-09,1.0,-0.20339158308344535,-1.1392479233447075,-0.0,-0.6168269396477442,-0.4872643297832006,0.0
2018-11-12,1.0,-0.20236255623089866,-1.129871913739226,-0.0,-0.6179389444043817,-0.4837745956526218,0.0
2018-11-13,1.0,-0.17629448186704771,-1.130332720963462,-0.0,-0.6187997550520514,-0.47662788324147787,0.0
2018-11-14,1.0,-0.17833549002247498,-1.129980249267861,-0.0,-0.6202070421575973,-0.4768099162296534,0.0
2018-11-15,1.0,-0.17810754309606225,-1.135885397032112,-0.0,-0.6237019774495357,-0.48946159909523973,0.0
2018-11-16,1.0,-0.18030084483824438,-1.138745792980287,-0.0,-0.6254550449893537,-0.489800123634865,0.0
2018-11-19,1.0,-0.16744305468950593,-1.2180977882111288,-0.0,-0.718336206580347,-0.5640978615706269,0.0
2018-11-20,1.0,-0.17767359444793088,-1.2301303111964266,-0.0,-0.7233932592565248,-0.5603381446343534,0.0
2018-11-21,1.0,-0.18463114004608464,-1.2257781354010462,-0.0,-0.7204930324421199,-0.5266083903295418,0.0
2018-11-23,1.0,-0.18788256423413846,-1.2049627973463328,-0.0,-0.737712128431624,-0.5347285855661034,0.0
2018-11-26,1.0,-0.18784591137338266,-1.2050361030678445,-0.0,-0.737712128431624,-0.5346919327053477,0.0
