Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WM
2018-09-24,-0.31318013931236216,-0.34124092114722,-0.11975409632879701,-0.41332639250390424,-0.2913661039637094,0.0,1.0
2018-09-25,-0.3123060499987587,-0.34348700379831687,-0.117549216752315,-0.41525781385765004,-0.2939599314813436,0.0,1.0
2018-09-26,-0.31221449851042704,-0.3433962264150943,-0.1172542204568024,-0.4153922542204568,-0.29438927507447865,0.0,1.0
2018-09-27,-0.3121120325768486,-0.34379500422108555,-0.11719719918557879,-0.4154044793166808,-0.2944827928688484,0.0,1.0
2018-09-28,-0.31135003600427086,-0.34444913465597304,-0.11747324510217765,-0.4152658108410101,-0.29453976609639215,0.0,1.0
2018-10-01,-0.3108665407930041,-0.34567226473218726,-0.11773328033389646,-0.41513465169432573,-0.2949418662426712,0.0,1.0
2018-10-02,-0.3108024154469322,-0.34715837081583456,-0.1175418105911881,-0.4147759747521185,-0.29474913645287143,0.0,1.0
2018-10-03,-0.310610389287755,-0.34501776265123096,-0.11730802673092688,-0.41537276724716166,-0.2960027824013117,0.0,1.0
2018-10-04,-0.3134020618556701,-0.3406284933548627,-0.11772450627251273,-0.419103216991678,-0.2933051794808098,0.0,1.0
2018-10-05,-0.30761235398930903,-0.3352306473965551,-0.11153731934270442,-0.42338150861215607,-0.2969956444268462,0.0,1.0
2018-10-08,-0.30689586842365996,-0.3340681660556821,-0.10660854057267413,-0.43064500148617846,-0.29874665609828593,0.0,1.0
2018-10-09,-0.3045302221670597,-0.3365272433908403,-0.09842373091721485,-0.43656447809358323,-0.30629266476355965,0.0,1.0
2018-10-10,-0.30580789277736414,-0.33531893770166293,-0.09982625961777115,-0.43732936212459667,-0.30372300819061804,0.0,1.0
2018-10-11,-0.2797564170993255,-0.33235479644815374,-0.0615265175408802,-0.43592605172497456,-0.31656072589645307,0.0,1.0
2018-10-12,-0.28017397607828926,-0.32973299504651443,-0.05823365953848013,-0.43539929926301796,-0.31279449075752086,0.0,1.0
2018-10-15,-0.27222074820907405,-0.3424346945174751,-0.046576135459128296,-0.4360934899539303,-0.31469644709230804,0.0,1.0
2018-10-16,-0.27138308649717785,-0.34584398668532007,-0.044044575232765684,-0.4362004920642578,-0.3146316754305562,0.0,1.0
2018-10-17,-0.2662362505978001,-0.33280726924916304,-0.03969392635102822,-0.4352462936394069,-0.3172166427546628,0.0,1.0
2018-10-18,-0.26604342004590664,-0.3324646136189748,-0.03978576893649579,-0.435515493496557,-0.31716239479724556,0.0,1.0
2018-10-19,-0.2593446284723047,-0.324168904308153,-0.03243590048238006,-0.44148468502720817,-0.31882232730556287,0.0,1.0
2018-10-22,-0.2612715389185977,-0.31969102792632204,-0.027118241235888293,-0.4458704693998811,-0.32275698158051097,0.0,1.0
2018-10-23,-0.2609191849544687,-0.320097957630947,-0.025939751301742787,-0.44711001212582324,-0.32354549561330515,0.0,1.0
2018-10-24,-0.2604881769641495,-0.3243468726163234,-0.027531464530892447,-0.44829805491990843,-0.3230120137299771,0.0,1.0
2018-10-25,-0.24396039603960393,-0.29868375072801395,-0.0244612696563774,-0.4558881770529994,-0.30662783925451365,0.0,1.0
2018-10-26,-0.23123475323700507,-0.3060846312629011,-0.0,-0.49197785700881974,-0.31635860386564085,0.0,1.0
2018-10-29,-0.21637850467289718,-0.31271028037383175,-0.0,-0.486285046728972,-0.32107476635514015,0.0,1.0
2018-10-30,-0.19492321420185035,-0.3180387920912976,-0.0,-0.49180481848494806,-0.3434227210820457,0.0,1.0
2018-10-31,-0.19422392876492897,-0.32279569385880197,-0.0,-0.49334526866269346,-0.3452922192645638,0.0,1.0
2018-11-01,-0.18895321472277132,-0.3265320530923468,-0.0,-0.49279864445072014,-0.34512378800715426,0.0,1.0
2018-11-02,-0.1971880657371923,-0.29889732678155784,-0.0,-0.5099804857404838,-0.3450497260950321,0.0,1.0
2018-11-05,-0.19877150455390552,-0.29547433574168647,-0.0,-0.5102492292485468,-0.34892094796545153,0.0,1.0
2018-11-06,-0.19748957916303606,-0.29470362433177116,-0.0,-0.5116689824082142,-0.3511292183783529,0.0,1.0
2018-11-07,-0.19704850895568055,-0.29489020170875796,-0.0,-0.5107915362346129,-0.3509073363617106,0.0,1.0
2018-11-08,-0.18948231435933474,-0.29360505973295853,-0.0,-0.5079878191613961,-0.3513937690325603,0.0,1.0
2018-11-09,-0.18867305574431192,-0.2939756777655411,-0.0,-0.509126695878342,-0.3514070810975467,0.0,1.0
2018-11-12,-0.18876919122286356,-0.2806066412731054,-0.0,-0.5171406538452551,-0.35033767204916694,0.0,1.0
2018-11-13,-0.17032240094700926,-0.2772091080008356,-0.0,-0.5241510572615649,-0.34941856416684075,0.0,1.0
2018-11-14,-0.170515468702857,-0.27699770232320653,-0.0,-0.5241256063313761,-0.34927008146308636,0.0,1.0
2018-11-15,-0.17022509678466283,-0.27767345897953033,-0.0,-0.527018568746088,-0.34327839209958966,0.0,1.0
2018-11-16,-0.16964616524638756,-0.2757039644312708,-0.0,-0.5262134123749537,-0.3441320859577621,0.0,1.0
2018-11-19,-0.1684776313045896,-0.2764173018557561,-0.0,-0.5272339735421542,-0.3446702036466418,0.0,1.0
2018-11-20,-0.1406440904585168,-0.27033818206966503,-0.0,-0.5334378385854907,-0.36086585675096244,0.0,1.0
2018-11-21,-0.14227111263893663,-0.2661166494786295,-0.0,-0.5330354073564798,-0.3503151140139796,0.0,1.0
2018-11-23,-0.14332821910279603,-0.2572763287457922,-0.0,-0.5375437953697131,-0.35180562870686294,0.0,1.0
2018-11-26,-0.14307625392028936,-0.2584529450816107,-0.0,-0.536753428107044,-0.350960327816313,0.0,1.0
