Date,BHF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.33436284603065664,-0.8095782810950966,-0.14622893311980478,-0.7160070159383818,-0.8068710440021353,0.0
2018-09-25,1.0,-0.33307818898541847,-0.816755329327567,-0.14076313674461324,-0.7221095334685598,-0.8144207585441462,0.0
2018-09-26,1.0,-0.3328485034065682,-0.8166577355890684,-0.14005205542371582,-0.7224603842915104,-0.8155860062772716,0.0
2018-09-27,1.0,-0.3327846259857591,-0.8172038894418497,-0.14003521935533267,-0.7225327310313145,-0.8155960493070974,0.0
2018-09-28,1.0,-0.3328101672855338,-0.8171343260728093,-0.14041266317038623,-0.7223136699460245,-0.8153734257168012,0.0
2018-10-01,1.0,-0.3328611898016997,-0.8172038894418497,-0.14072429369879794,-0.7221499119516116,-0.8152515121353648,0.0
2018-10-02,1.0,-0.33411161295261427,-0.8074332082982469,-0.14437724871775243,-0.7242210824466049,-0.817461532572916,0.0
2018-10-03,1.0,-0.3337286709006045,-0.8001377305073073,-0.1434692784451756,-0.7266432014691253,-0.8218302854082179,0.0
2018-10-04,1.0,-0.3323732718894009,-0.8108678955453148,-0.14347158218125958,-0.7247695852534562,-0.828763440860215,0.0
2018-10-05,1.0,-0.3126182112942448,-0.8077353610993168,-0.12008337514957346,-0.7552784961593392,-0.8642451846991159,0.0
2018-10-08,1.0,-0.3104670880221983,-0.8043779867427162,-0.11600123323570218,-0.7589409588407584,-0.864074302451056,0.0
2018-10-09,1.0,-0.30820544459011334,-0.805660522865736,-0.10970155008868666,-0.7628981260121848,-0.8694763630754992,0.0
2018-10-10,1.0,-0.3078317202020591,-0.8060386380287664,-0.10905024486175914,-0.7631203485905989,-0.8700883044769213,0.0
2018-10-11,1.0,-0.25187474092776124,-0.8112823604778234,-0.03448015977691525,-0.7626709876775822,-0.9080152240268305,0.0
2018-10-12,1.0,-0.24992528392109986,-0.8055887627017335,-0.028018529587567245,-0.752876569037657,-0.8993947997609086,0.0
2018-10-15,1.0,-0.2296777566184982,-0.8408199843172398,-0.0,-0.7556476606549419,-0.9078451140734103,0.0
2018-10-16,1.0,-0.22160706269639383,-0.8577734550351639,-0.0,-0.7547508603920394,-0.9067035762382164,0.0
2018-10-17,1.0,-0.19745481372187385,-0.816894135005533,-0.0,-0.7531538177794171,-0.9211729988933973,0.0
2018-10-18,1.0,-0.19646546635183,-0.8149719598583235,-0.0,-0.756124557260921,-0.9219303423848878,0.0
2018-10-19,1.0,-0.19251416089741213,-0.8226278182962496,-0.0,-0.7593943208322534,-0.9276961238014143,0.0
2018-10-22,1.0,-0.19268093932883917,-0.8112452774279576,-0.0,-0.766353063189866,-0.9336987925031485,0.0
2018-10-23,1.0,-0.18926239240130605,-0.8130750964677946,-0.0,-0.7710745028198279,-0.9368878005342833,0.0
2018-10-24,1.0,-0.18651985318651984,-0.8110332554776999,-0.0,-0.7713639565491417,-0.9385311237163088,0.0
2018-10-25,1.0,-0.14894998917514612,-0.7660027422963124,-0.0,-0.7806884607057805,-0.9126434293137042,0.0
2018-10-26,1.0,-0.1356059522106167,-0.7543282300758336,-0.0,-0.783266561739877,-0.9038846759193019,0.0
2018-10-29,1.0,-0.13179654221999498,-0.7549844292515302,-0.0,-0.7863406951354833,-0.9063965350610301,0.0
2018-10-30,1.0,-0.12778672392198964,-0.7548756485954554,-0.0,-0.7863302916443013,-0.9095008051529792,0.0
2018-10-31,1.0,-0.1306482601579734,-0.7387034796840533,-0.0,-0.7836760833985627,-0.9049313313883158,0.0
2018-11-01,1.0,-0.13032340698046752,-0.7389262461308571,-0.0,-0.7836482015156367,-0.90493471377237,0.0
2018-11-02,1.0,-0.13279699461298555,-0.7239155089311029,-0.0,-0.7861142614119648,-0.9012616954919195,0.0
2018-11-05,1.0,-0.12636173308257337,-0.745324864270253,-0.0,-0.7896100209360917,-0.8871934991661049,0.0
2018-11-06,1.0,-0.11698545741098934,-0.7448599469876066,-0.0,-0.8093702987320008,-0.9107027724049,0.0
2018-11-07,1.0,-0.11923533858948049,-0.7492889800914425,-0.0,-0.8163228570399971,-0.9152536271015588,0.0
2018-11-08,1.0,-0.07526881720430108,-0.7664976444780092,-0.0,-0.8148307980005035,-0.9395835580968821,0.0
2018-11-09,1.0,-0.07442446043165467,-0.7668705035971222,-0.0,-0.8164748201438847,-0.9393525179856114,0.0
2018-11-12,1.0,-0.07345100864553313,-0.770821325648415,-0.0,-0.8168227665706052,-0.9412463976945246,0.0
2018-11-13,1.0,-0.04366015876421368,-0.7668240005721233,-0.0,-0.8222484445397982,-0.9430379746835443,0.0
2018-11-14,1.0,-0.04524482277620802,-0.7660860545799205,-0.0,-0.8227404413605637,-0.9426302800529347,0.0
2018-11-15,1.0,-0.04368637256652974,-0.7661725308090731,-0.0,-0.8244686551169852,-0.9377388819432041,0.0
2018-11-16,1.0,-0.039084230796662144,-0.7556522359318165,-0.0,-0.8248341773054704,-0.946508808216247,0.0
2018-11-19,1.0,-0.04777058676297065,-0.7565702435012694,-0.0,-0.8237565702435014,-0.9475095648442808,0.0
2018-11-20,1.0,-0.0,-0.7478725298201888,-0.0,-0.8330425494035962,-0.9797400747730106,0.0
2018-11-21,1.0,-0.0,-0.7420313439700004,-0.0,-0.8306505819506846,-0.9649768281034423,0.0
2018-11-23,1.0,-0.0,-0.7357390259418958,-0.0,-0.833180179543366,-0.9653990245281684,0.0
2018-11-26,1.0,-0.0,-0.7357036827595956,-0.0,-0.833180179543366,-0.9654343677104686,0.0
2018-11-27,1.0,-0.0,-0.7356955937477899,-0.0,-0.8340052337506189,-0.9666171582148668,0.0
2018-11-28,1.0,-0.0,-0.7362614046255039,-0.0,-0.833757691491619,-0.9662988895961525,0.0
2018-11-29,1.0,-0.0,-0.7218501244871481,-0.0,-0.8220710453413754,-0.9627590560016833,0.0
2018-11-30,1.0,-0.0,-0.7217196156813241,-0.0,-0.8220071533768146,-0.9628655585945719,0.0
2018-12-03,1.0,-0.0,-0.7214803911260645,-0.0,-0.821154452738934,-0.9620439491115552,0.0
2018-12-04,1.0,-0.0,-0.7217734885835169,-0.0,-0.8155180251057729,-0.9592992761984683,0.0
2018-12-06,1.0,-0.0,-0.6720890410958905,-0.0,-0.8113013698630137,-0.9412671232876713,0.0
2018-12-07,1.0,-0.0,-0.6990633143179097,-0.0,-0.8372068455525036,-0.9851045848299176,0.0
2018-12-10,1.0,-0.0,-0.6941657636242878,-0.0,-0.8288530779179921,-0.9726290767993847,0.0
2018-12-11,1.0,-0.0,-0.7038600935993526,-0.0,-0.8200147788451388,-0.9948977796544565,0.0
2018-12-12,1.0,-0.0,-0.7052420207144368,-0.0,-0.8194884802367364,-0.9981328824068203,0.0
2018-12-13,1.0,-0.0,-0.7081687358916479,-0.0,-0.8191309255079007,-0.999788374717833,0.0
2018-12-14,1.0,-0.0,-0.6984664198836594,-0.0,-0.8266525647805394,-1.0003525471531818,0.0
2018-12-17,1.0,-0.0,-0.696313510087673,-0.0,-0.82222456955741,-1.0024999119749305,0.0
2018-12-18,1.0,-0.0,-0.6801346801346803,-0.0,-0.8169893378226712,-1.010206228956229,0.0
2018-12-19,1.0,-0.0,-0.6813441483198146,-0.0,-0.8182169317742899,-1.011798167070473,0.0
2018-12-20,1.0,-0.0,-0.6680532736742756,-0.0,-0.8221414339147761,-1.005453210752613,0.0
2018-12-21,1.0,-0.0,-0.6662490865434805,-0.0,-0.8222152625535024,-0.9913700107874864,0.0
2018-12-24,1.0,-0.0,-0.6658429625504664,-0.0,-0.8222887372963942,-0.9923082277599887,0.0
2018-12-26,1.0,-0.0,-0.6733312614385856,-0.0,-0.7992333989433336,-0.9805932525294381,0.0
2018-12-27,1.0,-0.0,-0.6471838111298482,-0.0,-0.7522765598650928,-0.973220910623946,0.0
2018-12-28,1.0,-0.0,-0.6472175379426645,-0.0,-0.752310286677909,-0.9731534569983138,0.0
2018-12-31,1.0,-0.0,-0.6443131960850489,-0.0,-0.754944313196085,-0.9757003037462032,0.0
2019-01-02,1.0,-0.0,-0.6456213877716565,-0.0,-0.7526954405651131,-0.9815121506066853,0.0
2019-01-03,1.0,-0.0,-0.6521384374787516,-0.0,-0.7424015774801115,-1.0052356020942408,0.0
2019-01-04,1.0,-0.0,-0.654658006900751,-0.0,-0.7189973614775725,-1.0090656924430013,0.0
2019-01-07,1.0,-0.0,-0.6342986939239068,-0.0,-0.7104586297892239,-0.9955907405551657,0.0
2019-01-08,1.0,-0.0,-0.617114261884904,-0.0,-0.7253044203502919,-0.9936947456213511,0.0
2019-01-09,1.0,-0.0,-0.6075759594882729,-0.0,-0.724846748400853,-0.9991337953091685,0.0
2019-01-10,1.0,-0.0,-0.609569856618873,-0.0,-0.7244081360453485,-1.0004668222740913,0.0
2019-01-11,1.0,-0.0,-0.6040449888195442,-0.0,-0.7267963822047191,-1.0066081500517303,0.0
2019-01-14,1.0,-0.0,-0.6011566457273905,-0.0,-0.7283212018479741,-0.9942500083092365,0.0
2019-01-15,1.0,-0.0,-0.5958280741380456,-0.0,-0.7317146083837109,-0.9940211253570718,0.0
2019-01-16,1.0,-0.0,-0.5939377842701106,-0.0,-0.7314498190631121,-0.9945552936489493,0.0
2019-01-17,1.0,-0.0,-0.6008649367930805,-0.0,-0.7311044577511644,-0.9947105788423154,0.0
2019-01-18,1.0,-0.0,-0.6014446711032337,-0.0,-0.7364144065812794,-1.0062869946159247,0.0
2019-01-22,1.0,-0.0,-0.5213061445701511,-0.0,-0.7110290630716077,-1.1549353024862814,0.0
2019-01-23,1.0,-0.0,-0.4707497288503254,-0.0,-0.7124457700650758,-1.2061754338394794,0.0
2019-01-24,1.0,-0.0,-0.46602270801559065,-0.0,-0.7215387222504661,-1.2016946280291476,0.0
2019-01-25,1.0,-0.0,-0.3906035665294924,-0.0,-0.6820644718792866,-1.3566872427983538,0.0
2019-01-28,1.0,-0.0,-0.3967817356622198,-0.0,-0.6820244808141934,-1.3594760005501307,0.0
2019-01-29,1.0,-0.0,-0.39079984850049926,-0.0,-0.6830905898151017,-1.3692800330544364,0.0
2019-01-30,1.0,-0.0,-0.3658992949981623,-0.0,-0.6183300477797454,-1.357011594106051,0.0
2019-01-31,1.0,-0.0,-0.3609232921426906,-0.0,-0.6026046697531893,-1.3672517736402092,0.0
2019-02-01,1.0,-0.0,-0.3597386143895446,-0.0,-0.6095885843835435,-1.3646729345869175,0.0
2019-02-04,1.0,-0.0,-0.35412642376606934,-0.0,-0.6106374475454606,-1.3656830746686204,0.0
2019-02-05,1.0,-0.0,-0.3431411663009509,-0.0,-0.5930580490724118,-1.3885231730833167,0.0
2019-02-06,1.0,-0.0,-0.3361283023890331,-0.0,-0.6008185266520264,-1.3903972848872033,0.0
2019-02-07,1.0,-0.0,-0.3201426967034419,-0.0,-0.5977076038845214,-1.3853471625817533,0.0
2019-02-08,1.0,-0.0,-0.3066139587416536,-0.0,-0.6025313091718434,-1.412782779125004,0.0
2019-02-11,1.0,-0.0,-0.2963073951986149,-0.0,-0.60117204408484,-1.4321912562847536,0.0
2019-02-12,1.0,-0.0,-0.31412353923205344,-0.0,-0.6054424040066778,-1.419332220367279,0.0
2019-02-13,1.0,-0.0,-0.3682556879739979,-0.0,-0.7386059949440232,-1.5045142650776455,0.0
2019-02-14,1.0,-0.0,-0.34888100239009195,-0.0,-0.7587817773593105,-1.513724922140943,0.0
