Date,IWF,IWM,L,MTUM,SPY,VLUE,VXX
2018-09-24,-0.1791847312713445,-0.3512001356359144,1.0,-0.11080969796788334,-0.39319882771816794,-0.38767650834403083,0.0
2018-09-25,-0.17794614021029115,-0.35487239260824166,1.0,-0.10733105072727715,-0.3963721133532454,-0.39178261819771254,0.0
2018-09-26,-0.17757803959674479,-0.354621644600996,1.0,-0.10603668164703024,-0.3970363172598081,-0.3939754645937082,0.0
2018-09-27,-0.17648634824755827,-0.3611320846627859,1.0,-0.10456195045911783,-0.39822685534744384,-0.3952066639062766,0.0
2018-09-28,-0.1757112236944661,-0.36189594699922056,1.0,-0.1048324240062354,-0.39806605611847234,-0.3951675759937646,0.0
2018-10-01,-0.17527356030512029,-0.363244218068384,1.0,-0.10511052080033145,-0.39792362245022306,-0.39551093022689054,0.0
2018-10-02,-0.17570366760082856,-0.36039965882782987,1.0,-0.10625076154502254,-0.3984403557938346,-0.396149628366029,0.0
2018-10-03,-0.17561641165578404,-0.3585176883344703,1.0,-0.10608127862781405,-0.3989620894649644,-0.3972078744761719,0.0
2018-10-04,-0.17692045399191386,-0.3561790637634566,1.0,-0.10636173218374008,-0.4004335330508062,-0.39563544254469285,0.0
2018-10-05,-0.16646427357069996,-0.3499781415456356,1.0,-0.09729440909311701,-0.40902025550104437,-0.40598435906154373,0.0
2018-10-08,-0.16581731702582023,-0.34905843525529023,1.0,-0.0964618520675597,-0.4095563968161522,-0.4057949912638323,0.0
2018-10-09,-0.16280148423005567,-0.35504345278781374,1.0,-0.08280441363148129,-0.42088174982911825,-0.41966116590176744,0.0
2018-10-10,-0.1628389427183755,-0.3546969955824567,1.0,-0.08293266297317747,-0.42100895711810216,-0.41915407707514707,0.0
2018-10-11,-0.14615014436958615,-0.35043310875842154,1.0,-0.06484600577478344,-0.41948989412897014,-0.42521655437921074,0.0
2018-10-12,-0.14152817481467125,-0.35631571297058967,1.0,-0.05940210281505887,-0.42998691797083194,-0.4353893114976501,0.0
2018-10-15,-0.12548506014745828,-0.38773282887078,1.0,-0.03519111369809856,-0.4337165308498253,-0.4431752037252619,0.0
2018-10-16,-0.12429954151808457,-0.39305727385197586,1.0,-0.03129321010115712,-0.43400528830992413,-0.4431506683162313,0.0
2018-10-17,-0.1153716945817536,-0.37222248884196385,1.0,-0.021452224408504104,-0.43667514517444933,-0.45385612132264724,0.0
2018-10-18,-0.114162265962554,-0.3704752760441671,1.0,-0.022467594815170428,-0.43895823331733075,-0.4542966874699952,0.0
2018-10-19,-0.10787053624746207,-0.36524543174489427,1.0,-0.017771408097456108,-0.44182491341215807,-0.45589394482264417,0.0
2018-10-22,-0.11072077239269669,-0.359717044259631,1.0,-0.01073033170824969,-0.44778223879170254,-0.4609023993882038,0.0
2018-10-23,-0.1100827474051753,-0.3604773520830344,1.0,-0.008657387477878222,-0.44996890993447175,-0.4623331898407232,0.0
2018-10-24,-0.10930215878935666,-0.3603002701475054,1.0,-0.007578474264266419,-0.4506203829878792,-0.4628846015921968,0.0
2018-10-25,-0.09710680571576544,-0.3440523552814332,1.0,-0.005555686339132278,-0.4536829963040561,-0.45370653734786603,0.0
2018-10-26,-0.09531073976717987,-0.3416963950431844,1.0,-0.003450056327450244,-0.454609463011641,-0.4518869695831768,0.0
2018-10-29,-0.0890537599176165,-0.343763896365296,1.0,-0.0,-0.45306246635616826,-0.4545603482575421,0.0
2018-10-30,-0.08176733518990896,-0.34410615244202103,1.0,-0.0,-0.45358170882965526,-0.46076618848143036,0.0
2018-10-31,-0.0822820297168489,-0.34106625549014113,1.0,-0.0,-0.4530184094944398,-0.45986356415288293,0.0
2018-11-01,-0.08102111360239163,-0.34197496263079225,1.0,-0.0,-0.45282137518684606,-0.45975803437967117,0.0
2018-11-02,-0.08247710910742993,-0.3346613545816733,1.0,-0.0,-0.454509447589758,-0.45819062929568277,0.0
2018-11-05,-0.08592782903188136,-0.3275253999766437,1.0,-0.0,-0.4553777881583558,-0.4667756627350228,0.0
2018-11-06,-0.07061234329797493,-0.335221793635487,1.0,-0.0,-0.4944792671166827,-0.5105110896817744,0.0
2018-11-07,-0.07115263894924911,-0.3358926070790477,1.0,-0.0,-0.4960162248297842,-0.5113477232121301,0.0
2018-11-08,-0.05420645966309929,-0.33716465902001247,1.0,-0.0,-0.4916014781398474,-0.5166050775063589,0.0
2018-11-09,-0.05469950076804916,-0.33736559139784944,1.0,-0.0,-0.4913834485407066,-0.5167050691244239,0.0
2018-11-12,-0.054502369668246446,-0.32469242184881997,1.0,-0.0,-0.4986356455550769,-0.5157738522667433,0.0
2018-11-13,-0.0435590273643097,-0.32113172497558884,1.0,-0.0,-0.500678749196218,-0.5162066255447856,0.0
2018-11-14,-0.04369984044199948,-0.3209973565764092,1.0,-0.0,-0.5006549022409564,-0.5161105951275273,0.0
2018-11-15,-0.04297631283313813,-0.3224418576857805,1.0,-0.0,-0.5012070655161699,-0.5236035088557975,0.0
2018-11-16,-0.04335667678481799,-0.3222830373574894,1.0,-0.0,-0.5009440952221612,-0.5235067759745692,0.0
2018-11-19,-0.0420622205217724,-0.3230588966737607,1.0,-0.0,-0.5020684377914345,-0.5240680073650733,0.0
2018-11-20,-0.014735639298212203,-0.3175423143761754,1.0,-0.0,-0.507510652986407,-0.5407432094650891,0.0
2018-11-21,-0.013922159239143325,-0.31480207765102103,1.0,-0.0,-0.5074828641225719,-0.5355406398975405,0.0
2018-11-23,-0.015025120864536922,-0.30642714949284294,1.0,-0.0,-0.51168357190255,-0.5367570385818561,0.0
2018-11-26,-0.014952960970639115,-0.3066186402521387,1.0,-0.0,-0.5115524064551293,-0.5366240906182611,0.0
2018-11-27,-0.014584173207806682,-0.3064810642889326,1.0,-0.0,-0.5126989020370414,-0.5376698522611396,0.0
2018-11-28,-0.01315289648622982,-0.31481481481481477,1.0,-0.0,-0.5099952516619183,-0.5362060778727445,0.0
2018-11-29,-0.00946924861512239,-0.3126745892713413,1.0,-0.0,-0.5088064012120638,-0.53636191468207,0.0
2018-11-30,-0.008466537020348148,-0.31357017502253004,1.0,-0.0,-0.5091305791395911,-0.5404354219039036,0.0
2018-12-03,-0.007490814270475287,-0.31383193078108335,1.0,-0.0,-0.5089960886571055,-0.5401446011615503,0.0
2018-12-04,-0.004568047337278107,-0.3145798816568047,1.0,-0.0,-0.5079289940828403,-0.5397869822485207,0.0
2018-12-06,-0.0,-0.2936667445664875,1.0,-0.0,-0.5093479784996494,-0.5339799018462258,0.0
2018-12-07,-0.0,-0.29360220581362745,1.0,-0.0,-0.5097906346387513,-0.5332741377698851,0.0
2018-12-10,-0.0,-0.2909014733607988,1.0,-0.0,-0.507506459046156,-0.5291762679514931,0.0
2018-12-11,-0.0,-0.29285064919928205,1.0,-0.0,-0.5025525070514465,-0.5356535117368704,0.0
2018-12-12,-0.0,-0.29311912700818427,1.0,-0.0,-0.5020402452957773,-0.5365495371557816,0.0
2018-12-13,-0.0,-0.2919803295499569,1.0,-0.0,-0.5028783182231337,-0.535740089029762,0.0
2018-12-14,-0.0,-0.2798880727527107,1.0,-0.0,-0.5143290194706773,-0.5375772414597179,0.0
2018-12-17,-0.0,-0.2772079175679762,1.0,-0.0,-0.5068964715186194,-0.5418789105203173,0.0
2018-12-18,-0.0,-0.26745047213478984,1.0,-0.0,-0.5027772634697277,-0.5441584891686725,0.0
2018-12-19,-0.0,-0.26750914224876177,1.0,-0.0,-0.5027542470953108,-0.5442299680599917,0.0
2018-12-20,-0.0,-0.25986576562031505,1.0,-0.0,-0.5058237424176026,-0.5407661969232188,0.0
2018-12-21,-0.0,-0.25909842845326714,1.0,-0.0,-0.5075130962227736,-0.5309714180681923,0.0
2018-12-24,-0.0,-0.2520388527444333,1.0,-0.0,-0.5043984238981031,-0.5343855951617337,0.0
2018-12-26,-0.0,-0.25102428528920323,1.0,-0.0,-0.5036279154936025,-0.5342534734143606,0.0
2018-12-27,-0.0,-0.24327503902626638,1.0,-0.0,-0.4862333431370331,-0.53290649532816,0.0
2018-12-28,-0.0,-0.2429104899852891,1.0,-0.0,-0.48672626456942397,-0.5335747425596922,0.0
2018-12-31,-0.0,-0.24281996152540453,1.0,-0.0,-0.4867941609143374,-0.5336200067896344,0.0
2019-01-02,-0.0,-0.2432285533109883,1.0,-0.0,-0.48779327837666453,-0.5336760576139143,0.0
2019-01-03,-0.0,-0.24360455894681982,1.0,-0.0,-0.5000339881721161,-0.5222395939546371,0.0
2019-01-04,-0.0,-0.2436783166260273,1.0,-0.0,-0.49067551702339024,-0.5233902284836991,0.0
2019-01-07,-0.0,-0.23297908043405302,1.0,-0.0,-0.48772793377335266,-0.5166797180892717,0.0
2019-01-08,-0.0,-0.22856185048608782,1.0,-0.0,-0.49062465079897194,-0.5157000782210303,0.0
2019-01-09,-0.0,-0.22120515282087921,1.0,-0.0,-0.4906789310352527,-0.5207072849456365,0.0
2019-01-10,-0.0,-0.2205432671919291,1.0,-0.0,-0.4911724661295003,-0.5202553400441935,0.0
2019-01-11,-0.0,-0.21665288609801336,1.0,-0.0,-0.4930166037229882,-0.5249949719546806,0.0
