Date,HYT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1258841389780216,-0.21683400614153125,-0.0,-0.20173895041921128,-0.1806921298692337,0.0
2018-09-25,1.0,-0.1264316268800883,-0.21657237477576927,-0.0,-0.20154891679315576,-0.1802987443079895,0.0
2018-09-26,1.0,-0.12634102590637827,-0.21651316016420022,-0.0,-0.20154196419331472,-0.1803960122805202,0.0
2018-09-27,1.0,-0.12737678636073713,-0.2143805271595787,-0.0,-0.20167560206174903,-0.1804202796117844,0.0
2018-09-28,1.0,-0.1260543337645537,-0.2160758947822337,-0.0,-0.20188012074169903,-0.18073307460112117,0.0
2018-10-01,1.0,-0.1259295043218716,-0.21643863977502117,-0.00024154172633322407,-0.20184261831231345,-0.18084574110177534,0.0
2018-10-02,1.0,-0.12799764856406798,-0.20390061725193212,-0.00485848159482684,-0.2064941127651849,-0.18576343862925115,0.0
2018-10-03,1.0,-0.1279608561845154,-0.2032919533870466,-0.004841107922127321,-0.20669801860368617,-0.1861751789480964,0.0
2018-10-04,1.0,-0.12936905790838377,-0.20095073465859983,-0.005082108902333621,-0.20853932584269663,-0.18468452895419188,0.0
2018-10-05,1.0,-0.12685051297941197,-0.19820285065069201,-0.00258211113406321,-0.2087722922261241,-0.18499965571851545,0.0
2018-10-08,1.0,-0.12867774316372446,-0.20231914157147804,-0.00380754586362063,-0.20894773277950848,-0.18695050190377294,0.0
2018-10-09,1.0,-0.129142797805507,-0.20224641318080336,-0.004863190322078191,-0.20837299458299438,-0.18604731659195928,0.0
2018-10-10,1.0,-0.12891835286379452,-0.20260329219531617,-0.00439651740432382,-0.20834992124348747,-0.18664428020009347,0.0
2018-10-11,1.0,-0.10910289791363745,-0.19465390728028945,-0.0,-0.19947249179995266,-0.187502113414263,0.0
2018-10-12,1.0,-0.11288114083425174,-0.18924289483351703,-0.0,-0.19039508399291988,-0.17732024179273956,0.0
2018-10-15,1.0,-0.10381521757231595,-0.19652283968092726,-0.0,-0.1880464287498543,-0.17692218021948744,0.0
2018-10-16,1.0,-0.10277930425804732,-0.19814824066210387,-0.0,-0.18770711561839104,-0.17659989009342061,0.0
2018-10-17,1.0,-0.09688587019238697,-0.1865510476598691,-0.0,-0.18615539326398392,-0.17895118613890768,0.0
2018-10-18,1.0,-0.09619288083568493,-0.18530620327738997,-0.0,-0.18895324851065234,-0.17981088172681817,0.0
2018-10-19,1.0,-0.09240128558310376,-0.18073593073593072,-0.0,-0.188196904105995,-0.17844024662206479,0.0
2018-10-22,1.0,-0.09328990442349767,-0.18732007435555773,-0.0,-0.1869746171182286,-0.17744986757472567,0.0
2018-10-23,1.0,-0.09327345407886295,-0.18732007435555773,-0.0,-0.18699106746286331,-0.17744986757472567,0.0
2018-10-24,1.0,-0.09280467966939977,-0.18644736193496445,-0.0,-0.18667740186332343,-0.17721290195369627,0.0
2018-10-25,1.0,-0.08676139401500299,-0.1766821665235495,-0.0,-0.1862251097681502,-0.17052542894638775,0.0
2018-10-26,1.0,-0.08349871726608257,-0.17408070735918163,-0.0,-0.1871984768543169,-0.16872388143988898,0.0
2018-10-29,1.0,-0.08322186588451434,-0.17321235757683198,-0.0,-0.18713638781002723,-0.16800696201511658,0.0
2018-10-30,1.0,-0.08216374740166615,-0.17320614254177477,-0.0,-0.18716060523050645,-0.1688554440129554,0.0
2018-10-31,1.0,-0.08422335546361333,-0.1656403348407582,-0.0,-0.18661599153276243,-0.16719586901440073,0.0
2018-11-01,1.0,-0.07362041876422869,-0.17459197742649182,-0.0,-0.18700099400391187,-0.16801872575111426,0.0
2018-11-02,1.0,-0.0721734357848518,-0.18459030154322978,-0.0,-0.1864144120875573,-0.17107896945825532,0.0
2018-11-05,1.0,-0.0702433985409,-0.1900380915488411,-0.0,-0.18701982051778682,-0.16676350958744915,0.0
2018-11-06,1.0,-0.06869303858832655,-0.1891280460215888,-0.0,-0.1888533385042984,-0.16925214918234116,0.0
2018-11-07,1.0,-0.06832498788564044,-0.18945243094815056,-0.0,-0.18825714747213698,-0.16921337425294783,0.0
2018-11-08,1.0,-0.0670558637595149,-0.18905625080634758,-0.0,-0.18758869823248614,-0.1689943233131209,0.0
2018-11-09,1.0,-0.06702793368169795,-0.18906844719695504,-0.0,-0.18768143990710276,-0.16900522546932453,0.0
2018-11-12,1.0,-0.06691013224363718,-0.1850445638534058,-0.0,-0.18880916374400722,-0.1680395122108176,0.0
2018-11-13,1.0,-0.0652400583904137,-0.18391376185052696,-0.0,-0.1880845056866488,-0.16689391873466047,0.0
2018-11-14,1.0,-0.0641763684312086,-0.18604875538689136,-0.0,-0.1892969704766193,-0.1685051778478163,0.0
2018-11-15,1.0,-0.06393944274440329,-0.186358511837655,-0.0,-0.18906426155580608,-0.1712191979384764,0.0
2018-11-16,1.0,-0.06202061457814082,-0.18228304040907556,-0.0,-0.1891009664088504,-0.17461287365932882,0.0
2018-11-19,1.0,-0.0640050187398459,-0.18191323370920265,-0.0,-0.18821882992584493,-0.1744333810542571,0.0
2018-11-20,1.0,-0.0527250900360144,-0.17871148459383754,-0.0,-0.18908363345338133,-0.1801200480192077,0.0
2018-11-21,1.0,-0.051289852519656044,-0.17899405915226826,-0.0,-0.189322487149514,-0.18170026741821327,0.0
2018-11-23,1.0,-0.05077120822622109,-0.18584511568123394,-0.0,-0.18801413881748072,-0.18206940874035993,0.0
2018-11-26,1.0,-0.050682730923694776,-0.1862168674698795,-0.0,-0.18774297188755018,-0.1817991967871486,0.0
2018-11-27,1.0,-0.04935560400102591,-0.1862336496537574,-0.0,-0.18665042318543218,-0.1807514747371121,0.0
2018-11-28,1.0,-0.04917428250761584,-0.18747795414462082,-0.0,-0.1861952861952862,-0.18050344717011382,0.0
2018-11-29,1.0,-0.04526426791078162,-0.18561066019045183,-0.0,-0.18565859270147633,-0.1812008691761999,0.0
2018-11-30,1.0,-0.045413884540430015,-0.18574486438132964,-0.0,-0.1862081083671448,-0.18002619724609437,0.0
2018-12-03,1.0,-0.04486954300130936,-0.1858652955641427,-0.0,-0.1861527161242934,-0.17989333503656627,0.0
2018-12-04,1.0,-0.04567765040689402,-0.18562041344908628,-0.0,-0.1871232832909652,-0.18039234495659265,0.0
2018-12-06,1.0,-0.04516473507333773,-0.16649392254781872,-0.0,-0.18668928044222494,-0.17203743836175758,0.0
2018-12-07,1.0,-0.042269904896643874,-0.16736618721999527,-0.0,-0.18759726479603867,-0.17472294270219288,0.0
2018-12-10,1.0,-0.037305035476510484,-0.1673178507798581,-0.0,-0.1871503141312162,-0.1710842996905573,0.0
2018-12-11,1.0,-0.03816758100060956,-0.1670652224879261,-0.0,-0.18738375455213266,-0.17034744689829795,0.0
2018-12-12,1.0,-0.037692488079418426,-0.16732588134135853,-0.0,-0.1873211912764793,-0.1710310325959509,0.0
2018-12-13,1.0,-0.03798441102206609,-0.17055345576588302,-0.0,-0.1865658767623857,-0.17318821259978356,0.0
2018-12-14,1.0,-0.040016307586163646,-0.16473798099538997,-0.0,-0.19007746103427728,-0.173205381503434,0.0
2018-12-17,1.0,-0.03880606364319719,-0.16435417188674517,-0.0,-0.18903470308193435,-0.1738286143823603,0.0
2018-12-18,1.0,-0.039716468110520854,-0.16716436676830224,-0.0,-0.19089680319366295,-0.17392261025366987,0.0
2018-12-19,1.0,-0.03824930434372494,-0.1676963951642063,-0.0,-0.19181247936612741,-0.17434639752236317,0.0
2018-12-20,1.0,-0.03872538172161983,-0.17250972086112604,-0.0,-0.1922043435652641,-0.17718837922422787,0.0
2018-12-21,1.0,-0.03816406745277039,-0.17300621275516673,-0.0,-0.19272220109040195,-0.18100988969189807,0.0
2018-12-24,1.0,-0.03445118100290514,-0.16843501326259946,-0.0,-0.19136036377415688,-0.18463433118605532,0.0
2018-12-26,1.0,-0.03535781544256121,-0.17055869428750786,-0.0,-0.18333333333333332,-0.1801161330822348,0.0
2018-12-27,1.0,-0.028540456833139754,-0.16506387921022067,-0.0,-0.1723886953155246,-0.18259388308168795,0.0
2018-12-28,1.0,-0.027130763159116587,-0.16656090879544364,-0.0,-0.17224088031820223,-0.1817281352049897,0.0
2018-12-31,1.0,-0.017509360349872573,-0.18610577981940032,-0.0,-0.18177956769342102,-0.1877576062675015,0.0
2019-01-02,1.0,-0.016035214588901118,-0.18610281402295237,-0.0,-0.1811507624587329,-0.18880679138500236,0.0
2019-01-03,1.0,-0.011178204865435856,-0.18881548867201667,-0.0,-0.17893010862881736,-0.19769183470761664,0.0
2019-01-04,1.0,-0.003582539832186292,-0.19125734577794537,-0.0,-0.17629867068916752,-0.20015084378240783,0.0
2019-01-07,1.0,-0.0030290189431391936,-0.1906241662350707,-0.0,-0.1760754586688011,-0.19971122306448827,0.0
2019-01-08,1.0,-0.0010877961879837933,-0.19842033075310178,-0.0,-0.1742838675095773,-0.2027242200186029,0.0
2019-01-09,1.0,-0.0013724778747101233,-0.19968764296644528,-0.0,-0.17439934373471738,-0.20208553534524917,0.0
2019-01-10,1.0,-0.001514315009070116,-0.19946368010095433,-0.0,-0.17449325656597522,-0.20194021610537108,0.0
2019-01-11,1.0,-0.0013887135462694105,-0.19726044691326852,-0.0,-0.1753566468880192,-0.20407776795859106,0.0
2019-01-14,1.0,-0.0009624639076034649,-0.19676864576594771,-0.0,-0.17393773962984588,-0.20610927909875512,0.0
2019-01-15,1.0,-0.0023713540431586438,-0.2003952256738598,-0.0,-0.1743103311991147,-0.2038257845229626,0.0
2019-01-16,1.0,-0.0,-0.2015770926502426,-0.0,-0.17243722444335582,-0.20623883946208182,0.0
2019-01-17,1.0,-0.0,-0.20107759642275913,-0.0,-0.17246282924362843,-0.20638657586626433,0.0
2019-01-18,1.0,-0.0008417775801276961,-0.201820145484578,-0.0,-0.17472443696197706,-0.2108732251199136,0.0
2019-01-22,1.0,-0.0,-0.19243855758422698,-0.0,-0.13129993620317768,-0.19524865570981556,0.0
2019-01-23,1.0,-0.0,-0.19365319229316205,-0.0,-0.1303664525878353,-0.18712504722327164,0.0
2019-01-24,1.0,-0.0,-0.19276871684024366,-0.0,-0.13227625194612816,-0.186525991202745,0.0
2019-01-25,1.0,-0.0,-0.18650157950683455,-0.0,-0.12278232748940757,-0.1878789693530759,0.0
2019-01-28,1.0,-0.0,-0.1787544579974226,-0.0,-0.13421943836724906,-0.18551263224143613,0.0
2019-01-29,1.0,-0.0,-0.18429917128718776,-0.0,-0.12266738210218804,-0.183524116139033,0.0
2019-01-30,1.0,-0.0,-0.1820658241414728,-0.0,-0.1187275785587758,-0.18776701052412212,0.0
2019-01-31,1.0,-0.0,-0.18627949400400728,-0.0,-0.12506354855109303,-0.1839169831633721,0.0
2019-02-01,1.0,-0.0,-0.18642520392127515,-0.0,-0.12739654269250916,-0.18284816283768615,0.0
2019-02-04,1.0,-0.0,-0.18269475131927107,-0.0,-0.12720314532163304,-0.18501188465160778,0.0
