Date,ADC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2881132075471698,-0.666711590296496,-0.0,-0.41811320754716985,-0.32245283018867926,0.0
2018-09-25,1.0,-0.28608881321116786,-0.6699910808400227,-0.0,-0.42066001783831997,-0.3260628665639612,0.0
2018-09-26,1.0,-0.28697697048329546,-0.6708563087901395,-0.0,-0.42066709914585354,-0.3245215698994486,0.0
2018-09-27,1.0,-0.28581883233046024,-0.6768851303735025,-0.0,-0.4218843172331545,-0.3258795468097794,0.0
2018-09-28,1.0,-0.2870586320984976,-0.676303086185388,-0.0,-0.4222758583283614,-0.32627325486792863,0.0
2018-10-01,1.0,-0.28796255747755634,-0.6887453470549594,-0.0,-0.42730457630829866,-0.3330140135756514,0.0
2018-10-02,1.0,-0.2869755963805868,-0.6979983548121743,-0.0,-0.4256375102824239,-0.3313408280778722,0.0
2018-10-03,1.0,-0.28639552729664547,-0.6922001754001317,-0.0,-0.4273459767594826,-0.33468537601403203,0.0
2018-10-04,1.0,-0.2949109624858944,-0.6861255607849613,-0.0,-0.43962788649437157,-0.33165441884787933,0.0
2018-10-05,1.0,-0.2833858375564991,-0.6804547322284619,-0.0,-0.44152855773181754,-0.33395425284207647,0.0
2018-10-08,1.0,-0.2804774550332631,-0.6776630985298546,-0.0,-0.4458893421304788,-0.3336709831083856,0.0
2018-10-09,1.0,-0.27243633955913593,-0.6833117223494358,-0.0,-0.4558997986040224,-0.3472287361712693,0.0
2018-10-10,1.0,-0.2762783502306694,-0.683140418243598,-0.0,-0.45907345506781955,-0.3440150280394486,0.0
2018-10-11,1.0,-0.222669133617569,-0.6748183305177916,-0.0,-0.43866141098865746,-0.34529268227281257,0.0
2018-10-12,1.0,-0.22083377645432306,-0.6723917898543018,-0.0,-0.430846538338828,-0.3346538338828034,0.0
2018-10-15,1.0,-0.20113006340027056,-0.6906915669681937,-0.0,-0.4266917791866726,-0.33421757699551685,0.0
2018-10-16,1.0,-0.19582481208998434,-0.7008844386603278,-0.0,-0.42591166237284533,-0.3333775995325489,0.0
2018-10-17,1.0,-0.18850109150206465,-0.6865942505457511,-0.0,-0.4218721233002814,-0.3331316903816312,0.0
2018-10-18,1.0,-0.18774006840305185,-0.6851617995264404,-0.0,-0.4243093922651934,-0.33370165745856356,0.0
2018-10-19,1.0,-0.17351550458475928,-0.6768463125995976,-0.0,-0.42830272473157605,-0.33373390109459494,0.0
2018-10-22,1.0,-0.17340647857889238,-0.6698537095088819,-0.0,-0.431896551724138,-0.33717345872518284,0.0
2018-10-23,1.0,-0.16939460707166087,-0.6730406043437204,-0.0,-0.43862134088762983,-0.3419630678837478,0.0
2018-10-24,1.0,-0.169108347386172,-0.670373102866779,-0.0,-0.44487774030354127,-0.3505744097807757,0.0
2018-10-25,1.0,-0.13282980597293761,-0.6613467132829806,-0.0,-0.5196829378953268,-0.35501347780832154,0.0
2018-10-26,1.0,-0.11937579214195183,-0.6501901140684411,-0.0,-0.5231305449936628,-0.34775031685678076,0.0
2018-10-29,1.0,-0.10160764946937059,-0.6582956814122096,-0.0,-0.5156036566144794,-0.3513974992119365,0.0
2018-10-30,1.0,-0.08514559528197568,-0.6612079406034437,-0.0,-0.5189036912221578,-0.3675688484018746,0.0
2018-10-31,1.0,-0.08683817948650842,-0.6506582218848962,-0.0,-0.5160040828077155,-0.3636839488078725,0.0
2018-11-01,1.0,-0.05581063964534515,-0.6857979734008867,-0.0,-0.5242769685454929,-0.37291534726620224,0.0
2018-11-02,1.0,-0.06191276048501391,-0.6589942785155634,-0.0,-0.5343289066190751,-0.3692981995695764,0.0
2018-11-05,1.0,-0.06275766089856366,-0.6572748995614841,-0.0,-0.5344904550586876,-0.3713205367224221,0.0
2018-11-06,1.0,-0.058037952967879856,-0.6562326796695611,-0.0,-0.5430072052574626,-0.3820106099395603,0.0
2018-11-07,1.0,-0.057490967588807715,-0.6562409346238033,-0.0,-0.5418655555262534,-0.3816292623750626,0.0
2018-11-08,1.0,-0.03632182706629387,-0.656954715304816,-0.0,-0.5345318665238182,-0.38527267501110557,0.0
2018-11-09,1.0,-0.03616126250881822,-0.656729286964701,-0.0,-0.5347895383168291,-0.3851278969508531,0.0
2018-11-12,1.0,-0.03602053848359267,-0.6406286652592071,-0.0,-0.5455730184794224,-0.3842103891364975,0.0
2018-11-13,1.0,-0.014869120759977284,-0.6381072848365945,-0.0,-0.5487118591563839,-0.37975631163198925,0.0
2018-11-14,1.0,-0.014920364490565064,-0.6380649990965177,-0.0,-0.5486976948294999,-0.37969488112754585,0.0
2018-11-15,1.0,-0.014043783560512186,-0.6385016522098307,-0.0,-0.549075795125981,-0.37995662949194553,0.0
2018-11-16,1.0,-0.010689815053320282,-0.6304157436505075,-0.0,-0.5487094946164546,-0.3860439956725568,0.0
2018-11-19,1.0,-0.008001445422398884,-0.6329401440260176,-0.0,-0.5520481119169914,-0.3880959141006117,0.0
2018-11-20,1.0,-0.0,-0.6216666666666666,-0.0,-0.5466410256410256,-0.39579487179487177,0.0
2018-11-21,1.0,-0.0,-0.6176022352044704,-0.0,-0.5458470916941834,-0.37658115316230634,0.0
2018-11-23,1.0,-0.0,-0.6108221923437936,-0.0,-0.5486694233745149,-0.377330728836348,0.0
2018-11-26,1.0,-0.0,-0.6131960645095852,-0.0,-0.5469368090069987,-0.3755959022213206,0.0
2018-11-27,1.0,-0.0,-0.6143538496479672,-0.0,-0.5400358341534812,-0.36914225149519264,0.0
2018-11-28,1.0,-0.0,-0.6100984599848523,-0.0,-0.5431961625852058,-0.3713203736430194,0.0
2018-11-29,1.0,-0.0,-0.5961495243089371,-0.0,-0.5320248707768372,-0.36889155242589955,0.0
2018-11-30,1.0,-0.0,-0.5963431083578958,-0.0,-0.5319228655642704,-0.36961083079382523,0.0
2018-12-03,1.0,-0.0,-0.5962090752441126,-0.0,-0.5316784456709038,-0.3694278650450766,0.0
2018-12-04,1.0,-0.0,-0.596038370499564,-0.0,-0.5284913417216893,-0.36706116855612314,0.0
2018-12-06,1.0,-0.0,-0.5530532593149258,-0.0,-0.5271144941940802,-0.34399166080822285,0.0
2018-12-07,1.0,-0.0,-0.577348616994767,-0.0,-0.561500124595066,-0.35302766010465986,0.0
2018-12-10,1.0,-0.0,-0.5747885900249007,-0.0,-0.5543502379132664,-0.3362836221986637,0.0
2018-12-11,1.0,-0.0,-0.5756050625416327,-0.0,-0.5517973009646461,-0.3397231885130634,0.0
2018-12-12,1.0,-0.0,-0.5767833757505374,-0.0,-0.5550888290380765,-0.33903288774678164,0.0
