Date,GHC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.20104347826086957,-0.5442484472049689,-0.0,-0.3705341614906832,-0.3686708074534161,0.0
2018-09-25,1.0,-0.20052691753243526,-0.5447134264552369,-0.0,-0.37090520455336284,-0.36928965551523585,0.0
2018-09-26,1.0,-0.2019591755550583,-0.5461574799234231,-0.0,-0.37104994903160043,-0.3670719276000099,0.0
2018-09-27,1.0,-0.2012545739675902,-0.5490005725238344,-0.0,-0.3714435068329475,-0.36753540935454165,0.0
2018-09-28,1.0,-0.19999999999999998,-0.5504294784015934,-0.0,-0.3715423876509399,-0.36775799825718913,0.0
2018-10-01,1.0,-0.19964536350241002,-0.5552558627406908,-0.0,-0.37264304088309486,-0.3698958567468345,0.0
2018-10-02,1.0,-0.20017482517482518,-0.553946053946054,-0.0,-0.37307692307692314,-0.37032967032967035,0.0
2018-10-03,1.0,-0.2000199745324711,-0.5518463958452973,-0.0,-0.3735736935407356,-0.37137649496891467,0.0
2018-10-04,1.0,-0.19918455150332684,-0.5557056381009555,-0.0,-0.37245485016759217,-0.37403071689429185,0.0
2018-10-05,1.0,-0.19160124610591903,-0.5525233644859814,-0.0,-0.3727352024922118,-0.3753271028037384,0.0
2018-10-08,1.0,-0.18891857474593624,-0.5511248720317611,-0.0,-0.3801093660266174,-0.376788434168144,0.0
2018-10-09,1.0,-0.18757646118892468,-0.5510198986343096,-0.0,-0.3804958430080144,-0.377599680423439,0.0
2018-10-10,1.0,-0.18653937470322146,-0.5525454227376103,-0.0,-0.38050133706545375,-0.3796266213480619,0.0
2018-10-11,1.0,-0.1319040077963211,-0.5486904616883908,-0.0,-0.36447801193811674,-0.3912778657570959,0.0
2018-10-12,1.0,-0.1348482295452904,-0.5441349926582095,-0.0,-0.35117829718604815,-0.3769588137592374,0.0
2018-10-15,1.0,-0.11999039500540282,-0.5568255492856286,-0.0,-0.34767679193180456,-0.3767319005883059,0.0
2018-10-16,1.0,-0.12257258219573158,-0.5539079023264757,-0.0,-0.34892328398384925,-0.3779801961161315,0.0
2018-10-17,1.0,-0.10997321195742361,-0.5309010738923263,-0.0,-0.3462295237417918,-0.38354313348979446,0.0
2018-10-18,1.0,-0.11022314970713083,-0.5318836111835709,-0.0,-0.34570419028196064,-0.38362304062225805,0.0
2018-10-19,1.0,-0.09928911068217128,-0.5246457323101549,-0.0,-0.3465232333694271,-0.3834800621439669,0.0
2018-10-22,1.0,-0.09923969587835135,-0.5184897488407127,-0.0,-0.3497869736129746,-0.3863898500576701,0.0
2018-10-23,1.0,-0.10089195359017203,-0.5184862676802147,-0.0,-0.3484031912640324,-0.3856346049751712,0.0
2018-10-24,1.0,-0.09971771347918136,-0.518772053634439,-0.0,-0.3482709950599859,-0.3856269113149847,0.0
2018-10-25,1.0,-0.08171090090917439,-0.4950408669299293,-0.0,-0.34994030673156395,-0.36920286527688495,0.0
2018-10-26,1.0,-0.08002289639381797,-0.4922953634802518,-0.0,-0.34992558672009155,-0.36739553520320545,0.0
2018-10-29,1.0,-0.07234110507824977,-0.49457042478441393,-0.0,-0.3460555732992654,-0.3683670210339006,0.0
2018-10-30,1.0,-0.07282683093771389,-0.4945927446954141,-0.0,-0.34608715491672365,-0.36803559206023273,0.0
2018-10-31,1.0,-0.07452993005722591,-0.48628394949586706,-0.0,-0.34451357979834685,-0.3655191207194114,0.0
2018-11-01,1.0,-0.09599374453796973,-0.4787958235591739,-0.0,-0.35306563635527344,-0.37194701255692014,0.0
2018-11-02,1.0,-0.09374708787624639,-0.5015143043518777,-0.0,-0.354254030379275,-0.3801835802814276,0.0
2018-11-05,1.0,-0.08814461883408073,-0.5205063527653214,-0.0,-0.35823056801195813,-0.36869394618834084,0.0
2018-11-06,1.0,-0.08649912331969607,-0.5193454120397428,-0.0,-0.36039742840444183,-0.37159555815312684,0.0
2018-11-07,1.0,-0.0890096903805247,-0.5259749468210825,-0.0,-0.37021980619238953,-0.37830300165445524,0.0
2018-11-08,1.0,-0.08629681194987847,-0.5260164711989995,-0.0,-0.3692097128159143,-0.3782476343299431,0.0
2018-11-09,1.0,-0.08687851173332074,-0.5262288115586193,-0.0,-0.3690920251192219,-0.3786061664856698,0.0
2018-11-12,1.0,-0.08654637841398292,-0.5160318991272436,-0.0,-0.37314451057423137,-0.37674374838269536,0.0
2018-11-13,1.0,-0.06721158337225595,-0.5152265296590378,-0.0,-0.3769500233535731,-0.3759691732835123,0.0
2018-11-14,1.0,-0.06666978244105344,-0.5161591849134204,-0.0,-0.3773514359825206,-0.3766503867454958,0.0
2018-11-15,1.0,-0.06603288797533402,-0.5163271979818742,-0.0,-0.37751097823040275,-0.3759226385125666,0.0
2018-11-16,1.0,-0.06464472211861245,-0.5119591570309586,-0.0,-0.3766318537859008,-0.3779839612085043,0.0
2018-11-19,1.0,-0.0639617581905095,-0.5123469744665967,-0.0,-0.37724145971785006,-0.3782674594846683,0.0
2018-11-20,1.0,-0.046901833372012064,-0.5089812021350661,-0.0,-0.37855650963100484,-0.38630772801113944,0.0
2018-11-21,1.0,-0.05187386266786446,-0.5060005067606477,-0.0,-0.3779513049086679,-0.36760878077995074,0.0
2018-11-23,1.0,-0.05385325334563913,-0.4914859252422704,-0.0,-0.3894323950161514,-0.3725657591139825,0.0
2018-11-26,1.0,-0.053854495950529546,-0.4914049701192921,-0.0,-0.38948752855395835,-0.3726205034726228,0.0
2018-11-27,1.0,-0.051302706683851965,-0.49166820106794334,-0.0,-0.3877508746087277,-0.3708801325722703,0.0
2018-11-28,1.0,-0.05799738708473311,-0.47571388577827545,-0.0,-0.41165080253826053,-0.3875979843225084,0.0
2018-11-29,1.0,-0.053974895397489536,-0.4726871222687122,-0.0,-0.4101115760111576,-0.38770339377033936,0.0
2018-11-30,1.0,-0.05269913879618176,-0.47520246458328474,-0.0,-0.4116040796321796,-0.39438000326743994,0.0
2018-12-03,1.0,-0.050659199626648,-0.4762804806907012,-0.0,-0.4120872710302182,-0.3944230544860577,0.0
2018-12-04,1.0,-0.045605866604586195,-0.4788732394366197,-0.0,-0.4099406355488302,-0.39357467116750083,0.0
2018-12-06,1.0,-0.04229359677676356,-0.4421479137738727,-0.0,-0.41326170585691197,-0.37859370376271884,0.0
2018-12-07,1.0,-0.040956175298804784,-0.4425042686397268,-0.0,-0.4136368810472396,-0.3795105293113261,0.0
2018-12-10,1.0,-0.02564334085778781,-0.4455981941309255,-0.0,-0.41525959367945825,-0.3708577878103837,0.0
2018-12-11,1.0,-0.031000225784601487,-0.44389252652969063,-0.0,-0.41693384511176335,-0.36601941747572814,0.0
2018-12-12,1.0,-0.03526230886329039,-0.44732238202349306,-0.0,-0.42442005771022195,-0.36502851430259237,0.0
2018-12-13,1.0,-0.03457754958311561,-0.4438058023036554,-0.0,-0.42987936479087624,-0.3635640775155054,0.0
2018-12-14,1.0,-0.03480947944831974,-0.4441616868510145,-0.0,-0.42955170298334505,-0.36361364204403446,0.0
2018-12-17,1.0,-0.026086956521739132,-0.44390851449275365,-0.0,-0.4227807971014493,-0.3717391304347826,0.0
2018-12-18,1.0,-0.023531273310879543,-0.4428219444381654,-0.0,-0.42252311309025975,-0.371595198806483,0.0
2018-12-19,1.0,-0.03407955680682954,-0.4429434202161475,-0.0,-0.4209426936699664,-0.37246844065025886,0.0
2018-12-20,1.0,-0.034437416400281126,-0.44059035570971916,-0.0,-0.42082114761159856,-0.37126210070507154,0.0
2018-12-21,1.0,-0.03250322317975165,-0.4405012327248875,-0.0,-0.42116215421501435,-0.3677139173508855,0.0
2018-12-24,1.0,-0.020826773424497323,-0.428590706670865,-0.0,-0.41936934910710266,-0.3803022805991633,0.0
2018-12-26,1.0,-0.020838923173240317,-0.4306189070745014,-0.0,-0.4099588587782846,-0.37454163312762717,0.0
2018-12-27,1.0,-0.005830585460659926,-0.4161771449784902,-0.0,-0.3831589981001463,-0.378573144367043,0.0
2018-12-28,1.0,-0.006578947368421053,-0.41550096170659206,-0.0,-0.3838957859765693,-0.37972110508830215,0.0
2018-12-31,1.0,-0.007453877765148203,-0.414291335140334,-0.0,-0.3840386464982076,-0.38010404826440497,0.0
2019-01-02,1.0,-0.0040215063163876385,-0.4149582550159549,-0.0,-0.38352930891288195,-0.38307033264851165,0.0
2019-01-03,1.0,-0.0,-0.41806225339763264,-0.0,-0.37992108724243756,-0.39403770276194655,0.0
2019-01-04,1.0,-0.0,-0.4278204875484592,-0.0,-0.3584116345795826,-0.4040125281993999,0.0
2019-01-07,1.0,-0.0,-0.41080637852534363,-0.0,-0.354314567464342,-0.39268066374641264,0.0
2019-01-08,1.0,-0.0,-0.3927354045897653,-0.0,-0.3821185870296793,-0.3962743437764606,0.0
2019-01-09,1.0,-0.0,-0.38814191533657183,-0.0,-0.38170107564191535,-0.39878990284524635,0.0
2019-01-10,1.0,-0.0,-0.3875639580261903,-0.0,-0.382078744254618,-0.39842598213511404,0.0
2019-01-11,1.0,-0.0,-0.37002144110194274,-0.0,-0.38453208585103854,-0.4112143460463908,0.0
2019-01-14,1.0,-0.0,-0.37029089175011926,-0.0,-0.38529067499024583,-0.41201716738197425,0.0
2019-01-15,1.0,-0.0,-0.36845875024417774,-0.0,-0.3843031710546307,-0.417728387558874,0.0
2019-01-16,1.0,-0.0,-0.3697537287547693,-0.0,-0.3764091224419008,-0.42171782865071106,0.0
2019-01-17,1.0,-0.0,-0.3668580093144157,-0.0,-0.3764107007473194,-0.4228528105707787,0.0
2019-01-18,1.0,-0.0,-0.3657279547678591,-0.0,-0.37962379036642385,-0.42927041426552137,0.0
2019-01-22,1.0,-0.0,-0.35800597687210356,-0.0,-0.3780155052189354,-0.429511888778206,0.0
2019-01-23,1.0,-0.0,-0.33212573486344016,-0.0,-0.38536130333861207,-0.4518298370826735,0.0
2019-01-24,1.0,-0.0,-0.32533125149090275,-0.0,-0.3964825537267148,-0.44677205993971336,0.0
2019-01-25,1.0,-0.0,-0.2851478641840088,-0.0,-0.4373274917853231,-0.46810514786418395,0.0
2019-01-28,1.0,-0.0,-0.27271132551255345,-0.0,-0.4555640828856485,-0.46446661550268614,0.0
2019-01-29,1.0,-0.0,-0.26547292101505,-0.0,-0.4563330770075799,-0.4752718883884434,0.0
2019-01-30,1.0,-0.0,-0.265993413830955,-0.0,-0.456794731064764,-0.4726015367727771,0.0
2019-01-31,1.0,-0.0,-0.2591842952903282,-0.0,-0.4239139897275181,-0.4932750065291199,0.0
