Date,BCYC,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-04-07,1.0,-1.5893137054453759,-0.9209432290601786,-1.3224971035234785,-1.982484836093505,-0.0,0.0
2020-04-08,1.0,-1.589422028353326,-0.9208696837513632,-1.3227917121046893,-1.9825517993456927,-0.0,0.0
2020-04-09,1.0,-1.5914399513940456,-0.85904273273476,-1.3357861338013906,-1.9645581583744007,-0.0,0.0
2020-04-13,1.0,-1.629142201525275,-0.7749206991968686,-1.3672133360329353,-1.9777282850779512,-0.0,0.0
2020-04-14,1.0,-1.6285270689887943,-0.778182800054003,-1.3658701228567571,-1.9777912785203184,-0.0,0.0
2020-04-15,1.0,-1.5802345058626466,-0.8163484087102179,-1.3214740368509212,-1.982110552763819,-0.0,0.0
2020-04-16,1.0,-1.6121861399397388,-0.7517241379310344,-1.3484432541011049,-1.9833277535989284,-0.0,0.0
2020-04-17,1.0,-1.6061437558559766,-0.7631508499531523,-1.3385089010841924,-1.98474099852764,-0.0,0.0
2020-04-20,1.0,-1.638590402456117,-0.6951878795968766,-1.3694854168057133,-1.9709003537342322,-0.0,0.0
2020-04-21,1.0,-1.6410016694490819,-0.7000333889816361,-1.3789649415692822,-1.95779632721202,-0.0,0.0
2020-04-22,1.0,-1.611384492618699,-0.7344726692379305,-1.3394068360154274,-1.9645564569756617,-0.0,0.0
2020-04-23,1.0,-1.5873058026822466,-0.7665648652237418,-1.3220687823662196,-1.9632850883016861,-0.0,0.0
2020-04-24,1.0,-1.588446215139442,-0.7642098273572376,-1.3236387782204513,-1.9638114209827358,-0.0,0.0
2020-04-27,1.0,-1.5865869853917662,-0.7571713147410358,-1.3262948207171315,-1.9701195219123506,-0.0,0.0
2020-04-28,1.0,-1.6046403712296982,-0.7097779250911501,-1.3337089824328803,-1.9809744779582363,-0.0,0.0
2020-04-29,1.0,-1.5938494167550372,-0.7280620360551433,-1.3257555673382824,-1.9801166489925772,-0.0,0.0
2020-04-30,1.0,-1.6540658145227087,-0.6160592874626054,-1.423307043785695,-2.105656785422899,-0.0,0.0
2020-05-01,1.0,-1.6686362401521324,-0.5891741374626459,-1.4229828850855746,-2.110839445802771,-0.0,0.0
2020-05-04,1.0,-1.6675226381943506,-0.543722124611434,-1.4290444654683065,-2.1173807271252874,-0.0,0.0
2020-05-05,1.0,-1.6770953512046147,-0.5425178147268408,-1.4462164913471327,-2.1207329487614524,-0.0,0.0
2020-05-06,1.0,-1.672925704989154,-0.5448074837310195,-1.4379745119305856,-2.123101952277657,-0.0,0.0
2020-05-07,1.0,-1.6753202738426083,-0.5433471158408459,-1.4393682640818817,-2.12024672947875,-0.0,0.0
2020-05-08,1.0,-1.668716631749679,-0.5250388592282219,-1.4533351355004394,-2.1111036020815033,-0.0,0.0
2020-05-11,1.0,-1.6723034427002625,-0.49976419861214033,-1.4572525769723101,-2.10786229198949,-0.0,0.0
2020-05-12,1.0,-1.67719085205424,-0.4961208932065034,-1.4658301288538083,-2.1071308102273494,-0.0,0.0
2020-05-13,1.0,-1.6792148426996503,-0.44427265393923093,-1.4817827372949717,-2.1170341489647755,-0.0,0.0
2020-05-14,1.0,-1.6858505137331274,-0.4171647303740515,-1.4882815123228799,-2.1242361157746292,-0.0,0.0
2020-05-15,1.0,-1.6816047229303637,-0.42023346303501946,-1.4875218033006843,-2.1194150006708705,-0.0,0.0
2020-05-18,1.0,-1.7016052880075543,-0.4212869283690813,-1.4806421152030216,-2.1413058141103463,-0.0,0.0
2020-05-19,1.0,-1.723525852215424,-0.2889800309285282,-1.586297317286358,-2.1247898877159956,-0.0,0.0
2020-05-20,1.0,-1.7341456846640635,-0.2703648848794937,-1.5990978860912883,-2.1285848929581257,-0.0,0.0
2020-05-21,1.0,-1.74145126548196,-0.23889337641357028,-1.6210958535271944,-2.129846526655897,-0.0,0.0
2020-05-22,1.0,-1.7411345131552385,-0.24291770405760044,-1.6165803108808292,-2.128389744970056,-0.0,0.0
2020-05-26,1.0,-1.7424242424242424,-0.24383838383838385,-1.6193265993265993,-2.1284175084175088,-0.0,0.0
2020-05-27,1.0,-1.7531329178935837,-0.3043210299253578,-1.5907005409847292,-2.199821954392933,-0.0,0.0
2020-05-28,1.0,-1.7967737487936026,-0.2533434440920998,-1.6285674893147664,-2.215014476768234,-0.0,0.0
2020-05-29,1.0,-1.8238065544238897,-0.21915055774960157,-1.6515623917411486,-2.2340469756807315,-0.0,0.0
2020-06-01,1.0,-1.8237659456461452,-0.2341236827509706,-1.6349140321686078,-2.240085967831392,-0.0,0.0
2020-06-02,1.0,-1.818313953488372,-0.2278516057585825,-1.636420265780731,-2.2387873754152827,-0.0,0.0
2020-06-03,1.0,-1.8179426830956666,-0.22739858784438596,-1.638169735566939,-2.2388204347224145,-0.0,0.0
2020-06-04,1.0,-1.82195003805965,-0.19894816967683898,-1.6668050653933983,-2.2321638640924504,-0.0,0.0
2020-06-05,1.0,-1.775229357798165,-0.18247436589314625,-1.6010523475445222,-2.1870615218564486,-0.0,0.0
2020-06-08,1.0,-1.772424466724985,-0.14238611129802842,-1.638651503936478,-2.1755601911042324,-0.0,0.0
2020-06-09,1.0,-1.7729566094853684,-0.14302051799529095,-1.6391523713420786,-2.1720820719811638,-0.0,0.0
2020-06-10,1.0,-1.772046925566343,-0.15122707659115425,-1.6324838187702266,-2.186421251348436,-0.0,0.0
2020-06-11,1.0,-1.7641706544449685,-0.1740243984633012,-1.6191278560355866,-2.1825166812697985,-0.0,0.0
2020-06-12,1.0,-1.7056626032245379,-0.12826058461135142,-1.6333071175776641,-2.0866430724865643,-0.0,0.0
2020-06-15,1.0,-1.7115082482325217,-0.11272584446190101,-1.6365540717465303,-2.085428122545169,-0.0,0.0
2020-06-16,1.0,-1.7164803556252863,-0.09400536052820815,-1.633719029875139,-2.093024776099889,-0.0,0.0
2020-06-17,1.0,-1.7044049710456115,-0.08048669399440433,-1.6368013533736745,-2.0849111848526256,-0.0,0.0
2020-06-18,1.0,-1.7055110937601667,-0.07788405231309779,-1.6383629383824585,-2.0848461188105927,-0.0,0.0
2020-06-19,1.0,-1.7063497232171934,-0.08082057961576034,-1.6400521002930641,-2.085314229892543,-0.0,0.0
2020-06-22,1.0,-1.7056677524429968,-0.07967426710097719,-1.6472312703583063,-2.082084690553746,-0.0,0.0
2020-06-23,1.0,-1.7045009784735812,-0.07547292889758644,-1.6501630789302022,-2.093020221787345,-0.0,0.0
2020-06-24,1.0,-1.7168651053251343,-0.06836320816433337,-1.6505298966374462,-2.106175585503075,-0.0,0.0
2020-06-25,1.0,-1.6861619809130772,-0.05551973175135414,-1.6345757028630383,-2.0720273407273666,-0.0,0.0
2020-06-26,1.0,-1.6787275064267353,-0.057519280205655526,-1.6255784061696659,-2.064845758354756,-0.0,0.0
2020-06-29,1.0,-1.6655179015891248,-0.0411640819452422,-1.625438764439339,-2.0499074605909757,-0.0,0.0
2020-06-30,1.0,-1.6873879641485277,-0.0037131882202304737,-1.6490396927016644,-2.061843790012804,-0.0,0.0
2020-07-01,1.0,-1.684122812640215,-0.00519197487340555,-1.638228318697519,-2.082366514966989,-0.0,0.0
2020-07-02,1.0,-1.6709242618741977,-0.03382541720154044,-1.6321566110397947,-2.081578947368421,-0.0,0.0
2020-07-06,1.0,-1.6723728922228636,-0.03032634480989934,-1.6306982111944606,-2.078091940757838,-0.0,0.0
2020-07-07,1.0,-1.6515432295993355,-0.051121477410697176,-1.6071953479455559,-2.0803885232283217,-0.0,0.0
2020-07-08,1.0,-1.6512296390929417,-0.04956882785052699,-1.6111785372085596,-2.0757585435962955,-0.0,0.0
2020-07-09,1.0,-1.6397049472211622,-0.06269871550298868,-1.5939844842935265,-2.0625079486201194,-0.0,0.0
2020-07-10,1.0,-1.6653290018472515,-0.042168290973947385,-1.6116313140964393,-2.0506401681635773,-0.0,0.0
2020-07-13,1.0,-1.6678112679638815,-0.04215948111407859,-1.6071473992114969,-2.04177794734834,-0.0,0.0
2020-07-14,1.0,-1.6324786324786325,-0.05900601456157011,-1.582082937638493,-2.0575498575498576,-0.0,0.0
2020-07-15,1.0,-1.6316022799240026,-0.0525649145028499,-1.5921469284357188,-2.056871437618746,-0.0,0.0
2020-07-16,1.0,-1.6339981006647673,-0.05039569484013928,-1.5891737891737892,-2.0575498575498576,-0.0,0.0
2020-07-17,1.0,-1.6347919701095561,-0.05186498638464948,-1.5897663225888163,-2.0562978912038505,-0.0,0.0
2020-07-20,1.0,-1.6736289082521785,-0.0604177344951307,-1.6028959507944645,-2.069964120963608,-0.0,0.0
2020-07-21,1.0,-1.6488748019017434,-0.04824088748019017,-1.5939778129952458,-2.048050713153724,-0.0,0.0
2020-07-22,1.0,-1.6428480932471812,-0.05549220828582288,-1.5880527049284177,-2.0483339668060307,-0.0,0.0
2020-07-23,1.0,-1.6531847133757962,-0.06554140127388536,-1.5989808917197452,-2.05171974522293,-0.0,0.0
2020-07-24,1.0,-1.6240539337276603,-0.10182535139604401,-1.5794059657826114,-2.0548241429752587,-0.0,0.0
2020-07-27,1.0,-1.6261390428853628,-0.10737271394889443,-1.5843369655260309,-2.054419167781814,-0.0,0.0
2020-07-28,1.0,-1.6286680275580503,-0.10417198264863485,-1.5775708088798162,-2.0687675427404946,-0.0,0.0
2020-07-29,1.0,-1.6379785801321105,-0.11845058680177002,-1.5850702238183798,-2.0716347078817416,-0.0,0.0
2020-07-30,1.0,-1.6351023017902813,-0.1106777493606138,-1.5804347826086955,-2.067647058823529,-0.0,0.0
2020-07-31,1.0,-1.6343321808170057,-0.11890126776796003,-1.5810603150211293,-2.0686387501600714,-0.0,0.0
2020-08-03,1.0,-1.6172396100564392,-0.14000769625448947,-1.589917906618779,-2.06638019497178,-0.0,0.0
2020-08-04,1.0,-1.6154240985499808,-0.13447966123444116,-1.5880277171820865,-2.078082894905685,-0.0,0.0
2020-08-05,1.0,-1.6094818222477796,-0.13385726151683597,-1.5807296658360488,-2.0652993418950865,-0.0,0.0
2020-08-06,1.0,-1.607099533933474,-0.13254165868607548,-1.5806039711421824,-2.0642277979952754,-0.0,0.0
2020-08-07,1.0,-1.6094371073214513,-0.15867418899858957,-1.589178099756379,-2.053788947300936,-0.0,0.0
2020-08-10,1.0,-1.6060373497058071,-0.15956766436428754,-1.584356612944487,-2.045535942696342,-0.0,0.0
2020-08-11,1.0,-1.5887511916110582,-0.15519542421353671,-1.5750238322211632,-2.036288528757547,-0.0,0.0
2020-08-12,1.0,-1.5750570053204966,-0.1630352166202179,-1.556118571066633,-2.039713706612617,-0.0,0.0
2020-08-13,1.0,-1.5663733620307654,-0.18978287016522125,-1.5257960372222574,-2.0484269165031335,-0.0,0.0
2020-08-14,1.0,-1.5663733620307654,-0.19022599227701462,-1.5252263087928086,-2.048490219661961,-0.0,0.0
2020-08-17,1.0,-1.5722469764481224,-0.19465308720560154,-1.5354551241247614,-2.0630171865054105,-0.0,0.0
2020-08-18,1.0,-1.571474073130335,-0.19008790928780733,-1.5447190724933113,-2.06402089438145,-0.0,0.0
2020-08-19,1.0,-1.5712280701754386,-0.20497607655502392,-1.538755980861244,-2.064688995215311,-0.0,0.0
2020-08-20,1.0,-1.5673003317172747,-0.2063664200051033,-1.5377009441183973,-2.0677468742026024,-0.0,0.0
2020-08-21,1.0,-1.5636849471942997,-0.18965517241379312,-1.5547779615727193,-2.0540145056622983,-0.0,0.0
2020-08-24,1.0,-1.5637417218543046,-0.1921803362200713,-1.5585838003056545,-2.0532985226693836,-0.0,0.0
2020-08-25,1.0,-1.4721537999399221,-0.10567738059477322,-1.493361369780715,-1.9366176028837492,-0.0,0.0
2020-08-26,1.0,-1.4733425497385346,-0.10458616337080003,-1.4955220292119975,-1.937308408967963,-0.0,0.0
2020-08-27,1.0,-1.4461289549376797,-0.12889501438159157,-1.4881951102588686,-1.929050814956855,-0.0,0.0
2020-08-28,1.0,-1.4483150775124198,-0.11929131501765727,-1.4903932483390196,-1.9275154127012628,-0.0,0.0
2020-08-31,1.0,-1.4121819674053229,-0.127330284910306,-1.4389142924141165,-1.88392543088287,-0.0,0.0
2020-09-01,1.0,-1.4113475177304964,-0.13006271613621712,-1.4333274720121916,-1.886583435906453,-0.0,0.0
2020-09-02,1.0,-1.370592605291731,-0.11006343219612548,-1.3961940682324705,-1.837705011714955,-0.0,0.0
2020-09-03,1.0,-1.362408842297174,-0.11639699179580675,-1.3961371923427528,-1.8224134001823153,-0.0,0.0
2020-09-04,1.0,-1.268399934040565,-0.1276864728192162,-1.3011048205353708,-1.799428351563788,-0.0,0.0
2020-09-08,1.0,-1.2664177465407425,-0.1382055787392928,-1.2949703492202942,-1.7912914561827367,-0.0,0.0
2020-09-09,1.0,-1.236718920095798,-0.16182233834095364,-1.2546810363596779,-1.7898432397126063,-0.0,0.0
2020-09-10,1.0,-1.221812062320178,-0.17197763422181206,-1.230009228597796,-1.7954508441452688,-0.009337169534770099,0.0
2020-09-11,1.0,-1.2154121281092505,-0.17834498455535686,-1.2295561697284996,-1.788327101284344,-0.007532650517531024,0.0
2020-09-14,1.0,-1.2241407395341262,-0.1839604713036868,-1.2339143182928816,-1.787750447955693,-0.0,0.0
2020-09-15,1.0,-1.2582309720118907,-0.23018677435638565,-1.298782881821751,-1.8216389029109878,-0.0,0.0
2020-09-16,1.0,-1.2600168586681653,-0.23057038493958976,-1.2932284349536387,-1.8246136555212138,-0.01107052542849115,0.0
2020-09-17,1.0,-1.2424328307448136,-0.255299852624419,-1.2862487246343952,-1.8401541775308923,-0.04421267429996599,0.0
2020-09-18,1.0,-1.2293288212069937,-0.24686971235194585,-1.2856175972927242,-1.8292724196277494,-0.04906937394247038,0.0
2020-09-21,1.0,-1.229315887428797,-0.24550222773673228,-1.2866730584851391,-1.8297332355761096,-0.048671817720376744,0.0
2020-09-22,1.0,-1.2523353903640377,-0.22080054350903017,-1.3124044613032892,-1.82992696597407,-0.04608503651701296,0.0
2020-09-23,1.0,-1.240474703310431,-0.2143546646982,-1.3262733518823464,-1.8321503605700984,-0.06501618306740106,0.0
2020-09-24,1.0,-1.2277440924803082,-0.19000396667988892,-1.3140477134923785,-1.8429194763982548,-0.09202697342324476,0.0
2020-09-25,1.0,-1.2332990750256938,-0.20315176430284346,-1.3226561607856573,-1.8540025122758936,-0.09660842754367935,0.0
2020-09-28,1.0,-1.2258928062880903,-0.19912285698012186,-1.3119553454462607,-1.8523096200945492,-0.10651022384234209,0.0
2020-09-29,1.0,-1.2256634653634144,-0.1934420639881798,-1.3049951696311872,-1.8491220094334264,-0.10962095811786102,0.0
2020-09-30,1.0,-1.22586510597193,-0.1914881527359509,-1.3069492584805953,-1.8473208705040058,-0.11057446445820786,0.0
2020-10-01,1.0,-1.227125390958203,-0.20011373329542223,-1.3044640318453227,-1.8475973841342053,-0.1073642308785897,0.0
2020-10-02,1.0,-1.2289594817298404,-0.1967380803546059,-1.3021537762118545,-1.848326419276013,-0.10666590896175485,0.0
2020-10-05,1.0,-1.2097826703739432,-0.21210917550927763,-1.281961073597004,-1.8492311184247858,-0.1213754752312319,0.0
2020-10-06,1.0,-1.2168975698387463,-0.19265273677038383,-1.2771973654326596,-1.8612877583465819,-0.12985464456052692,0.0
2020-10-07,1.0,-1.2088316988832832,-0.20112238535230426,-1.2727736522872852,-1.8535797290403038,-0.13236211099144038,0.0
2020-10-08,1.0,-1.210761570668779,-0.1924295575421523,-1.2792237184564899,-1.8505148806155935,-0.12509901550299876,0.0
2020-10-09,1.0,-1.2198935085533023,-0.1940636682904724,-1.285600996941203,-1.852498017446471,-0.11238246289792682,0.0
2020-10-12,1.0,-1.2176936122102882,-0.19304691916336914,-1.2780101752402486,-1.8440927077444884,-0.12001130582249858,0.0
2020-10-13,1.0,-1.2050702952967083,-0.20089210095420926,-1.2746880469764552,-1.8378973519281805,-0.12766077578905766,0.0
2020-10-14,1.0,-1.2051817566041996,-0.20123052607812147,-1.275400767667645,-1.836136825468503,-0.12655226913524495,0.0
2020-10-15,1.0,-1.202516645976752,-0.1990181695068277,-1.2756460896061392,-1.833991648798104,-0.13158785690102698,0.0
2020-10-16,1.0,-1.1938006300630064,-0.20837083708370835,-1.2583258325832583,-1.8233573357335735,-0.14170792079207922,0.0
2020-10-19,1.0,-1.1915504050405041,-0.20786453645364533,-1.261026102610261,-1.8244261926192618,-0.1406953195319532,0.0
2020-10-20,1.0,-1.163437050160558,-0.20496069095338276,-1.2259439707673567,-1.7866238511792714,-0.15551987598272615,0.0
2020-10-21,1.0,-1.1598588831927679,-0.21112397332010366,-1.2128879334105067,-1.7757014497546997,-0.15280304283115598,0.0
2020-10-22,1.0,-1.1571011940791283,-0.209761734441204,-1.208000880427007,-1.7714191382820668,-0.1563858471358609,0.0
2020-10-23,1.0,-1.1579555457746478,-0.20774647887323944,-1.2107174295774648,-1.770136443661972,-0.15520466549295775,0.0
2020-10-26,1.0,-1.1547841370976601,-0.20493243985499288,-1.210150499835219,-1.764088761946611,-0.15879380424036033,0.0
2020-10-27,1.0,-1.1513706140350877,-0.19972587719298243,-1.2165021929824562,-1.7672697368421053,-0.1475877192982456,0.0
2020-10-28,1.0,-1.1517554413212294,-0.20113748222684022,-1.2050202340588427,-1.7610193590725145,-0.14978672208246746,0.0
2020-10-29,1.0,-1.1097745172078974,-0.19586794691984036,-1.1966231524436293,-1.7390225482792103,-0.15303700507066567,0.0
2020-10-30,1.0,-1.1084928552170397,-0.1928821784847668,-1.1970881639255864,-1.739875977352386,-0.15394985171205175,0.0
2020-11-02,1.0,-1.0907084409991388,-0.18448535745047373,-1.19234496124031,-1.7422480620155036,-0.1735034453057709,0.0
2020-11-03,1.0,-1.100468421902762,-0.17988477898024013,-1.1932374952888603,-1.7441447262154741,-0.1663705378775642,0.0
2020-11-04,1.0,-1.0963248687453122,-0.16977392049716064,-1.188149576770599,-1.7392049716061289,-0.16388085288760312,0.0
2020-11-05,1.0,-1.0318746335483184,-0.20531954586642504,-1.1301636373327648,-1.7452694419274026,-0.21757902030808593,0.0
2020-11-06,1.0,-1.0231754637750492,-0.19592834741933768,-1.1326210599053845,-1.7478339446127678,-0.21586137245521714,0.0
