Date,CHSCP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.15371665371665372,-0.2696377696377696,-0.0020165020165020166,-0.22655122655122653,-0.19806119806119807,0.0
2018-09-25,1.0,-0.1587708542340133,-0.26998105005016165,-0.007226990673652138,-0.22630327351094268,-0.19555605097908077,0.0
2018-09-26,1.0,-0.15868246710833253,-0.27138191658113275,-0.0034524587104600166,-0.22970980684893158,-0.20296724829709803,0.0
2018-09-27,1.0,-0.15981351981351982,-0.26813986013986013,-0.004382284382284382,-0.22965034965034964,-0.2028158508158508,0.0
2018-09-28,1.0,-0.15757303874838782,-0.27219200358885215,-0.004729060356268342,-0.23071459279612705,-0.20398512121721904,0.0
2018-10-01,1.0,-0.15711877107530908,-0.27497189958786056,-0.004983139752716373,-0.2311727238666167,-0.2051142750093668,0.0
2018-10-02,1.0,-0.15715629114162122,-0.2878502915177732,-0.001410569870227572,-0.2304306940003762,-0.2039119804400978,0.0
2018-10-03,1.0,-0.15699325023031946,-0.2857465170060353,-0.0012033015586515503,-0.2310715024348055,-0.20512531257638147,0.0
2018-10-04,1.0,-0.16662234042553192,-0.28257978723404253,-0.0009498480243161094,-0.24576367781155017,-0.20378039513677812,0.0
2018-10-05,1.0,-0.171581820611197,-0.28864838038519536,-0.0016797419305579417,-0.24541411364981197,-0.20147359178453494,0.0
2018-10-08,1.0,-0.17173298709233945,-0.28910486519514245,-0.0016993813488123425,-0.24530283357519286,-0.20157717864507754,0.0
2018-10-09,1.0,-0.17009492159896103,-0.28931033824175406,-0.0,-0.24675795947210605,-0.20372810787066217,0.0
2018-10-10,1.0,-0.1712774691181244,-0.2885426809477442,-0.0,-0.24739866735399127,-0.20201615212784238,0.0
2018-10-11,1.0,-0.1450921440899727,-0.27747155874765694,-0.0,-0.2335801644303398,-0.19974760128426405,0.0
2018-10-12,1.0,-0.14885363488316775,-0.2711020841338676,-0.0,-0.22263087592175804,-0.1871877916232091,0.0
2018-10-15,1.0,-0.14420531916835513,-0.27397185258200535,-0.0,-0.22094445357136336,-0.18628041545734988,0.0
2018-10-16,1.0,-0.14173559000200836,-0.2780851180369173,-0.0,-0.22031732121012942,-0.18562743057457412,0.0
2018-10-17,1.0,-0.13137766579681454,-0.258382075047242,-0.0,-0.2187528120219563,-0.19118149914514534,0.0
2018-10-18,1.0,-0.13129150096273234,-0.2582462075542999,-0.0,-0.21881916827122058,-0.19114286228428495,0.0
2018-10-19,1.0,-0.12555757770402884,-0.25154337508475183,-0.0,-0.21803518538343505,-0.1891125147200514,0.0
2018-10-22,1.0,-0.12552023536165327,-0.2431113662456946,-0.0,-0.2275043053960964,-0.19777913318025256,0.0
2018-10-23,1.0,-0.1266231436975393,-0.2430769782624292,-0.0,-0.22655857665542722,-0.19725231365234236,0.0
2018-10-24,1.0,-0.12618958008495082,-0.24289836371131068,-0.0,-0.22630248938114952,-0.19678477337491262,0.0
2018-10-25,1.0,-0.11298202756935961,-0.22172395742453319,-0.0,-0.22781364508811724,-0.18237654859535857,0.0
2018-10-26,1.0,-0.10516659454781481,-0.21627001298139334,-0.0,-0.23070532237126784,-0.17871051492860232,0.0
2018-10-29,1.0,-0.09917853514044121,-0.21716293247455523,-0.0,-0.22682418585427178,-0.17898289906487333,0.0
2018-10-30,1.0,-0.10151295836779708,-0.21739729804245933,-0.0,-0.2269609870416322,-0.1773159636062862,0.0
2018-10-31,1.0,-0.10425801589476569,-0.20723143326938886,-0.0,-0.22624349136749797,-0.17506508632502055,0.0
2018-11-01,1.0,-0.10164995036456372,-0.2090336494026632,-0.0,-0.2259439290726731,-0.17495635504741042,0.0
2018-11-02,1.0,-0.10279640340550408,-0.20284588217228847,-0.0,-0.22703929296548428,-0.17348279333230965,0.0
2018-11-05,1.0,-0.10258116246140199,-0.2034222153982633,-0.0,-0.2270501731579576,-0.17293617892420288,0.0
2018-11-06,1.0,-0.10405472254917011,-0.20457840779216346,-0.0,-0.22591815499036214,-0.17126383842519147,0.0
2018-11-07,1.0,-0.10384451453414031,-0.20455204159918167,-0.0,-0.22540277896172534,-0.17108515898047905,0.0
2018-11-08,1.0,-0.09289774649793597,-0.204490085944373,-0.0,-0.221137578669554,-0.17327603708465858,0.0
2018-11-09,1.0,-0.09278088889640822,-0.2045104640736292,-0.0,-0.22131050467795696,-0.17324513171028813,0.0
2018-11-12,1.0,-0.0927492752646127,-0.19645385289557069,-0.0,-0.22446571833074902,-0.17174543248162882,0.0
2018-11-13,1.0,-0.08643254717769569,-0.1928727831915356,-0.0,-0.22349440887893426,-0.16870309392080501,0.0
2018-11-14,1.0,-0.08664259927797834,-0.1926561037571868,-0.0,-0.22347573204973928,-0.1685720016044926,0.0
2018-11-15,1.0,-0.08646384406134744,-0.1924700856127234,-0.0,-0.22397823801338426,-0.16593514794479397,0.0
2018-11-16,1.0,-0.08421491045397751,-0.1877884214910454,-0.0,-0.2240233236151604,-0.1699291961682632,0.0
2018-11-19,1.0,-0.08177886140846012,-0.18984318899149982,-0.0,-0.22681651943020326,-0.17154022143918773,0.0
2018-11-20,1.0,-0.08016800280004666,-0.18883648060801012,-0.0,-0.2265537758962649,-0.17113618560309338,0.0
2018-11-21,1.0,-0.08176006889242182,-0.18587705352411235,-0.0,-0.22484432962374137,-0.1635863804981452,0.0
2018-11-23,1.0,-0.08169555562920491,-0.1872369336824313,-0.0,-0.2245219235740563,-0.16365624896430583,0.0
2018-11-26,1.0,-0.08151939833681211,-0.1881025742967896,-0.0,-0.223900871351423,-0.16303879667362423,0.0
2018-11-27,1.0,-0.07838997030682944,-0.18883206862421645,-0.0,-0.22170900692840648,-0.1607060376113494,0.0
2018-11-28,1.0,-0.0788839757127772,-0.187186510031679,-0.0,-0.22257787750791974,-0.16129883843717002,0.0
2018-11-29,1.0,-0.0860667367753351,-0.19355000250388102,-0.0,-0.22670138715008262,-0.16295257649356504,0.0
2018-11-30,1.0,-0.08557338682714812,-0.19408224674022068,-0.0,-0.22679705784018728,-0.1652290203945169,0.0
2018-12-03,1.0,-0.08608717476784071,-0.19427758721659835,-0.0,-0.2271898268217184,-0.16566552329959006,0.0
2018-12-04,1.0,-0.08425587336572658,-0.1947603065671492,-0.0,-0.2259179482041777,-0.16483828415902751,0.0
2018-12-06,1.0,-0.08272578980658478,-0.19331535670295283,-0.0,-0.22550684110656147,-0.1629548253936549,0.0
2018-12-07,1.0,-0.08204197806221808,-0.19341200752342746,-0.0,-0.2256362456099469,-0.16338487657917075,0.0
2018-12-10,1.0,-0.06907986999059576,-0.19689495306132548,-0.0,-0.22829189421062182,-0.15559881869627626,0.0
2018-12-11,1.0,-0.07891602144133412,-0.19495731586261664,-0.0,-0.23324068559327643,-0.14732645092978627,0.0
2018-12-12,1.0,-0.07935536178169003,-0.19489716564356274,-0.0,-0.2334166156493539,-0.14694640700233302,0.0
2018-12-13,1.0,-0.07949388890729026,-0.1959027524759034,-0.0,-0.23306614554006158,-0.14764333741843594,0.0
