Date,IWF,IWM,MTUM,SMP,SPY,VLUE,VXX
2018-11-05,-0.0807006568658117,-1.1178839537065999,-0.0,1.0,-0.8086096340319049,-0.9027213012198937,0.0
2018-11-06,-0.0866080156402737,-1.1223851417399806,-0.0,1.0,-0.8046920821114371,-0.8964222873900294,0.0
2018-11-07,-0.08646291640477687,-1.1310496543054682,-0.0,1.0,-0.8086895034569452,-0.902144877435575,0.0
2018-11-08,-0.05631505359639584,-1.1284759981357775,-0.0,1.0,-0.7945859872611465,-0.9043809227901197,0.0
2018-11-09,-0.0563041199083602,-1.1280239195433541,-0.0,1.0,-0.7947423601133848,-0.9039723527356037,0.0
2018-11-12,-0.05453000695141732,-1.1094075847686724,-0.0,1.0,-0.79871784969491,-0.8992044489070827,0.0
2018-11-13,-0.019565881993274227,-1.105854478752675,-0.0,1.0,-0.7998700703148883,-0.8961708957505349,0.0
2018-11-14,-0.019155769671943105,-1.1069434885677143,-0.0,1.0,-0.8004511738166247,-0.8969947235604496,0.0
2018-11-15,-0.01776368567826718,-1.109905642357795,-0.0,1.0,-0.8059365091492531,-0.8865416205065515,0.0
2018-11-16,-0.013707497239462362,-1.0982370635494805,-0.0,1.0,-0.8037924075695847,-0.8919011537143511,0.0
2018-11-19,-0.016259233874038534,-1.0975173254131443,-0.0,1.0,-0.8024902901530728,-0.8914781814027872,0.0
2018-11-20,-0.0,-1.0804823649491553,-0.0,1.0,-0.793444977885306,-0.9063622273466148,0.0
2018-11-21,-0.0,-1.0728975463569956,-0.0,1.0,-0.7861397265405505,-0.8869825810076792,0.0
2018-11-23,-0.0,-1.0623854583535925,-0.0,1.0,-0.7900662003964544,-0.8876837341511763,0.0
2018-11-26,-0.0,-1.066322715717063,-0.0,1.0,-0.7873112008374458,-0.8849633617466727,0.0
2018-11-27,-0.0,-1.0637419066755973,-0.0,1.0,-0.7790429411326933,-0.8783210538066534,0.0
2018-11-28,-0.0,-1.07385876653624,-0.0,1.0,-0.7759269610583194,-0.8767281535308367,0.0
2018-11-29,-0.0,-1.0521707137601177,-0.0,1.0,-0.7579102281089036,-0.8690581309786608,0.0
2018-11-30,-0.0,-1.0575592793992525,-0.0,1.0,-0.7618466318943513,-0.8797765693781674,0.0
2018-12-03,-0.0,-1.0578643792057976,-0.0,1.0,-0.7608518819788509,-0.8786881609110405,0.0
2018-12-04,-0.0,-1.059859933652783,-0.0,1.0,-0.7520088462956138,-0.8741245853298931,0.0
2018-12-06,-0.0,-1.0010374186162982,-0.0,1.0,-0.734277742004722,-0.8419904128210631,0.0
2018-12-07,-0.0,-1.0013949495672079,-0.0,1.0,-0.7349595822304886,-0.8404749982116031,0.0
2018-12-10,-0.0,-0.996889140271493,-0.0,1.0,-0.7203407805429864,-0.8178379524886877,0.0
2018-12-11,-0.0,-0.9964995403436815,-0.0,1.0,-0.7252669542465172,-0.8140513400749593,0.0
2018-12-12,-0.0,-0.9967462422634837,-0.0,1.0,-0.7267550839964633,-0.8132272325375773,0.0
2018-12-13,-0.0,-0.993464283190843,-0.0,1.0,-0.7280788525400975,-0.8112767611107187,0.0
2018-12-14,-0.0,-0.9988328912466844,-0.0,1.0,-0.7260123784261715,-0.8118479221927498,0.0
2018-12-17,-0.0,-0.9939451543633612,-0.0,1.0,-0.7066920125321224,-0.8196219241736192,0.0
2018-12-18,-0.0,-0.9788712719145072,-0.0,1.0,-0.6952923098414472,-0.8181881679122721,0.0
2018-12-19,-0.0,-0.9794884338528199,-0.0,1.0,-0.6962750716332379,-0.8185407785309946,0.0
2018-12-20,-0.0,-0.9627607788595272,-0.0,1.0,-0.7025730180806675,-0.811682892906815,0.0
2018-12-21,-0.0,-0.963345897161036,-0.0,1.0,-0.7031363463466924,-0.7914519865832151,0.0
2018-12-24,-0.0,-0.9391724989707698,-0.0,1.0,-0.6885892685604501,-0.8030053519967064,0.0
2018-12-26,-0.0,-0.942657200122295,-0.0,1.0,-0.6652851853110031,-0.7891768862316132,0.0
2018-12-27,-0.0,-0.8958809321757295,-0.0,1.0,-0.5877341863045892,-0.7803055029701678,0.0
2018-12-28,-0.0,-0.8986074421941753,-0.0,1.0,-0.5854286925610671,-0.7772233636630467,0.0
2018-12-31,-0.0,-0.901455328591007,-0.0,1.0,-0.5850681981335247,-0.7765450629772237,0.0
2019-01-02,-0.0,-0.9002672576755102,-0.0,1.0,-0.5820676618212633,-0.7769376181474481,0.0
2019-01-03,-0.0,-0.9014820134491088,-0.0,1.0,-0.6018802637592218,-0.7610171704641902,0.0
2019-01-04,-0.0,-0.9042397897946606,-0.0,1.0,-0.576929315210692,-0.7627404547961203,0.0
2019-01-07,-0.0,-0.8737320741518014,-0.0,1.0,-0.5651054087570352,-0.7409138605361061,0.0
2019-01-08,-0.0,-0.8586252856054836,-0.0,1.0,-0.5761931962427012,-0.7385757806549885,0.0
2019-01-09,-0.0,-0.8614675984752223,-0.0,1.0,-0.5772236340533672,-0.7379288437102922,0.0
2019-01-10,-0.0,-0.8648631444939529,-0.0,1.0,-0.5773392743475494,-0.740515595162317,0.0
2019-01-11,-0.0,-0.8634989338340601,-0.0,1.0,-0.5775755068266446,-0.741478628942427,0.0
2019-01-14,-0.0,-0.8679654369798807,-0.0,1.0,-0.5885916525842553,-0.7319134011414724,0.0
2019-01-15,-0.0,-0.8640457332652018,-0.0,1.0,-0.5838017373530914,-0.7457843638221768,0.0
2019-01-16,-0.0,-0.863806268170346,-0.0,1.0,-0.5693428324973643,-0.7616050605411967,0.0
2019-01-17,-0.0,-0.8551809839408616,-0.0,1.0,-0.5684743818506246,-0.762649757838389,0.0
2019-01-18,-0.0,-0.8499197946743664,-0.0,1.0,-0.5788578761629772,-0.7794674366377928,0.0
2019-01-22,-0.0,-0.9163412729402578,-0.0,1.0,-0.5185149030326696,-0.8190810881166212,0.0
2019-01-23,-0.0,-0.905129961191012,-0.0,1.0,-0.5307047581776082,-0.8254247790496689,0.0
2019-01-24,-0.0,-0.9008579910612338,-0.0,1.0,-0.5385443512869865,-0.8229210843963068,0.0
2019-01-25,-0.0,-0.8724935047631738,-0.0,1.0,-0.5767437212710679,-0.881686763040437,0.0
2019-01-28,-0.0,-0.8406501898607688,-0.0,1.0,-0.6168143361534875,-0.8734594630604224,0.0
2019-01-29,-0.0,-0.8271968910181245,-0.0,1.0,-0.6363362256692017,-0.8866628697778821,0.0
2019-01-30,-0.0,-0.8254691689008044,-0.0,1.0,-0.6349195710455764,-0.8908176943699732,0.0
2019-01-31,-0.0,-0.8365210388564526,-0.0,1.0,-0.6053620562378363,-0.9135964029259781,0.0
2019-02-01,-0.0,-0.8350075592138417,-0.0,1.0,-0.6125986897362674,-0.9120443473878715,0.0
2019-02-04,-0.0,-0.8342235211125667,-0.0,1.0,-0.6143975276294131,-0.9105445261849575,0.0
2019-02-05,-0.0,-0.8351371677075501,-0.0,1.0,-0.552954255632214,-0.8816989830951836,0.0
2019-02-06,-0.0,-0.8395215060792259,-0.0,1.0,-0.5466400836710681,-0.882206824421493,0.0
2019-02-07,-0.0,-0.8312229419615247,-0.0,1.0,-0.5495914846521923,-0.8742553953321832,0.0
2019-02-08,-0.0,-0.8361265079882623,-0.0,1.0,-0.5637430714052821,-0.8606781871535703,0.0
2019-02-11,-0.0,-0.8093300345074549,-0.0,1.0,-0.5660850315775766,-0.8800052086724396,0.0
2019-02-12,-0.0,-0.8121518162567194,-0.0,1.0,-0.5677797686919693,-0.8778954227072813,0.0
2019-02-13,-0.0,-0.8128272677009138,-0.0,1.0,-0.5666243861189709,-0.8729306924252773,0.0
2019-02-14,-0.0,-0.7939478918707406,-0.0,1.0,-0.5873088335996348,-0.8795773958978707,0.0
2019-02-15,-0.0,-0.7874586576687936,-0.0,1.0,-0.6344168643303378,-0.9189189189189191,0.0
2019-02-19,-0.0,-0.778319204325479,-0.0,1.0,-0.6420132167412056,-0.917228489419932,0.0
2019-02-20,-0.0,-0.7840457173411758,-0.0,1.0,-0.6374360859539484,-0.9204291013601578,0.0
2019-02-21,-0.0,-0.7928640890647531,-0.0,1.0,-0.6385097749907783,-0.9219677408537609,0.0
2019-02-22,-0.0,-0.7885679782630574,-0.0,1.0,-0.6428834993794237,-0.9230149944651305,0.0
2019-02-25,-0.0,-0.7818659658344284,-0.0,1.0,-0.655783550658715,-0.931702550625021,0.0
2019-02-26,-0.0,-0.7879760738062248,-0.0,1.0,-0.6643574059680307,-0.9271062147274508,0.0
2019-02-27,-0.0,-0.7861730899256254,-0.0,1.0,-0.6718728870858688,-0.9226166328600405,0.0
2019-02-28,-0.0,-0.787949445796161,-0.0,1.0,-0.6732562854825628,-0.9180859691808596,0.0
2019-03-01,-0.0,-0.7919818967846528,-0.0,1.0,-0.671001080788976,-0.9144825722777628,0.0
2019-03-04,-0.0,-0.7915977170646044,-0.0,1.0,-0.671676066326703,-0.9138495829252643,0.0
2019-03-05,-0.0,-0.7782929470691755,-0.0,1.0,-0.6911127656694193,-0.9149180993637471,0.0
2019-03-06,-0.0,-0.7697357347247938,-0.0,1.0,-0.6844638949671773,-0.9122706615047973,0.0
2019-03-07,-0.0,-0.7563124096426049,-0.0,1.0,-0.6919947550684195,-0.9138284638402312,0.0
2019-03-08,-0.0,-0.7513649157312896,-0.0,1.0,-0.7139611380514769,-0.9257689307877515,0.0
2019-03-11,-0.0,-0.7513617210784146,-0.0,1.0,-0.7197081292179096,-0.9546435545202288,0.0
2019-03-12,-0.0,-0.7206661357892187,-0.0,1.0,-0.7423397846484091,-0.9992383062701243,0.0
2019-03-13,-0.0,-0.7379459308807135,-0.0,1.0,-0.7506619286510591,-0.9952271460423633,0.0
2019-03-14,-0.0,-0.7341622672964713,-0.0,1.0,-0.7518755209780494,-0.9871492081133647,0.0
2019-03-15,-0.0,-0.72559339165592,-0.0,1.0,-0.7594367571712384,-1.0003833954898749,0.0
2019-03-18,-0.0,-0.7427252871133657,-0.0,1.0,-0.7724230254350737,-1.0077150708095541,0.0
2019-03-19,-0.0,-0.7432375167737835,-0.0,1.0,-0.7748428561339078,-1.0132424606257504,0.0
2019-03-20,-0.0,-0.7429541355776372,-0.0,1.0,-0.7760882633756498,-1.0171151738038828,0.0
2019-03-21,-0.0,-0.7436622706219282,-0.0,1.0,-0.7987483647420711,-0.9933175405720751,0.0
2019-03-22,-0.0,-0.7389043242858161,-0.0,1.0,-0.8353636816983686,-0.9877466695162784,0.0
2019-03-25,-0.0,-0.676318292296312,-0.0,1.0,-0.8578674838846033,-0.9883405544401002,0.0
2019-03-26,-0.0,-0.6846022968949383,-0.0,1.0,-0.8577201190982561,-1.0023039841202326,0.0
2019-03-27,-0.0,-0.6769840988773594,-0.0,1.0,-0.8622729043453624,-1.0021957006764175,0.0
2019-03-28,-0.0,-0.6741429483994607,-0.0,1.0,-0.8561288948825326,-1.0185605791752432,0.0
2019-03-29,-0.0,-0.6701286732125765,-0.0,1.0,-0.8554819042217574,-1.0191060224735031,0.0
2019-04-01,-0.0,-0.6780243937030208,-0.0,1.0,-0.8566869947525173,-1.0108849808537794,0.0
2019-04-02,-0.0,-0.6931134545969283,-0.0,1.0,-0.8766367046500106,-0.9690707056408804,0.0
2019-04-03,-0.0,-0.6950672645739909,-0.0,1.0,-0.8754634370255286,-0.9604180643338865,0.0
2019-04-04,-0.0,-0.6963367382881297,-0.0,1.0,-0.8722085241282143,-0.9538217682282494,0.0
2019-04-05,-0.0,-0.6930063257589144,-0.0,1.0,-0.8746156836413753,-0.9663215181821395,0.0
2019-04-08,-0.0,-0.6874537053366724,-0.0,1.0,-0.8713625621671194,-0.9683961765017108,0.0
2019-04-09,-0.0,-0.6758967458659396,-0.0,1.0,-0.899330760242201,-0.9656881838461812,0.0
2019-04-10,-0.0,-0.6712895807535821,-0.0,1.0,-0.902458871395719,-0.9641960021227666,0.0
2019-04-11,-0.0,-0.6708127208480567,-0.0,1.0,-0.8975618374558305,-0.9651943462897528,0.0
2019-04-12,-0.0,-0.6681969065611979,-0.0,1.0,-0.8978035171975424,-0.9653224097747016,0.0
2019-04-15,-0.0,-0.6668900804289544,-0.0,1.0,-0.8979116692535628,-0.9627486947932834,0.0
2019-04-16,-0.0,-0.6712729580145945,-0.0,1.0,-0.8961469312934044,-0.9578030810448761,0.0
2019-04-17,-0.0,-0.6471169105977781,-0.0,1.0,-0.9298536413330981,-0.9497443131722799,0.0
2019-04-18,-0.0,-0.6277224917661224,-0.0,1.0,-0.9349080993023338,-0.9788221128306832,0.0
2019-04-22,-0.0,-0.6296099667303744,-0.0,1.0,-0.9313725490196078,-0.9783747433991647,0.0
2019-04-23,-0.0,-0.6649255039439088,-0.0,1.0,-0.8992813321647678,-0.9415249780893952,0.0
2019-04-24,-0.0,-0.6467649524874232,-0.0,1.0,-0.9009921743991057,-0.9458147009502517,0.0
2019-04-25,-0.0,-0.643528712732865,-0.0,1.0,-0.9105239243647549,-0.9411415189961904,0.0
2019-04-26,-0.0,-0.64193752638244,-0.0,1.0,-0.9030885042915436,-0.9725974391445056,0.0
2019-04-29,-0.0,-0.6340135576551579,-0.0,1.0,-0.8995117839204804,-0.9788205542481823,0.0
2019-04-30,-0.0,-0.6309005338578253,-0.0,1.0,-0.9015875245855578,-0.9797344759763978,0.0
2019-05-01,-0.0,-0.6499946829251001,-0.0,1.0,-0.9273333097018893,-0.9673886072808477,0.0
2019-05-02,-0.0,-0.6571214339272325,-0.0,1.0,-0.9441211125789981,-0.9692933909379798,0.0
2019-05-03,-0.0,-0.6744825124910777,-0.0,1.0,-0.9307994289793005,-0.9635974304068523,0.0
2019-05-06,-0.0,-0.6647153310726396,-0.0,1.0,-0.9248973764054971,-0.97986792789577,0.0
2019-05-07,-0.0,-0.6641535053240907,-0.0,1.0,-0.926070177946116,-0.982991495747874,0.0
2019-05-08,-0.0,-0.6690527065527065,-0.0,1.0,-0.9179131054131053,-0.9742877492877493,0.0
2019-05-09,-0.0,-0.6683039686777007,-0.0,1.0,-0.9162840363053925,-0.9747285993949102,0.0
2019-05-10,-0.0,-0.6690621887007258,-0.0,1.0,-0.9161804468478726,-0.972463355628291,0.0
2019-05-13,-0.0,-0.6687535571997724,-0.0,1.0,-0.9146627774615824,-0.97378343767786,0.0
2019-05-14,-0.0,-0.6223080976637976,-0.0,1.0,-0.9254523098542069,-0.9653258387493413,0.0
2019-05-15,-0.0,-0.6226288931902164,-0.0,1.0,-0.945451346120007,-0.9511525602674643,0.0
2019-05-16,-0.0,-0.6272432965022169,-0.0,1.0,-0.9408121613062144,-0.9508410162573018,0.0
2019-05-17,-0.0,-0.6230300038782922,-0.0,1.0,-0.9285336529986249,-0.9741564714592955,0.0
2019-05-20,-0.0,-0.6139534883720931,-0.0,1.0,-0.9324524312896405,-0.9771670190274842,0.0
2019-05-21,-0.0,-0.6080562884784521,-0.0,1.0,-0.9331574318381706,-0.976816182937555,0.0
2019-05-22,-0.0,-0.5975588307713955,-0.0,1.0,-0.9452319814274157,-0.9747089239860707,0.0
2019-05-23,-0.0,-0.5999718883969358,-0.0,1.0,-0.9602220816642069,-0.953756412959449,0.0
2019-05-24,-0.0,-0.5867759907495007,-0.0,1.0,-0.961000735835173,-0.9562353270962543,0.0
2019-05-28,-0.0,-0.5875183862155915,-0.0,1.0,-0.960635987952651,-0.9539819289766757,0.0
2019-05-29,-0.0,-0.5924410880358016,-0.0,1.0,-0.9588490315362562,-0.9449688832948746,0.0
2019-05-30,-0.0,-0.5892501658925018,-0.0,1.0,-0.9552614116578773,-0.9479621415848847,0.0
2019-05-31,-0.0,-0.5934504233433628,-0.0,1.0,-0.9466097543908754,-0.9586453012385417,0.0
2019-06-03,-0.0,-0.5895045564051534,-0.0,1.0,-0.9454977130686777,-0.956495932404595,0.0
2019-06-04,-0.0,-0.5734124214933706,-0.0,1.0,-0.9347871598046056,-0.9809839497557571,0.0
2019-06-05,-0.0,-0.5624160148847466,-0.0,1.0,-0.9514178410226373,-0.9317093339765014,0.0
2019-06-06,-0.0,-0.5653822292686289,-0.0,1.0,-0.9251740539050114,-0.9560212311297994,0.0
2019-06-07,-0.0,-0.5779791228855894,-0.0,1.0,-0.916078134150963,-0.9510111275708825,0.0
2019-06-10,-0.0,-0.5802677311676244,-0.0,1.0,-0.9098041914725213,-0.9512027254895212,0.0
2019-06-11,-0.0,-0.5857172470978441,-0.0,1.0,-0.9143173023770039,-0.9548783858485352,0.0
2019-06-12,-0.0,-0.5825927590857222,-0.0,1.0,-0.9148310799128601,-0.9605103910923615,0.0
2019-06-13,-0.0,-0.5849626671297101,-0.0,1.0,-0.9173120333391214,-0.9705157145337733,0.0
2019-06-14,-0.0,-0.5808713764971359,-0.0,1.0,-0.9274431522305157,-0.9633049817739977,0.0
2019-06-17,-0.0,-0.5811341555846482,-0.0,1.0,-0.9241714325087851,-0.9398470336939295,0.0
2019-06-18,-0.0,-0.5794254257698263,-0.0,1.0,-0.9236194735936694,-0.9375193531739205,0.0
2019-06-19,-0.0,-0.5871377122277482,-0.0,1.0,-0.929583261876179,-0.9132224318298748,0.0
2019-06-20,-0.0,-0.5809588807370757,-0.0,1.0,-0.9233919126428938,-0.9080361713018257,0.0
2019-06-21,-0.0,-0.5814566363200767,-0.0,1.0,-0.9350058183311657,-0.9060852898897939,0.0
2019-06-24,-0.0,-0.5701811235801754,-0.0,1.0,-0.9031619879250947,-0.9376470989528262,0.0
2019-06-25,-0.0,-0.5240103716508211,-0.0,1.0,-0.969057908383751,-0.964114088159032,0.0
2019-06-26,-0.0,-0.5223106191629193,-0.0,1.0,-0.9572812175717744,-0.9794188861985472,0.0
2019-06-27,-0.0,-0.5236807433603773,-0.0,1.0,-0.982560155329034,-0.9609250398724083,0.0
2019-06-28,-0.0,-0.514067914067914,-0.0,1.0,-0.9896742896742895,-0.9612612612612612,0.0
2019-07-01,-0.0,-0.5053871470639183,-0.0,1.0,-1.0100121254113978,-0.949003984063745,0.0
2019-07-02,-0.0,-0.5117881253245629,-0.0,1.0,-0.9995499394149212,-0.9506664358663667,0.0
2019-07-03,-0.0,-0.520550318824508,-0.0,1.0,-0.9902966454116996,-0.9546021624618797,0.0
2019-07-05,-0.0,-0.5084657733457982,-0.0,1.0,-0.9935944046258786,-0.9604238080398878,0.0
2019-07-08,-0.0,-0.5143540669856459,-0.0,1.0,-0.9884196657652035,-0.9643922058109701,0.0
2019-07-09,-0.0,-0.5107245573304687,-0.0,1.0,-0.9882878824630098,-0.9661110918604248,0.0
2019-07-10,-0.0,-0.5025489856077684,-0.0,1.0,-0.9938963065718746,-0.9715623374371424,0.0
2019-07-11,-0.0,-0.496953119590056,-0.0,1.0,-1.004293331486739,-0.961117651132193,0.0
2019-07-12,-0.0,-0.5429025602868063,-0.0,1.0,-0.8930902695572768,-0.9461561876416276,0.0
2019-07-15,-0.0,-0.5912280701754387,-0.0,1.0,-0.864642375168691,-0.9179487179487179,0.0
2019-07-16,-0.0,-0.603415941058272,-0.0,1.0,-0.8792029470864032,-0.8663429336905559,0.0
2019-07-17,-0.0,-0.5947227788911156,-0.0,1.0,-0.8767869071476286,-0.8685370741482966,0.0
2019-07-18,-0.0,-0.5980183535044553,-0.0,1.0,-0.8660726160393668,-0.8608192578800372,0.0
2019-07-19,-0.0,-0.6001729700961315,-0.0,1.0,-0.8686092539001429,-0.8575657785317499,0.0
2019-07-22,-0.0,-0.5835690280504442,-0.0,1.0,-0.8635410774298737,-0.8803447243203674,0.0
2019-07-23,-0.0,-0.5899690278749127,-0.0,1.0,-0.8603923135844408,-0.8799413860858561,0.0
2019-07-24,-0.0,-0.5898631323054381,-0.0,1.0,-0.8609011289087216,-0.8793499617036865,0.0
2019-07-25,-0.0,-0.5868921212928137,-0.0,1.0,-0.8644609393203077,-0.8772093332889526,0.0
2019-07-26,-0.0,-0.5489026637627743,-0.0,1.0,-0.9046406433238399,-0.8971016920757245,0.0
2019-07-29,-0.0,-0.5240205458757176,-0.0,1.0,-0.9093900023500184,-0.9237586866753953,0.0
2019-07-30,-0.0,-0.5257029729548353,-0.0,1.0,-0.9052412589759077,-0.924501711294544,0.0
2019-07-31,-0.0,-0.5034316515450802,-0.0,1.0,-0.9127523519367906,-0.931735243898356,0.0
2019-08-01,-0.0,-0.5220455608257065,-0.0,1.0,-0.9003941479056718,-0.9177967800120249,0.0
2019-08-02,-0.0,-0.518179387782382,-0.0,1.0,-0.8865124983291004,-0.9371073385910974,0.0
2019-08-05,-0.0,-0.5144363964084249,-0.0,1.0,-0.8892152608565039,-0.9342434660702961,0.0
2019-08-06,-0.0,-0.5146460002627085,-0.0,1.0,-0.8443780375673191,-0.924865361880993,0.0
2019-08-07,-0.0,-0.5178970917225951,-0.0,1.0,-0.8473154362416108,-0.9246611396236346,0.0
2019-08-08,-0.0,-0.5220406955721377,-0.0,1.0,-0.8459287991847738,-0.9192334242792808,0.0
2019-08-09,-0.0,-0.5131677953348383,-0.0,1.0,-0.831321359636209,-0.927012791572611,0.0
2019-08-12,-0.0,-0.5134825202319715,-0.0,1.0,-0.8319845352380328,-0.9309655646931622,0.0
2019-08-13,-0.0,-0.5063133791298658,-0.0,1.0,-0.8307818122342164,-0.9340857049394832,0.0
2019-08-14,-0.0,-0.5035058977719528,-0.0,1.0,-0.8360419397116644,-0.9369593709043249,0.0
2019-08-15,-0.0,-0.5257642203018187,-0.0,1.0,-0.8178124596930221,-0.8809815555268928,0.0
2019-08-16,-0.0,-0.534671356200187,-0.0,1.0,-0.8051692426833597,-0.8869026491562065,0.0
2019-08-19,-0.0,-0.5312057194383615,-0.0,1.0,-0.8054875692386964,-0.8837433981708102,0.0
2019-08-20,-0.0,-0.5390191487314366,-0.0,1.0,-0.7971581614651827,-0.8713153927574815,0.0
2019-08-21,-0.0,-0.5403846153846154,-0.0,1.0,-0.7963782051282051,-0.8683333333333333,0.0
2019-08-22,-0.0,-0.5425416133162612,-0.0,1.0,-0.7876760563380282,-0.870774647887324,0.0
2019-08-23,-0.0,-0.5404557675073615,-0.0,1.0,-0.7876712328767124,-0.8724875176033798,0.0
2019-08-26,-0.0,-0.5297483560950936,-0.0,1.0,-0.7792425392008093,-0.8523646939807791,0.0
2019-08-27,-0.0,-0.526327419660332,-0.0,1.0,-0.7739440621251341,-0.8564934654965591,0.0
2019-08-28,-0.0,-0.5340560700401403,-0.0,1.0,-0.7667119694048484,-0.8598881127722116,0.0
2019-08-29,-0.0,-0.5225427316672459,-0.0,1.0,-0.7718871441660611,-0.8650279612018577,0.0
2019-08-30,-0.0,-0.512542885020931,-0.0,1.0,-0.7776273960530043,-0.8573541909288346,0.0
2019-09-03,-0.0,-0.5206385189383206,-0.0,1.0,-0.7804540159314882,-0.8473914549290009,0.0
2019-09-04,-0.0,-0.5211103409162519,-0.0,1.0,-0.7814922175310354,-0.8481630852605709,0.0
2019-09-05,-0.0,-0.5180707719430803,-0.0,1.0,-0.7805377156529405,-0.8496411031356254,0.0
2019-09-06,-0.0,-0.5208953333755462,-0.0,1.0,-0.7789843601595644,-0.8660799088203636,0.0
2019-09-09,-0.0,-0.5214652061039702,-0.0,1.0,-0.778794402583423,-0.8657316532641045,0.0
2019-09-10,-0.0,-0.5269041303524062,-0.0,1.0,-0.7581470253884046,-0.8727106227106227,0.0
2019-09-11,-0.0,-0.5414418988386115,-0.0,1.0,-0.7244716633877007,-0.907247572507457,0.0
2019-09-12,-0.0,-0.5064316341114816,-0.0,1.0,-0.750960774972209,-0.9186914403684294,0.0
2019-09-13,-0.0,-0.5036037466264486,-0.0,1.0,-0.7541197015399269,-0.9173519606286712,0.0
2019-09-16,-0.0,-0.4993794354453744,-0.0,1.0,-0.7647901218852433,-0.9182445979059924,0.0
2019-09-17,-0.0,-0.46214746748911006,-0.0,1.0,-0.7785126069123398,-0.9388890655305078,0.0
2019-09-18,-0.0,-0.461846750850854,-0.0,1.0,-0.7834218645631222,-0.9354941314927319,0.0
2019-09-19,-0.0,-0.4724254182303925,-0.0,1.0,-0.7656637618472109,-0.9423700782392979,0.0
2019-09-20,-0.0,-0.4876417378009938,-0.0,1.0,-0.7644285896292521,-0.9330169448337368,0.0
2019-09-23,-0.0,-0.487254652052001,-0.0,1.0,-0.7651988274279887,-0.9338835075197554,0.0
