Date,ABM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.35395455073361465,-0.9771979404591382,-0.0,-0.7515001354961093,-0.7886647826255275,0.0
2018-09-25,1.0,-0.3529138251704898,-0.9787275263484191,-0.0,-0.752673589584625,-0.7904138251704899,0.0
2018-09-26,1.0,-0.3556417215975184,-0.9816207832493213,-0.0,-0.7532764637456378,-0.7869329197363318,0.0
2018-09-27,1.0,-0.35508540372670805,-0.9852872670807453,-0.0,-0.7539208074534162,-0.7876552795031055,0.0
2018-09-28,1.0,-0.3522413592006532,-0.9909412542280627,-0.0,-0.7553749854204735,-0.7892772442751059,0.0
2018-10-01,1.0,-0.3529022977333696,-0.9902025582209091,-0.0,-0.7556082578437853,-0.7891606080634501,0.0
2018-10-02,1.0,-0.3545829122288735,-0.9845681411801291,-0.0,-0.7571717328772448,-0.7907953043613466,0.0
2018-10-03,1.0,-0.3542574719800747,-0.9712795765877956,-0.0,-0.7642045454545453,-0.8018757783312578,0.0
2018-10-04,1.0,-0.3618862042088854,-0.9635619641465316,-0.0,-0.7741621200311769,-0.7974668745128606,0.0
2018-10-05,1.0,-0.34309883202048813,-0.9548329517674906,-0.0,-0.7780838927476621,-0.8043537309378759,0.0
2018-10-08,1.0,-0.33925937427218383,-0.9517118236161789,-0.0,-0.7855368372020806,-0.8051781693967859,0.0
2018-10-09,1.0,-0.33430447111836226,-0.9521034844423728,-0.0,-0.7882919628636911,-0.8098512216913336,0.0
2018-10-10,1.0,-0.34228685041518847,-0.9539978948189154,-0.0,-0.7957974347978636,-0.8064013098904526,0.0
2018-10-11,1.0,-0.24929833876962754,-0.9462186148828036,-0.0,-0.7715997876052492,-0.8256466661609648,0.0
2018-10-12,1.0,-0.24431775560723126,-0.9386017553071786,-0.0,-0.7571825069387143,-0.8105918535743755,0.0
2018-10-15,1.0,-0.20027114559011824,-0.9919786096256684,-0.0,-0.7548768547111546,-0.8187843639376365,0.0
2018-10-16,1.0,-0.18976497346474602,-1.022858225928734,-0.0,-0.7573540561031085,-0.820773313115997,0.0
2018-10-17,1.0,-0.17291604421870332,-0.9917836868837766,-0.0,-0.7488422467881685,-0.8211084553331341,0.0
2018-10-18,1.0,-0.17194620844228614,-0.9899887934254762,-0.0,-0.7516996638027643,-0.8218528203212552,0.0
2018-10-19,1.0,-0.1539630755542374,-0.9804626677541336,-0.0,-0.7517980277304072,-0.8210869726403204,0.0
2018-10-22,1.0,-0.15423383361126553,-0.9730220492866409,-0.0,-0.7547896979803596,-0.8237168797480082,0.0
2018-10-23,1.0,-0.1551685809559096,-0.9728788440163023,-0.0,-0.7538718043719898,-0.8231567247128567,0.0
2018-10-24,1.0,-0.1535348284568543,-0.979132630328234,-0.0,-0.7560151492648152,-0.8244096242388237,0.0
2018-10-25,1.0,-0.11500413683945465,-0.9314363826036907,-0.0,-0.7584805208820461,-0.7923306593762366,0.0
2018-10-26,1.0,-0.09777888517121093,-0.9169573574428703,-0.0,-0.7625115683063999,-0.7822310813696874,0.0
2018-10-29,1.0,-0.0653650556563178,-0.9389025214267933,-0.0,-0.7538319285892101,-0.7982147302535653,0.0
2018-10-30,1.0,-0.0628599872004551,-0.9387399559126786,-0.0,-0.7537509777430136,-0.8000782194410866,0.0
2018-10-31,1.0,-0.06480794374359516,-0.9240962578182975,-0.0,-0.7499558288278737,-0.7948690766458179,0.0
2018-11-01,1.0,-0.04169316656066709,-0.9442088898311074,-0.0,-0.7506183308600098,-0.7967988128047487,0.0
2018-11-02,1.0,-0.043233148937669566,-0.9353088333744407,-0.0,-0.7509249145555125,-0.794017124132342,0.0
2018-11-05,1.0,-0.03827852384477107,-0.9506538366641993,-0.0,-0.7528462162066899,-0.7829473758415283,0.0
2018-11-06,1.0,-0.04736860682644453,-0.959302530796654,-0.0,-0.7483322155942254,-0.7746637958420105,0.0
2018-11-07,1.0,-0.0471435124739758,-0.9591728713080915,-0.0,-0.7479092416810756,-0.7744451109778046,0.0
2018-11-08,1.0,-0.027657190869626105,-0.9577790225458619,-0.0,-0.7395672874947486,-0.7759067357512953,0.0
2018-11-09,1.0,-0.02782931354359926,-0.9574684076031785,-0.0,-0.7395946371687612,-0.7756502257849968,0.0
2018-11-12,1.0,-0.026363509555028593,-0.9461570651415818,-0.0,-0.7420491002929279,-0.772701911005719,0.0
2018-11-13,1.0,-0.011358899541475613,-0.9471307489231624,-0.0,-0.7429484507433651,-0.7722314853411143,0.0
2018-11-14,1.0,-0.010331872260488416,-0.9497321366450984,-0.0,-0.7444514019341821,-0.774264245460238,0.0
2018-11-15,1.0,-0.009247670699485467,-0.95268391044361,-0.0,-0.7500695313586427,-0.7645320539563343,0.0
2018-11-16,1.0,-0.010078893407013519,-0.9515170472317799,-0.0,-0.7494873666284364,-0.7643971779098461,0.0
2018-11-19,1.0,-0.006961606738835323,-0.9542274356921577,-0.0,-0.753037000939817,-0.7665425180131574,0.0
2018-11-20,1.0,-0.0,-0.9377120698012603,-0.0,-0.7438889273596011,-0.7807631050481268,0.0
2018-11-21,1.0,-0.0,-0.935326986754967,-0.0,-0.7410320088300221,-0.7729028697571744,0.0
2018-11-23,1.0,-0.0,-0.92905382123906,-0.0,-0.7433326442009511,-0.7732754462132176,0.0
2018-11-26,1.0,-0.0,-0.9315629951091824,-0.0,-0.7413377419577047,-0.7713370531101468,0.0
2018-11-27,1.0,-0.0,-0.9321882820802907,-0.0,-0.732352840344201,-0.7637560423737529,0.0
2018-11-28,1.0,-0.0,-0.9355668335505111,-0.0,-0.7307454907070846,-0.7628077635278788,0.0
2018-11-29,1.0,-0.0,-0.9170936980350901,-0.0,-0.716632164794516,-0.7599009060983474,0.0
2018-11-30,1.0,-0.0,-0.9233127789323067,-0.0,-0.7260245971450958,-0.7574694239089701,0.0
2018-12-03,1.0,-0.0,-0.9231922068190334,-0.0,-0.7257399775196702,-0.7571783780101502,0.0
2018-12-04,1.0,-0.0,-0.9354321029808447,-0.0,-0.7212415064704476,-0.75781063270393,0.0
2018-12-06,1.0,-0.0,-0.8884479423731073,-0.0,-0.7128993530314146,-0.7335423197492162,0.0
2018-12-07,1.0,-0.0,-0.8893638336951077,-0.0,-0.7127400233761897,-0.7373518116547003,0.0
2018-12-10,1.0,-0.0,-0.8863975093564733,-0.0,-0.7033087139403174,-0.7223197429867851,0.0
2018-12-11,1.0,-0.0,-0.889563831905995,-0.0,-0.6976033990572929,-0.7322246564429398,0.0
2018-12-12,1.0,-0.0,-0.8916941090376874,-0.0,-0.6977014935302531,-0.7369191364800585,0.0
2018-12-13,1.0,-0.0,-0.8894170045868509,-0.0,-0.6987635445057502,-0.7355913049258791,0.0
